"stretch_id","motorbike","car","car_axle","bus_2_axle","bus_3_axle","bus_4_axle","truck_2_axle","truck_3_axle","truck_4_axle","truck_5_axle","truck_6_axle","truck_7_axle","truck_8_axle","truck_9_axle","load_axle","truck_10_axle","toll_ref","motorbike_axle","car_rush_hour","car_evening_hour","pedestrian","bicycle","car_rush_hour_2","car_evening_hour_2","car_morning_night_hour_2"
22,21,42,21,49,49,49,48,48,48,71,71,74,74,74,24,,"pase",,,,,,,,
21,40,81,41,112,112,112,103,103,103,143,143,151,151,151,52,,"pase",,,,,,,,
23,55,111,56,174,174,174,172,172,172,223,223,260,260,260,86,,"pase",,,,,,,,
24,45,90,45,142,142,142,140,140,140,189,189,214,214,214,70,,"pase",,,,,,,,
25,9,18,9,32,32,32,30,30,30,36,36,41,41,41,15,,"pase",,,,,,,,
26,23,46,23,107,107,107,106,106,132,132,206,206,206,206,53,,"pase",,,,,,,,
27,16,33,17,56,56,56,55,55,75,75,113,113,113,113,28,,"pase",,,,,,,,
28,40,80,40,168,168,168,167,167,205,205,286,286,286,286,84,,"pase",,,,,,,,
29,19,39,20,85,85,85,82,82,99,99,142,142,142,142,41,,"pase",,,,,,,,
30,46,93,47,212,212,212,211,211,248,248,385,385,385,385,106,,"pase",,,,,,,,
31,39,79,40,159,159,159,161,161,205,205,255,255,255,255,81,,"pase",,,,,,,,
32,15,30,15,50,50,50,49,49,49,71,71,101,101,101,25,,"pase",,,,,,,,
35,118,236,118,353,353,353,296,296,296,434,434,501,501,501,148,,"pase",,,,,,,,
36,97,195,98,279,279,279,280,280,280,351,351,350,350,350,140,,"pase",,,,,,,,
37,20,40,20,75,75,75,73,73,73,82,82,77,77,77,37,,"pase",,,,,,,,
38,109,219,110,320,320,320,272,272,272,421,421,462,462,462,136,,"pase",,,,,,,,
39,71,142,71,196,196,196,191,191,191,248,248,237,237,237,96,,"pase",,,,,,,,
40,40,81,41,125,125,125,124,124,124,173,173,154,154,154,62,,"pase",,,,,,,,
41,21,42,21,74,74,74,74,74,149,149,216,216,216,216,37,,"pase",,,,,,,,
42,37,74,37,147,147,147,147,147,147,232,232,276,276,276,73,,"pase",,,,,,,,
43,30,60,30,121,121,121,121,121,121,191,191,227,227,227,60,,"pase",,,,,,,,
44,38,76,38,153,153,153,153,153,153,241,241,286,286,286,76,,"pase",,,,,,,,
45,20,40,20,79,79,79,75,75,112,112,139,139,139,139,38,,"pase",,,,,,,,
46,40,80,40,153,153,153,151,151,217,217,279,279,279,279,76,,"pase",,,,,,,,
47,20,40,20,79,79,79,75,75,112,112,139,139,139,139,38,,"pase",,,,,,,,
48,20,40,20,79,79,79,75,75,112,112,124,124,124,124,38,,"pase",,,,,,,,
49,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
50,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
51,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
52,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
53,10,20,10,37,37,37,37,37,65,65,100,100,100,100,19,,"pase",,,,,,,,
54,43,86,43,132,135,138,131,134,159,188,204,257,257,257,65,,"pase",,,,,,,,
55,48,97,48,158,162,169,158,162,169,207,207,291,291,291,80,,"pase",,,,,,,,
56,21,42,21,50,53,57,50,53,57,65,65,99,99,99,26,,"pase",,,,,,,,
57,27,55,27,108,109,112,108,109,112,142,142,192,192,192,54,,"pase",,,,,,,,
58,78,156,76,233,237,242,233,237,242,304,304,431,431,431,118,,"pase",,,,,,,,
59,25,50,26,81,84,86,81,84,86,116,116,157,157,157,41,,"pase",,,,,,,,
60,53,106,50,152,153,156,152,153,156,188,188,274,274,274,77,,"pase",,,,,,,,
61,28,57,28,72,74,79,72,74,79,105,105,133,133,133,35,,"pase",,,,,,,,
62,14,28,14,35,37,40,35,37,40,46,46,71,71,71,16,,"pase",,,,,,,,
64,7,14,7,15,16,17,15,16,17,19,19,28,28,28,10,,"pase",,,,,,,,
63,34,69,34,123,125,129,123,125,129,161,161,220,220,220,65,,"pase",,,,,,,,
65,82,165,83,203,203,203,207,207,207,280,388,550,550,550,,,"pase",,,,,,,,
66,82,165,83,196,196,196,315,315,315,399,512,558,558,558,,,"pase",,,,,,,,
67,32,65,32,100,100,100,100,100,100,240,240,344,344,344,49,,"pase",,,,,,,,
68,10,21,10,49,49,49,49,49,49,95,95,114,114,114,25,,"pase",,,,,,,,
69,27,54,28,89,89,89,89,89,89,171,171,222,222,222,45,,"pase",,,,,,,,
70,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
71,42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,,"pase",,,,,,,,
74,42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,,"pase",,,,,,,,
75,19,39,20,75,75,75,73,73,73,97,97,119,119,119,37,,"pase",,,,,,,,
77,42,85,43,154,154,154,130,130,130,205,205,280,280,280,65,,"pase",,,,,,,,
78,37,75,37,152,152,152,136,136,136,210,210,295,295,295,68,,"pase",,,,,,,,
79,26,52,26,92,92,92,70,70,70,120,120,165,165,165,52,,"pase",,,,,,,,
80,27,54,27,100,100,100,78,78,78,130,130,170,170,170,39,,"pase",,,,,,,,
1441,52,105,52,212,212,212,175,175,175,295,295,405,405,405,87,,"pase",,,,,,,,
83,42,85,43,162,162,162,136,136,136,222,222,278,278,278,68,,"pase",,,,,,,,
85,21,42,21,83,83,83,82,82,82,113,113,119,119,119,41,,"pase",,,,,,,,
84,20,40,20,83,83,83,82,82,82,113,113,119,119,119,41,,"pase",,,,,,,,
86,32,64,32,136,136,136,154,154,154,178,178,178,178,178,77,,"pase",,,,,,,,
87,17,34,17,73,73,73,83,83,83,96,96,96,96,96,42,,"pase",,,,,,,,
88,14,29,15,62,62,62,71,71,71,82,82,82,82,82,35,,"pase",,,,,,,,
89,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
90,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,,"pase",,,,,,,,
91,46,93,47,196,196,196,195,195,195,314,314,392,392,392,98,,"pase",,,,,,,,
92,40,80,40,126,126,126,124,124,124,214,214,259,259,259,62,,"pase",,,,,,,,
93,24,49,25,85,85,85,82,82,82,140,140,154,154,154,41,,"pase",,,,,,,,
95,68,137,70,287,287,287,286,286,392,457,551,653,653,653,55,,"pase",,,,,,,,
96,47,95,49,220,220,220,220,220,220,302,302,429,429,429,,,"pase",,,,,,,,
97,34,68,35,157,157,157,157,157,157,215,215,305,305,305,,,"pase",,,,,,,,
98,21,42,22,98,98,98,98,98,98,134,134,191,191,191,,,"pase",,,,,,,,
99,15,30,15,69,69,69,69,69,69,94,94,134,134,134,,,"pase",,,,,,,,
100,49,98,50,226,226,226,226,226,226,311,311,441,441,441,,,"pase",,,,,,,,
101,37,74,38,170,170,170,170,170,170,233,233,331,331,331,,,"pase",,,,,,,,
102,9,18,9,41,41,41,41,41,41,56,56,80,80,80,,,"pase",,,,,,,,
103,11,23,12,53,53,53,53,53,53,72,72,103,103,103,,,"pase",,,,,,,,
104,11,22,12,,,,,,,,,,,,,,"pase",,,,,,,,
105,5,10,5,,,,,,,,,,,,,,"pase",,,,,,,,
106,24,49,25,114,114,114,114,114,114,156,156,222,222,222,,,"pase",,,,,,,,
107,3,7,3,16,16,16,16,16,16,22,22,31,31,31,,,"pase",,,,,,,,
109,14,28,14,65,65,65,65,65,65,89,89,126,126,126,,,"pase",,,,,,,,
110,21,42,21,96,96,96,96,96,96,131,131,187,187,187,,,"pase",,,,,,,,
111,45,91,47,211,211,211,211,211,211,289,289,411,411,411,,,"pase",,,,,,,,
112,2,5,6,23,23,23,23,23,23,32,32,45,45,45,,,"pase",,,,,,,,
113,39,79,41,183,183,183,183,183,183,251,251,357,357,357,,,"pase",,,,,,,,
114,10,21,12,48,48,48,48,48,48,66,66,94,94,94,,,"pase",,,,,,,,
115,7,14,7,33,33,33,33,33,33,45,45,63,63,63,,,"pase",,,,,,,,
116,17,35,18,81,81,81,81,81,81,111,111,157,157,157,,,"pase",,,,,,,,
117,12,25,12,58,58,58,58,58,58,80,80,113,113,113,,,"pase",,,,,,,,
120,11,23,12,40,40,40,40,40,83,83,113,113,113,113,20,,"pase",,,,,,,,
122,18,37,18,67,67,67,67,67,122,128,163,172,172,172,26,,"pase",,,,,,,,
121,15,30,15,51,51,51,51,51,106,106,141,141,141,141,26,,"pase",,,,,,,,
123,29,58,29,116,116,116,116,116,235,235,355,355,355,355,58,,"pase",,,,,,,,
124,17,34,17,69,69,69,69,69,140,140,211,211,211,211,35,,"pase",,,,,,,,
125,45,91,38,173,254,342,173,254,342,425,515,598,684,768,,,"pase",,,,,,,,
126,13,35,13,63,97,126,63,97,126,160,191,221,254,288,,,"pase",,,,,,,,
128,9,18,8,34,52,69,34,52,58,86,104,120,137,155,,,"pase",,,,,,,,
132,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,,"pase",,,,,,,,
133,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,,"pase",,,,,,,,
134,20,40,20,81,81,81,81,81,81,120,120,161,161,161,,,"pase",,,,,,,,
135,47,95,48,137,137,137,137,137,163,163,222,222,222,222,69,,"pase",,,,,,,,
136,32,64,32,88,88,88,88,88,105,105,138,138,138,138,44,,"pase",,,,,,,,
137,16,32,16,44,44,44,44,44,55,55,69,69,69,69,22,,"pase",,,,,,,,
138,16,32,16,44,44,44,44,44,50,50,69,69,69,69,22,,"pase",,,,,,,,
139,42,85,42,175,175,175,260,260,260,500,500,590,590,590,127,,"pase",,,,,,,,
140,42,85,42,175,175,175,260,260,260,500,500,590,590,590,127,,"pase",,,,,,,,
141,23,46,25,107,107,107,107,107,211,211,312,312,312,312,54,,"pase",,,,,,,,
142,3,6,3,13,13,13,13,13,25,25,37,37,37,37,7,,"pase",,,,,,,,
144,158,315,157,696,696,696,696,696,696,1044,1044,1200,1200,1200,347,,"pase",,,,,,,,
145,83,165,82,365,365,365,365,365,365,547,547,629,629,629,182,,"pase",,,,,,,,
143,75,150,75,331,331,331,331,331,331,497,497,571,571,571,165,,"pase",,,,,,,,
146,19,38,19,84,84,84,84,84,84,126,126,145,145,145,42,,"pase",,,,,,,,
147,24,48,24,98,98,98,83,83,83,141,141,187,187,187,42,,"pase",,,,,,,,
150,108,217,108,469,469,469,454,454,454,697,697,828,828,828,227,,"pase",,,,,,,,
149,84,169,84,371,371,371,371,371,371,556,556,641,641,641,185,,"pase",,,,,,,,
152,134,267,132,586,586,586,586,586,586,878,878,1012,1012,1012,293,,"pase",,,,,,,,
153,80,160,79,350,350,350,350,350,350,525,525,605,605,605,175,,"pase",,,,,,,,
151,54,107,53,236,236,236,236,236,236,407,407,605,605,605,118,,"pase",,,,,,,,
154,12,24,12,42,42,42,42,42,89,89,135,135,135,135,21,,"pase",,,,,,,,
155,15,31,16,64,64,64,55,55,55,99,99,119,119,119,28,,"pase",,,,,,,,
156,7,15,8,32,32,32,30,30,30,49,49,58,58,58,15,,"pase",,,,,,,,
157,8,16,8,33,33,33,32,32,32,49,49,60,60,60,16,,"pase",,,,,,,,
159,11,22,11,41,41,41,41,41,83,83,113,113,113,113,21,,"pase",,,,,,,,
158,17,35,18,76,76,76,76,76,140,140,195,195,195,195,38,,"pase",,,,,,,,
160,46,92,46,208,208,208,199,199,399,399,575,575,575,575,100,,"pase",,,,,,,,
161,30,61,31,110,110,110,109,109,215,215,309,309,309,309,55,,"pase",,,,,,,,
162,46,92,46,195,195,195,186,186,374,374,544,544,544,544,93,,"pase",,,,,,,,
163,46,92,46,195,195,195,186,186,374,374,544,544,544,544,93,,"pase",,,,,,,,
164,41,83,42,166,166,166,162,162,322,322,452,452,452,452,81,,"pase",,,,,,,,
165,43,86,43,173,173,173,166,166,329,329,462,462,462,462,83,,"pase",,,,,,,,
166,40,81,41,153,153,153,152,152,293,293,413,413,413,413,76,,"pase",,,,,,,,
170,21,21,11,42,42,42,46,46,46,73,73,111,111,111,23,,"pase",,,,,,,,
169,17,17,8,33,33,33,37,37,37,58,58,88,88,88,18,,"pase",,,,,,,,
168,16,16,8,31,31,31,34,34,34,63,63,79,79,79,17,,"pase",,,,,,,,
171,16,33,17,64,64,64,62,62,121,121,173,173,173,173,31,,"pase",,,,,,,,
172,24,49,25,103,103,103,104,104,180,180,264,264,264,264,52,,"pase",,,,,,,,
173,22,44,22,86,86,86,85,85,153,153,234,234,234,234,43,,"pase",,,,,,,,
174,6,13,7,33,33,33,32,32,80,80,93,93,93,93,16,,"pase",,,,,,,,
175,43,86,43,186,186,186,179,179,331,331,485,485,485,485,90,,"pase",,,,,,,,
176,30,60,30,134,134,134,132,132,255,255,344,344,344,344,66,,"pase",,,,,,,,
177,15,30,15,64,64,64,62,62,99,99,146,146,146,146,31,,"pase",,,,,,,,
178,27,53,27,108,108,108,93,93,93,140,140,189,189,189,,,"pase",,,,,,,,
179,13,27,13,53,53,53,50,50,50,75,75,95,95,95,,,"pase",,,,,,,,
182,27,54,27,110,110,110,110,110,110,151,151,201,201,201,,,"pase",,,,,,,,
183,41,83,41,168,168,168,168,168,168,230,230,307,307,307,,,"pase",,,,,,,,
184,20,34,7,60,60,60,60,60,102,102,161,161,161,161,20,,"pase",,,,,,,,
185,20,34,7,60,60,60,60,60,102,102,161,161,161,161,20,,"pase",,,,,,,,
186,11,22,11,44,229,229,44,249,249,60,451,71,470,470,22,,"pase",,,,,,,,
188,81,163,85,267,267,267,259,259,259,348,348,404,404,404,120,,"pase",,,,,,,,
189,31,62,32,101,101,101,96,96,96,133,133,154,154,154,45,,"pase",,,,,,,,
190,26,53,27,82,82,82,76,76,76,111,111,137,137,137,35,,"pase",,,,,,,,
192,21,42,23,68,68,68,67,67,67,91,91,103,103,103,31,,"pase",,,,,,,,
191,20,41,17,65,65,65,61,61,61,83,83,98,98,98,28,,"pase",,,,,,,,
193,17,34,14,54,54,54,52,52,52,72,72,88,88,88,25,,"pase",,,,,,,,
194,9,19,8,31,31,31,30,30,30,42,42,48,48,48,13,,"pase",,,,,,,,
195,79,158,82,283,283,283,269,269,269,373,373,433,433,433,128,,"pase",,,,,,,,
196,33,66,34,129,129,129,119,119,119,161,161,181,181,181,55,,"pase",,,,,,,,
200,21,41,21,59,59,59,59,59,83,83,107,107,107,107,30,,"pase",,,,,,,,
201,93,187,99,308,308,308,295,295,295,438,438,589,589,589,140,,"pase",,,,,,,,
202,54,109,59,173,173,173,162,162,162,274,274,347,347,347,75,,"pase",,,,,,,,
203,39,78,40,135,135,135,133,133,133,164,164,242,242,242,65,,"pase",,,,,,,,
204,32,64,34,102,102,102,99,99,99,153,153,193,193,193,45,,"pase",,,,,,,,
205,16,32,21,53,53,53,48,48,48,78,78,89,89,89,25,,"pase",,,,,,,,
206,113,226,120,345,345,345,325,325,325,561,561,706,706,706,152,,"pase",,,,,,,,
207,92,184,101,287,287,287,267,267,267,491,491,619,619,619,125,,"pase",,,,,,,,
208,88,177,91,320,320,320,301,301,301,441,441,528,528,528,144,,"pase",,,,,,,,
209,79,158,82,249,249,249,235,235,235,370,370,447,447,447,110,,"pase",,,,,,,,
213,45,90,44,153,153,153,145,145,145,179,179,188,188,188,68,,"pase",,,,,,,,
212,58,116,63,191,191,191,177,177,177,300,300,360,360,360,83,,"pase",,,,,,,,
214,24,48,25,95,95,95,87,87,87,109,109,101,101,101,41,,"pase",,,,,,,,
211,33,66,34,117,117,117,111,111,111,185,185,218,218,218,53,,"pase",,,,,,,,
210,65,131,68,237,237,237,224,224,224,335,335,393,393,393,106,,"pase",,,,,,,,
215,21,42,19,58,58,58,58,58,58,70,70,87,87,87,27,,"pase",,,,,,,,
216,59,118,59,240,240,240,232,232,232,342,342,479,479,479,116,,"pase",,,,,,,,
218,42,85,42,139,139,139,139,139,139,227,227,354,354,354,42,,"pase",,,,,,,,
219,35,69,35,119,119,119,119,119,119,193,193,299,299,299,35,,"pase",,,,,,,,
220,24,47,24,82,82,82,82,82,82,133,133,203,203,203,24,,"pase",,,,,,,,
221,12,24,12,41,41,41,41,41,41,65,65,101,101,101,12,,"pase",,,,,,,,
222,44,89,44,151,151,151,151,151,151,242,242,378,378,378,44,,"pase",,,,,,,,
223,14,28,14,47,47,47,47,47,47,75,75,117,117,117,14,,"pase",,,,,,,,
224,26,53,27,92,92,92,86,86,86,94,94,128,128,128,43,,"pase",,,,,,,,
225,87,173,59,296,380,380,296,380,380,380,380,675,675,675,59,,"pase",,,,,,,,
227,61,122,59,205,263,263,205,263,263,263,263,470,470,470,59,,"pase",,,,,,,,
226,64,128,59,222,285,285,222,285,285,285,285,507,507,507,59,,"pase",,,,,,,,
228,59,118,59,201,254,254,201,254,254,254,254,460,460,460,59,,"pase",,,,,,,,
1445,44,87,59,148,189,189,148,189,189,189,189,339,339,339,59,,"pase",,,,,,,,
1446,43,86,59,149,190,190,149,190,190,190,190,336,336,336,59,,"pase",,,,,,,,
229,28,55,59,96,125,125,96,125,125,125,125,216,216,216,59,,"pase",,,,,,,,
230,25,50,59,91,117,117,91,117,117,117,117,205,205,205,59,,"pase",,,,,,,,
1447,23,45,59,74,94,94,74,94,94,94,94,169,169,169,59,,"pase",,,,,,,,
231,6,12,4,20,26,26,20,26,26,26,26,46,46,46,4,,"pase",,,,,,,,
232,4,8,3,14,18,18,14,18,18,18,18,33,33,33,3,,"pase",,,,,,,,
233,2,3,1,6,7,7,6,7,7,7,7,13,13,13,1,,"pase",,,,,,,,
234,64,128,59,222,285,285,222,285,285,285,285,507,507,507,59,,"pase",,,,,,,,
235,23,45,59,74,94,94,74,94,94,94,94,169,169,169,59,,"pase",,,,,,,,
236,6,12,4,20,26,26,20,26,26,26,26,46,46,46,4,,"pase",,,,,,,,
237,4,8,3,14,18,18,14,18,18,18,18,33,33,33,3,,"pase",,,,,,,,
238,52,104,52,188,188,188,188,188,188,291,291,353,353,353,94,,"pase",,,,,,,,
239,30,61,31,110,110,110,110,110,110,171,171,207,207,207,55,,"pase",,,,,,,,
240,21,43,21,78,78,78,78,78,78,120,120,146,146,146,39,,"pase",,,,,,,,
1442,33,66,33,192,192,192,192,192,240,240,240,360,360,360,54,,"pase",,,,,,,,
241,5,10,5,,,,,,,,,,,,,,"pase",,,,,,,,
242,48,97,49,194,194,194,194,194,194,292,292,389,389,389,,,"pase",,,,,,,,
243,24,49,25,97,97,97,97,97,97,146,146,195,195,195,,,"pase",,,,,,,,
247,31,63,31,126,126,126,126,126,126,189,189,252,252,252,,,"pase",,,,,,,,
248,27,55,28,70,104,149,70,104,149,175,205,233,269,287,,,"pase",,,,,,,,
249,14,28,13,36,55,77,36,55,77,91,107,120,140,150,,,"pase",,,,,,,,
250,17,34,15,48,72,99,48,72,99,126,157,186,210,242,,,"pase",,,,,,,,
251,14,27,12,39,56,78,39,56,78,101,127,150,169,192,,,"pase",,,,,,,,
252,24,48,24,95,143,190,95,143,190,190,190,190,190,190,,,"pase",,,,,,,,
254,22,44,22,88,131,175,88,131,175,175,175,175,175,175,,,"pase",,,,,,,,
253,21,42,21,83,125,166,83,125,166,166,166,166,166,166,,,"pase",,,,,,,,
255,18,36,18,71,107,143,71,107,143,143,143,143,143,143,,,"pase",,,,,,,,
256,45,91,46,182,182,182,182,182,182,365,365,365,365,365,,,"pase",,,,,,,,
257,28,57,29,114,114,229,114,114,229,229,229,229,229,229,,,"pase",,,,,,,,
258,17,34,17,68,68,136,68,68,136,136,136,136,136,136,,,"pase",,,,,,,,
259,68,137,69,274,274,274,274,274,274,412,412,549,549,549,,,"pase",,,,,,,,
260,50,101,51,202,202,202,202,202,202,304,304,405,405,405,,,"pase",,,,,,,,
261,18,36,18,72,72,72,72,72,72,108,108,144,144,144,,,"pase",,,,,,,,
262,51,103,51,205,205,205,205,205,205,308,308,410,410,410,,,"pase",,,,,,,,
266,25,51,26,102,102,102,102,102,102,153,153,204,204,204,,,"pase",,,,,,,,
268,23,47,24,69,119,162,69,119,162,210,260,291,323,381,47,,"pase",,,,,,,,
269,23,47,24,69,119,162,69,119,162,210,260,291,323,381,47,,"pase",,,,,,,,
270,26,52,26,112,112,112,112,112,112,173,173,219,219,219,56,,"pase",,,,,,,,
271,26,52,26,112,112,112,112,112,112,173,173,219,219,219,56,,"pase",,,,,,,,
272,86,173,88,330,330,330,309,309,309,393,393,458,458,458,145,,"pase",,,,,,,,
273,44,89,44,165,165,165,156,156,156,200,200,230,230,230,73,,"pase",,,,,,,,
274,42,84,44,165,165,165,153,153,153,193,193,228,228,228,72,,"pase",,,,,,,,
275,24,49,26,96,96,96,86,86,86,114,114,136,136,136,41,,"pase",,,,,,,,
276,8,16,8,30,30,30,29,29,29,39,39,44,44,44,13,,"pase",,,,,,,,
277,111,223,119,423,423,423,404,404,404,551,551,623,623,623,190,,"pase",,,,,,,,
278,73,146,78,271,271,271,260,260,260,351,351,389,389,389,120,,"pase",,,,,,,,
279,43,87,47,164,164,164,157,157,157,203,203,218,218,218,74,,"pase",,,,,,,,
280,38,77,41,152,152,152,144,144,144,200,200,234,234,234,70,,"pase",,,,,,,,
281,60,120,64,222,222,222,213,213,213,290,290,337,337,337,101,,"pase",,,,,,,,
282,35,70,43,147,147,147,143,143,143,194,194,219,219,219,66,,"pase",,,,,,,,
283,18,36,14,56,56,56,53,53,53,67,67,79,79,79,26,,"pase",,,,,,,,
284,11,23,14,52,52,52,48,48,48,66,66,84,84,84,25,,"pase",,,,,,,,
294,52,104,51,214,214,214,205,205,205,187,187,185,185,185,97,,"pase",,,,,,,,
292,55,111,57,203,203,203,190,190,190,256,256,310,310,310,91,,"pase",,,,,,,,
297,21,43,19,107,107,107,100,100,100,65,65,51,51,51,49,,"pase",,,,,,,,
291,65,131,68,237,237,237,224,224,224,335,335,393,393,393,106,,"pase",,,,,,,,
295,32,65,34,120,120,120,113,113,113,150,150,175,175,175,53,,"pase",,,,,,,,
286,111,223,116,369,369,369,348,348,348,520,520,622,622,622,163,,"pase",,,,,,,,
287,90,181,97,311,311,311,290,290,290,450,450,535,535,535,136,,"pase",,,,,,,,
285,120,240,127,406,406,406,385,385,385,569,569,703,703,703,181,,"pase",,,,,,,,
288,89,179,95,299,299,299,280,280,280,447,447,569,569,569,133,,"pase",,,,,,,,
296,30,61,32,107,107,107,105,105,105,122,122,134,134,134,48,,"pase",,,,,,,,
289,86,172,89,310,310,310,295,295,295,378,378,444,444,444,139,,"pase",,,,,,,,
1439,5,10,3,17,17,17,17,17,17,20,20,23,23,23,5,,"pase",,,,,,,,
298,55,109,62,223,223,223,219,219,219,309,309,371,371,371,105,,"pase",,,,,,,,
299,7,14,7,21,21,21,21,21,32,32,50,50,50,50,11,,"pase",,,,,,,,
300,29,58,29,97,97,97,97,97,97,154,154,193,193,193,48,,"pase",,,,,,,,
301,24,48,24,76,76,76,76,76,76,118,118,150,150,150,38,,"pase",,,,,,,,
302,8,16,8,27,27,27,27,27,27,43,43,54,54,54,13,,"pase",,,,,,,,
305,34,68,39,163,163,163,163,163,163,244,244,326,326,326,,,"pase",,,,,,,,
306,29,58,34,139,139,139,139,139,139,209,209,279,279,279,,,"pase",,,,,,,,
307,46,92,48,216,216,216,206,206,206,314,314,432,432,432,,,"pase",,,,,,,,
309,19,38,20,56,56,56,54,54,54,86,86,116,116,116,,,"pase",,,,,,,,
310,30,60,30,112,112,112,108,108,108,170,170,226,226,226,,,"pase",,,,,,,,
312,7,14,8,22,22,22,20,20,20,50,50,56,56,56,,,"pase",,,,,,,,
313,30,60,30,114,114,114,110,110,110,170,170,226,226,226,,,"pase",,,,,,,,
315,8,16,7,24,24,24,22,22,22,50,50,56,56,56,,,"pase",,,,,,,,
316,55,110,56,220,220,220,218,218,218,326,326,434,434,434,,,"pase",,,,,,,,
317,81,162,82,330,330,330,326,326,326,488,488,650,650,650,,,"pase",,,,,,,,
318,55,110,56,218,218,218,216,216,216,326,326,434,434,434,,,"pase",,,,,,,,
319,27,54,28,112,112,112,110,110,110,164,164,216,216,216,,,"pase",,,,,,,,
320,63,126,63,234,234,234,232,232,232,396,396,579,579,579,116,,"pase",,,,,,,,
321,22,45,23,103,103,103,100,100,100,196,196,283,283,283,50,,"pase",,,,,,,,
323,17,35,18,62,62,62,60,60,60,99,99,145,145,145,30,,"pase",,,,,,,,
333,17,35,18,60,60,60,60,60,60,99,99,145,145,145,30,,"pase",,,,,,,,
340,4,9,5,14,14,14,13,13,13,19,19,23,23,23,7,,"pase",,,,,,,,
341,7,14,7,27,27,27,26,26,26,33,33,35,35,35,13,,"pase",,,,,,,,
342,13,26,13,33,33,33,32,32,32,38,38,41,41,41,16,,"pase",,,,,,,,
343,40,80,40,137,137,137,137,137,137,171,171,188,188,188,69,,"pase",,,,,,,,
344,28,56,28,96,96,96,95,95,95,118,118,133,133,133,48,,"pase",,,,,,,,
345,84,169,85,351,351,351,348,348,348,457,457,507,507,507,174,,"pase",,,,,,,,
346,51,103,52,207,207,207,208,208,208,278,278,281,281,281,104,,"pase",,,,,,,,
347,33,66,33,141,141,141,140,140,140,182,182,167,167,167,70,,"pase",,,,,,,,
348,78,156,78,203,203,203,203,203,203,267,267,299,299,299,102,,"pase",,,,,,,,
349,69,138,69,192,192,192,191,191,191,259,259,291,291,291,96,,"pase",,,,,,,,
351,18,37,19,75,75,75,73,73,73,112,112,159,159,159,37,,"pase",,,,,,,,
352,8,16,8,30,30,30,28,28,48,48,60,60,60,60,14,,"pase",,,,,,,,
353,45,91,46,185,185,185,184,184,184,338,338,462,462,462,92,,"pase",,,,,,,,
354,78,158,,286,286,286,473,473,473,473,473,473,473,473,,,"pase",,,,,,,,
355,35,70,35,70,70,70,,,,,,,,,,,"pase",,,,,,,,
