index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
133-01,los ramones,cadereyta-los ramones,mex-040d,70.26,100,0.3,81.0,1.1,0.1,1.1,2.2,0.8,8.1,4.0,0.0,0.3,1.0,0.0,36451,8.2,7.7,9.4,8.1,7.1,6.2,7.2,7.5,7.7,8.4,8.9,13.6
133-02,los ramones,los ramones-general bravo,mex-040d,70.26,4,0.9,82.5,2.8,0.3,1.4,1.5,0.3,1.4,6.9,0.0,0.1,1.9,0.0,1584,11.4,9.2,9.8,9.3,8.6,7.4,10.3,5.4,6.9,5.8,5.6,10.3
133-03,los ramones,los ramones-la sierrita,mex-040d,70.26,64,0.0,89.7,3.2,0.2,0.7,0.4,0.3,0.7,0.8,0.0,0.0,4.0,0.0,23209,11.0,7.4,10.2,8.9,7.4,6.2,8.7,5.8,5.9,6.6,8.5,13.4
134-01,los herrera,los herrera-general bravo,mex-040d,103.8,11,0.0,72.7,1.1,0.0,1.3,13.7,0.3,2.1,6.3,0.3,0.0,2.2,0.0,4141,8.6,7.5,9.9,9.6,9.6,8.5,7.9,7.8,7.2,6.9,8.0,8.5
134-02,los herrera,cadereyta-los herrera,mex-040d,103.8,139,0.5,73.0,2.3,0.3,1.9,3.5,0.4,5.0,10.3,0.1,0.1,2.6,0.0,50860,6.5,5.9,8.1,8.2,7.5,7.4,8.3,7.9,9.0,7.5,9.7,14.0
134-03,los herrera,los herrera-la sierrita,mex-040d,103.8,47,0.0,74.0,1.8,0.2,0.6,0.9,0.2,2.8,1.8,0.1,0.1,17.5,0.0,17301,7.2,6.0,12.2,11.8,9.2,8.1,10.1,6.8,6.2,5.7,6.8,9.9
135,general bravo,cadereyta-la sierrita,mex-040d,124.0,6772,0.1,64.0,0.5,2.6,3.1,2.5,1.0,16.6,3.2,0.3,0.3,5.8,0.0,2471660,8.2,7.7,8.4,8.4,7.8,7.7,8.8,8.6,7.9,8.1,8.6,9.8
136-01,dr. coss,cadereyta-general bravo,mex-040d,123.7,101,0.4,86.2,1.1,0.2,2.3,4.6,0.3,3.4,1.0,0.1,0.2,0.2,0.0,37003,6.2,6.3,8.0,7.8,8.7,8.1,8.4,7.5,8.3,8.5,9.5,12.7
136-02,dr. coss,general bravo-la sierrita,mex-040d,123.7,540,0.2,94.6,1.3,0.1,1.4,0.3,0.1,1.4,0.1,0.0,0.0,0.5,0.0,197273,8.0,6.9,8.6,8.8,7.9,7.3,8.7,7.6,7.8,7.8,9.2,11.4
137,puente colorado,san luis río colorado-ejido monterrey,mex-002,203.69,8958,0.1,64.3,0.5,3.7,0.0,7.8,0.0,18.5,0.0,5.1,0.0,0.0,0.0,3269502,7.8,7.7,9.1,9.2,9.0,8.4,8.7,8.0,7.6,8.1,7.8,8.6
138-01,cosamaloapan,la tinaja-isla,mex-145d,83.36,12433,0.3,37.9,0.4,4.5,4.5,6.9,1.4,21.7,4.2,0.5,0.2,13.9,3.6,4538122,8.2,6.5,8.3,8.8,8.3,7.9,8.6,8.9,7.8,8.2,8.3,10.2
138-02,cosamaloapan,la tinaja-cosamaloapan,mex-145d,83.36,809,0.5,61.0,0.3,7.1,6.9,4.8,0.4,5.0,2.1,0.0,0.0,2.8,9.1,295270,8.6,6.4,8.3,8.6,8.3,8.3,8.6,9.0,7.9,8.3,8.2,9.5
138-03,cosamaloapan,cosamaloapan-isla,mex-145d,83.36,1971,11.2,66.2,0.5,2.8,3.2,1.5,0.1,2.8,0.7,0.0,0.0,8.0,3.0,719333,8.0,6.4,7.7,8.0,9.5,8.4,8.8,8.7,8.8,8.4,7.8,9.5
139-01,acayucan sayula,isla-cosoleacaque,mex-145d,188.0,9714,0.3,37.5,0.3,3.5,4.8,6.3,1.2,22.0,3.9,0.4,0.2,14.1,5.5,3545603,8.3,6.5,8.2,8.7,8.1,7.9,8.7,9.0,7.8,8.2,8.3,10.3
139-02,acayucan sayula,isla-acayucan,mex-145d,188.0,2802,0.2,37.6,0.4,8.7,3.6,5.2,1.0,15.2,3.6,0.4,0.1,15.9,8.1,1022900,8.0,6.7,8.6,8.9,8.6,7.5,8.4,8.9,7.9,8.3,8.3,9.9
139-03,acayucan sayula,acayucan-cosoleacaque,mex-145d,188.0,3569,0.8,66.6,0.4,3.7,5.4,4.2,0.7,6.2,2.4,0.1,0.1,5.4,4.0,1302712,8.1,6.5,8.8,8.9,8.4,8.0,8.8,9.2,8.0,8.3,7.7,9.3
140,san juanico,atlacomulco-venta de bravo,mex-015d,103.762,15171,0.6,65.8,0.3,4.1,4.9,3.9,1.5,11.0,1.7,0.4,0.1,4.8,0.9,5537515,8.1,6.9,7.9,8.8,8.1,7.5,8.3,8.6,7.8,8.5,8.9,10.6
141,contepec,venta de bravo-maravatío,mex-015d,133.1,13893,0.5,63.1,0.3,4.3,5.2,4.4,1.6,12.1,1.9,0.4,0.1,5.3,0.8,5070937,8.1,7.0,7.9,8.9,8.1,7.5,8.3,8.6,7.8,8.4,8.9,10.5
142,jeráhuaro,maravatío-jeráhuaro,mex-015d,186.117,490,1.0,86.4,0.2,1.2,6.1,2.1,0.4,1.4,0.5,0.0,0.0,0.3,0.4,178771,7.9,8.1,9.0,8.2,9.0,8.3,7.0,7.5,6.2,8.8,8.8,11.2
143-01,zinapécuaro,maravatío-morelia,mex-015d,202.017,12437,0.5,61.3,0.2,4.5,5.1,4.2,1.6,13.3,1.9,0.4,0.1,5.8,1.1,4539407,8.1,7.0,7.9,8.7,8.0,7.5,8.4,8.7,7.8,8.5,8.9,10.5
143-02,zinapécuaro,maravatío-zinapécuaro,mex-015d,202.017,700,1.3,88.9,0.2,0.8,4.1,0.8,0.8,2.3,0.3,0.0,0.0,0.5,0.0,255381,9.3,7.1,8.5,7.5,8.0,7.2,8.5,9.0,6.8,8.2,8.7,11.2
143-03,zinapécuaro,zinapécuaro-morelia,mex-015d,202.017,949,0.8,85.6,0.2,0.6,4.1,3.1,0.9,2.2,1.1,0.0,0.0,1.4,0.0,346285,9.2,7.1,8.5,7.5,8.0,7.3,8.1,8.8,7.6,8.2,8.7,11.0
144,copándaro,morelia-copándaro,mex-015d,246.0,4593,0.5,59.0,0.3,1.2,3.2,3.9,1.7,12.2,3.7,1.7,0.2,11.3,1.1,1676495,8.1,7.2,8.4,9.4,8.1,7.5,8.7,8.9,7.5,8.0,8.2,10.0
145,huaniqueo,huaniqueo-morelia,mex-015d,280.0,1343,0.6,87.8,0.5,1.7,4.4,2.3,0.4,0.7,0.6,0.0,0.0,0.1,0.9,490028,9.5,7.6,8.9,8.1,8.6,6.9,6.6,6.8,6.8,8.4,9.6,12.2
146-01,panindícuaro,morelia-churintzio,mex-015d,308.0,9750,0.4,60.3,0.3,5.1,5.6,4.8,1.4,14.3,1.5,0.4,0.1,4.4,1.4,3558607,8.1,7.1,8.0,8.7,8.2,7.7,8.4,8.5,7.8,8.4,8.8,10.3
146-02,panindícuaro,morelia-panindícuaro,mex-015d,308.0,938,0.5,80.2,0.3,0.5,3.4,2.1,0.3,3.1,0.8,0.0,0.0,1.3,7.5,342378,8.4,7.3,8.1,8.3,8.1,7.9,8.5,8.3,8.1,8.1,8.1,10.8
146-03,panindícuaro,panindícuaro-churintzio,mex-015d,308.0,1130,0.9,79.8,0.5,2.5,5.6,3.1,0.4,2.7,0.8,0.0,0.0,0.8,2.9,412466,9.4,7.2,8.1,8.6,7.9,7.4,8.2,7.8,7.8,7.8,8.4,11.4
147-01,ecuandureo,churintzio-la barca,mex-015d,370.0,10527,0.5,61.5,0.3,4.9,5.4,4.9,1.4,13.5,1.5,0.3,0.1,4.1,1.6,3842350,8.3,7.1,7.9,8.6,8.1,7.5,8.4,8.5,7.9,8.3,8.8,10.6
147-02,ecuandureo,churintzio-ecuandureo,mex-015d,370.0,1547,0.7,79.7,0.3,3.1,6.4,3.5,0.4,3.3,0.5,0.0,0.0,0.4,1.7,564652,9.5,8.2,9.1,8.7,8.5,7.9,7.9,7.5,7.3,7.5,8.0,9.9
147-03,ecuandureo,ecuandureo-la barca,mex-015d,370.0,3261,0.4,76.2,0.2,4.6,4.6,4.2,0.7,5.0,0.9,0.1,0.0,1.2,1.9,1190322,9.0,7.9,8.9,9.1,8.8,8.1,8.3,8.0,7.3,7.6,7.6,9.4
148,vista hermosa,vista hermosa-la barca,mex-015d,390.0,7674,0.4,43.6,0.3,2.9,5.4,8.4,2.1,22.9,5.0,0.4,0.2,7.7,0.7,2801143,8.1,7.1,8.0,8.0,8.1,7.8,8.4,8.4,8.1,8.7,9.1,10.2
149,san francisco de rivas,la barca-san francisco de rivas,mex-015d,405.4,2610,1.1,56.0,0.6,1.3,6.9,11.4,2.6,12.2,4.5,0.3,0.2,1.9,1.0,952671,8.3,7.3,8.2,8.1,8.3,8.0,8.2,8.2,7.9,8.6,8.9,10.0
150-01,ocotlán,la barca-zapotlanejo,mex-015d,425.955,15295,0.3,61.3,0.2,7.4,4.8,4.4,0.8,12.5,2.0,0.3,0.2,5.8,0.0,5582566,8.5,7.1,8.4,8.0,7.8,7.4,8.6,8.3,7.4,8.3,10.1,10.1
150-02,ocotlán,la barca-ocotlán,mex-015d,425.955,3269,0.3,55.3,0.3,1.3,4.1,7.2,2.1,22.4,4.4,0.1,0.0,1.0,1.5,1193189,8.7,7.5,8.5,8.2,8.6,8.1,8.3,8.1,7.6,8.0,8.3,10.1
150-03,ocotlán,ocotlán-zapotlanejo,mex-015d,425.955,939,0.6,73.6,0.2,1.3,4.7,4.5,1.0,7.4,2.2,0.1,0.0,4.1,0.3,342840,9.1,7.1,8.3,6.3,8.0,7.4,8.7,9.7,8.6,8.0,8.5,10.3
150-04,ocotlán,zapotlán del rey-zapotlanejo,mex-015d,425.955,515,0.9,87.0,0.2,0.9,4.3,2.5,0.4,0.8,0.5,0.1,0.0,0.3,2.1,188081,8.2,7.0,7.6,8.7,8.0,9.2,9.4,8.4,7.2,7.7,8.9,9.7
151,la suceda,la sauceda-zapotlanejo,mex-015d,462.0,104,0.2,39.6,0.1,1.5,1.9,1.9,0.2,13.6,12.8,0.1,0.0,19.9,8.2,37999,8.3,7.6,8.3,8.1,8.5,7.9,8.3,8.4,8.1,8.1,8.8,9.6
152-01,puente túxpam,tihuatlán-ent. tihuatlán ii,mex-132d,229.2,2868,1.7,71.4,0.4,1.4,4.7,6.0,0.9,7.6,3.3,0.1,0.0,2.5,0.0,1046957,7.9,6.6,8.2,11.3,8.8,7.5,8.5,9.5,7.5,7.0,7.4,9.8
152-02,puente túxpam,tihuatlán-túxpam,mex-132d,236.5,8804,1.0,67.8,0.5,4.3,2.9,2.7,0.8,7.6,3.1,0.3,0.1,8.9,0.0,3213394,7.9,6.6,8.2,9.9,8.6,7.8,8.8,9.3,7.5,7.7,8.0,9.7
153,san cristóbal,indios verdes-san cristóbal ecatepec,mex-085d,21.0,28558,3.4,94.8,0.0,0.4,0.9,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10423586,8.1,7.8,8.8,8.4,8.7,8.3,8.3,8.6,7.9,8.6,8.1,8.4
154-01,revolución,derivador lópez portillo,mex-085d,22.8,33362,2.7,92.6,0.0,0.5,1.7,1.1,0.1,1.1,0.1,0.0,0.0,0.1,0.0,12177033,8.1,7.7,8.9,8.2,8.6,8.3,8.6,8.6,7.9,8.5,8.0,8.6
154-02,revolución,méxico-lechería,mex-085d,22.8,14120,2.7,79.0,0.1,3.1,3.7,2.9,0.3,6.2,1.0,0.0,0.0,1.0,0.0,5153652,7.9,7.5,9.0,8.2,8.6,8.2,8.4,8.4,7.9,8.6,8.2,9.1
155,ojo de agua,indios verdes-tizayuca,mex-085d,25.0,63028,1.9,87.7,0.1,4.0,2.5,1.6,0.1,1.6,0.2,0.0,0.0,0.3,0.0,23005187,7.5,6.6,6.1,8.6,8.8,8.4,8.9,9.1,8.5,9.2,8.8,9.5
156,ent. ojo de agua,ent. ojo de agua-tizayuca,mex-085d,30.75,4442,2.1,92.1,0.0,0.3,2.7,1.9,0.0,0.7,0.2,0.0,0.0,0.0,0.0,1621211,10.8,9.5,7.0,7.3,7.6,7.1,7.4,8.0,8.0,8.8,8.7,9.8
157,peñón y texcoco,peñón-texcoco,mex-136d,0.0,37967,1.1,87.7,0.0,2.6,2.9,1.9,0.2,1.5,0.5,0.0,0.0,0.3,1.3,13858069,7.9,7.6,8.7,8.8,8.4,8.2,8.6,8.9,8.4,5.5,9.1,9.9
158,los chorros,puerto méxico-ent. carbonera,mex-057d,203.65,15824,0.1,32.9,0.8,4.6,3.0,1.7,0.8,45.7,3.2,0.3,0.1,6.4,0.4,5775941,8.3,6.7,8.5,8.7,8.3,8.2,9.2,8.9,7.8,8.0,7.9,9.5
159,la carbonera ojo caliente,ent. la carbonera-ojo caliente,mex-057d,12.36,16852,0.3,32.2,0.8,4.6,4.1,2.2,0.4,44.6,3.8,0.3,0.1,6.4,0.2,6150992,8.2,6.7,8.5,8.7,8.2,8.1,9.0,8.8,8.0,8.4,8.1,9.3
160,huachichil,huachichil-ent. carbonera,mex-057d,213.5,2658,0.4,44.1,1.4,3.3,10.4,5.1,1.0,23.9,5.9,0.1,0.0,2.7,1.7,970208,7.2,5.9,8.0,8.4,8.3,7.8,8.5,8.7,8.7,9.3,9.2,10.0
161,la antigua,cardel-veracruz,mex-180,222.47,19847,1.4,70.0,0.3,3.4,3.4,3.9,0.8,7.4,2.5,0.4,0.1,5.9,0.5,7244170,7.6,6.9,8.4,9.1,8.6,8.2,8.7,9.0,7.7,8.2,8.1,9.5
162,san julián,san julián-veracruz,mex-180,233.093,2453,5.3,47.0,0.1,1.5,1.8,3.9,0.5,10.8,3.4,1.6,0.3,23.6,0.2,895256,7.2,7.2,8.8,9.3,8.8,8.3,8.3,8.5,8.4,8.5,8.1,8.6
163,la cuchilla,matamoros-el porvenir,mex-040d,67.036,7357,0.3,44.9,0.6,6.2,2.6,1.4,1.4,25.5,5.2,0.8,0.2,10.3,0.6,2685366,7.7,6.5,8.5,8.9,8.3,8.2,9.1,8.9,8.0,8.3,8.2,9.4
164,plan de ayala,loma bonita-plan de ayala,mex-040d,142.0,7602,0.4,48.9,0.5,6.8,1.9,1.1,1.4,22.9,4.7,0.8,0.2,9.9,0.5,2774641,7.6,6.4,8.4,9.2,8.3,8.2,9.1,8.9,8.0,8.3,8.3,9.3
165,zapotlanejo la joya,zapotlanejo-guadalajara,mex-015d,9.2,45520,0.4,64.9,0.3,3.5,4.6,4.3,1.0,12.0,2.1,0.3,0.1,5.5,1.0,16614621,7.7,7.3,8.2,8.5,8.4,8.0,8.7,8.7,8.0,8.4,8.6,9.5
166,vado,el vado-guadalajara,mex-015d,11.3,4922,1.4,73.1,0.0,2.5,1.0,0.5,0.0,0.3,0.0,0.0,0.0,0.1,21.1,1796462,8.0,7.7,8.6,8.2,8.7,8.2,8.4,8.2,8.2,8.6,8.3,8.9
167,cortijo,cortijo-guadalajara,mex-015d,16.5,2523,0.9,81.9,0.5,5.8,2.6,3.7,0.1,2.7,0.1,0.0,0.0,0.6,1.1,920814,7.5,7.6,8.7,7.8,8.5,8.3,8.3,8.6,8.9,8.7,8.4,8.7
168,periférico,periférico-guadalajara,mex-015d,17.7,3331,2.0,89.1,0.1,1.1,1.9,1.7,0.1,1.9,0.3,0.0,0.0,0.4,1.4,1215967,6.8,7.4,8.3,7.5,8.4,8.0,8.3,9.2,8.5,9.3,8.9,9.4
169,arroyo,tonalá-guadalajara,mex-015d,20.5,2033,1.0,96.9,0.0,0.1,0.8,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.9,742105,5.9,8.2,8.3,6.8,7.9,7.6,8.1,12.5,8.2,8.6,8.6,9.3
170,tlalpan,méxico-cuernavaca,mex-095d,23.36,29735,1.9,83.2,0.1,4.3,2.4,1.9,0.3,2.7,0.6,0.0,0.0,0.8,1.8,10853104,8.1,5.7,8.9,9.9,8.7,7.8,8.5,8.8,7.7,8.1,8.2,9.6
171,tres marías,tres marías-cuernavaca,mex-095d,53.0,1719,2.3,88.0,0.3,0.5,4.2,1.6,0.1,0.3,0.1,0.0,0.0,0.0,2.6,627276,8.5,6.5,9.5,9.8,9.0,7.9,8.2,8.6,7.6,7.8,7.9,8.7
172-01,tepoztlán,la pera-oacalco,mex-160d,7.958,13297,2.0,86.9,0.1,2.7,2.3,1.4,0.2,2.0,0.4,0.0,0.0,0.9,1.1,4853465,8.1,5.4,9.1,9.5,8.7,8.0,8.6,8.5,8.0,8.1,8.2,9.8
172-02,tepoztlán,la pera-tepoztlán,mex-160d,7.958,2581,2.6,89.0,0.0,6.5,1.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.4,157457,,,,,,,,,,,47.7,52.3
173-01,oacalco,oacalco-cuautla,mex-160d,21.208,12496,2.1,86.0,0.1,2.2,3.0,2.0,0.2,2.1,0.5,0.0,0.0,0.9,0.9,4561068,8.2,5.7,9.2,9.8,8.9,8.1,8.7,8.7,7.8,8.5,6.7,9.7
173-02,oacalco,oacalco-oaxtepec,mex-160d,21.208,3361,2.1,90.5,0.1,2.0,2.1,0.8,0.1,0.9,0.2,0.0,0.0,0.4,0.8,204995,,,,,,,,,,,66.6,33.4
174,iguala,puente de ixtla-iguala,mex-d,95.95,4501,0.9,68.1,0.2,4.0,5.1,6.5,1.1,3.1,2.8,0.0,0.0,1.2,7.0,1642780,8.4,6.2,8.9,9.2,8.9,8.0,8.3,8.3,7.8,8.2,8.1,9.7
175,zacapalco,zacapalco-ranchoviejo,mex-d,0.5,1894,3.8,88.2,0.1,3.1,2.7,0.9,0.2,0.2,0.2,0.0,0.0,0.0,0.6,691480,8.3,6.1,8.3,9.4,8.3,7.4,9.2,8.7,7.4,8.0,8.3,10.6
176,taxco,rancho viejo-taxco,mex-d,17.63,3205,6.2,87.3,0.1,2.5,2.4,0.5,0.0,0.2,0.1,0.0,0.0,0.0,0.7,1169658,8.3,6.6,8.3,9.4,8.4,7.5,9.1,8.5,7.6,8.1,8.2,10.0
177-01,lechería,ent. san miguel-lechería,mex-057d,1.36,3,1.1,64.7,0.0,0.0,1.2,3.6,0.2,21.1,0.1,0.0,0.0,0.0,8.0,1143,5.2,7.6,13.2,7.9,8.9,8.7,6.7,8.7,8.3,8.7,8.3,7.8
177-02,lechería,lago de guadalupe-lechería,mex-057d,1.36,5327,7.4,88.8,0.0,0.8,2.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.1,1944191,7.9,7.1,8.4,8.0,8.3,8.7,8.7,8.8,8.3,8.8,8.4,8.6
177-03,lechería,chamapa-lechería,mex-057d,1.36,453,0.8,56.2,0.1,0.1,13.1,10.4,1.1,16.3,1.0,0.0,0.0,0.2,0.7,165475,8.0,7.7,9.1,8.5,9.3,10.0,8.8,7.6,7.3,8.0,7.8,7.9
177-04,lechería,san mateo nopala-lechería,mex-057d,1.36,145,1.6,71.0,0.2,0.1,13.5,7.4,0.2,5.3,0.3,0.0,0.0,0.1,0.3,52818,8.3,7.7,9.0,9.0,9.4,8.8,8.9,7.6,7.6,8.1,7.6,8.0
177-05,lechería,madín-lechería,mex-057d,1.36,803,2.9,91.1,0.0,0.2,2.5,1.3,0.1,1.2,0.1,0.0,0.0,0.0,0.6,293207,8.0,6.9,9.1,8.4,9.3,9.3,9.0,7.9,8.4,8.0,7.8,7.9
177-06,lechería,atizapán-lechería,mex-057d,1.36,2430,5.1,83.3,0.1,2.1,4.4,2.1,0.1,2.5,0.1,0.0,0.0,0.0,0.2,886992,8.0,7.7,8.4,8.2,8.6,8.6,8.6,8.4,8.1,8.6,8.2,8.6
177-07,lechería,lechería-retorno,mex-057d,1.36,6,3.7,60.4,0.0,0.3,2.9,2.0,0.5,6.2,0.0,0.0,0.0,0.0,24.0,2167,5.9,6.3,9.4,10.9,8.4,7.8,8.6,9.0,8.4,9.1,7.4,8.8
177-08,lechería,interlomas-lechería,mex-057d,1.36,137,1.1,87.2,0.0,0.2,6.2,2.5,0.5,2.1,0.0,0.0,0.0,0.0,0.2,49917,5.3,5.5,8.3,6.7,7.4,11.6,9.3,12.4,11.2,8.1,7.1,7.1
177-09,lechería,huixquilucan-lechería,mex-057d,1.36,134,2.1,87.0,0.1,0.1,6.2,2.6,0.2,1.2,0.1,0.0,0.0,0.0,0.4,48920,6.8,6.4,8.6,7.6,8.5,9.9,9.0,10.4,9.7,8.3,7.2,7.6
177-10,lechería,la venta-lechería,mex-057d,1.36,2275,0.3,69.1,0.0,1.3,9.1,4.5,0.3,9.9,0.2,0.0,0.0,0.8,4.5,830321,5.5,5.6,8.1,8.2,8.4,6.3,7.3,9.2,9.2,10.8,10.8,10.6
177-11,lechería,lomas verdes-lechería,mex-057d,1.36,98,2.6,87.8,0.1,0.3,3.6,1.3,0.2,2.8,0.1,0.0,0.0,0.0,1.2,35872,9.5,6.9,10.8,10.3,9.6,8.5,8.2,6.7,7.8,7.5,7.3,6.9
178-01,ent. san miguel,lago de guadalupe-ent. san miguel,mex-057d,4.0,2181,3.1,93.1,0.1,0.1,1.9,0.6,0.1,0.2,0.1,0.0,0.0,0.0,0.7,795941,7.3,7.1,8.3,7.9,8.2,7.9,8.3,9.0,8.7,9.6,8.5,9.2
178-02,ent. san miguel,atizapán-ent. san miguel,mex-057d,4.0,1932,3.2,91.3,0.1,0.1,2.4,1.1,0.2,1.2,0.1,0.0,0.0,0.0,0.3,705292,7.7,7.1,8.2,8.3,8.5,8.2,8.5,8.7,8.1,8.8,8.5,9.4
178-03,ent. san miguel,madín-ent. san miguel,mex-057d,4.0,1405,1.8,95.0,0.2,0.0,1.3,0.7,0.1,0.5,0.1,0.0,0.0,0.0,0.3,512792,6.6,6.7,8.3,8.0,8.1,8.4,8.5,8.7,8.7,9.5,8.8,9.7
178-04,ent. san miguel,san mateo nopala-ent. san miguel,mex-057d,4.0,163,2.1,82.5,0.3,0.2,7.4,3.4,0.5,2.7,0.5,0.0,0.0,0.1,0.3,59526,7.6,7.1,8.2,8.6,8.5,7.9,8.6,8.8,8.3,8.6,8.4,9.4
178-05,ent. san miguel,chamapa-ent. san miguel,mex-057d,4.0,842,1.0,79.1,0.3,0.1,4.8,4.4,1.0,5.8,1.2,0.0,0.0,0.2,2.1,307338,6.9,6.5,7.9,7.9,8.5,8.3,8.5,8.9,8.6,9.1,8.9,10.0
178-06,ent. san miguel,huixquilucan-ent. san miguel,mex-057d,4.0,266,1.7,92.2,0.3,0.1,2.9,1.6,0.2,0.5,0.1,0.0,0.0,0.0,0.4,97163,7.2,7.1,8.5,8.4,8.8,8.6,8.4,8.7,8.3,8.7,8.2,9.1
178-07,ent. san miguel,interlomas-ent. san miguel,mex-057d,4.0,333,1.5,95.3,0.1,0.1,1.8,0.5,0.1,0.3,0.1,0.0,0.0,0.0,0.2,121481,6.4,6.5,8.2,8.1,8.1,8.2,8.2,9.2,9.1,9.5,9.1,9.4
178-08,ent. san miguel,lomas verdes-ent. san miguel,mex-057d,4.0,394,1.7,93.6,0.1,0.0,1.3,0.3,0.1,0.4,0.1,0.0,0.0,0.0,2.4,143983,6.0,6.8,8.3,8.1,8.4,7.0,8.1,9.1,9.2,10.2,9.4,9.4
178-09,ent. san miguel,la venta-ent. san miguel,mex-057d,4.0,7233,0.3,72.3,0.0,0.6,5.9,3.5,0.6,9.0,0.5,0.1,0.0,2.2,5.0,2640090,6.7,6.8,8.5,8.2,8.5,8.4,8.3,8.9,8.6,9.3,8.8,9.0
179-01,lago de guadalupe,lechería-lago de guadalupe,mex-057d,5.0,6573,6.4,90.5,0.0,0.5,1.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.8,2399016,8.1,7.6,8.7,8.1,8.7,8.1,8.9,8.7,8.1,8.5,8.2,8.3
179-02,lago de guadalupe,ent. san miguel-lago de guadalupe,mex-057d,5.0,1684,4.8,91.7,0.1,0.1,1.8,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.5,614480,7.4,7.3,8.4,8.0,8.3,8.0,8.1,8.8,8.6,9.5,8.6,9.0
179-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,mex-057d,5.0,6,2.4,91.4,0.1,0.2,1.9,1.0,0.0,0.6,0.4,0.0,0.0,0.2,1.8,2327,6.4,7.0,8.0,7.4,9.3,7.3,7.6,10.0,9.8,9.4,7.1,10.7
179-04,lago de guadalupe,madín-lago de guadalupe,mex-057d,5.0,1975,2.9,95.0,0.0,0.1,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,720996,7.3,7.1,9.7,8.1,8.6,8.3,8.3,8.2,9.3,8.9,8.4,7.8
179-05,lago de guadalupe,san mateo nopala-lago de guadalupe,mex-057d,5.0,146,3.4,81.5,0.1,0.1,11.5,2.1,0.0,0.2,0.0,0.0,0.0,0.0,1.1,53214,8.6,7.8,8.8,8.2,8.6,8.5,8.9,8.3,8.0,8.5,7.5,8.3
179-06,lago de guadalupe,atizapán-lago de guadalupe,mex-057d,5.0,799,3.7,93.5,0.0,0.1,1.6,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.3,291718,8.1,8.0,8.6,8.1,9.0,8.8,8.7,8.0,8.2,8.6,8.1,7.8
179-07,lago de guadalupe,chamapa-lago de guadalupe,mex-057d,5.0,355,1.8,88.5,0.0,0.1,4.7,2.7,0.0,1.4,0.2,0.0,0.0,0.0,0.6,129466,7.8,7.2,8.7,8.2,9.0,8.5,8.9,8.1,7.9,8.4,8.3,9.0
179-08,lago de guadalupe,la venta-lago de guadalupe,mex-057d,5.0,3227,0.3,92.4,0.0,0.9,2.6,1.3,0.0,0.7,0.1,0.0,0.0,0.0,1.7,1177913,5.9,7.0,8.2,7.9,8.9,8.7,6.0,8.6,8.2,10.7,10.3,9.6
179-09,lago de guadalupe,interlomas-lago de guadalupe,mex-057d,5.0,187,2.5,95.3,0.1,0.3,1.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.4,68103,5.4,5.7,8.2,6.4,7.2,7.2,9.8,14.1,12.9,8.5,7.4,7.2
179-10,lago de guadalupe,huixquilucan-lago de guadalupe,mex-057d,5.0,175,2.6,94.7,0.0,0.0,1.8,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.1,63933,6.4,6.8,8.4,7.4,7.7,8.1,9.4,12.5,10.5,8.4,7.3,7.1
179-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,mex-057d,5.0,19,3.0,87.9,0.0,0.1,2.3,0.9,0.0,0.7,0.1,0.0,0.0,0.0,5.0,7018,6.5,6.2,8.7,8.0,8.9,8.1,8.0,8.9,9.4,8.0,7.6,11.7
179-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,mex-057d,5.0,714,2.1,96.1,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,260570,8.1,6.9,10.8,9.3,9.9,6.3,8.2,7.8,9.4,8.2,7.9,7.2
180-01,atizapán,lechería-atizapán,mex-057d,9.85,2172,5.1,83.7,0.1,2.4,3.7,2.2,0.1,2.5,0.1,0.0,0.0,0.0,0.1,792735,8.5,7.8,8.6,8.5,8.9,8.0,8.5,8.5,7.8,8.3,8.0,8.6
180-02,atizapán,ent. san miguel-atizapán,mex-057d,9.85,1497,4.8,88.4,0.1,0.1,2.8,1.5,0.1,1.2,0.5,0.0,0.0,0.1,0.4,546406,7.8,7.3,8.2,8.2,8.6,8.0,8.3,8.7,8.2,8.8,8.4,9.5
