index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
065,santa fe,constituyentes-santa fe,mex-015d,17.626,18065,1.3,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6593709,6.6,7.3,9.0,7.8,9.2,8.5,7.5,8.8,8.7,9.3,9.0,8.3
066,contadero,constituyentes-contadero,mex-015d,23.43,2111,0.6,94.5,0.2,0.4,2.3,0.7,0.0,0.3,0.0,0.0,0.0,0.0,1.0,770643,5.1,6.6,8.8,8.1,9.1,8.8,6.6,7.9,9.8,10.2,10.2,8.8
067-01,la venta,constituyentes-la marquesa,mex-015d,24.0,44097,0.8,89.3,0.1,4.2,2.3,0.8,0.1,1.1,0.1,0.0,0.0,0.5,0.7,16095494,7.0,7.2,8.4,8.4,8.6,8.2,8.3,8.7,8.3,9.1,8.6,9.2
067-02,la venta,constituyentes-la venta,mex-015d,24.0,2053,0.8,94.0,0.1,0.8,2.3,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.8,749259,6.0,6.8,8.8,8.1,9.0,9.0,8.2,8.9,9.1,8.9,8.9,8.3
067-03,la venta,la  venta-la marquesa,mex-015d,24.0,15034,0.7,76.0,0.1,1.1,5.3,2.9,0.4,9.5,0.6,0.0,0.0,1.9,1.5,5487482,7.5,7.6,8.7,8.3,8.6,8.2,8.3,8.7,8.2,8.7,8.5,8.7
068,central de abastos,cuernavaca-central de abastos,mex-095d,102.0,17987,5.7,90.3,0.0,0.5,1.7,0.6,0.1,0.3,0.0,0.0,0.0,0.0,0.8,6565222,7.8,6.1,8.7,8.3,8.8,8.4,8.5,8.5,8.3,9.0,8.5,9.1
069,aeropuerto,cuernavaca-aereopuerto,mex-095d,104.85,16609,5.7,88.6,0.0,0.6,1.3,0.5,0.1,0.8,0.8,0.0,0.0,0.4,1.2,6062457,8.0,6.6,8.7,8.7,8.8,8.2,8.5,8.5,8.2,8.6,8.3,8.9
070,xochitepec,cuernavaca-xochitepec,mex-095d,107.9,3696,2.5,89.5,0.1,1.0,3.7,1.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1348989,8.1,6.5,8.8,8.7,8.3,7.7,8.1,8.4,8.2,8.8,8.7,9.7
071,ing. francisco velasco durán,cuernavaca-puente de ixtla,mex-095d,123.0,16150,1.4,82.5,0.1,4.8,2.7,2.7,0.4,2.2,0.8,0.0,0.0,1.0,1.4,5894676,8.6,5.3,8.7,10.5,8.9,7.3,8.7,8.9,7.1,7.3,8.0,10.7
072-01,alpuyeca,cuernavaca-alpuyeca,mex-095d,123.0,4147,2.0,81.3,0.1,4.8,3.7,2.3,0.3,1.4,1.0,0.0,0.0,0.1,3.0,1513652,7.9,6.0,8.8,9.3,8.7,7.8,8.5,8.5,8.0,8.4,8.3,9.8
072-02,alpuyeca,alpuyeca-puente de ixtla,mex-095d,123.0,167,1.8,92.1,0.3,0.4,1.8,2.9,0.2,0.4,0.1,0.0,0.0,0.0,0.0,61026,7.2,6.9,8.5,9.3,9.4,7.7,8.3,8.4,7.6,8.6,8.4,9.7
073-01,paso morelos,puente de ixtla-chilpancingo,mex-095d,187.0,9440,0.9,79.9,0.2,5.3,2.5,2.2,0.5,3.0,0.6,0.1,0.1,1.5,3.2,3445768,9.6,5.3,8.8,11.4,8.8,7.0,8.8,9.3,6.5,6.2,7.4,10.9
073-02,paso morelos,puente de ixtla-paso morelos,mex-095d,187.0,243,4.8,90.0,0.2,0.1,2.9,1.0,0.2,0.5,0.2,0.0,0.0,0.1,0.0,88644,6.0,7.6,9.0,8.9,9.5,8.0,8.7,8.8,7.8,8.4,8.3,9.0
073-03,paso morelos,paso morelos-chilpancingo,mex-095d,187.0,428,1.2,81.6,0.4,0.4,3.1,2.2,0.8,0.4,0.9,0.0,0.0,0.1,8.9,156224,6.6,7.7,9.2,8.6,8.8,7.7,8.5,8.6,7.7,8.2,8.4,10.0
074,palo blanco,chilpancingo-tierra colorada,mex-095d,285.85,11339,0.9,84.5,0.2,2.7,2.1,2.6,0.4,2.7,0.8,0.0,0.0,1.1,2.0,4138702,8.1,5.4,9.0,11.3,9.1,7.2,8.7,9.3,6.7,6.6,7.6,11.0
075,la venta,tierra colorada-acapulco,mex-095d,365.4,11082,0.9,81.3,0.1,5.5,2.3,2.7,0.4,2.9,0.9,0.0,0.0,1.2,1.8,4044756,7.9,5.5,8.7,10.9,8.7,7.0,9.0,9.4,6.8,6.8,7.8,11.5
076,puente inter. zaragoza-ysleta,zaragoza-ysleta,mex-045,0.0,6784,1.2,72.8,0.5,0.0,1.3,4.2,0.4,19.6,0.0,0.0,0.0,0.0,0.0,2476151,7.2,6.7,7.8,7.4,7.7,8.6,9.0,8.9,9.0,9.2,9.2,9.3
077-01,arenal,ent. ameca-magdalena,mex-015d,10.96,10704,0.8,69.2,0.3,7.6,3.0,4.0,0.8,9.5,1.7,0.1,0.0,1.7,1.3,3907124,7.9,7.0,8.3,9.7,8.5,7.9,9.1,9.0,7.5,7.7,7.9,9.5
077-02,arenal,ent. ameca-ent. arenal,mex-015d,16.5,78,0.2,36.9,0.3,0.6,4.0,5.3,1.2,28.5,2.9,0.7,1.4,18.0,0.0,28307,6.4,6.9,8.1,7.3,8.0,7.5,7.8,8.5,8.6,10.0,10.6,10.3
077-03,arenal,ent. arenal-magdalena,mex-015d,16.5,4049,0.5,39.8,0.4,3.7,4.2,7.5,2.3,27.3,4.9,0.6,0.1,7.5,1.2,1477989,8.0,7.1,8.2,9.0,8.3,7.9,8.7,8.9,7.8,7.9,8.4,9.8
078,tequila,tequila-magdalena,mex-015d,33.84,405,2.1,84.5,0.3,3.0,2.8,1.4,0.1,0.6,0.1,0.0,0.0,0.1,5.0,147730,8.0,6.8,7.6,9.5,8.4,8.1,10.7,9.7,7.1,6.8,7.5,9.8
079,plan de barrancas,magdalena-ixtlán del río,mex-015d,69.337,13393,0.6,59.9,0.3,6.8,3.7,5.0,1.3,14.9,2.6,0.2,0.0,3.6,1.1,4888572,8.0,7.0,8.2,9.6,8.5,8.0,9.1,9.0,7.5,7.6,7.9,9.6
080-01,santa ma. del oro,ixtlán del río-tepic,mex-015d,145.146,4788,0.4,35.5,0.3,7.5,5.2,6.2,2.1,29.3,3.5,0.6,0.2,8.5,0.7,1747709,10.4,9.4,10.7,9.6,6.9,7.2,7.4,7.5,7.2,7.6,7.6,8.5
080-02,santa ma. del oro,ixtlán del río-sta. ma. del oro,mex-015d,145.146,3016,0.9,73.0,0.7,3.3,2.8,4.8,1.0,6.9,1.5,0.0,0.0,0.7,4.4,1100703,9.4,8.1,9.3,9.6,8.2,7.3,8.3,8.0,6.7,6.9,7.6,10.6
080-03,santa ma. del oro,santa ma. del oro-tepic,mex-015d,145.146,689,1.3,82.7,0.3,0.8,3.3,2.4,0.2,1.0,0.4,0.0,0.0,0.1,7.5,251437,9.2,7.6,8.4,8.1,9.4,8.1,8.6,8.0,7.5,7.6,7.9,9.6
081,camargo,jiménez-camargo,mex-045d,11.0,6174,0.2,38.9,1.8,4.9,4.8,3.0,1.7,31.2,3.4,0.8,0.1,8.2,1.0,2253347,8.1,6.7,7.8,8.2,8.1,8.1,9.6,8.9,8.4,8.4,8.1,9.6
082,altavista,camargo-conchos,mex-045d,73.0,6957,0.2,48.1,2.0,3.1,5.7,3.3,1.4,24.2,2.8,0.7,0.1,7.1,1.3,2539241,7.8,6.7,7.8,8.6,8.2,8.2,9.6,9.1,8.0,8.3,8.1,9.6
083,saucillo,conchos-delicias,mex-045d,116.3,8792,0.2,52.9,1.8,3.8,4.8,2.5,1.4,22.6,2.5,0.5,0.1,5.7,1.2,3209151,7.7,6.8,8.0,8.5,8.3,8.3,9.4,8.9,8.1,8.4,8.2,9.4
084,acatic,zapotlanejo-acatic,mex-080d,21.0,555,0.6,79.3,0.5,0.4,6.3,3.9,0.7,3.8,0.8,0.1,0.0,0.6,3.0,202704,7.3,8.2,7.8,8.5,8.5,8.2,8.6,8.3,7.8,8.2,8.7,9.9
085-01,tepatitlán,zapotlanejo-ent. arandas,mex-080d,41.512,16291,0.3,54.3,0.3,3.1,4.7,4.0,1.2,18.5,2.9,0.5,0.1,8.9,1.2,5946267,7.8,7.3,8.4,8.7,8.3,8.0,8.9,8.9,8.1,8.2,8.3,9.1
085-02,tepatitlán,zapotlanejo-tepatitlán,mex-080d,41.512,2961,0.4,84.5,0.3,3.5,3.6,2.3,0.3,2.1,0.9,0.0,0.0,0.8,1.3,1080929,7.1,7.0,8.4,9.1,8.6,7.8,8.6,8.6,8.2,8.8,8.8,9.0
085-03,tepatitlán,tepatitlán-ent. arandas,mex-080d,41.512,895,0.3,50.9,0.5,2.4,5.0,9.7,1.6,14.3,6.9,0.2,0.0,2.4,5.8,326748,7.6,8.0,8.7,8.0,9.4,8.1,8.4,8.8,8.8,7.8,7.9,8.5
086,san miguel el alto,ent. arandas-san miguel el alto,mex-080d,75.3,996,0.3,81.4,0.4,1.0,3.8,4.1,0.7,3.4,1.8,0.1,0.0,1.3,1.7,363578,7.7,7.3,8.4,8.1,8.3,7.8,8.6,8.6,9.2,8.9,8.3,8.8
087-01,jalostotitlán,ent. arandas-desperdicio,mex-080d,90.8,15406,0.3,50.3,0.3,3.3,4.9,4.9,1.3,20.5,3.4,0.6,0.1,9.6,0.5,5623311,7.7,7.3,8.4,8.8,8.4,8.0,8.9,9.0,8.0,8.2,8.3,9.0
087-02,jalostotitlán,ent. arandas-jalostotitlán,mex-080d,90.8,450,0.3,82.3,0.3,1.8,3.2,1.5,0.6,1.5,0.4,0.0,0.0,0.8,7.3,164274,7.9,8.9,8.8,7.7,7.8,7.7,9.1,9.4,8.2,7.6,8.4,8.5
087-03,jalostotitlán,el desperdicio-jalostotitlán,mex-080d,90.8,758,0.5,76.4,0.4,8.1,2.9,3.0,0.5,1.8,1.8,0.1,0.0,1.0,3.5,276701,8.8,9.0,9.0,8.0,7.6,7.4,8.5,8.5,7.7,7.9,7.9,9.7
088,san juan de los lagos,ent. san juan de los lagos-el desperdicio,mex-080d,110.52,813,0.9,74.8,0.3,14.1,2.3,2.3,0.2,1.4,1.1,0.0,0.0,0.4,2.2,296656,8.7,7.0,7.8,8.9,7.3,6.7,9.1,9.3,7.2,7.7,8.3,12.0
089-01,agualeguas,agualeguas-paras,mex-085d,79.7,6,0.7,79.3,1.2,1.0,2.8,1.3,0.3,12.5,0.2,0.0,0.0,0.7,0.0,2296,8.7,11.2,6.7,7.0,6.5,7.7,6.8,12.3,5.1,8.7,9.2,10.1
089-02,agualeguas,monterrey-agualeguas,mex-085d,79.7,690,0.4,56.9,1.3,0.4,7.9,3.3,0.9,24.9,0.8,0.5,0.0,2.7,0.0,251913,6.7,7.1,8.4,9.2,8.6,8.5,8.8,8.4,8.3,8.6,8.4,9.0
090-01,sabinas,monterrey-la gloria,mex-085d,100.0,14320,0.1,29.0,0.7,2.6,2.4,2.2,0.4,59.2,0.8,0.4,0.0,2.2,0.0,5226831,8.1,7.4,8.4,8.3,8.1,8.1,8.8,8.7,8.0,8.4,8.4,9.3
090-02,sabinas,sabinas-la gloria,mex-085d,100.0,35,0.2,70.1,2.3,0.4,5.6,2.2,0.7,17.3,0.4,0.0,0.0,0.8,0.0,12901,9.8,9.8,10.8,9.9,8.2,7.2,7.2,8.0,6.3,7.4,7.7,7.7
091,sabinas parás,monterrey-sabinas,mex-085d,100.0,63,0.2,34.3,1.3,3.2,3.9,2.4,0.7,10.3,1.1,0.1,0.0,42.5,0.0,23087,8.3,7.4,8.0,8.2,8.3,8.5,8.8,8.2,7.1,8.7,9.5,9.0
092,entronque ex-garita,la gloria-san fernando,mex-085d,191.3,10804,0.1,36.8,0.5,2.8,2.8,2.5,0.4,49.3,1.0,0.5,0.0,2.7,0.6,3943450,8.1,7.3,8.3,8.3,8.0,8.0,8.8,8.8,7.9,8.3,8.5,9.7
093,puente inter. solidaridad en colombia,colombia-dolores,nl-001,0.0,2725,0.1,30.5,1.0,0.0,7.2,27.0,0.5,30.7,2.9,0.0,0.0,0.1,0.0,994526,8.3,7.6,8.5,7.3,7.9,8.0,8.6,9.0,8.3,8.8,8.6,9.1
094,tampico,cd. valles-altamira,mex-184d,5.102,7232,1.5,51.1,0.5,0.8,6.9,5.5,1.1,13.8,5.4,0.5,0.1,12.0,0.8,2639596,8.1,7.1,8.6,8.7,8.7,8.2,8.7,8.6,7.7,8.2,8.1,9.3
095-01,loma real,cd. valles-loma real,mex-184d,6.1,2253,3.9,92.3,0.2,0.1,2.2,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.4,822265,7.4,6.7,8.3,8.5,8.8,8.5,8.6,8.8,8.1,8.5,8.4,9.4
095-02,loma real,loma real-altamira,mex-184d,6.1,1951,3.7,92.5,0.2,0.1,2.1,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.4,712101,7.5,6.9,8.3,8.6,8.8,8.5,8.7,8.6,8.1,8.5,8.2,9.3
096,cuyutlán,armería-manzanillo,mex-200d,61.4,10620,0.0,65.5,0.1,2.0,2.1,2.4,1.1,7.1,3.5,1.3,0.3,14.2,0.4,3876253,7.6,6.5,7.2,7.6,7.6,7.4,7.7,10.1,8.6,9.2,9.7,10.8
097,puente san miguel,los mochis-estación don,mex-015d,19.7,9826,0.2,58.7,1.0,4.1,3.7,3.0,1.6,17.6,2.8,0.3,0.1,5.5,1.4,3586633,8.8,7.5,8.5,9.1,8.3,7.9,8.4,7.9,7.3,8.0,8.1,10.2
098,estación don la jaula,estación don-navojoa,mex-015d,129.9,6301,0.3,43.4,1.3,6.7,3.1,2.8,1.8,25.5,3.0,0.4,0.1,8.5,3.1,2299907,9.4,7.1,8.4,9.5,8.0,7.5,8.5,8.1,7.3,7.7,7.8,10.7
099,fundición,navojoa-cd. obregón,mex-015d,195.5,8188,0.4,51.8,1.3,6.4,3.3,2.6,1.5,20.5,2.5,0.3,0.1,6.7,2.6,2988551,9.1,7.2,8.3,9.2,8.1,7.5,8.4,8.1,7.4,7.8,8.0,10.9
100,esperanza,cd.obregón-ent.libramiento guaymas,mex-015d-015,10.7,3948,0.4,50.2,1.6,7.6,3.4,2.3,1.3,16.8,2.5,0.1,0.0,5.1,8.7,1441182,8.4,6.9,8.1,9.0,8.3,7.7,8.9,6.7,8.1,8.6,8.4,10.9
101,guaymas,libramiento de guaymas,mex-015d-015,20.0,8555,0.2,55.8,1.6,3.5,2.6,2.1,1.3,20.6,2.1,0.2,0.0,7.3,2.7,3122397,8.9,7.2,8.4,9.3,8.4,7.6,8.4,7.5,7.3,7.9,8.2,10.9
102,hermosillo,hermosillo-ent.libramiento magdalena,mex-015d-015,15.2,12360,0.2,64.4,2.0,3.6,2.7,1.6,1.0,14.8,1.8,0.2,0.0,6.0,1.7,4511267,8.3,6.9,8.2,9.0,8.9,8.1,8.7,7.7,7.3,8.2,8.3,10.4
103,magdalena,libramiento de magdalena,mex-015d,184.4,8958,0.2,65.3,2.1,1.5,2.5,1.3,0.7,15.9,2.1,0.2,0.0,7.1,1.1,3269837,8.0,6.9,8.1,8.8,8.9,8.2,8.9,7.7,7.4,8.3,8.6,10.2
104,nogales,libramiento de nogales,mex-15d,0.0,2634,0.1,71.3,3.9,0.4,2.1,1.0,0.2,21.0,0.0,0.0,0.0,0.0,0.0,961588,7.5,7.1,8.3,8.7,9.1,8.3,7.7,6.9,7.1,8.2,10.8,10.3
105,durango,durango-guadalupe victoria,mex-040d,15.5,3762,0.6,65.8,1.1,4.3,3.4,2.2,0.7,10.0,2.2,0.4,0.0,6.5,2.8,1373011,7.6,6.7,7.8,9.2,7.9,8.1,10.9,9.5,7.5,7.5,7.5,9.8
106,yerbanis,guadalupe victoria-yerbanís,mex-040d,112.186,3116,0.7,61.2,1.2,5.0,3.6,2.4,0.8,11.5,2.3,0.5,0.0,7.4,3.4,1137173,7.5,6.5,7.7,9.5,7.8,8.0,11.2,9.7,7.6,7.6,7.5,9.4
107-01,cuencamé iii,yerbanís-pedriceña,mex-040d,143.22,3112,0.7,61.3,1.3,5.3,3.5,2.4,0.8,11.1,2.1,0.5,0.0,7.0,4.0,1136004,7.6,6.5,7.8,9.7,7.9,8.1,11.6,9.7,7.4,7.2,7.2,9.3
107-02,cuencamé iii,yerbanís-cuencamé,mex-040d,143.22,214,0.2,45.8,1.3,0.7,3.2,2.9,0.8,7.8,2.4,0.3,0.0,8.5,26.1,78132,7.4,6.7,7.8,8.4,8.1,9.2,10.9,8.8,7.5,7.9,8.2,9.1
107-03,cuencamé iii,cuencamé-pedriceña,mex-040d,143.22,3799,0.3,35.2,1.6,5.3,3.9,3.9,2.1,27.9,4.8,1.0,0.0,12.8,1.2,1386794,8.4,7.0,7.9,8.2,8.1,8.1,9.2,8.9,7.7,8.3,8.4,9.8
108-01,león guzmán,pedriceña-gómez palacio,mex-040d,212.709,4390,0.4,36.9,1.9,5.7,4.0,3.9,1.7,27.6,4.3,0.7,0.0,10.8,2.1,1602362,7.8,6.5,7.6,8.6,7.7,8.9,10.0,9.1,7.3,8.5,8.6,9.4
108-02,león guzmán,pedriceña-león guzmán,mex-040d,212.709,2533,0.7,62.4,1.0,4.3,3.7,2.2,1.2,7.9,3.0,0.9,0.0,9.3,3.4,924425,7.5,7.0,8.4,9.6,8.5,8.1,9.5,9.0,7.6,7.9,7.9,9.0
108-03,león guzmán,león guzmán-gómez palacio,mex-040d,212.709,915,0.6,23.2,1.9,0.7,6.0,6.0,3.4,34.2,9.1,0.2,0.0,1.7,13.0,333929,7.1,6.8,9.2,9.1,8.5,8.4,9.3,9.4,8.0,7.9,7.9,8.4
109,san nicolás de los jassos,libramiento oriente de san luis potosí,mex-057d,11.22,19957,0.2,25.9,0.0,1.9,5.7,4.7,1.1,47.5,4.6,0.4,0.1,7.9,0.0,7284250,7.9,7.2,8.4,8.2,8.2,8.1,8.7,8.5,8.0,8.6,8.6,9.6
110,calera víctor rosales,víctor rosales-enrique estrada,mex-045d,27.5,17585,0.4,70.2,1.0,3.0,3.1,3.3,0.9,10.9,2.5,4.7,0.0,0.0,0.0,6418663,7.8,7.1,8.3,8.3,8.6,8.4,8.9,9.0,7.8,8.6,8.4,8.8
111-01,san martín texmelucan,san martín texmelucan-tlaxcala,mex-117d,5.45,5448,0.9,78.3,0.1,5.4,4.7,2.4,0.6,3.6,1.2,0.0,0.0,1.5,1.3,1988453,7.6,6.9,8.1,8.5,8.3,7.7,8.3,8.9,8.0,8.6,9.2,9.9
111-02,san martín texmelucan,san martín texmelucan-arco norte,mex-117d,5.45,660,1.0,86.6,0.0,0.5,4.0,1.9,0.5,3.1,0.3,0.0,0.0,0.2,1.9,240825,7.9,7.4,8.0,8.3,9.1,7.8,8.4,8.7,8.1,9.1,8.2,9.0
111-03,san martín texmelucan,san martín texmelucan-puebla,mex-117d,5.45,1176,0.7,86.8,0.0,1.7,4.3,2.3,0.2,2.1,0.3,0.0,0.0,0.3,1.3,429212,7.0,6.7,7.9,7.0,8.3,7.5,7.4,8.2,7.6,8.9,11.0,12.5
112,ecatepec,ecatepec-pirámides,mex-132d,1.187,22444,1.0,78.1,0.1,5.2,3.7,2.2,0.4,4.8,0.9,0.1,0.0,2.2,1.3,8191917,7.9,7.8,10.2,9.0,8.1,7.5,8.2,8.5,7.5,8.1,8.1,9.1
113,tepexpan,tepexpan-pirámides,mex-132d,9.725,5337,0.9,81.0,0.1,0.9,4.2,2.7,0.3,3.4,0.9,0.0,0.0,1.2,4.4,1947960,8.0,7.7,9.9,8.8,8.4,7.8,8.4,8.6,7.7,8.1,8.1,8.5
114-01,chichén itza,kantunil-valladolid,mex-180d,115.5,4209,0.4,71.0,0.3,3.7,4.0,2.5,0.4,5.5,1.7,0.3,0.0,9.1,1.1,1536250,7.9,7.3,8.3,9.2,8.1,7.5,8.8,9.3,8.2,8.1,8.1,9.2
114-02,chichén itza,kantunil-pisté,mex-180d,115.5,723,0.5,81.8,0.3,1.6,2.9,2.0,0.3,4.4,3.6,0.1,0.0,0.4,2.1,263908,9.8,9.3,10.8,10.3,8.0,7.4,9.1,8.4,6.2,6.3,7.0,7.4
114-03,chichén itza,pisté-valladolid,mex-180d,115.5,346,0.5,91.7,0.0,5.0,0.7,0.2,0.0,0.1,0.1,0.2,0.2,0.0,1.3,126159,10.3,8.5,10.7,9.1,7.1,6.5,9.6,8.3,5.8,6.1,9.0,9.0
115,tintal,valladolid-cancún,mex-180d,238.0,2906,0.4,70.1,0.2,5.8,4.3,1.7,0.3,3.5,4.3,1.7,0.6,5.5,1.6,1060576,8.0,7.1,8.1,8.8,8.0,7.6,9.1,9.3,7.9,7.9,8.2,10.0
116,chichimequillas,t. c.aut. méx-qro-t. c.qro-slp,mex-057d,20.32,19115,0.3,39.0,0.5,1.5,6.5,5.4,0.9,34.9,3.6,0.2,0.0,6.3,0.9,6976817,7.8,6.3,8.5,8.6,8.6,8.0,8.2,8.8,8.2,8.9,9.0,9.1
117-01,cuitláhuac,córdoba-la tinaja,mex-150d,14.14,15933,0.4,45.8,0.2,4.2,4.9,6.4,0.9,17.0,2.9,0.4,0.1,13.7,3.1,5815656,8.1,6.2,8.4,9.1,8.6,8.0,8.8,8.9,7.7,8.2,8.3,9.7
117-02,cuitláhuac,córdoba-cuitláhuac,mex-150d,14.14,193,1.9,79.5,0.1,0.1,3.5,1.6,0.0,0.5,0.2,0.0,0.0,0.6,12.0,70615,7.3,7.7,8.9,8.7,8.7,7.8,7.9,7.8,7.7,8.2,9.5,9.8
117-03,cuitláhuac,cuitláhuac-la tinaja,mex-150d,14.14,168,1.3,84.9,0.5,0.4,4.2,4.5,0.1,1.4,0.6,0.0,0.0,0.8,1.3,61233,8.4,7.3,8.5,10.3,8.7,8.7,8.3,9.1,7.5,6.9,6.7,9.6
118-01,paso del toro,la tinaja-veracruz,mex-150d,89.9,5639,0.9,81.3,0.2,5.1,4.1,2.5,0.2,2.0,0.4,0.0,0.0,1.4,1.9,2058237,8.0,5.8,8.6,9.5,8.7,8.2,9.1,9.2,7.5,7.9,8.0,9.5
118-02,paso del toro,la tinaja-paso del toro,mex-150d,89.9,6272,0.4,43.4,0.4,1.4,4.8,6.3,1.0,17.8,4.8,0.6,0.1,17.7,1.3,2289308,8.1,6.6,8.7,9.0,8.7,8.5,8.7,8.9,7.8,8.0,8.0,9.0
118-03,paso del toro,paso del toro-veracruz,mex-150d,89.9,7481,5.9,86.8,0.2,0.6,2.9,1.2,0.1,0.8,0.2,0.0,0.0,0.5,0.8,2730721,7.7,6.8,8.5,8.9,9.2,8.5,8.8,8.7,8.0,8.4,8.1,8.4
119,león ii,salamanca-león,mex-045d,6.0,990,1.8,82.6,0.1,0.3,4.2,3.1,0.2,4.3,0.5,0.1,0.0,0.8,2.0,361241,6.8,7.0,8.3,7.6,8.8,7.9,8.1,8.9,8.5,8.8,9.5,9.8
120,cuerámaro,león-central de abastos,mex-045d,12.0,5098,0.8,66.2,0.2,0.3,9.0,7.2,0.8,11.3,1.9,0.1,0.0,1.1,1.1,1860678,7.4,7.4,8.5,7.9,8.8,8.3,8.1,8.5,8.4,9.0,8.9,8.8
121,plan de ayala,león-plan de ayala,mex-045d,15.3,1325,0.8,72.1,0.4,0.2,6.3,8.4,0.5,5.7,2.1,0.0,0.0,0.9,2.6,483599,6.8,6.8,8.3,7.6,8.6,8.2,8.3,8.6,8.4,9.2,9.3,9.9
122,san francisco del rincón remotas,león-ent. san francisco,mex-045d,19.0,3826,0.8,74.9,0.4,0.4,6.7,5.9,0.7,5.1,1.1,0.0,0.0,0.9,3.1,1396518,8.0,7.6,8.5,7.9,8.5,8.4,8.4,8.5,8.2,8.7,8.5,8.8
123,las joyas,león-las joyas,mex-045d,22.8,1420,0.7,75.1,0.4,0.2,4.7,5.8,0.6,6.9,1.0,0.0,0.0,0.2,4.4,518369,6.8,6.9,8.0,7.6,8.3,8.4,8.5,9.2,8.9,9.4,9.0,9.0
124,león,león-lagos de moreno,mex-045d,23.5,13869,0.4,50.8,0.3,3.8,5.9,6.0,1.0,20.2,2.4,0.6,0.1,7.4,1.1,5062085,7.8,7.3,8.3,8.7,8.3,7.9,8.5,8.9,8.0,8.2,8.4,9.7
125,unión de san antonio,unión de san antonio-lagos de moreno,mex-045d,48.02,591,0.5,66.1,0.9,0.9,3.7,3.2,0.6,7.4,2.4,0.1,0.0,9.6,4.6,215686,7.9,7.4,8.4,8.6,8.6,7.7,8.5,8.6,8.1,8.4,8.4,9.4
126-01,encarnación,lagos de moreno-aguascalientes,mex-045d,88.84,12170,0.4,52.3,0.3,4.4,5.2,4.1,1.3,17.9,3.4,0.7,0.1,9.1,0.8,4442123,7.5,7.1,8.1,9.0,8.5,8.0,8.8,8.9,8.0,8.4,8.4,9.3
126-02,encarnación,encarnación-aguascalientes,mex-045d,88.84,1651,0.3,60.2,0.4,2.4,6.2,7.6,2.2,11.7,4.8,0.4,0.1,2.5,1.2,602686,7.7,7.3,8.3,8.6,8.6,8.5,9.4,8.7,7.8,8.2,8.2,8.7
127,mármol,el venadillo-ent. la cruz,mex-015d,25.15,9422,0.3,48.9,0.7,4.8,4.2,4.1,1.5,22.6,3.3,0.4,0.1,6.7,2.4,3438987,8.2,7.5,8.4,9.3,8.1,7.7,8.9,8.8,7.5,8.0,8.0,9.6
128-01,quilá,ent. la cruz-quilá,mex-015d,153.8,95,0.5,58.1,0.9,0.8,6.0,4.7,1.0,14.9,7.6,0.0,0.0,1.4,4.1,34589,6.8,9.7,8.1,10.1,8.0,7.7,7.2,8.7,8.3,8.5,8.1,8.8
128-02,quilá,quilá-costa rica,mex-015d,153.8,311,0.5,81.7,0.8,0.9,2.3,3.7,0.9,2.2,1.4,0.0,0.0,0.6,5.0,113643,7.6,6.5,7.8,8.2,8.3,9.3,8.6,7.9,7.6,8.8,8.8,10.6
129,costa rica,ent. la cruz-costa rica,mex-015d,187.8,8839,0.3,47.0,0.7,5.1,4.1,4.0,1.5,23.7,3.2,0.4,0.1,7.3,2.6,3226101,8.3,7.5,8.4,9.3,8.1,7.8,8.8,8.6,7.5,8.0,8.1,9.6
130,puente inter. libre comercio,lucio blanco-los yndios,mex-002,0.0,1928,0.0,86.4,0.4,0.0,0.3,0.8,1.3,10.5,0.1,0.2,0.0,0.0,0.0,703639,8.1,7.6,8.1,8.2,7.9,7.3,8.2,8.8,8.3,9.0,8.9,9.6
131-01,seybaplaya,villa madero-campeche,mex-180d,32.0,7303,1.0,64.0,0.5,2.2,4.2,4.1,0.7,12.3,1.8,0.2,0.0,7.3,1.7,2665713,8.0,6.7,8.1,9.0,8.2,7.7,8.8,9.1,7.8,8.2,8.4,10.0
131-02,seybaplaya,villa madero-seybaplaya,mex-180d,32.0,104,2.9,78.6,0.6,0.5,4.8,2.3,0.3,3.4,2.5,0.1,0.0,0.7,3.3,37896,7.3,5.9,8.2,11.0,8.0,7.2,8.6,9.9,8.2,7.2,7.9,10.6
131-03,seybaplaya,seybaplaya-campeche,mex-180d,32.0,1262,4.4,82.3,0.2,2.0,2.3,2.2,0.4,1.5,3.0,0.0,0.0,0.2,1.5,460557,7.4,7.0,8.2,9.0,8.2,7.6,8.7,8.8,8.0,8.7,8.6,9.8
132,morfín chávez,la providencia-san isidro,mex-045d,57.06,7636,0.4,51.3,1.5,2.9,4.1,4.0,1.3,21.1,4.3,9.1,0.0,0.0,0.0,2787211,7.9,7.0,7.9,8.4,8.3,8.2,9.4,9.2,7.9,8.4,8.3,9.1
