index,tollbooth_name,way,highway,km,coords,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
230-13,atlacomulco,calpulalpan-atlacomulco,mex-m40d,11.3,"19.911848,-99.852662",17,0.4,58.4,0.7,1.1,4.2,5.1,4.9,14.0,3.2,0.6,0.1,7.1,0.2,6380,10.1,7.6,8.2,7.7,8.0,6.1,9.2,9.0,7.6,8.1,8.3,10.1
230-14,atlacomulco,sanctórum-atlacomulco,mex-m40d,11.3,"19.911850,-99.852671",190,0.4,47.1,0.4,0.9,6.2,6.1,2.5,20.4,7.8,1.4,0.1,6.5,0.2,69662,10.1,7.8,8.9,8.8,8.4,7.0,8.1,8.0,6.6,7.9,8.5,9.9
230-15,atlacomulco,san martín texmelucan-atlacomulco,mex-m40d,11.3,"19.911855,-99.852655",633,0.4,45.3,0.3,3.5,4.4,4.4,2.3,20.5,3.9,1.0,0.2,11.7,2.1,231718,8.9,7.9,9.1,8.3,8.2,6.7,8.7,8.0,7.0,8.9,8.5,9.8
231-01,acambay,atlacomulco-acambay,mex-m40d,13.0,"19.923426,-99.844231",705,0.4,60.1,0.3,2.5,5.4,3.9,1.6,17.1,3.8,0.3,0.0,2.2,2.4,258024,7.2,7.0,7.6,7.4,7.9,7.7,8.5,9.7,10.8,8.3,8.7,9.2
231-02,acambay,jilotepec-acambay,mex-m40d,13.0,"19.923426,-99.844231",154,0.6,67.3,0.2,14.0,4.4,5.3,0.3,2.0,1.0,0.0,0.0,0.1,4.8,56441,7.2,7.6,8.2,8.3,9.0,7.7,7.5,7.8,8.4,9.0,9.8,9.5
231-03,acambay,querétaro-acambay,mex-m40d,13.0,"19.923428,-99.844229",279,0.6,78.4,0.2,1.6,4.5,3.2,0.9,7.6,0.8,0.0,0.0,0.5,1.7,102257,7.4,7.6,8.2,7.7,7.8,8.8,8.3,8.8,8.7,9.6,9.5,7.6
231-04,acambay,tula ii-acambay,mex-m40d,13.0,"19.923430,-99.844231",10,0.3,93.7,0.1,0.1,1.4,0.6,0.0,0.1,0.1,0.0,0.0,0.1,3.5,3613,7.7,7.0,8.6,7.9,8.2,9.5,10.0,8.5,8.6,8.1,8.4,7.5
231-05,acambay,tula i-acambay,mex-m40d,13.0,"19.923433,-99.844236",27,0.3,75.1,0.6,0.4,8.4,4.7,2.0,4.8,2.7,0.0,0.0,0.4,0.6,10029,8.7,8.2,10.0,8.9,7.6,8.3,8.4,8.3,7.4,8.2,8.3,7.7
231-06,acambay,atitalaquia-acambay,mex-m40d,13.0,"19.923428,-99.844229",5,0.5,68.7,0.7,0.0,5.7,6.8,0.9,3.9,12.0,0.0,0.0,0.2,0.6,1933,8.8,7.4,6.9,8.6,9.3,8.4,9.3,10.9,8.1,7.9,6.6,7.8
231-07,acambay,apaxco-acambay,mex-m40d,13.0,"19.923428,-99.844229",5,0.2,56.4,1.1,0.0,3.6,21.0,0.2,2.8,12.9,0.1,0.0,0.9,0.8,1710,7.8,8.5,9.6,7.8,8.0,9.6,8.9,6.7,7.6,6.6,10.8,8.1
231-08,acambay,ajoloapan-acambay,mex-m40d,13.0,"19.923434,-99.844227",4,0.1,86.0,0.6,0.2,9.0,1.4,0.9,1.4,0.1,0.0,0.0,0.1,0.2,1615,8.9,7.7,8.0,8.4,9.1,7.9,8.9,7.9,9.0,7.4,8.6,8.2
231-09,acambay,pachuca-acambay,mex-m40d,13.0,"19.923428,-99.844231",22,0.2,83.2,0.4,0.8,6.5,2.3,1.2,4.3,0.6,0.0,0.1,0.1,0.3,7896,8.0,7.5,8.5,8.1,7.5,9.5,8.5,8.5,9.0,8.4,9.6,6.9
231-10,acambay,tulancingo-acambay,mex-m40d,13.0,"19.923430,-99.844227",14,0.3,79.5,0.7,0.3,7.2,4.8,0.8,4.4,1.0,0.0,0.0,0.8,0.2,5290,9.5,8.1,9.9,9.5,9.3,7.8,8.2,9.1,5.8,7.4,8.3,7.1
231-11,acambay,sahagún-acambay,mex-m40d,13.0,"19.923430,-99.844231",1,0.2,44.8,1.3,0.0,2.5,2.0,0.9,30.3,5.2,2.5,0.0,10.3,0.0,446,6.7,8.5,8.1,9.6,7.4,8.5,8.7,11.0,8.5,7.2,8.5,7.3
231-12,acambay,calpulalpan-acambay,mex-m40d,13.0,"19.923430,-99.844231",2,0.6,64.9,1.0,0.4,5.7,7.3,2.7,14.9,1.9,0.0,0.0,0.4,0.2,840,8.3,8.2,8.0,7.1,8.1,9.3,8.2,9.2,6.7,8.1,8.6,10.2
231-13,acambay,sanctórum-acambay,mex-m40d,13.0,"19.923426,-99.844229",10,0.1,58.7,0.5,1.2,9.7,8.7,3.1,13.6,3.6,0.1,0.0,0.7,0.0,3546,9.0,7.7,8.8,9.9,9.4,8.7,8.4,8.4,7.6,7.9,7.8,6.4
231-14,acambay,san martín texmelucan-acambay,mex-m40d,13.0,"19.923434,-99.844233",39,0.4,38.8,0.2,1.8,4.8,4.2,1.1,13.7,2.4,0.1,0.0,1.4,31.1,14146,7.2,7.4,8.9,7.1,8.0,8.0,8.7,9.7,9.3,9.4,8.5,7.8
232-01,liverpool,querétaro-liverpool,mex-m40d,49.8,"19.978601,-99.522991",52,0.0,3.7,0.1,0.1,5.2,15.7,2.1,52.8,0.7,1.5,4.5,13.0,0.6,19112,7.7,6.8,7.7,8.7,9.6,8.1,6.9,7.5,8.2,9.6,10.5,8.7
232-02,liverpool,pachuca-liverpool,mex-m40d,49.8,"19.978601,-99.522991",1,0.2,29.0,0.0,0.0,29.7,1.9,0.2,25.4,0.0,0.2,0.0,13.2,0.2,418,5.5,6.2,5.3,7.7,5.0,4.5,5.7,4.3,7.4,19.6,17.5,11.3
232-03,liverpool,sanctórum-liverpool,mex-m40d,49.8,"19.978601,-99.522991",1,0.0,4.0,0.0,0.0,0.0,0.0,2.2,29.2,0.4,0.0,0.0,64.2,0.0,226,0.4,8.0,14.6,9.7,9.7,6.2,7.5,4.9,1.3,7.5,15.0,15.2
232-04,liverpool,san martín texmelucan-liverpool,mex-m40d,49.8,"19.978601,-99.522991",8,0.0,4.1,0.0,0.0,3.4,12.6,0.6,32.0,0.4,0.7,1.1,43.1,2.0,2950,7.4,5.5,6.4,8.3,8.2,7.3,7.7,7.0,7.7,15.0,9.4,10.1
233-01,jilotepec,atlacomulco-jilotepec,mex-m40d,48.7,"19.976583,-99.531517",385,0.0,65.4,0.2,2.6,6.7,3.4,1.1,5.7,1.7,0.1,0.0,7.9,5.2,140844,7.9,7.7,7.8,8.2,8.4,7.9,8.2,8.3,8.4,9.0,8.5,9.7
233-02,jilotepec,acambay-jilotepec,mex-m40d,48.7,"19.976583,-99.531517",176,0.5,68.8,0.2,12.1,5.8,4.7,0.3,1.7,0.6,0.0,0.0,0.1,5.2,64483,7.6,8.6,8.3,8.4,9.1,7.8,7.5,7.6,7.6,9.3,8.3,9.9
233-03,jilotepec,querétaro-jilotepec,mex-m40d,48.7,"19.976583,-99.531518",1010,1.6,67.5,0.1,4.9,5.1,4.0,0.5,11.1,1.1,0.1,0.1,1.2,2.7,369486,7.7,7.7,8.1,8.5,8.6,8.0,8.6,8.6,8.4,8.8,8.3,8.7
233-04,jilotepec,tula ii-jilotepec,mex-m40d,48.7,"19.976583,-99.531517",221,2.2,91.4,0.1,1.5,2.6,0.6,0.1,0.1,0.2,0.0,0.0,0.0,1.2,80989,8.7,7.8,8.9,8.5,8.5,8.1,8.4,7.7,8.0,7.8,8.3,9.3
233-05,jilotepec,tula i-jilotepec,mex-m40d,48.7,"19.976584,-99.531520",274,1.8,75.9,0.5,3.0,8.1,4.4,0.5,3.0,2.2,0.0,0.0,0.4,0.2,100287,8.7,8.1,9.6,8.9,8.8,7.7,8.0,7.8,7.5,7.9,8.0,9.0
233-06,jilotepec,atitalaquia-jilotepec,mex-m40d,48.7,"19.976584,-99.531519",19,10.9,21.3,1.2,7.0,14.6,9.2,15.8,4.6,14.5,0.0,0.0,0.1,0.8,7027,7.7,6.2,6.8,11.8,15.8,10.2,7.3,6.9,7.3,7.0,6.9,6.1
233-07,jilotepec,apaxco-jilotepec,mex-m40d,48.7,"19.976584,-99.531519",31,1.8,61.9,0.2,0.3,2.8,7.2,10.0,4.6,9.4,0.0,0.0,0.6,1.2,11285,9.0,9.2,10.0,8.8,9.4,7.0,7.9,6.8,6.9,7.8,8.3,8.9
233-08,jilotepec,ajoloapan-jilotepec,mex-m40d,48.7,"19.976582,-99.531518",17,1.7,89.7,0.4,0.2,4.5,2.3,0.2,0.7,0.0,0.0,0.0,0.1,0.2,6232,8.2,8.0,9.1,8.1,8.8,8.1,8.4,7.7,7.5,8.4,8.8,8.9
233-09,jilotepec,pachuca-jilotepec,mex-m40d,48.7,"19.976583,-99.531520",105,0.7,82.5,0.4,0.5,6.7,3.1,0.4,3.3,0.6,0.0,0.0,1.6,0.2,38263,7.8,7.7,8.7,8.2,8.6,8.0,8.5,8.4,8.9,8.0,8.0,9.2
233-10,jilotepec,tulancingo-jilotepec,mex-m40d,48.7,"19.976585,-99.531518",45,0.4,80.0,0.6,1.5,7.6,2.7,0.1,2.7,1.9,0.2,0.0,2.2,0.1,16607,9.3,8.2,9.7,9.3,8.9,6.6,8.3,9.2,6.5,7.3,8.1,8.6
233-11,jilotepec,sahagún-jilotepec,mex-m40d,48.7,"19.976584,-99.531519",3,1.0,54.2,0.2,1.0,3.5,3.2,0.2,10.3,10.8,0.6,0.0,14.4,0.6,1244,12.3,8.8,5.8,6.8,6.4,5.8,9.7,13.1,8.0,8.4,7.7,7.2
233-12,jilotepec,calpulalpan-jilotepec,mex-m40d,48.7,"19.976584,-99.531520",5,0.3,83.6,0.5,0.4,3.6,2.2,0.1,7.0,0.9,0.0,0.0,1.3,0.1,1964,8.6,7.8,7.6,8.4,8.9,9.3,9.6,7.4,9.2,7.2,7.2,8.8
233-13,jilotepec,sanctórum-jilotepec,mex-m40d,48.7,"19.976586,-99.531516",25,0.5,67.9,0.6,2.0,6.3,3.8,0.9,9.8,1.3,0.3,0.0,6.5,0.1,9267,10.2,7.9,9.0,9.0,8.5,7.3,7.7,8.1,7.1,7.7,7.9,9.6
233-14,jilotepec,san martín texmelucan-jilotepec,mex-m40d,48.7,"19.976583,-99.531518",86,0.3,40.3,0.1,1.8,3.4,3.1,1.5,25.9,4.0,0.1,0.0,7.3,12.2,31361,8.0,7.8,9.0,9.0,9.1,7.2,7.9,7.6,7.5,9.0,8.7,9.2
234-01,querétaro,atlacomulco-querétaro,mex-m40d,55.0,"19.998714,-99.487788",3417,0.3,46.6,0.1,4.9,5.9,5.3,1.3,24.2,1.3,0.4,0.0,8.6,1.1,1250772,8.4,7.5,8.1,7.9,8.0,7.7,8.4,8.6,8.1,8.5,9.1,9.7
234-02,querétaro,acambay-querétaro,mex-m40d,55.0,"19.998701,-99.487779",302,0.7,79.6,0.2,1.7,4.5,3.0,0.7,7.1,0.5,0.0,0.0,0.4,1.6,110437,8.1,8.4,8.7,7.8,8.6,8.3,7.8,7.7,7.1,8.2,7.9,11.4
234-03,querétaro,jilotepec-querétaro,mex-m40d,55.0,"19.998708,-99.487787",903,1.9,60.1,0.1,8.4,4.7,5.2,0.8,13.2,0.5,0.0,0.0,2.1,3.0,330338,7.8,7.6,8.3,8.7,8.8,8.0,8.7,8.4,8.1,8.9,8.4,8.3
234-04,querétaro,tula ii-querétaro,mex-m40d,55.0,"20.000566,-99.489960",278,1.4,84.4,0.3,0.4,1.9,2.0,0.1,2.2,0.7,0.0,0.0,0.1,6.5,101592,8.2,7.7,8.7,8.2,8.6,8.9,8.4,8.0,8.2,8.1,8.2,8.8
234-05,querétaro,tula i-querétaro,mex-m40d,55.0,"20.000568,-99.489958",683,0.5,56.8,0.4,1.3,3.7,6.1,1.2,15.0,4.9,0.3,0.1,8.7,1.0,249867,8.5,7.8,10.1,9.0,8.7,8.1,8.3,8.1,7.6,8.0,7.8,8.0
234-06,querétaro,atitalaquia-querétaro,mex-m40d,55.0,"20.000567,-99.489951",161,0.7,56.0,0.5,0.5,3.0,11.6,1.6,7.7,12.8,0.1,0.0,4.6,0.9,58920,7.8,5.9,7.5,9.7,9.8,9.9,9.3,9.5,8.9,7.4,7.2,7.1
234-07,querétaro,apaxco-querétaro,mex-m40d,55.0,"20.000567,-99.489951",155,0.3,36.8,0.2,0.4,2.4,12.2,4.5,13.7,18.3,0.4,0.0,10.6,0.2,56790,8.7,9.2,9.4,7.5,6.5,5.5,6.5,6.8,6.8,10.5,10.7,11.9
234-08,querétaro,ajoloapan-querétaro,mex-m40d,55.0,"20.000567,-99.489951",52,0.5,74.6,0.6,1.6,4.8,4.6,1.8,9.1,0.7,0.1,0.0,0.7,0.9,18975,8.8,7.6,8.9,7.9,8.3,7.3,8.5,8.4,7.8,8.8,8.8,8.9
234-09,querétaro,pachuca-querétaro,mex-m40d,55.0,"20.000552,-99.489957",990,0.4,60.0,0.4,3.3,4.0,5.9,1.8,16.2,2.6,0.4,0.1,4.5,0.4,362297,8.2,7.5,8.5,8.2,8.2,8.3,8.9,8.2,9.2,8.0,8.0,8.8
234-10,querétaro,tulancingo-querétaro,mex-m40d,55.0,"20.000559,-99.489957",608,0.5,58.0,0.6,2.0,3.4,6.7,3.4,10.5,5.3,0.7,0.1,8.6,0.2,222496,9.7,7.9,8.9,8.7,8.5,6.6,8.4,10.3,6.4,7.8,8.0,8.8
234-11,querétaro,sahagún-querétaro,mex-m40d,55.0,"20.000560,-99.489956",84,0.1,18.6,0.1,0.5,2.1,2.3,3.2,36.8,13.0,2.0,0.3,20.9,0.1,30760,10.0,8.9,6.8,8.4,8.4,7.0,8.4,10.7,8.0,8.1,8.1,7.2
234-12,querétaro,calpulalpan-querétaro,mex-m40d,55.0,"20.000559,-99.489957",105,0.3,44.6,0.6,0.9,4.5,5.5,3.0,20.6,5.1,0.7,0.1,13.7,0.4,38413,9.5,7.1,8.7,8.5,9.4,7.3,9.4,8.3,8.2,7.7,7.7,8.2
234-13,querétaro,sanctórum-querétaro,mex-m40d,55.0,"19.996310,-99.490373",938,0.2,37.7,0.3,1.8,4.1,8.3,2.8,23.9,6.2,2.3,0.1,12.2,0.1,343253,9.8,7.5,8.8,9.0,9.2,7.5,8.4,8.0,7.0,7.9,8.2,8.7
234-14,querétaro,san martín texmelucan-querétaro,mex-m40d,55.0,"20.000566,-99.489966",2478,0.3,35.2,0.3,4.0,4.4,5.7,1.8,33.3,4.0,0.9,0.1,9.4,0.6,906801,9.8,7.8,8.9,9.0,9.2,7.4,8.5,8.0,7.1,8.2,8.1,8.0
235-01,tula ii,atlacomulco-tula ii,mex-m40d,70.0,"20.070334,-99.368273",56,0.7,83.3,0.5,0.7,2.8,1.8,0.2,1.7,0.2,0.0,0.0,0.3,7.8,20552,8.2,7.9,8.4,7.4,8.0,8.3,8.8,8.3,7.8,8.2,8.8,9.9
235-02,tula ii,acambay-tula ii,mex-m40d,70.0,"20.070335,-99.368273",12,0.7,94.3,0.3,0.1,2.5,0.8,0.0,0.2,0.2,0.0,0.0,0.0,0.9,4403,7.3,7.6,8.7,7.7,8.9,8.7,9.1,9.3,8.5,8.0,6.7,9.5
235-03,tula ii,jilotepec-tula ii,mex-m40d,70.0,"20.070345,-99.368261",245,1.8,91.2,0.1,2.2,2.6,0.5,0.4,0.4,0.0,0.0,0.0,0.0,0.8,89687,8.6,7.8,8.6,8.1,8.4,8.1,8.3,8.6,8.0,7.9,8.3,9.3
235-04,tula ii,querétaro-tula ii,mex-m40d,70.0,"20.070340,-99.368264",315,1.2,87.4,0.3,0.3,2.1,1.5,0.3,1.2,0.3,0.0,0.0,0.1,5.3,115194,7.7,7.9,8.9,7.9,8.6,8.5,8.5,8.9,8.4,7.7,8.0,9.0
235-05,tula ii,tula i-tula ii,mex-m40d,70.0,"20.072667,-99.368801",252,1.0,72.0,0.7,0.3,6.0,2.7,2.0,6.4,3.4,0.0,0.0,0.1,5.4,92240,8.4,7.9,10.0,8.3,8.4,7.9,7.9,8.2,8.3,8.6,8.2,7.9
235-06,tula ii,atitalaquia-tula ii,mex-m40d,70.0,"20.070349,-99.368263",83,0.8,57.7,0.5,0.1,3.2,2.0,10.2,9.3,12.4,0.0,0.0,0.0,3.8,30468,7.4,6.2,7.6,9.5,8.9,9.7,9.2,8.9,8.6,8.3,7.8,7.9
235-07,tula ii,apaxco-tula ii,mex-m40d,70.0,"20.070349,-99.368263",24,0.3,49.4,0.3,0.0,0.9,3.2,24.0,6.7,7.7,0.0,0.0,0.2,7.3,8957,8.4,10.8,10.9,7.5,6.8,6.1,6.9,7.3,7.8,10.0,8.8,8.7
235-08,tula ii,ajoloapan-tula ii,mex-m40d,70.0,"20.072664,-99.368805",8,0.9,70.2,0.4,0.2,12.0,1.8,0.9,5.2,1.4,0.0,0.0,0.0,7.0,2956,8.0,6.8,9.1,9.7,9.7,7.8,8.7,9.4,8.5,7.6,7.0,7.7
235-09,tula ii,pachuca-tula ii,mex-m40d,70.0,"20.072669,-99.368810",89,0.6,88.4,0.7,0.2,3.7,0.7,0.7,1.5,0.3,0.0,0.0,0.1,3.1,32592,8.2,7.5,9.0,7.6,8.5,8.6,8.4,9.2,8.2,9.1,7.8,7.9
235-10,tula ii,tulancingo-tula ii,mex-m40d,70.0,"20.072672,-99.368810",14,1.2,84.6,1.0,0.3,4.8,2.0,1.0,1.9,1.1,0.0,0.0,0.2,1.9,5215,8.0,6.6,7.7,7.1,8.2,7.5,9.4,15.2,6.4,8.3,8.2,7.4
235-11,tula ii,sahagún-tula ii,mex-m40d,70.0,"20.072670,-99.368804",1,0.3,84.7,0.9,0.0,0.9,4.3,0.3,3.4,2.8,0.0,0.0,0.9,1.5,326,14.4,6.7,6.4,6.4,7.4,5.5,6.7,13.2,8.6,6.7,11.3,6.7
235-12,tula ii,calpulalpan-tula ii,mex-m40d,70.0,"20.072667,-99.368803",2,0.3,83.1,0.7,0.2,5.5,2.5,3.8,1.5,0.7,0.0,0.0,0.0,1.7,603,9.5,6.0,6.0,6.1,7.1,7.0,11.1,16.1,7.3,7.1,7.8,8.9
235-13,tula ii,sanctórum-tula ii,mex-m40d,70.0,"20.072673,-99.368806",8,0.2,88.8,0.8,0.1,1.7,2.9,0.5,3.1,0.9,0.0,0.0,0.3,0.7,2780,7.6,5.8,7.3,5.6,6.3,6.7,10.8,16.9,6.3,8.2,10.2,8.3
235-14,tula ii,san martín texmelucan-tula ii,mex-m40d,70.0,"20.072673,-99.368806",30,0.7,59.0,0.3,0.6,2.3,5.1,0.5,2.2,0.7,0.0,0.0,0.8,27.8,11040,7.4,5.6,7.8,6.9,8.3,7.6,10.8,13.3,6.5,8.0,9.8,8.0
236-01,tula i,atlacomulco-tula i,mex-m40d,80.0,"20.098110,-99.286109",240,0.4,40.7,0.3,0.9,4.1,6.0,1.8,14.6,4.0,2.7,0.2,18.5,5.8,87864,8.7,8.3,9.4,8.2,8.1,8.0,8.1,8.1,7.3,7.9,8.4,9.5
236-02,tula i,acambay-tula i,mex-m40d,80.0,"20.098115,-99.286110",27,0.8,79.2,0.6,0.8,6.6,3.5,1.3,4.5,1.3,0.0,0.0,0.5,0.9,9887,8.3,9.1,11.1,8.2,7.9,8.6,8.5,7.8,6.8,7.8,7.8,8.1
236-03,tula i,jilotepec-tula i,mex-m40d,80.0,"20.098113,-99.286113",271,1.6,74.4,0.4,3.3,8.2,5.0,0.5,4.8,1.1,0.0,0.1,0.4,0.2,99194,8.5,8.0,9.7,8.7,8.6,7.7,8.2,8.4,7.4,7.9,8.1,8.8
236-04,tula i,querétaro-tula i,mex-m40d,80.0,"20.098113,-99.286113",621,0.5,57.6,0.5,0.9,4.2,5.1,2.0,12.5,3.7,0.7,0.1,11.0,1.2,227227,8.0,7.9,9.6,8.5,8.6,8.3,8.4,8.7,7.5,8.0,8.0,8.5
236-05,tula i,tula ii-tula i,mex-m40d,80.0,"20.098113,-99.286107",233,1.2,69.6,0.7,0.2,6.5,3.6,0.6,2.7,9.3,0.0,0.0,0.3,5.3,85264,8.8,8.1,9.5,8.3,8.5,7.9,7.9,7.8,7.8,9.0,8.4,8.0
236-06,tula i,atitalaquia-tula i,mex-m40d,80.0,"20.100014,-99.283513",786,1.2,87.6,0.2,0.9,2.5,2.9,1.0,1.0,1.3,0.0,0.0,0.2,1.2,287651,8.0,8.1,8.6,8.6,8.9,8.9,8.2,8.6,8.1,8.3,7.8,7.9
236-07,tula i,apaxco-tula i,mex-m40d,80.0,"20.100014,-99.283513",255,1.3,84.5,0.2,0.2,3.7,3.3,0.6,2.5,2.7,0.0,0.0,0.8,0.2,93168,8.5,8.2,9.1,7.9,8.3,7.5,8.2,8.3,7.5,9.3,8.3,8.9
236-08,tula i,ajoloapan-tula i,mex-m40d,80.0,"20.100028,-99.283496",126,1.0,83.0,0.4,0.7,7.9,3.6,0.6,0.5,0.1,0.0,0.0,0.1,2.1,46044,7.8,7.6,9.8,8.7,8.8,8.0,8.2,9.3,7.9,8.2,7.6,8.1
236-09,tula i,pachuca-tula i,mex-m40d,80.0,"20.100018,-99.283501",1106,0.6,87.1,0.3,1.7,3.3,1.9,0.2,1.9,0.5,0.0,0.0,1.8,0.7,404663,8.1,7.8,8.9,8.3,8.6,8.2,8.1,8.6,7.9,8.7,8.1,8.7
236-10,tula i,tulancingo-tula i,mex-m40d,80.0,"20.100026,-99.283496",176,0.7,75.8,0.5,0.9,4.2,3.5,0.7,3.8,2.9,0.2,0.1,6.0,0.7,64519,8.8,7.7,9.3,8.6,8.9,7.5,8.2,9.6,6.6,8.3,8.1,8.4
236-11,tula i,sahagún-tula i,mex-m40d,80.0,"20.098112,-99.286114",8,0.4,57.0,0.4,1.0,2.4,3.0,1.2,17.2,4.9,1.3,0.4,10.3,0.5,3086,10.5,8.0,7.0,8.7,8.0,6.7,8.5,11.2,8.5,7.9,7.7,7.3
236-12,tula i,calpulalpan-tula i,mex-m40d,80.0,"20.100018,-99.283515",15,0.7,66.2,0.6,0.7,5.4,4.0,0.5,8.1,2.4,0.5,0.2,9.3,1.4,5324,9.3,7.4,9.0,8.6,8.4,7.2,8.7,8.3,7.7,8.6,8.5,8.3
236-13,tula i,sanctórum-tula i,mex-m40d,80.0,"20.100022,-99.283506",64,0.4,60.3,0.5,1.3,2.7,4.2,2.6,9.5,5.5,0.9,0.2,11.6,0.3,23578,8.9,7.2,8.2,8.9,8.9,8.6,8.4,8.1,6.5,8.3,8.4,9.6
236-14,tula i,san martín texmelucan-tula i,mex-m40d,80.0,"20.100027,-99.283501",232,0.3,39.0,0.4,3.5,1.8,3.0,1.9,12.6,6.1,0.7,0.6,21.3,8.8,84812,9.7,8.3,8.9,8.1,8.3,8.0,8.3,7.5,7.1,8.5,8.5,8.8
237-01,atitalaquia,atlacomulco-atitalaquia,mex-m40d,88.0,"20.065051,-99.218685",24,0.0,24.6,0.8,2.1,5.8,12.1,11.0,16.5,5.3,1.2,0.1,6.8,13.7,8870,5.6,4.2,6.6,8.6,10.3,12.8,12.1,10.1,9.3,7.4,7.0,6.0
237-02,atitalaquia,acambay-atitalaquia,mex-m40d,88.0,"20.065050,-99.218686",6,0.4,68.3,0.6,0.0,4.2,5.3,3.2,10.3,7.1,0.1,0.0,0.1,0.4,2249,8.1,7.6,7.9,6.9,9.3,8.5,9.6,10.7,7.2,8.1,7.8,8.3
237-03,atitalaquia,jilotepec-atitalaquia,mex-m40d,88.0,"20.065049,-99.218683",63,1.1,72.6,0.4,2.0,4.4,3.1,1.2,3.0,11.9,0.0,0.0,0.0,0.3,23006,8.0,6.4,7.6,8.7,10.6,8.8,8.2,8.4,7.5,8.3,8.6,8.9
237-04,atitalaquia,querétaro-atitalaquia,mex-m40d,88.0,"20.065049,-99.218682",151,0.6,59.3,0.6,0.3,3.6,7.0,4.6,13.7,4.7,0.4,0.1,4.2,0.9,55201,7.0,6.1,7.9,9.0,9.3,9.5,10.3,10.1,8.8,7.1,7.6,7.3
237-05,atitalaquia,tula ii-atitalaquia,mex-m40d,88.0,"20.065048,-99.218682",82,0.7,52.8,0.6,0.2,3.6,1.7,0.1,5.4,31.8,0.0,0.0,0.0,3.1,30127,6.6,5.6,6.6,9.7,8.8,10.0,9.6,9.0,8.8,8.6,8.0,8.7
237-06,atitalaquia,tula i-atitalaquia,mex-m40d,88.0,"20.065048,-99.218680",759,1.3,87.8,0.2,1.1,2.4,2.4,0.4,1.6,0.9,0.0,0.0,0.3,1.6,277648,8.2,8.2,8.6,8.4,8.6,8.8,8.1,8.3,8.1,8.6,7.8,8.3
237-07,atitalaquia,apaxco-atitalaquia,mex-m40d,88.0,"20.065048,-99.218680",130,1.0,93.5,0.3,0.0,1.6,1.9,0.2,0.5,0.3,0.0,0.0,0.1,0.6,47583,8.1,8.1,9.0,7.3,7.8,7.7,8.0,9.1,8.4,9.2,8.6,8.7
237-08,atitalaquia,ajoloapan-atitalaquia,mex-m40d,88.0,"20.067284,-99.218549",109,2.4,86.6,0.6,0.3,3.9,2.4,0.1,0.3,0.1,0.0,0.0,0.0,3.3,39929,8.2,7.8,9.1,8.0,8.3,7.9,8.2,9.1,8.1,9.0,8.0,8.3
237-09,atitalaquia,pachuca-atitalaquia,mex-m40d,88.0,"20.067289,-99.218554",563,0.8,87.2,0.2,3.0,3.3,2.0,0.5,1.4,0.2,0.0,0.0,0.1,1.3,205908,8.4,8.0,8.5,7.9,8.7,8.4,8.4,8.7,8.3,8.6,7.9,8.2
237-10,atitalaquia,tulancingo-atitalaquia,mex-m40d,88.0,"20.067288,-99.218559",87,1.0,82.3,0.5,0.4,5.1,3.7,2.0,1.8,2.0,0.0,0.0,0.5,0.7,31842,9.1,8.5,9.2,8.7,8.8,7.9,8.3,9.9,7.0,7.5,7.5,7.6
237-11,atitalaquia,sahagún-atitalaquia,mex-m40d,88.0,"20.067282,-99.218554",6,0.6,64.2,0.4,0.1,4.0,5.1,2.8,13.5,7.6,0.0,0.0,1.4,0.3,2220,12.5,8.6,7.3,7.3,7.2,6.3,8.6,10.1,7.9,9.0,7.0,8.2
237-12,atitalaquia,calpulalpan-atitalaquia,mex-m40d,88.0,"20.067283,-99.218554",26,1.8,92.8,0.3,0.0,1.1,1.1,0.6,1.0,0.8,0.0,0.0,0.3,0.2,9485,8.7,7.5,10.1,7.9,7.5,7.2,7.9,7.5,7.5,8.6,9.5,10.1
237-13,atitalaquia,sanctórum-atitalaquia,mex-m40d,88.0,"20.067285,-99.218554",29,0.3,69.6,0.5,0.3,3.5,7.2,4.8,5.7,5.9,0.1,0.0,1.8,0.3,10740,9.3,7.6,8.9,10.0,8.3,9.2,9.3,8.1,7.2,7.2,7.5,7.4
237-14,atitalaquia,san martín texmelucan-atitalaquia,mex-m40d,88.0,"20.067284,-99.218553",63,0.5,60.9,0.4,0.6,3.8,5.6,2.7,7.7,2.3,0.2,0.0,4.5,10.8,23073,9.1,8.0,9.0,8.5,8.9,8.9,8.6,8.5,8.0,8.1,7.1,7.3
238-01,apaxco,atlacomulco-apaxco,mex-m40d,99.5,"19.998913,-99.139612",41,0.1,35.5,0.3,0.3,2.3,15.4,12.0,15.3,7.4,1.0,0.1,10.0,0.3,14874,7.8,8.5,8.9,7.9,7.6,7.4,8.0,6.4,6.4,8.6,11.0,11.5
238-02,apaxco,acambay-apaxco,mex-m40d,99.5,"19.998913,-99.139612",2,0.0,12.0,0.1,0.0,4.9,42.3,9.2,15.4,11.8,0.1,0.0,2.0,2.2,898,13.4,9.8,8.6,9.2,7.8,9.2,7.7,7.0,5.7,6.6,8.6,6.4
