strech_id,tollbooth_id,tollbooth_name,motorbike,car,car-axle,bus-2axle,bus-3axle,bus-4axle,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,load-axle,toll_ref,motorbike-axle,car-rush-hour,car-evening-hour,pedestrian,valid_from
90,39,USUMACINTA,12,24,12,44,44,44,44,44,93,93,135,135,135,135,22,pase,,,,,
91,164,ZACATAL,50,100,51,211,211,211,210,210,210,339,339,423,423,423,106,pase,,,,,
92,132,LA SEYBA,43,86,43,136,136,136,134,134,134,231,231,279,279,279,67,pase,,,,,
93,132,LA SEYBA,26,53,27,92,92,92,88,88,88,151,151,166,166,166,44,pase,,,,,
95,316,CTO. EXT. MEXIQUENSE -T0 JOROBAS,73,149,80,309,309,309,308,308,422,553,654,807,807,807,,pase,,,,,
96,316,CTO. EXT. MEXIQUENSE -T1 TULTEPEC,52,104,58,237,237,237,237,237,237,401,401,591,591,591,,pase,,,,,
97,316,CTO. EXT. MEXIQUENSE -T2 CONMEX,37,74,41,169,169,169,169,169,169,285,285,420,420,420,,pase,,,,,
98,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (PUE),23,46,26,106,106,106,106,106,106,179,179,263,263,263,,pase,,,,,
99,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (BORDO),16,32,18,74,74,74,74,74,74,125,125,184,184,184,,pase,,,,,
100,316,CTO. EXT. MEXIQUENSE -T4 CHALCO,53,107,60,244,244,244,244,244,244,412,412,608,608,608,,pase,,,,,
101,316,CTO. EXT. MEXIQUENSE A-1A - A-1B HUEHUETOCA,40,80,45,183,183,183,183,183,183,310,310,457,457,457,,pase,,,,,
102,316,CTO. EXT. MEXIQUENSE A-2 / A-5 HANK GLEZ.,9,19,11,44,44,44,44,44,44,75,75,110,110,110,,pase,,,,,
103,316,"CTO. EXT. MEXIQUENSE A-6, A-7 PERIFÉRICO",12,25,14,57,57,57,57,57,57,96,96,142,142,142,,pase,,,,,
104,316,CTO. EXT. MEXIQUENSE A-8 (PICHARDO),12,24,13,54,54,54,54,54,54,91,91,135,135,135,,pase,,,,,
105,316,CTO. EXT. MEXIQUENSE A-9 CTM,5,10,6,24,24,24,24,24,24,40,40,59,59,59,,pase,,,,,
106,316,CTO. EXT. MEXIQUENSE T1 JALTENCO,27,54,30,123,123,123,123,123,123,207,207,305,305,305,,pase,,,,,
107,316,CTO. EXT. MEXIQUENSE A-3 A PACHUCA,3,7,4,17,17,17,17,17,17,29,29,42,42,42,,pase,,,,,
108,316,CTO. EXT. MEXIQUENSE A-4 PACHUCA,6,13,7,29,29,29,40,40,40,60,60,73,73,73,,pase,,,,,
109,316,CTO. EXT. MEXIQUENSE A-21 - A-22 B. XOCHIACA,15,31,17,70,70,70,70,70,70,118,118,174,174,174,,pase,,,,,
110,316,CTO. EXT. MEXIQUENSE T-7 - TEXCOCO,22,45,25,103,103,103,103,103,103,175,175,257,257,257,,pase,,,,,
111,316,CTO. EXT. MEXIQUENSE A-27 SAN BUENA VENTURA,49,99,56,227,227,227,227,227,227,384,384,566,566,566,,pase,,,,,
112,316,CTO. EXT. MEXIQUENSE A-28 SAN BUENA VENTURA,3,5,6,25,25,25,25,25,25,42,42,63,63,63,,pase,,,,,
113,316,CTO. EXT. MEXIQUENSE A-31 - A-32 ENT. TULTEPEC,43,86,49,198,198,198,198,198,198,334,334,492,492,492,,pase,,,,,
114,316,CTO. EXT. MEXIQUENSE A-34 - A-36 V. MEXIQUENSE,11,23,13,52,52,52,52,52,52,88,88,129,129,129,,pase,,,,,
115,316,CTO. EXT. MEXIQUENSE A-33 Y A-35 (AUXILIARES),7,15,9,35,35,35,35,35,35,59,59,87,87,87,,pase,,,,,
116,316,CTO. EXT. MEXIQUENSE T-5 TULTITLÁN,19,38,21,87,87,87,87,87,87,147,147,216,216,216,,pase,,,,,
117,316,CTO. EXT. MEXIQUENSE T6 CUAUTITLÁN-(SAN MIGUEL),13,27,15,63,63,63,63,63,63,106,106,156,156,156,,pase,,,,,
120,573,ECATEPEC (SAN CRISTOBAL),12,25,13,43,43,43,43,43,89,89,122,122,122,122,22,pase,,,,,
122,574,REVOLUCIÓN,19,39,20,72,72,72,72,72,131,143,181,194,194,194,28,pase,,,,,
121,574,REVOLUCIÓN,16,32,16,55,55,55,55,55,114,114,181,201,201,201,28,pase,,,,,
123,575,TIZAYUCA (OJO DE AGUA),31,63,31,125,125,125,125,125,253,253,383,383,383,383,63,pase,,,,,
124,576,ENTRONQUE OJO DE AGUA,18,37,18,74,74,74,74,74,151,151,228,228,228,228,38,pase,,,,,
125,904,ECATEPEC VIAPASS,51,102,43,194,284,383,194,284,383,475,576,669,765,859,,pase,,,,,
126,905,TEPEXPAN VIAPASS,19,39,15,70,108,141,70,108,141,179,214,247,284,322,,pase,,,,,
128,928,TEZOYUCA VIAPASS,10,20,9,38,58,284,38,58,77,96,117,134,154,174,,pase,,,,,
129,939,NABOR CARRILLLO,47,95,43,183,238,295,183,238,295,386,447,539,593,648,,pase,,,,,
130,939,NABOR CARRILLLO,20,41,16,78,133,190,78,133,190,227,288,328,382,437,,pase,,,,,
131,939,NABOR CARRILLLO,11,23,6,45,100,157,45,100,157,176,238,259,314,368,,pase,,,,,
132,913,PEÑON,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,pase,,,,,
133,914,TEXCOCO,27,54,27,105,105,105,105,105,105,159,159,211,211,211,,pase,,,,,
134,915,ENT. PEÑON,20,40,20,81,81,81,81,81,81,120,120,161,161,161,,pase,,,,,
135,577,TEJOCOTAL,51,102,52,148,148,148,148,148,176,176,239,239,239,239,74,pase,,,,,
136,577,TEJOCOTAL,35,69,35,95,95,95,95,95,113,113,149,149,149,149,47,pase,,,,,
137,577,TEJOCOTAL,17,35,17,47,47,47,47,47,59,59,74,74,74,74,24,pase,,,,,
138,578,NUEVO NECAXA,17,35,17,47,47,47,47,47,54,54,74,74,74,74,24,pase,,,,,
139,477,EL PIÑAL,45,90,45,180,180,180,280,280,280,540,540,640,640,640,135,pase,,,,,
140,472,MIAHUAPAN,45,90,45,180,180,180,280,280,280,540,540,640,640,640,135,pase,,,,,
141,579,TUXPAN,25,50,27,115,115,115,115,115,228,228,336,336,336,336,58,pase,,,,,
142,580,TIHUATLAN,3,6,3,14,14,14,14,14,27,27,40,40,40,40,8,pase,,,,,
144,556,NARANJOS,170,340,168,750,750,750,750,750,750,1124,1124,1292,1292,1292,374,pase,,,,,
145,556,NARANJOS,89,178,88,393,393,393,393,393,393,589,589,677,677,677,196,pase,,,,,
143,556,NARANJOS,81,162,80,357,357,357,357,357,357,535,535,615,615,615,178,pase,,,,,
146,464,LOS GIL,21,41,20,91,91,91,91,91,91,136,136,156,156,156,45,pase,,,,,
147,177,TOTOMOXTLE,26,52,26,106,106,106,89,89,89,152,152,202,202,202,45,pase,,,,,
150,555,TOTOMOXTLE II,117,234,117,505,505,505,488,488,488,751,751,892,892,892,245,pase,,,,,
149,555,TOTOMOXTLE II,91,182,91,399,399,399,399,399,399,599,599,690,690,690,200,pase,,,,,
152,569,VEGA DE ALATORRE,144,288,144,631,631,631,631,631,631,945,945,1090,1090,1090,315,pase,,,,,
153,569,VEGA DE ALATORRE,86,172,86,377,377,377,377,377,377,565,565,652,652,652,188,pase,,,,,
151,569,VEGA DE ALATORRE,58,116,58,254,254,254,254,254,254,380,380,438,438,438,127,pase,,,,,
154,43,TECOLUTLA,12,24,12,42,42,42,42,42,89,89,135,135,135,135,21,pase,,,,,
155,112,LIB. PNTE. TAMPICO,16,33,17,69,69,69,59,59,59,107,107,128,128,128,30,pase,,,,,
156,112,LIB. PNTE. TAMPICO,8,16,9,35,35,35,32,32,32,53,53,63,63,63,16,pase,,,,,
157,112,LIB. PNTE. TAMPICO,9,17,9,36,36,36,35,35,35,53,53,65,65,65,17,pase,,,,,
159,14,PANUCO,11,22,11,41,41,41,41,41,83,83,113,113,113,113,21,pase,,,,,
158,49,TAMPICO,17,35,18,76,76,76,76,76,140,140,195,195,195,195,38,pase,,,,,
160,4,TEPOTZOTLAN,50,99,50,224,224,224,215,215,430,430,620,620,620,620,108,pase,,,,,
161,69,JOROBAS,32,66,33,119,119,119,118,118,232,232,333,333,333,333,59,pase,,,,,
162,5,PALMILLAS,50,99,50,210,210,210,201,201,403,403,587,587,587,587,100,pase,,,,,
163,207,PALMILLAS BIS,50,99,50,210,210,210,201,201,403,403,587,587,587,587,100,pase,,,,,
164,70,POLOTITLAN,44,89,45,179,179,179,175,175,347,347,487,487,487,487,87,pase,,,,,
165,6,QUERÉTARO,46,93,46,187,187,187,179,179,355,355,498,498,498,498,89,pase,,,,,
166,61,LIB. SUR PTE. QRO.,43,87,44,165,165,165,164,164,316,316,445,445,445,445,82,pase,,,,,
170,562,CRESPO,23,23,11,45,45,45,50,50,50,79,79,119,119,119,25,pase,,,,,
169,561,LAJA,18,18,9,36,36,36,39,39,39,63,63,95,95,95,20,pase,,,,,
168,560,SAN MIGUEL,17,17,8,34,34,34,37,37,37,68,68,85,85,85,18,pase,,,,,
171,183,VILLAGRAN,17,36,18,69,69,69,67,67,130,130,187,187,187,187,33,pase,,,,,
172,185,CERRO GORDO,26,53,27,111,111,111,112,112,194,194,285,285,285,285,56,pase,,,,,
173,185,CERRO GORDO,24,47,24,93,93,93,92,92,165,165,252,252,252,252,46,pase,,,,,
174,185,CERRO GORDO,6,14,8,36,36,36,35,35,86,86,100,100,100,100,17,pase,,,,,
175,41,SALAMANCA,46,93,46,201,201,201,193,193,357,357,523,523,523,523,97,pase,,,,,
176,41,SALAMANCA,32,65,32,144,144,144,142,142,275,275,371,371,371,371,71,pase,,,,,
177,41,SALAMANCA,16,32,16,69,69,69,67,67,107,107,157,157,157,157,33,pase,,,,,
178,564,ARANDAS,29,58,29,115,115,115,115,115,115,171,171,231,231,231,,pase,,,,,
179,563,YOSTIRO,15,30,15,58,58,58,58,58,58,90,90,116,116,116,,pase,,,,,
182,550,MENDOZA,31,63,31,128,128,128,128,128,128,175,175,233,233,233,,pase,,,,,
183,551,PUERTO INTERIOR,48,96,48,195,195,195,195,195,195,266,266,355,355,355,,pase,,,,,
184,312,SILAO,21,35,7,63,63,63,63,63,107,107,169,169,169,169,21,pase,,,,,
185,313,CERVERA,21,35,7,63,63,63,63,63,107,107,169,169,169,169,21,pase,,,,,
186,314,AGUAS BUENAS,12,24,12,47,47,47,47,47,47,65,65,77,77,77,24,pase,,,,,
188,120,LEON,84,168,90,279,279,279,275,275,275,388,388,461,461,461,127,pase,,,,,
189,120,LEON,32,64,34,105,105,105,102,102,102,148,148,176,176,176,48,pase,,,,,
190,120,LEON,27,55,29,86,86,86,82,82,82,124,124,154,154,154,37,pase,,,,,
192,120,LEON,22,44,18,70,70,70,68,68,68,99,99,120,120,120,30,pase,,,,,
191,120,LEON,21,43,24,71,71,71,71,71,71,101,101,118,118,118,33,pase,,,,,
193,120,LEON,17,35,15,56,56,56,55,55,55,80,80,98,98,98,27,pase,,,,,
194,120,LEON,9,19,8,32,32,32,31,31,31,45,45,53,53,53,14,pase,,,,,
195,123,ENCARNACIÓN DE DIAZ,80,160,87,287,287,287,275,275,275,394,394,466,466,466,136,pase,,,,,
196,123,ENCARNACIÓN DE DIAZ,33,67,36,129,129,129,120,120,120,168,168,193,193,193,58,pase,,,,,
197,583,CHICHIMECO,35,69,35,139,139,139,139,139,139,208,208,278,278,278,69,pase,,,,,
200,87,ZACATECAS,21,41,21,59,59,59,59,59,83,83,107,107,107,107,30,pase,,,,,
201,114,JALOSTOTITLAN,95,191,105,319,319,319,311,311,311,474,474,633,633,633,150,pase,,,,,
202,114,JALOSTOTITLAN,55,111,63,180,180,180,172,172,172,292,292,371,371,371,80,pase,,,,,
203,114,JALOSTOTITLAN,40,80,42,139,139,139,139,139,139,182,182,262,262,262,70,pase,,,,,
204,114,JALOSTOTITLAN,33,66,36,106,106,106,104,104,104,165,165,209,209,209,48,pase,,,,,
205,114,JALOSTOTITLAN,16,32,22,53,53,53,49,49,49,80,80,93,93,93,27,pase,,,,,
206,113,TEPATITLAN,116,232,127,361,361,361,347,347,347,602,602,761,761,761,162,pase,,,,,
207,113,TEPATITLAN,95,190,107,301,301,301,287,287,287,525,525,664,664,664,133,pase,,,,,
208,113,TEPATITLAN,92,185,97,334,334,334,321,321,321,488,488,593,593,593,153,pase,,,,,
209,113,TEPATITLAN,81,162,87,258,258,258,248,248,248,398,398,487,487,487,117,pase,,,,,
210,113,TEPATITLAN,68,137,72,247,247,247,239,239,239,368,368,440,440,440,112,pase,,,,,
212,113,TEPATITLAN,60,120,67,198,198,198,188,188,188,321,321,390,390,390,88,pase,,,,,
213,113,TEPATITLAN,46,92,47,155,155,155,149,149,149,194,194,213,213,213,72,pase,,,,,
211,113,TEPATITLAN,34,68,36,121,121,121,117,117,117,197,197,236,236,236,56,pase,,,,,
214,113,TEPATITLAN,25,50,27,95,95,95,89,89,89,117,117,116,116,116,43,pase,,,,,
215,113,TEPATITLAN,21,42,20,60,60,60,60,60,60,77,77,97,97,97,29,pase,,,,,
216,199,LAGOS DE MORENO,64,127,64,259,259,259,250,250,250,369,369,516,516,516,125,pase,,,,,
218,426,LIB. ARCO NORTE S.L.P.,45,91,45,148,148,148,148,148,148,242,242,377,377,377,45,pase,,,,,
219,427,LIB. PTE. S.L.P.,37,74,37,127,127,127,127,127,127,206,206,318,318,318,37,pase,,,,,
220,427,LIB. PTE. S.L.P.,25,50,25,87,87,87,87,87,87,142,142,216,216,216,25,pase,,,,,
221,427,LIB. PTE. S.L.P.,12,25,12,43,43,43,43,43,43,70,70,108,108,108,12,pase,,,,,
222,425,LIB. OTE. S.L.P.,47,95,47,161,161,161,161,161,161,258,258,403,403,403,47,pase,,,,,
223,425,LIB. OTE. S.L.P.,15,30,15,50,50,50,50,50,50,80,80,125,125,125,15,pase,,,,,
224,127,CHICHIMEQUILLAS,28,57,29,99,99,99,93,93,93,101,101,138,138,138,46,pase,,,,,
225,486,CERRITOS (SAN LUIS-RIO VERDE),93,186,64,319,410,410,319,410,410,410,410,728,728,728,64,pase,,,,,
226,486,CERRITOS (RIO VERDE-CEMOSA-RIO VERDE),69,138,64,239,307,307,239,307,307,307,307,547,547,547,64,pase,,,,,
227,486,CERRITOS (CHARCO BLANCO- RIO VERDE- CHARCO BLANC,66,132,64,221,284,284,221,284,284,284,284,507,507,507,64,pase,,,,,
228,486,CERRITOS (CERRITOS-RIO VERDE),64,127,64,217,274,274,217,274,274,274,274,496,496,496,64,pase,,,,,
229,486,CERRITOS (SAN LUIS-CERRITOS-SAN LUIS),30,59,64,103,135,135,103,135,135,135,135,233,233,233,64,pase,,,,,
230,486,CERRITOS (SLP - CHARCO BLANCO - SLP),27,54,64,98,126,126,98,126,126,126,126,221,221,221,64,pase,,,,,
231,486,CERRITOS (CERRITOS-CEMOSA),6,13,4,22,28,28,22,28,28,28,28,50,50,50,4,pase,,,,,
232,486,CERRITOS (CHARCO BLANCO-CEMOSA),4,9,3,15,19,19,15,19,19,19,19,36,36,36,3,pase,,,,,
233,486,CERRITOS (CHARCO BLANCO-CERRITOS-CHARCO BLANCO,2,3,1,6,8,8,6,8,8,8,8,14,14,14,1,pase,,,,,
234,498,CEMOSA (RIO VERDE-CEMOSA-RIO VERDE),69,138,64,239,307,307,239,307,307,307,307,547,547,547,64,pase,,,,,
235,498,CEMOSA (CEMOSA-SAN LUIS-CEMOSA),25,49,64,80,101,101,80,101,101,101,101,182,182,182,64,pase,,,,,
236,498,CEMOSA (CEMOSA-CERRITOS),6,13,4,22,28,28,22,28,28,28,28,50,50,50,4,pase,,,,,
237,498,CEMOSA (CEMOSA-CHARCO BLANCO),4,9,3,15,19,19,15,19,19,19,19,36,36,36,3,pase,,,,,
238,493,LA CALERA,56,112,56,203,203,203,203,203,203,314,314,381,381,381,101,pase,,,,,
239,493,LA CALERA,32,66,33,119,119,119,119,119,119,184,184,223,223,223,59,pase,,,,,
240,493,LA CALERA,23,46,23,84,84,84,84,84,84,129,129,157,157,157,42,pase,,,,,
,424,LA HINCADA,38,77,38,222,222,222,222,222,278,278,278,415,415,415,65,pase,,,,,
241,909,SANTA FE,5,10,5,,,,,,,,,,,,,pase,,,,,
242,908,MARQUESA VIAPASS,52,105,52,210,210,210,210,210,210,315,315,419,419,419,,pase,,,,,
243,908,MARQUESA VIAPASS,26,52,26,105,105,105,105,105,105,157,157,210,210,210,,pase,,,,,
247,934,MARQUESA T2,34,68,34,136,136,136,136,136,136,204,204,271,271,271,,pase,,,,,
248,835,LA FINCA,31,61,31,78,115,165,78,115,165,194,227,258,298,318,,pase,,,,,
249,835,LA FINCA,15,30,14,39,59,84,39,59,84,98,115,130,150,160,,pase,,,,,
250,836,VILLA GUERRERO,20,40,18,56,85,116,56,85,116,148,184,219,247,284,,pase,,,,,
251,837,TENANGO,16,31,14,45,64,89,45,64,89,116,146,172,194,220,,pase,,,,,
252,470,CHAPULTEPEC,25,51,26,103,154,205,103,154,205,205,205,205,205,205,,pase,,,,,
254,471,RAYÓN,23,47,24,94,142,189,94,142,189,189,189,189,189,189,,pase,,,,,
253,471,RAYÓN,22,45,22,90,134,179,90,134,179,179,179,179,179,179,,pase,,,,,
255,471,RAYÓN,19,39,19,77,116,154,77,116,154,154,154,154,154,154,,pase,,,,,
256,416,XONACATLAN,49,98,49,197,197,197,197,197,393,393,393,393,393,393,,pase,,,,,
257,416,XONACATLAN,31,62,31,123,123,123,123,123,247,247,247,247,247,247,,pase,,,,,
258,416,XONACATLAN,18,37,18,73,73,73,73,73,147,147,147,147,147,147,,pase,,,,,
259,484,LA HORTALIZA,81,163,81,325,325,325,325,325,325,488,488,651,651,651,,pase,,,,,
260,484,LA HORTALIZA,60,120,60,240,240,240,240,240,240,360,360,480,480,480,,pase,,,,,
261,484,LA HORTALIZA,21,43,21,85,85,85,85,85,85,128,128,171,171,171,,pase,,,,,
262,485,VALLE DE BRAVO,61,122,61,243,243,243,243,243,243,365,365,486,486,486,,pase,,,,,
266,489,MONUMENTO,30,61,30,121,121,121,121,121,121,182,182,242,242,242,,pase,,,,,
268,444,EL DORADO,25,51,26,74,128,175,74,128,175,226,280,313,349,411,51,pase,,,,,
269,445,ATLACOMULCO SUR,25,51,26,74,128,175,74,128,175,226,280,313,349,411,51,pase,,,,,
270,448,ATLACOMULCO BANOBRAS,29,59,30,126,126,126,126,126,126,195,195,247,247,247,64,pase,,,,,
271,449,CONTEPEC,29,59,30,126,126,126,126,126,126,195,195,247,247,247,64,pase,,,,,
272,144,ZINAPECUARO,91,182,93,345,345,345,331,331,331,449,449,535,535,535,154,pase,,,,,
