strech_id,tollbooth_id,tollbooth_name,motorbike,car,car-axle,bus-2axle,bus-3axle,bus-4axle,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,load-axle,toll_ref,motorbike-axle,car-rush-hour,car-evening-hour,pedestrian,valid_from
,,VILLA DE ARRIAGA-VILLA DE REYES,45,91,77,168,168,168,168,168,168,184,184,184,184,184,77,pase,,,,,
864,,VILLA DE ARRIAGA-WTC,68,136,77,241,241,241,241,241,241,259,259,259,259,259,77,pase,,,,,
865,,VILLA DE REYES-LOGISTIK,27,53,77,93,93,93,93,93,93,100,100,100,100,100,77,pase,,,,,
,,VILLA DE REYES-SAN FELIPE,8,15,7,27,27,27,27,27,27,30,30,30,30,30,7,pase,,,,,
866,,VILLA DE REYES-SAN LUIS POTOSÍ,34,68,77,113,113,113,113,113,113,119,119,119,119,119,77,pase,,,,,
,,VILLA DE REYES-VILLA DE ARRIAGA,45,91,77,168,168,168,168,168,168,184,184,184,184,184,77,pase,,,,,
,,VILLA DE REYES-WTC,20,40,77,70,70,70,70,70,70,75,75,75,75,75,77,pase,,,,,
867,,WTC-LOGISTIK,6,12,6,22,22,22,22,22,22,24,24,24,24,24,6,pase,,,,,
868,,WTC-SAN FELIPE,29,58,77,99,99,99,99,99,99,105,105,105,105,105,77,pase,,,,,
869,,WTC-SAN LUIS POTOSÍ,12,24,13,49,49,49,49,49,49,52,52,52,52,52,13,pase,,,,,
870,,WTC-VILLA DE ARRIAGA,68,136,77,241,241,241,241,241,241,259,259,259,259,259,77,pase,,,,,
,,WTC-VILLA DE REYES,20,40,77,70,70,70,70,70,70,75,75,75,75,75,77,pase,,,,,
871,,KANTUNIL-VALLADOLID,98,196,97,374,374,374,374,553,553,816,816,1087,1087,1087,187,pase,,,,,
872,,VALLADOLID-KANTUNIL,98,196,97,374,374,374,374,553,553,816,816,1087,1087,1087,187,pase,,,,,
873,,KANTUNIL-PISTÉ,57,113,57,205,205,205,205,299,299,441,441,599,599,599,100,pase,,,,,
874,,PISTÉ-KANTUNIL,57,113,57,205,205,205,205,299,299,441,441,599,599,599,100,pase,,,,,
875,,PISTÉ-VALLADOLID,42,83,41,170,170,170,170,234,234,374,374,488,488,488,86,pase,,,,,
876,,VALLADOLID-PISTÉ,42,83,41,170,170,170,170,234,234,374,374,488,488,488,86,pase,,,,,
878,,CANCÚN-VALLADOLID,169,338,168,624,624,624,624,897,897,1393,1393,1852,1852,1852,313,pase,,,,,
879,,VALLADOLID-CANCÚN,169,338,168,624,624,624,624,897,897,1393,1393,1852,1852,1852,313,pase,,,,,
880,,VALLADOLID-PLAYA,141,282,141,524,524,524,524,753,753,1167,1167,1551,1551,1551,263,pase,,,,,
881,,PLAYA-VALLADOLID,141,282,141,524,524,524,524,753,753,1167,1167,1551,1551,1551,263,pase,,,,,
882,,CANCÚN-PLAYA,126,251,126,466,466,466,466,669,669,1036,1036,1377,1377,1377,234,pase,,,,,
883,,PLAYA-CANCÚN,126,251,126,466,466,466,466,669,669,1036,1036,1377,1377,1377,234,pase,,,,,
884,,CEDRAL-VALLADOLID,103,206,103,383,383,383,383,550,550,853,853,1135,1135,1135,192,pase,,,,,
885,,VALLADOLID-CEDRAL,103,206,103,383,383,383,383,550,550,853,853,1135,1135,1135,192,pase,,,,,
886,,CEDRAL-CANCÚN,88,176,89,325,325,325,325,466,466,723,723,961,961,961,163,pase,,,,,
887,,CANCÚN-CEDRAL,88,176,89,325,325,325,325,466,466,723,723,961,961,961,163,pase,,,,,
888,,CEDRAL-PLAYA,60,119,61,225,225,225,225,322,322,496,496,660,660,660,112,pase,,,,,
889,,PLAYA-CEDRAL,60,119,61,225,225,225,225,322,322,496,496,660,660,660,112,pase,,,,,
835,,PUENTE DE VIGAS- CIEN METROS,17.00,35,16,87,87,87,87,87,87,104,104,149,149,149,23,pase,,,,,
836,,PUENTE DE VIGAS-CALZ. VALLEJO,15.00,31,14,78,78,78,78,78,78,93,93,133,133,133,20,pase,,,,,
837,,CEYLAN- MÉXICO PACHUCA,21.00,43,20,108,108,108,108,108,108,130,130,185,185,185,23,pase,,,,,
838,,CEYLAN-CIEN METROS,6,13,6.00,31,31,31,31,31,31,38,38,54,54,54,8,pase,,,,,
,,CEYLAN -CALZ. VALLEJO,4,9,4.00,22,22,22,22,22,22,27,27,38,38,38,6,pase,,,,,
839,,CALZ. VALLEJO-CIEN METROS,4,4,2.00,9.00,9.00,9.00,9.00,9.00,9.00,11,11,16,16,16,2,pase,,,,,
840,,CALZ. VALLEJO-MÉXICO PACHUCA,17.00,34,16,86,86,86,86,86,86,103,103,147,147,147,22,pase,,,,,
841,,CIEN METROS- MÉXICO PACHUCA,15.00,31,14,77,77,77,77,77,77,92,92,132,132,132,20,pase,,,,,
893,,BOSQUE REAL - ATIZAPAN,29.00,59,30,102,119,134,100,117,132,192,204,264,281,291,49,pase,,,,,
895,,CHAMAPA CAPUFE - ATIZAPAN,19.00,39,20,63,63,63,61,61,61,94,94,126,126,126,31,pase,,,,,
899,,CUAUTITLAN - ATIZAPAN,9,18,9.00,34,34,34,33,33,33,50,50,66,66,66,17,pase,,,,,
894,,HUIXQUILUCAN - ATIZAPAN,29.00,59,30,102,119,134,100,117,132,192,204,264,281,291,49,pase,,,,,
892,,INTERLOMAS - ATIZAPAN,38.00,78,40,138,172,199,136,170,197,283,307,392,426,445,66,pase,,,,,
891,,LA VENTA - ATIZAPAN,60.00,122.00,62,221,292,350,219,290,348,493,543,687,758,798,104.00,pase,,,,,
900,,LAGO DE GUADALUPE - ATIZAPAN,4,8,4.00,19,19,19,22,22,22,25,25,30,30,30,11,pase,,,,,
897,,LOMAS VERDES - ATIZAPAN,14.00,28,14,44,44,44,40,40,40,64,64,81,81,81,20,pase,,,,,
901,,MADIN - ATIZAPAN,3,7,4.00,15,15,15,13,13,13,23,23,27,27,27,7,pase,,,,,
898,,NOPALA - ATIZAPAN,14.00,28,14,39,39,39,40,40,40,59,59,85,85,85,20,pase,,,,,
896,,SAN MIGUEL - ATIZAPAN,16.00,34,19,68,68,68,70,70,70,90,90,120,120,120,12,pase,,,,,
994,,ATIZAPAN - BOSQUE REAL,29.00,59,30,102,119,134,100,117,132,192,204,264,281,291,49,pase,,,,,
999,,CHAMAPA INBURSA - BOSQUE REAL,10.00,20,10,39,56,71,39,56,71,98,110,138,155,165,18,pase,,,,,
998,,CIPRESES - BOSQUE REAL,13.00,26,13,48,65,80,48,65,80,112,124,157,174,184,23,pase,,,,,
991,,CUAUTITLAN - BOSQUE REAL,38.00,77,39,138,155,170,132,149,164,240,252,314,331,341,65,pase,,,,,
1000,,INTERLOMAS - BOSQUE REAL,9,19,10,36,52,66,36,52,66,91,103,128,144,154,17,pase,,,,,
993,,LA VENTA - BOSQUE REAL,31.00,63,32,119,173,216,119,173,216,301,339,423,477,507,55,pase,,,,,
992,,LAGO DE GUADALUPE - BOSQUE REAL,34.00,69,35,121,138,153,121,138,153,216,228,291,308,318,59,pase,,,,,
995,,LOMAS VERDES - BOSQUE REAL,26.00,53,27,95,112,127,94,111,126,180,192,248,265,275,46,pase,,,,,
996,,MADIN - BOSQUE REAL,24.00,48,24,84,101,116,83,100,115,162,174,229,246,256,40,pase,,,,,
997,,NOPALA - BOSQUE REAL,15.00,31,16,61,78,93,57,74,89,128,140,177,194,204,27,pase,,,,,
990,,SAN MIGUEL - BOSQUE REAL,46.00,94,49,170,187,202,168,185,200,278,290,378,395,405,60,pase,,,,,
981,,ATIZAPAN - CHAMAPA CAPUFE,19,39,20,63,63,63,61,61,61,94,94,126,126,126,31,pase,,,,,
985,,CIPRESES - CHAMAPA CAPUFE,3,6,3,9,9,9,9,9,9,14,14,19,19,19,5,pase,,,,,
979,,CUAUTITLAN - CHAMAPA CAPUFE,28,57,29,99,99,99,93,93,93,142,142,176,176,176,47,pase,,,,,
980,,LAGO DE GUADALUPE - CHAMAPA CAPUFE,24,49,25,82,82,82,82,82,82,118,118,153,153,153,41,pase,,,,,
982,,LOMAS VERDES - CHAMAPA CAPUFE,16,33,17,56,56,56,55,55,55,82,82,110,110,110,28,pase,,,,,
983,,MADIN - CHAMAPA CAPUFE,14,28,14,45,45,45,44,44,44,64,64,91,91,91,22,pase,,,,,
984,,NOPALA - CHAMAPA CAPUFE,5,11,6,22,22,22,18,18,18,30,30,39,39,39,9,pase,,,,,
978,,SAN MIGUEL - CHAMAPA CAPUFE,36,74,39,131,131,131,129,129,129,180,180,240,240,240,42,pase,,,,,
988,,BOSQUE REAL - CHAMAPA INBURSA,10,20,10,39,56,71,39,56,71,98,110,138,155,165,18,pase,,,,,
989,,HUIXQUILUCAN - CHAMAPA INBURSA,10,20,10,39,56,71,39,56,71,98,110,138,155,165,18,pase,,,,,
987,,INTERLOMAS - CHAMAPA INBURSA,19,39,20,75,109,136,75,109,136,189,213,266,300,319,35,pase,,,,,
986,,LA VENTA - CHAMAPA INBURSA,41,83,42,158,229,287,158,229,287,399,449,561,632,672,73,pase,,,,,
974,,ATIZAPAN - CIPRESES,16,33,17,51,51,51,49,49,49,76,76,101,101,101,25,pase,,,,,
972,,CUAUTITLAN - CIPRESES,25,50,25,88,88,88,87,87,87,128,128,168,168,168,44,pase,,,,,
973,,LAGO DE GUADALUPE - CIPRESES,21,42,21,71,71,71,71,71,71,102,102,135,135,135,36,pase,,,,,
975,,LOMAS VERDES - CIPRESES,14,28,14,44,44,44,43,43,43,64,64,87,87,87,22,pase,,,,,
976,,MADIN - CIPRESES,11,22,11,37,37,37,35,35,35,50,50,70,70,70,18,pase,,,,,
977,,NOPALA - CIPRESES,2,5,3,13,13,13,9,9,9,17,17,20,20,20,5,pase,,,,,
971,,SAN MIGUEL - CIPRESES,32,66,35,119,119,119,119,119,119,162,162,219,219,219,37,pase,,,,,
912,,ATIZAPAN - CUAUTITLAN,9,18,9,34,34,34,33,33,33,50,50,66,66,66,17,pase,,,,,
905,,BOSQUE REAL - CUAUTITLAN,38,77,39,138,155,170,132,149,164,240,252,314,331,341,65,pase,,,,,
907,,CHAMAPA CAPUFE - CUAUTITLAN,28,57,29,99,99,99,93,93,93,142,142,176,176,176,47,pase,,,,,
906,,HUIXQUILUCAN - CUAUTITLAN,38,77,39,138,155,170,132,149,164,240,252,314,331,341,65,pase,,,,,
903,,INTERLOMAS - CUAUTITLAN,47,96,49,174,208,235,168,202,229,331,355,442,476,495,82,pase,,,,,
902,,LA VENTA - CUAUTITLAN,69,140,71,257,328,386,251,322,380,541,591,737,808,848,120,pase,,,,,
913,,LAGO DE GUADALUPE - CUAUTITLAN,3,7,4,15,15,15,13,13,13,28,28,34,34,34,7,pase,,,,,
909,,LOMAS VERDES - CUAUTITLAN,24,49,25,85,85,85,83,83,83,119,119,158,158,158,42,pase,,,,,
911,,MADIN - CUAUTITLAN,14,28,14,49,49,49,49,49,49,76,76,97,97,97,25,pase,,,,,
910,,NOPALA - CUAUTITLAN,24,48,24,75,75,75,81,81,81,115,115,151,151,151,41,pase,,,,,
908,,RETORNO CUAUTITLAN,28,57,29,99,99,99,93,93,93,142,142,176,176,176,47,pase,,,,,
1005,,ATIZAPAN - HUIXQUILUCAN,29,59,30,102,119,134,100,117,132,192,204,264,281,291,49,pase,,,,,
1010,,CHAMAPA INBURSA - HUIXQUILUCAN,10,20,10,39,56,71,39,56,71,98,110,138,155,165,18,pase,,,,,
1009,,CIPRESES - HUIXQUILUCAN,13,26,13,48,65,80,48,65,80,112,124,157,174,184,23,pase,,,,,
1002,,CUAUTITLAN - HUIXQUILUCAN,38,77,39,138,155,170,132,149,164,240,252,314,331,341,65,pase,,,,,
1011,,INTERLOMAS - HUIXQUILUCAN,9,19,10,36,52,66,36,52,66,91,103,128,144,154,17,pase,,,,,
1004,,LA VENTA - HUIXQUILUCAN,31,63,32,119,173,216,119,173,216,301,339,423,477,507,55,pase,,,,,
1003,,LAGO DE GUADALUPE - HUIXQUILUCAN,34,69,35,121,138,153,121,138,153,216,228,291,308,318,59,pase,,,,,
1006,,LOMAS VERDES - HUIXQUILUCAN,26,53,27,95,112,127,94,111,126,180,192,248,265,275,46,pase,,,,,
1007,,MADIN - HUIXQUILUCAN,24,48,24,84,101,116,83,100,115,162,174,229,246,256,40,pase,,,,,
1008,,NOPALA - HUIXQUILUCAN,15,31,16,61,78,93,57,74,89,128,140,177,194,204,27,pase,,,,,
1001,,SAN MIGUEL - HUIXQUILUCAN,46,94,49,170,187,202,168,185,200,278,290,378,395,405,60,pase,,,,,
1015,,ATIZAPAN - INTERLOMAS,38,78,40,138,172,199,136,170,197,283,307,392,426,445,66,pase,,,,,
1022,,BOSQUE REAL - INTERLOMAS,9,19,10,36,52,66,36,52,66,91,103,128,144,154,17,pase,,,,,
1021,,CHAMAPA INBURSA - INTERLOMAS,19,39,20,75,109,136,75,109,136,189,213,266,300,319,35,pase,,,,,
1019,,CIPRESES - INTERLOMAS,22,45,23,84,118,145,84,118,145,203,227,285,319,338,40,pase,,,,,
1013,,CUAUTITLAN - INTERLOMAS,47,96,49,174,208,235,168,202,229,331,355,442,476,495,82,pase,,,,,
1023,,HUIXQUILUCAN - INTERLOMAS,9,19,10,36,52,66,36,52,66,91,103,128,144,154,17,pase,,,,,
1020,,LA VENTA - INTERLOMAS,22,44,22,83,120,151,83,120,151,210,236,295,332,353,38,pase,,,,,
1014,,LAGO DE GUADALUPE - INTERLOMAS,43,88,45,157,191,218,157,191,218,307,331,419,453,472,76,pase,,,,,
1016,,LOMAS VERDES - INTERLOMAS,35,72,37,131,165,192,130,164,191,271,295,376,410,429,63,pase,,,,,
1017,,MADIN - INTERLOMAS,33,67,34,120,154,181,119,153,180,253,277,357,391,410,57,pase,,,,,
1018,,NOPALA - INTERLOMAS,24,50,26,97,131,158,93,127,154,219,243,305,339,358,44,pase,,,,,
1012,,SAN MIGUEL - INTERLOMAS,55,113,59,206,240,267,204,238,265,369,393,506,540,559,77,pase,,,,,
1027,,ATIZAPAN - LA VENTA,60,122,62,221,292,350,219,290,348,493,543,687,758,798,104,pase,,,,,
1033,,BOSQUE REAL - LA VENTA,31,63,32,119,173,216,119,173,216,301,339,423,477,507,55,pase,,,,,
1032,,CHAMAPA INBURSA - LA VENTA,41,83,42,158,229,287,158,229,287,399,449,561,632,672,73,pase,,,,,
1031,,CIPRESES - LA VENTA,44,89,45,167,238,296,167,238,296,413,463,580,651,691,78,pase,,,,,
1025,,CUAUTITLAN - LA VENTA,69,140,71,257,328,386,251,322,380,541,591,737,808,848,120,pase,,,,,
1034,,HUIXQUILUCAN - LA VENTA,31,63,32,119,173,216,119,173,216,301,339,423,477,507,55,pase,,,,,
1035,,INTERLOMAS - LA VENTA,22,44,22,83,120,151,83,120,151,210,236,295,332,353,38,pase,,,,,
1026,,LAGO DE GUADALUPE - LA VENTA,65,132,67,240,311,369,240,311,369,517,567,714,785,825,114,pase,,,,,
1028,,LOMAS VERDES - LA VENTA,57,116,59,214,285,343,213,284,342,481,531,671,742,782,101,pase,,,,,
1029,,MADIN - LA VENTA,55,111,56,203,274,332,202,273,331,463,513,652,723,763,95,pase,,,,,
1030,,NOPALA - LA VENTA,46,94,48,180,251,309,176,247,305,429,479,600,671,711,82,pase,,,,,
1024,,SAN MIGUEL - LA VENTA,77,157,81,289,360,418,287,358,416,579,629,801,872,912,115,pase,,,,,
925,,ATIZAPAN - LAGO DE GUADALUPE,4,8,4,19,19,19,22,22,22,25,25,30,30,30,11,pase,,,,,
916,,BOSQUE REAL - LAGO DE GUADALUPE,34,69,35,121,138,153,121,138,153,216,228,291,308,318,59,pase,,,,,
920,,CHAMAPA CAPUFE - LAGO DE GUADALUPE,24,49,25,82,82,82,82,82,82,118,118,153,153,153,41,pase,,,,,
926,,CUAUTITLAN - LAGO DE GUADALUPE,3,7,4,15,15,15,13,13,13,28,28,34,34,34,7,pase,,,,,
917,,HUIXQUILUCAN - LAGO DE GUADALUPE,34,69,35,121,138,153,121,138,153,216,228,291,308,318,59,pase,,,,,
915,,INTERLOMAS - LAGO DE GUADALUPE,43,88,45,157,191,218,157,191,218,307,331,419,453,472,76,pase,,,,,
914,,LA VENTA - LAGO DE GUADALUPE,65,132,67,240,311,369,240,311,369,517,567,714,785,825,114,pase,,,,,
922,,LOMAS VERDES - LAGO DE GUADALUPE,17,35,18,61,61,61,59,59,59,87,87,116,116,116,30,pase,,,,,
924,,MADIN - LAGO DE GUADALUPE,9,19,10,34,34,34,35,35,35,49,49,62,62,62,18,pase,,,,,
921,,NOPALA - LAGO DE GUADALUPE,18,37,19,59,59,59,61,61,61,85,85,115,115,115,31,pase,,,,,
918,,RETORNO LAGO DE GUADALUPE,24,49,25,82,82,82,82,82,82,118,118,153,153,153,41,pase,,,,,
923,,SAN MIGUEL - LAGO DE GUADALUPE,12,26,15,52,52,52,52,52,52,69,69,94,94,94,3,pase,,,,,
919,,CUAUTITLAN - LAGO DE GUADALUPE (RETORNO),28,57,29,99,99,99,93,93,93,142,142,176,176,176,47,pase,,,,,
957,,ATIZAPAN - LOMAS VERDES,14,28,14,44,44,44,40,40,40,64,64,81,81,81,20,pase,,,,,
952,,BOSQUE REAL - LOMAS VERDES,26,53,27,95,112,127,94,111,126,180,192,248,265,275,46,pase,,,,,
956,,CHAMAPA CAPUFE - LOMAS VERDES,16,33,17,56,56,56,55,55,55,82,82,110,110,110,28,pase,,,,,
954,,CUAUTITLAN - LOMAS VERDES,24,49,25,85,85,85,83,83,83,119,119,158,158,158,42,pase,,,,,
953,,HUIXQUILUCAN - LOMAS VERDES,26,53,27,95,112,127,94,111,126,180,192,248,265,275,46,pase,,,,,
950,,INTERLOMAS - LOMAS VERDES,35,72,37,131,165,192,130,164,191,271,295,376,410,429,63,pase,,,,,
949,,LA VENTA - LOMAS VERDES,57,116,59,214,285,343,213,284,342,481,531,671,742,782,101,pase,,,,,
955,,LAGO DE GUADALUPE - LOMAS VERDES,17,35,18,61,61,61,59,59,59,87,87,116,116,116,30,pase,,,,,
959,,MADIN - LOMAS VERDES,7,15,8,29,29,29,28,28,28,40,40,55,55,55,14,pase,,,,,
958,,NOPALA - LOMAS VERDES,9,18,9,33,33,33,32,32,32,46,46,53,53,53,16,pase,,,,,
951,,SAN MIGUEL - LOMAS VERDES,31,63,33,116,116,116,113,113,113,158,158,215,215,215,34,pase,,,,,
948,,ATIZAPAN - MADIN,3,7,4,15,15,15,13,13,13,23,23,27,27,27,7,pase,,,,,
940,,BOSQUE REAL - MADIN,24,48,24,84,101,116,83,100,115,162,174,229,246,256,40,pase,,,,,
943,,CHAMAPA CAPUFE - MADIN,14,28,14,45,45,45,44,44,44,64,64,91,91,91,22,pase,,,,,
944,,CUAUTITLAN - MADIN,14,28,14,49,49,49,49,49,49,76,76,97,97,97,25,pase,,,,,
941,,HUIXQUILUCAN - MADIN,24,48,24,84,101,116,83,100,115,162,174,229,246,256,40,pase,,,,,
939,,INTERLOMAS - MADIN,33,67,34,120,154,181,119,153,180,253,277,357,391,410,57,pase,,,,,
938,,LA VENTA - MADIN,55,111,56,203,274,332,202,273,331,463,513,652,723,763,95,pase,,,,,
945,,LAGO DE GUADALUPE - MADIN,9,19,10,34,34,34,35,35,35,49,49,62,62,62,18,pase,,,,,
947,,LOMAS VERDES - MADIN,7,15,8,29,29,29,28,28,28,40,40,55,55,55,14,pase,,,,,
946,,NOPALA - MADIN,9,18,9,25,25,25,28,28,28,34,34,49,49,49,14,pase,,,,,
942,,SAN MIGUEL - MADIN,21,44,24,82,82,82,82,82,82,112,112,152,152,152,18,pase,,,,,
967,,ATIZAPAN - NOPALA,14,28,14,39,39,39,40,40,40,59,59,85,85,85,20,pase,,,,,
965,,BOSQUE REAL - NOPALA,15,31,16,61,78,93,57,74,89,128,140,177,194,204,27,pase,,,,,
970,,CHAMAPA CAPUFE - NOPALA,5,11,6,22,22,22,18,18,18,30,30,39,39,39,9,pase,,,,,
963,,CUAUTITLAN - NOPALA,24,48,24,75,75,75,81,81,81,115,115,151,151,151,41,pase,,,,,
966,,HUIXQUILUCAN - NOPALA,15,31,16,61,78,93,57,74,89,128,140,177,194,204,27,pase,,,,,
962,,INTERLOMAS - NOPALA,24,50,26,97,131,158,93,127,154,219,243,305,339,358,44,pase,,,,,
960,,LA VENTA - NOPALA,46,94,48,180,251,309,176,247,305,429,479,600,671,711,82,pase,,,,,
964,,LAGO DE GUADALUPE - NOPALA,18,37,19,59,59,59,61,61,61,85,85,115,115,115,31,pase,,,,,
968,,LOMAS VERDES - NOPALA,9,18,9,33,33,33,32,32,32,46,46,53,53,53,16,pase,,,,,
969,,MADIN - NOPALA,9,18,9,25,25,25,28,28,28,34,34,49,49,49,14,pase,,,,,
961,,SAN MIGUEL - NOPALA,31,63,33,109,109,109,113,113,113,151,151,204,204,204,34,pase,,,,,
935,,ATIZAPAN - SAN MIGUEL,16,34,19,68,68,68,70,70,70,90,90,120,120,120,12,pase,,,,,
929,,BOSQUE REAL - SAN MIGUEL,46,94,49,170,187,202,168,185,200,278,290,378,395,405,60,pase,,,,,
931,,CHAMAPA CAPUFE - SAN MIGUEL,36,74,39,131,131,131,129,129,129,180,180,240,240,240,42,pase,,,,,
930,,HUIXQUILUCAN - SAN MIGUEL,46,94,49,170,187,202,168,185,200,278,290,378,395,405,60,pase,,,,,
928,,INTERLOMAS - SAN MIGUEL,55,113,59,206,240,267,204,238,265,369,393,506,540,559,77,pase,,,,,
927,,LA VENTA - SAN MIGUEL,77,157,81,289,360,418,287,358,416,579,629,801,872,912,115,pase,,,,,
936,,LAGO DE GUADALUPE - SAN MIGUEL,12,26,15,52,52,52,52,52,52,69,69,94,94,94,3,pase,,,,,
932,,LOMAS VERDES - SAN MIGUEL,31,63,33,116,116,116,113,113,113,158,158,215,215,215,34,pase,,,,,
934,,MADIN - SAN MIGUEL,21,44,24,82,82,82,82,82,82,112,112,152,152,152,18,pase,,,,,
933,,NOPALA - SAN MIGUEL,31,63,33,109,109,109,113,113,113,151,151,204,204,204,34,pase,,,,,
1079,,SAN JERÓNIMO - PICACHO,, 8.06,,,,,,,,,,,,,,pase,,,,,
1080,,SAN JERÓNIMO - STA. TERESA,, 13.03,,,,,,,,,,,,,,pase,,,,,
1081,,SAN JERÓNIMO - ESTADIO AZTECA,, 22.71,,,,,,,,,,,,,,pase,,,,,
1082,,SAN JERÓNIMO - VIADUCTO TLALPAN,, 29.68,,,,,,,,,,,,,,pase,,,,,
1083,,SAN JERÓNIMO - TEPEPAN,, 29.63,,,,,,,,,,,,,,pase,,,,,
1084,,SAN JERÓNIMO - ENTRADA SUPERVIA PTE.,, 3.84,,,,,,,,,,,,,,pase,,,,,
1085,,SAN JERÓNIMO - CAMINERO,, 32.57,,,,,,,,,,,,,,pase,,,,,
1086,,SAN JERÓNIMO - CAMINERO BIS SALIDA,, 34.02,,,,,,,,,,,,,,pase,,,,,
1087,,BLVDDE LA LUZ - PICACHO,, 5.92,,,,,,,,,,,,,,pase,,,,,
1088,,BLVD.DE LA LUZ - STA. TERESA,, 10.89,,,,,,,,,,,,,,pase,,,,,
1089,,BLVD.DE LA LUZ - ESTADIO AZTECA,, 20.57,,,,,,,,,,,,,,pase,,,,,
1090,,BLVD.DE LA LUZ - VIADUCTO TLALPAN,, 27.54,,,,,,,,,,,,,,pase,,,,,
1091,,BLVD.DE LA LUZ - TEPEPAN,, 27.37,,,,,,,,,,,,,,pase,,,,,
1092,,BLVD.DE LA LUZ - ENTRADA SUPERVIA PTE.,, 1.62,,,,,,,,,,,,,,pase,,,,,
1093,,BLVD.DE LA LUZ - CAMINERO,, 30.43,,,,,,,,,,,,,,pase,,,,,
1094,,BLVD.DE LA LUZ - CAMINERO BIS SALIDA,, 31.88,,,,,,,,,,,,,,pase,,,,,
1095,,L.CABRERA - PICACHO,, 3.93,,,,,,,,,,,,,,pase,,,,,
1096,,L.CABRERA - STA. TERESA,, 8.90,,,,,,,,,,,,,,pase,,,,,
1097,,L.CABRERA - ESTADIO AZTECA,, 18.58,,,,,,,,,,,,,,pase,,,,,
1098,,L.CABRERA - VIADUCTO TLALPAN,, 25.55,,,,,,,,,,,,,,pase,,,,,
1099,,L.CABRERA - TEPEPAN,, 25.49,,,,,,,,,,,,,,pase,,,,,
1100,,L.CABRERA - CAMINERO,, 28.43,,,,,,,,,,,,,,pase,,,,,
1101,,L.CABRERA - CAMINERO BIS SALIDA,, 29.88,,,,,,,,,,,,,,pase,,,,,
1102,,CUICUILCO- ESTADIO AZTECA,, 3.21,,,,,,,,,,,,,,pase,,,,,
1103,,CUICUILCO- VIADUCTO TLALPAN,, 10.18,,,,,,,,,,,,,,pase,,,,,
1104,,CUICUILCO- TEPEPAN,, 10.13,,,,,,,,,,,,,,pase,,,,,
1105,,CUICUILCO- CAMINERO,, 13.07,,,,,,,,,,,,,,pase,,,,,
1106,,CUICUILCO- CAMINERO BIS SALIDA,, 14.52,,,,,,,,,,,,,,pase,,,,,
1107,,TEPEPAN - PEDREGAL DEL SUR,, 9.95,,,,,,,,,,,,,,pase,,,,,
1108,,TEPEPAN - LUIS CABRERA,, 25.59,,,,,,,,,,,,,,pase,,,,,
1109,,TEPEPAN - BLVD. DE LA LUZ,, 27.75,,,,,,,,,,,,,,pase,,,,,
1110,,TEPEPAN - SAN JERÓNIMO,, 29.77,,,,,,,,,,,,,,pase,,,,,
1111,,VIADUCTO TLALPAN - PEDREGAL DEL SUR,,9.53,,,,,,,,,,,,,,pase,,,,,
1112,,VIADUCTO TLALPAN - LUIS CABRERA,,25.17,,,,,,,,,,,,,,pase,,,,,
1113,,VIADUCTO TLALPAN - BLVD. DE LA LUZ,,27.33,,,,,,,,,,,,,,pase,,,,,
1114,,VIADUCTO TLALPAN - SAN JERÓNIMO,,29.34,,,,,,,,,,,,,,pase,,,,,
1115,,CAMINERO- PEDREGAL DEL SUR,, 12.36,,,,,,,,,,,,,,pase,,,,,
1116,,CAMINERO- LUIS CABRERA,, 28.00,,,,,,,,,,,,,,pase,,,,,
1117,,CAMINERO- BLVD. DE LA LUZ,, 30.16,,,,,,,,,,,,,,pase,,,,,
1118,,CAMINERO- SAN JERÓNIMO,, 32.17,,,,,,,,,,,,,,pase,,,,,
1119,,ESTADIO AZTECA - PEDREGAL DEL SUR,,2.7,,,,,,,,,,,,,,pase,,,,,
1120,,ESTADIO AZTECA - LUIS CABRERA,,18.34,,,,,,,,,,,,,,pase,,,,,
1121,,ESTADIO AZTECA - BLVD. DE LA LUZ,,20.5,,,,,,,,,,,,,,pase,,,,,
1122,,ESTADIO AZTECA - SAN JERÓNIMO,,22.52,,,,,,,,,,,,,,pase,,,,,
1123,,MONTAÑA- LUIS CABRERA,, 9.11,,,,,,,,,,,,,,pase,,,,,
1124,,MONTAÑA- BLVD. DE LA LUZ,, 11.27,,,,,,,,,,,,,,pase,,,,,
1125,,MONTAÑA- SAN JERÓNIMO,, 13.29,,,,,,,,,,,,,,pase,,,,,
1126,,P.PEDREGAL - LUIS CABRERA,, 5.69,,,,,,,,,,,,,,pase,,,,,
1127,,P.PEDREGAL - BLVD. DE LA LUZ,, 7.85,,,,,,,,,,,,,,pase,,,,,
1128,,P.PEDREGAL - SAN JERÓNIMO,, 9.86,,,,,,,,,,,,,,pase,,,,,
1129,,CAMINEROBIS ENTRADA - SAN JERÓNIMO,, 32.77,,,,,,,,,,,,,,pase,,,,,
1130,,CAMINEROBIS ENTRADA - BLVD DE LA LUZ,, 30.75,,,,,,,,,,,,,,pase,,,,,
1131,,CAMINEROBIS ENTRADA - LUIS CABRERA,, 28.60,,,,,,,,,,,,,,pase,,,,,
1132,,CAMINEROBIS ENTRADA - PEDREGAL DEL SUR,,12.96,,,,,,,,,,,,,,pase,,,,,
