strech_id,tollbooth_id,strech_name,strech_length_km,sct_idVia,road_id,strech_type,managed_by
1287,,SAN ANTONIO OTE.-CONSCRIPTO OTE.,,,125,,
1288,,SAN ANTONIO OTE.-CDI OTE.,,,125,,
1289,,SAN ANTONIO OTE.-VEB OTE.,,,125,,
1290,,SOSTENES ROCHA OTE.-ALENCASTRE OTE.,,,125,,
1291,,SOSTENES ROCHA OTE.-CHAPULTEPEC/REFORMA OTE,,,125,,
1292,,SOSTENES ROCHA OTE.-CONSCRIPTO OTE.,,,125,,
1293,,SOSTENES ROCHA OTE.-CDI OTE.,,,125,,
1294,,SOSTENES ROCHA OTE.-VEB OTE.,,,125,,
1295,,CONSTITUYENTES OTE.-ALENCASTRE OTE.,,,125,,
1296,,CONSTITUYENTES OTE.-CHAPULTEPEC / REFORMA OTE,,,125,,
1297,,CONSTITUYENTES OTE.-CONSCRIPTO OTE.,,,125,,
1298,,CONSTITUYENTES OTE.-CDI OTE.,,,125,,
1299,,CONSTITUYENTES OTE.-VEB OTE.,,,125,,
1300,,PARQUE MARTE OTE.-CONSCRIPTO OTE.,,,125,,
1301,,PARQUE MARTE OTE.-CDI OTE.,,,125,,
1302,,PARQUE MARTE OTE.-VEB OTE.,,,125,,
1303,,EJÉRCITO NACIONAL OTE.-CONSCRIPTO OTE.,,,125,,
1304,,EJÉRCITO NACIONAL OTE.-CDI OTE.,,,125,,
1305,,EJÉRCITO NACIONAL OTE.-VEB OTE.,,,125,,
1306,,RÍO DE LOS REMEDIOS (TSN) - ALFREDO DEL MAZO (A),,,126,,
1307,,RIO DE LOS REMEDIOS (TSN) - CIRCUNVALACIÓN (A),,,126,,
1308,,RIO DE LOS REMEDIOS (TSN) - CIRCUITO EXTERIOR M. (B),,,126,,
1309,,RÍO DE LOS REMEDIOS (TSN) - JARDINES DE MORELOS (B),,,126,,
1310,,RÍO DE LOS REMEDIOS (D/E) - ALFREDO DEL MAZO (A),,,126,,
1311,,RIO DE LOS REMEDIOS (D/E) - CIRCUNVALACIÓN (A),,,126,,
1312,,RIO DE LOS REMEDIOS (D/E) - CIRCUITO EXTERIOR M. (B),,,126,,
1313,,RÍO DE LOS REMEDIOS (D/E) - JARDINES DE MORELOS (B),,,126,,
1314,,ALFREDO DEL MAZO (E) - CIRCUNVALACIÓN (A),,,126,,
1315,,ALFREDO DEL MAZO (E) - CIRCUITO EXTERIOR M. (B),,,126,,
1316,,ALFREDO DEL MAZO (E) - JARDINES DE MORELOS (B),,,126,,
1317,,CIRCUNVALACIÓN SUR(E) - CIRCUITO EXTERIOR M. (B),,,126,,
1318,,CIRCUNVALACIÓN SUR (E) - JARDINES DE MORELOS (B),,,126,,
1319,,VENTA DE CARPIO - CIRCUNVALACIÓN (C),,,127,,
1320,,VENTA DE CARPIO - ALFREDO DEL MAZO (C),,,127,,
1321,,VENTA DE CARPIO - RÍO DE LOS REMEDIOS (TSN),,,127,,
1322,,VENTA DE CARPIO - RÍO DE LOS REMEDIOS (A),,,127,,
1323,,JARDINES DE MORELOS (A) - CIRCUNVALACIÓN (C),,,127,,
1324,,JARDINES DE MORELOS (A) - ALFREDO DEL MAZO (C),,,127,,
1325,,JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (TNS),,,127,,
1326,,JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (A),,,127,,
1327,,CIRCUITO EXTERIOR M.  (A) - CIRCUNVALACIÓN (C),,,127,,
1328,,CIRCUITO EXTERIOR M. (A) - ALFREDO DEL MAZO (C),,,127,,
1329,,CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (TNS),,,127,,
1330,,CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (A),,,127,,
1331,,CIRCUNVALACIÓN SUR (D) - ALFREDO DEL MAZO (C),,,127,,
1332,,CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (TNS),,,127,,
1333,,CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (A),,,127,,
1334,,ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (TNS),,,127,,
1335,,ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (A),,,127,,
1336,1001,Atlixco-jantetelco,,,193,,
1337,1002,Puebla-atlixco,,,194,,
1338,1003,Mexicalli-rio colorado,0.304,,,,
1339,937,san martin-huejotzingo,18.4,,170,,
1340,1004,Apizaco-huahuchinango,,,,,
1341,1004,Apizaco-chignahuapan,,,,,
1342,1005,santa ana-altar,73,200,128,,
1343,1006,Sueco-villa ahumada,86.7,23,129,,federal
1344,1008,Delicias-conchos,30,19,130,,federal
1345,1009,Conchos-camargo,35,19,130,,federal
1346,1010,Camargo-jimenez,70,6,131,,federal
1347,1011,chihuahua-sacramento,,,,,state
1348,1012,flores magon-ojo laguna,,,,,state
1349,1013,Cuahutémoc-santa isabel,,,,,state
1350,1014,Jimenez-savalza,,,,,state
1351,1015,flores magón-galeana,,,,,state
1352,1016,libramiento de samalayuca-san jeronimo,,,,,state
1353,1017,Chihuahua-ojinaga,,,,,state
1354,1018,Puebla-tlaxcala,,,192,,
1355,1019,libramiento de nogales,12.5,39,132,,
1356,1020,san luis rio colorado II,0.4,210,133,,
1357,1021,san luis rio colorado-doctor,49,,191,,
1358,1022,puente colombia,0.16,100,134,,
1359,1023,puente de anzalduas,2.558,213,136,,
1360,1024,puente coatzacoalcos,0.985,69,138,,
1361,1025,puente ignacio chácez,0.488,75,140,,
1362,1026,libramiento de ciudad juárez,31.3,,141,,
1363,1027,puente guadalupe tornillo,0.215,254,142,,
1364,1028,puente lerdo-stanton,0.106,232,143,,
1365,1029,puente josé lópez portillo,0.391,214,144,,
1366,1030,puente la unidad-eugenio echeverria castellot,3.222,198,145,,
1367,66,puente laredo I,0.16,80,146,,
1368,46,puente libre comercio,0.08,162,147,,
1369,1032,puente nuevo laredo iii,0.298,86,148,,
1370,1033,puente paso del norte,0.216,91,150,,
1371,,puente refinería lázaro cárdenas,1.17,229,151,,
1372,75,puente reynosa-phar,2.629,95,152,,
1373,1034,puente rio bravo-donna,0.167,211,153,,
1374,60,puente rodolfo robles,0.189,96,154,,
1375,1035,puente san miguel,0.26,98,155,,
1376,85,puente suchiate ii,0.029,101,156,,
1377,1036,puente zaragoza-ysleta,0.155,107,158,,
1378,45,cd. mendoza-córdoba,30.675,10,159,,
1379,45,cd. mendoza-fortin,23.175,10,159,,
1380,479,Tintal-playa del carmen,44,240,160,,
1381,,ent. Acolman-ent. Tequisistlan,4.5,243,161,,
1382,,ent. Tequisistlan-ent. Nabor carrillo,0,243,161,,
1383,1038,puente el prieto,3,,162,,
1384,1039,el centinela-la rumorosa,47.297,22,163,,
1385,1040,libramiento de chilpancingo,20.6,231,164,,
1386,1041,libramiento fresnillo,20.05,37,165,,
1387,1042,libramiento calera-enrique estrada,12.2,48,166,,
1388,1043,libramiento noreste de zacatecas,26,,167,,
1389,1044,libramiento felipe carrillo puerto,14.14,245,168,,
1390,1044,ent. Chetumal-ent. Merida,5.905,245,168,,
1391,1044,ent. Chetumal-ent. Felipe carrillo puerto,5.905,245,168,,
1392,1048,autopista benito juárez,,,204,,
