strech_id,tollbooth_id,strech_name,strech_length_km,sct_idVia,road_id,strech_type,managed_by
1,71,Mexico-chalco,15.055,57,1,,
2,926,Chalco-mexico,15.055,57,1,,
3,7,Mexico-san martin texmelucan,74.555,57,1,,
4,8,san martin texmelucan-puebla,36.155,57,1,,
5,188,Mexico-circuito exterior mexiquense,15.955,57,1,,
6,196,LIBRAMIENTO AMECAMECA-NEPANTLA,26.81,237,2,,
7,917,SAN MARTÍN TEXMELUCAN-TLAXCALA,19.419,112,3,,
8,558,JANTETELCO - EL HIGUERON,61.8,,198,,
9,558,Cuautla-chinameca,,,198,,
10,558,Jantetelco-cuautla,,,198,,
11,26,PUEBLA-ACATZINGO,42.27,192,4,,
12,26,PUEBLA-Amozoc,13.758,192,4,,
13,26,Puebla-ent. Amozoc III,6.879,192,4,,
14,594,CUAPIAXTLA-CUACNOPALAN,63.66,,171,,
15,594,el seco-cuacnopalan,37.461,,171,,
16,594,Cuapiaxtla-el seco,22.701,,171,,
17,27,ACATZINGO-CD. MENDOZA,92.95,193,5,,
18,27,ACATZINGO-esperanza,47.375,193,5,,
19,27,Esperanza-cd mendoza,45.575,193,5,,
20,116,CORDOBA-la tinaja,45,16,6,,
21,116,Cuitlahuac-la tinaja,30.86,16,6,,
22,116,Cordoba-cuitlahuac,14.14,16,6,,
23,117,la tinaja-veracruz,53,16,6,,
24,117,la tinaja-paso del toro,44.9,16,6,,
25,117,paso del toro-veracruz,8.1,16,6,,
26,76,Cuacnopalan-tehuacán,41.048,115,7,,
27,77,Tehuacán-miahuatlán,30.367,115,7,,
28,78,Miahuatlán-nochixtlán,107.085,115,7,,
29,78,Miahuatlán-coixtlahuaca,69.885,115,7,,
30,79,Nochixtlán-oaxaca,64.5,115,7,,
31,79,Nochixtlán-huitzo,38.51,115,7,,
32,79,Huitzo-oaxaca,25.99,115,7,,
33,225,BARRANCA LARGA-VENTANILLA,,,197,,
34,226,BARRANCA LARGA-VENTANILLA,,,197,,
35,118,la tinaja-isla,118.15,33,8,,
36,118,la tinaja-cosamaloapan,83.36,33,8,,
37,118,Cosamaloapan-isla,34.79,33,8,,
38,119,Isla-cosoleacaque,109.5,33,8,,
39,119,Isla-acayucan,69.85,33,8,,
40,119,Acayucan-cosoleacaque,40,33,8,,
41,428,TÚNEL COATZACOALCOS,1.6,,,,
42,212,MITLA-TEHUANTEPEC II,71,252,9,,
43,212,Mitla-lachixitla,39.5,252,9,,
44,216,LACHIXILA-ENT. TEHUANTEPEC II,40,252,9,,
45,89,salina cruz-tehuantepec,22.7,180,10,,
46,90,Tehuantepec-la ventosa,52.6,180,10,,
47,90,Tehuantepec-ixtepec,30.9,180,10,,
48,90,Ixtepec-la ventosa,27.9,180,10,,
49,22,PUENTE NACIONAL ALVARADO,0.53,65,135,,
50,63,PUENTE NACIONAL TLACOTALPAN,0.597,104,157,,
51,29,PUENTE NACIONAL CARACOL,0.164,68,137,,
52,28,PUENTE NACIONAL PAPALOAPAN,0.288,90,149,,
53,67,PUENTA NACIONAL DOVALI,1.268,74,139,,
54,990,Amozoc-ent. Ixtenco,25.7,196,11,,
55,990,ent. Ixtenco-ent oriental,35.8,196,11,,
56,990,ent. Ixtenco-cuapiaxtla,14,196,11,,
57,990,ent. Cuapiaxtla-ent orientel,21.8,196,11,,
58,990,ent. Oriental-perote II,55.5,196,11,,
59,990,ent. Oriental-ent. Cantona,18.8,196,11,,
60,990,ent. Cantona-ent perote II,36.7,196,11,,
61,990,libramiento de perote,18,196,11,,
62,990,ent. Ixtenco- ent. Audi,10.3,196,11,,
63,990,AMOZOC-PEROTE (AUDI CUAPIAXTLA A1 Y A2),,196,11,,
64,990,AMOZOC-PEROTE (AUDI CUAPIAXTLA),,196,11,,
65,460,PEROTE-BANDERILLA,30,215,12,,
66,461,LIBRAMIENTO XALAPA,29.6,215,12,,
67,457,CARDEL-VERACRUZ,28.5,7,13,,
68,458,SAN JULIÁN-VERACRUZ,7.91,7,13,,
69,459,LIBRAMIENTO PLAN DEL RIO,,,196,,
70,33,PUENTE NACIONAL NAUTLA,0.214,87,14,,
71,179,las chopas-nuevo sacrificio,63.2,35,15,,
72,179,las chopas-las chopas II,17,35,15,,
73,179,las chopas II-nuevo sacrificio,46.2,35,15,,
74,181,nuevo sacrificio-raudales,70.8,35,15,,
75,181,nuevo sacrificio-malpasito,49.6,35,15,,
76,181,Malpasito-raudales,21.2,35,15,,
77,182,Raudales-ocozocuautla,64,35,15,,
78,929,TUXTLA GUTIERREZ-SAN CRISTOBAL DE LAS C,46,121,16,,
79,930,Arriaga-tierra y libertad,20,209,17,,
80,931,tierra y libertad-jiquipilas,41.598,209,17,,
81,932,Jiquipilas-montes azules,9.101,209,17,,
82,932,montes azules-ocozocoautla,22.301,209,17,,
83,176,AGUA DULCE-CARDENAS,53.3,8,18,,
84,176,agua dulce-magallanes,22.8,8,18,,
85,176,Magallanes-cardenas,30.5,8,18,,
86,227,loma de caballo-frontera,23.7,256,19,,
87,227,loma de caballo-nacajuca,16.6,256,19,,
88,227,Nacajuca-frontera,7.38,256,19,,
89,38,PUENTE NACIONAL GRIJALVA,0.254,77,20,,
90,39,PUENTE NACIONAL USUMACINTA,0.347,106,21,,
91,164,puente el zacatal,3.861,76,22,,
92,132,CHAMPOTON-CAMPECHE,39.5,13,23,,federal
93,132,Seybaplaya-champeche,24.5,13,23,,federal
94,132,Champoton-seybaplaya,15,13,23,,federal
95,316,CTO. EXT. MEXIQUENSE -T0 JOROBAS,,,178,,
96,316,T1 TULTEPEC Origen entronque Lechería-Texcoco,,,178,,
1395,316,T1 Tultepec Origen entronque Hank González,,,178,,
97,316,T2 CONMEX Origen entronque Hank González,,,178,,
1393,316,T2 CONMEX Origen entronque Lechería-Texcoco,,,178,,
98,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (P,,,178,,
99,316,CTO. EXT. MEXIQUENSE -T3 NABOR CARRILLO (B,,,178,,
100,316,CTO. EXT. MEXIQUENSE -T4 CHALCO,,,178,,
101,316,CTO. EXT. MEXIQUENSE A-1A - A-1B HUEHUETO,,,178,,
102,316,CTO. EXT. MEXIQUENSE   A-2 / A-5 HANK GLEZ.,,,178,,
103,316,"CTO. EXT. MEXIQUENSE  A-6, A-7 PERIFÉRICO",,,178,,
104,316,CTO. EXT. MEXIQUENSE  A-8 (PICHARDO),,,178,,
105,316,CTO. EXT. MEXIQUENSE  A-9 CTM,,,178,,
106,316,T1 JALTENCO Lechería-Texcoco,,,178,,
1394,316,T1 JALTENCO Origen entronque Hank González,,,178,,
107,316,CTO. EXT. MEXIQUENSE  A-3 A PACHUCA,,,178,,
108,316,CTO. EXT. MEXIQUENSE  A-4 PACHUCA,,,178,,
109,316,CTO. EXT. MEXIQUENSE  A-21 - A-22 B. XOCHIAC,,,178,,
110,316,CTO. EXT. MEXIQUENSE  T-7 - TEXCOCO,,,178,,
111,316,CTO. EXT. MEXIQUENSE  A-27 SAN BUENA VENT,,,178,,
112,316,CTO. EXT. MEXIQUENSE A-28 SAN BUENA VENT,,,178,,
113,316,CTO. EXT. MEXIQUENSE  A-31 - A-32 ENT. TULTE,,,178,,
114,316,CTO. EXT. MEXIQUENSE A-34 - A-36 V. MEXIQUE,,,178,,
115,316,CTO. EXT. MEXIQUENSE  A-33 Y A-35 (AUXILIAR,,,178,,
116,316,CTO. EXT. MEXIQUENSE  T-5 TULTITLÁN,,,178,,
117,316,CTO. EXT. MEXIQUENSE  T6 CUAUTITLÁN-(SAN,,,178,,
118,316,CTO. EXT. MEXIQUENSE  AIFA T-5 D.S.I.,,,178,,
119,316,CTO. EXT. MEXIQUENSE  AIFA A-35 D.S.I.,,,178,,
1396,316,A-12 entronque santa inés,,,178,,
120,573,indios verdes-san cristobal ecatepec,8.8,,,,
121,574,Mexico-lecheria,11.2,56,24,,
122,574,MÉXICO-PACHUCA,,56,24,,
123,575,indios verdez-tizayuca,45.8,56,24,,
124,576,MÉXICO-PACHUCA,,56,24,,
125,904,ECATEPEC-PIRÁMIDES,22.21,21,25,,
126,905,Ecatepec-tepexpan,9.73,21,25,,
127,905,Tepexpan-san martín de las pirámides,12.48,21,25,,
128,928,PIRÁMIDES-TEXCOCO,,,195,,
129,939,PIRÁMIDES-TEXCOCO,,,195,,
130,939,PIRÁMIDES-TEXCOCO,,,195,,
131,939,PIRÁMIDES-TEXCOCO,,,195,,
132,913,PEÑON-TEXCOCO,16.17,62,26,,
133,914,PEÑON-TEXCOCO,16.17,62,26,,
134,915,Ent. Circuito exterior mexiquense,11.87,62,26,,
135,577,Tejocotal-tuxpan,,,,,
136,577,LIBRAMIENTO TULANCINGO,22.7,195,27,,
137,577,Tulancingo-venta grande,41.2,195,27,,
138,578,Tejocotal-nuevo necaxa,17.5,207,173,,
139,585,avila camacho-venustiano carranza,24.048,227,28,,
140,584,venustiano carranza-tihuatlán,24.048,227,28,,
141,579,TIHUATLAN-TUXPAN,37.5,117,29,,
142,580,tihuatlan I-tihuatlan II,4.4,117,29,,
143,556,buenos aires-naranjos,,,190,,
144,556,buenos aires-ozuluama,,,190,,
145,556,Naranjos-ozuluama,52.3,,190,,
146,464,los gil-buenos aires,,,190,,
147,177,TIHUATLAN-GUTIERREZ ZAMORA,37.289,30,30,,
148,555,TUXPAN-CARDEL,,,189,,
149,555,Nautla-gutierrez zamora,49,,189,,
150,555,Nautla-tihuatlan,,,189,,
151,569,vega de alatorre-nautla,,,189,,
152,569,laguna verde-nautla,80,,189,,
153,569,laguna verde-vega de alatorre,,,189,,
154,43,PUENTE NACIONAL TECOLUTLA,0.368,103,31,,
155,112,LIBRAMIENTO PONIENTE DE TAMPICO,14.478,45,32,,
156,112,boulevard loma real-altamira,8.378,45,32,,
157,112,ciudad valles-boulevard loma real,6.1,45,32,,
158,49,puente tampico,1.543,102,33,,
159,14,puente pánuco,0.179,89,34,,
160,4,Mexico-tepeji del rio,57.571,58,35,,
161,69,Jorobas-tepeji del rio,34.149,58,35,,
162,5,tepeji del rio-palmillas,57.571,58,35,,
163,207,tepeji del rio-palmillas,57.571,58,35,,
164,70,tepeji del rio-polotitlan,42.621,58,35,,
165,6,Queretaro-celaya,44.5,109,36,,
166,61,Celaya-cerro gordo,32.75,109,36,,
167,61,Queretaro-ent. Libramiento surponiente de queretaro,7.11,109,36,,
168,590,LIBRAMIENTO DE CELAYA,,,188,,
169,591,LIBRAMIENTO DE CELAYA,,,188,,
170,592,LIBRAMIENTO DE CELAYA,,,188,,
171,183,Celaya-ent. Villagran,19.95,109,36,,
172,185,QUERETARO-IRAPUATO,,,36,,
173,185,cerro gordo-irapuato,26.75,109,36,,
174,185,cerro gordo-salamanca,5,109,36,,
175,41,Celaya-irapuato,59.25,109,36,,
176,41,Celaya-salamanca,37.75,109,36,,
177,41,Salamanca-irapuato,21.5,109,36,,
178,564,entronque itesi-san cristobal,19.57,212,37,,
179,563,san cristobal-entronque carretera 90,9.63,212,37,,
180,564,entronque itesi-arandas,5.81,212,37,,
181,564,Arandas-san cristobal,13.76,212,37,,
182,550,cerro gordo-ent la garrida,31.034,242,38,,
183,551,Irapuato-leon,49.828,242,38,,
184,350,Irapuato-silao,25.3,242,38,,
185,350,Silao-leon,23.6,242,38,,
186,314,eje metropolitano-ent los rodrigiez,9.5,242,38,,
187,351,GUANAJUATO-SILAO,,,186,,
188,120,Leon-lagos de moreno,60.05,36,39,,
189,120,Leon-las joyas,22.8,36,39,,
190,120,Leon-san francisco del rincon,19,36,39,,
191,120,LEÓN-AGUASCALIENTES,,36,39,,
192,120,union de san antonio-lagos de moreno,19,36,39,,
193,120,Leon-ent central de abastos,12,36,39,,
194,120,Leon-ent aut salamanca,6.15,36,39,,
195,123,ent. Lagos de moreno-aguascalientes,43.8,36,39,,
196,123,encarnacion de diaz-aguascalentes,15.11,36,39,,
197,583,LIBRAMIENTO AGUASCALIENTES,,,175,,
198,583,LIBRAMIENTO AGUASCALIENTES,,,175,,
199,583,LIBRAMIENTO AGUASCALIENTES,,,175,,
200,87,CD. CUAUHTEMOC-OSIRIS,42.31,9,40,,
201,114,ent. Arandas-el desperdicio,65.21,125,41,,
202,114,ent. Arandas-jalostotitlan,37.516,125,41,,
203,114,Jalostotitlan-el desperdicio,27.7,125,41,,
204,114,ent. Arandas-san miguel el alto,22.1,125,41,,
205,114,ent. San juande los lagos-el desperdicio,8.18,125,41,,
206,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
207,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
208,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
209,113,Zapotlanejo-ent. Arandas,53.284,125,41,,
210,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
211,113,ent. Acatic-zapotlanejo,25.02,125,41,,
212,113,Zapotlanejo-tepatitlan,41512,125,41,,
213,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
214,113,ZAPOTLANEJO-LAGOS DE MORENO,,,41,,
215,113,Tapatitlan-ent. Arandas,11.772,125,41,,
216,199,lagos de moreno-villa de arriaga,66.048,224,42,,
217,454,VENTURA-EL PEYOTE,,,187,,
218,426,LIBRAMIENTO ARCO NORTE SAN LUIS POTOS,31.5,238,43,,
219,504,LIBRAMIENTO PONIENTE SAN LUIS POTOSI,24.43,259,44,,
220,504,Horizontes-guadalajara,,,44,,
221,504,Horizontes-zacatecas,,,44,,
222,425,LIBRAMIENTO ORIENTE SAN LUIS POTOSI,33.76,43,45,,
223,425,Rioverde-la pila,,,45,,
224,127,LIBRAMIENTO NORESTE QUERETARO,37,40,46,,
225,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
226,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
227,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
228,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
229,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
230,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
231,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
232,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
233,486,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
234,498,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
235,498,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
236,498,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
237,498,SAN LUIS POTOSÍ-RIOVERDE,,,185,,
238,493,libramiento cd. Valles-tamuin,49.5,244,47,,
239,493,ent. La calera-ent. San juan,28.9,244,47,,
240,493,ent. La pitahaya-ent. La calera,20.6,244,47,,
241,909,Mexico-santa fe,5.13,55,48,,
242,908,MÉXICO-LA MARQUESA,22,55,48,,
243,908,Mexico-contadero,10.93,55,48,,
244,908,Mexico-la venta,11.5,55,48,,
245,908,Contadero-la marquesa,11.07,55,48,,
246,908,la venta-la marquesa,10.5,55,48,,
247,934,LA MARQUESA-LERMA,12.303,251,49,,
248,835,TENANGO - IXTAPAN,,,177,,
249,835,TENANGO - IXTAPAN,,,177,,
250,836,TENANGO - IXTAPAN,,,177,,
251,837,TENANGO - IXTAPAN,,,177,,
252,470,LERMA-SANTIAGO,,,181,,
253,471,LERMA-SANTIAGO,,,181,,
254,471,LERMA-SANTIAGO,,,181,,
255,471,LERMA-SANTIAGO,,,181,,
256,416,Lerma-atlacomulco,,,179,,
257,416,Xonacatlan-atlacomulco,,,179,,
258,416,Lerma-xonacatlan,,,179,,
259,532,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
260,532,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
261,532,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
262,531,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
263,530,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
264,530,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
265,530,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
266,489,TOLUCA-ZITACUARO RAMAL A VALLE DE BRA,,,180,,
267,940,ZITACUARO-LENGUA DE VACA,11.84,,184,,
268,444,TOLUCA-ATLACOMULCO,,,174,,
269,445,TOLUCA-ATLACOMULCO,,,174,,
270,448,Atlacomulco-venta de bravo,32.175,4,50,,
271,449,venta de bravo-maravatio,32.175,4,50,,
272,144,Maravatio-morelia,75.427,49,51,,
273,144,Zinapecuaro-morelia,38.211,49,51,,
274,144,Maravatio-zinapecuaro,37.216,49,51,,
275,144,Maravatio-jerahuaro,21.113,49,51,,
276,144,Morelia-copandaro,7.411,49,51,,
277,145,Morelia-churintzio,105.894,49,51,,
278,145,Morelia-panindicuaro,66.663,49,51,,
279,145,Morelia-huaniqueo,39.573,49,51,,
280,145,Panindicuaro-churintzio,39.231,49,51,,
281,146,Churintzio-la barca,55.823,49,51,,
282,146,MARAVATIO-ZAPOTLANEJO,,49,51,,
283,146,la sauceda-zapotlanejo,12.9,49,51,,
284,146,Churintzio-ecuandureo,13.682,49,51,,
285,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
286,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
287,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
288,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
289,147,la barca-zapotlanejo,72.556,49,51,,
290,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
291,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
292,147,Ocotlan-zapotlanejo,48.095,49,51,,
293,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
294,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
295,147,zapotlanejo del rey-zapotlanejo,28.7,49,51,,
296,147,la barca-ocotlan,23.811,49,51,,
297,147,MARAVATIO-ZAPOTLANEJO,,49,51,,
298,328,ECUANDUREO-LA BARCA,42.141,49,51,,
299,42,PUENTE NACIONAL LA PIEDAD,0.092,79,52,,
300,463,laguna larga-patti II,21.388,225,53,,
301,463,Calera-patti II,16.08,225,53,,
302,463,laguna larga-calera,5.3,225,53,,
303,941,MORELIA-AEROPUERTO,,,,,
304,942,MORELIA-AEROPUERTO,,,,,
305,933,Morelia-copandaro (capula-patzcuaro),34,247,54,,
306,927,Quiroga-patzcuaro (patzcuaro-copandro),29.57,247,54,,
307,911,PATZCUARO-URUAPAN,56.5,61,55,,
308,910,Zirahuen-uruapan,35.8,61,55,,
309,912,Zurumucapio-uruapan,16.5,61,55,,
310,925,ent. Zirimicuaro-ent. Cajones,29,122,56,,
311,925,Taretan-ent. Cajones,21,122,56,,
312,925,ent. Zirimicuaro-taretan,8,122,56,,
313,924,ent. Cajones-ent. Cuatro caminos,31,122,56,,
314,924,ent. Santa casilda-ent. Cuatro caminos,20,122,56,,
315,924,ent. Cajones-ent. Santa casilda,11,122,56,,
316,920,ent. Nueva italia-ent. Las cañas,57.5,60,57,,
317,919,ent. Las cañas-lazaro cardenas,99.25,60,57,,
318,919,ent. Las cañas-ent. Feliciano,70.5,60,57,,
319,919,ent. Feliciano-lazaro cardenas,28.75,60,57,,
320,1,MÉXICO-CUERNAVACA,61.54,54,58,,
321,195,tres marias-cuernavaca,27.5,54,58,,
322,224,La Pera A - Tepoztlán A,,,59,,
323,24,Cuautla-la pera,17.083,32,59,,
324,24,La Pera A - Oaxtepec A,,,59,,
325,24,Cuautla B - Tepoztlán B,,,59,,
326,24,La Pera A - Oacalco A,,,59,,
327,24,Oaxtepec B - Tepoztlán B,,,59,,
328,24,Oacalco B - Tepoztlán B,,,59,,
329,24,Tepoztlán B - La Pera B,,,59,,
330,25,Tepoztlán A - Oacalco A,,,59,,
331,25,Oacalco A - Cuautla A,,,59,,
332,25,Oacalco A - Oaxtepec A,,,59,,
333,25,Oacalco B - La Pera B,,,59,,
334,465,la pera-cuautla,17.082,32,59,,
335,465,Oaxtepec B - La Pera B,,,59,,
336,465,Tepoztlán A - Cuautla A,,,59,,
337,465,Tepoztlán A - Oaxtepec A,,,59,,
338,465,Cuautla B - Oacalco B,,,59,,
339,465,Oaxtepec B - Oacalco B,,,59,,
340,107,Cuernavaca-central de abastos,7,18,60,,
341,106,Cuernavaca-aeropuerto,9.8,18,60,,
342,105,Cuernavaca-xochitepec,13.072,18,60,,
343,184,Cuernavaca-puente de ixtla,28.939,18,60,,
344,101,Cuernavaca-alpuyeca,20,18,60,,
345,102,puente de ixtla-chilpancingo,143.021,18,60,,
346,102,paso morelos-chilpancingo,88.96,18,60,,
347,102,puente de ixtla-paso morelos,54.061,18,60,,
348,103,Chilpancingo-tierra colorada,34.713,18,60,,
349,104,tierra colorada-acapulco,55.907,18,60,,
350,223,LIBRAMIENTO PONIENTE DE ACAPULCO,,,,,
351,56,ZACAPALCO-RANCHO VIEJO,17.3,124,61,,
352,99,RANCHO VIEJO-TAXCO,8.34,110,62,,
353,3,PUENTE DE IXTLA-IGUALA,63.578,73,63,,
354,423,TÚNEL ACAPULCO,2.953,,,,
355,429,MACROTÚNEL ACAPULCO,3.3,,,,
356,420,LIBRAMIENTO TECPAN,4.369,205,64,,
357,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
358,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
359,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
360,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
361,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
362,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
363,159,Guadalajara-zapotlanejo,26,29,65,,
364,159,ZAPOTLANEJO-GUADALAJARA,,,65,,
365,159,el vado-guadalajara,14.8,29,65,,
366,159,Cortijo-guadalajara,9.5,29,65,,
367,159,Periferico-guadalajara,8.55,29,65,,
368,159,arroyo de enmedio-guadalajara,5.66,29,65,,
369,447,Ent. Zapotlanejo-Guadalajara a Chapala (LA LAJA),25,246,66,,
370,447,Aut México-Guadalajara a Zapotlanejo (Remota La Laja),,,,,
371,325,Chapala - Santa Cecilia,,,,,
372,405,Santa Cecilia (TRAMO SANTA CECILIA-MAGDALENA) ,,,,,
373,405,LIBRAMIENTO SUR DE GUADALAJARA,,,,,
374,405,LIBRAMIENTO SUR DE GUADALAJARA,,,,,
375,57,Acatlan-atoyac,49.18,27,67,,
376,58,Atoyac-cd. Guzman,37.12,27,67,,
377,59,Sayula-cd. Guzman,21.1,27,67,,
378,60,cd. guzman-el trapiche,61.7,27,67,,
379,901,ARMERÍA-MANZANILLO,47,1,68,,
380,155,ent. Ameca-magdalena,46,28,69,,
381,155,Tequila-magdalena,12.26,28,69,,
382,156,ixtlan del rio-santa maria del oro,47.692,28,69,,
383,157,Jala-tepic,,,,,
384,157,ixtlan del rio-tepic,77.6,28,69,,
385,157,santa maria del oro-tepic,21.69,28,69,,
386,446,LIBRAMIENTO TEPIC,30,250,70,,
387,407,TEPIC-SAN BLAS,30.929,253,71,,
388,407,Tepic-mecatan,20.2,253,71,,
389,53,CHAPALILLA-COMPOSTELA,35.5,14,72,,
390,581,Jala-las varas,,,203,,
391,581,JALA-COMPOSTELA,,,203,,
392,581,JALA-COMPOSTELA,,,203,,
393,582,Compostela-las varas,,,203,,
394,404,TEPIC-MAZATLÁN,,,,,
395,403,Tepic-ent. San blas,25,204,73,,
396,409,ent. San blas-estacion yago,13.48,204,73,,
397,401,Ent. san blas-rosamorada,45.18,204,73,,
398,401,estacion yago-ruiz,13.138,204,73,,
399,402,Rosamorada-escuinapa,100.56,204,73,,
400,402,Rosamorada-acaponeta,46.3,204,73,,
401,400,Escuinapa-villa union,64.95,204,73,,
402,400,Escuinapa-rosario,26.38,204,73,,
403,604,LIBRAMIENTO MAZATLÁN,32,177,74,,
404,604,Mazatlan-aeropuerto,,,,,
405,604,Vainillo-aeropuerto,,,,,
406,124,MAZATLÁN-CULIACAN,,,,,
407,601,MAZATLÁN-CULIACAN,,,,,
408,408,MAZATLÁN-CULIACAN,,,,,
409,408,ent. La cruz-quila,64.259,51,75,,
410,408,Quila-costa rica,27.7,51,75,,
411,603,LIBRAMIENTO CULIACAN,22,233,76,,
412,10,PUENTE NACIONAL CULIACAN,0.433,72,77,,
413,11,PUENTE NACIONAL SINALOA,0.32,99,78,,
414,557,LIBRAMIENTO CIUDAD OBREGON,,,,,
415,557,LIBRAMIENTO CIUDAD OBREGON,,,,,
416,148,estacion don-navojoa,85.2,25,79,,
417,149,Navojoa-cd. Obregon,63.8,25,79,,
418,150,cd. obregon-guaymas,107.7,25,79,,
419,151,libramiento guaymas,21.5,25,79,,
420,152,Hermosillo-magdalena de kino,169.9,25,79,,
421,153,libramiento de magdalena de kino,11.9,25,79,,
422,559,LIBRAMIENTO HERMOSILLO,,,,,
423,559,LIBRAMIENTO HERMOSILLO,,,,,
424,559,LIBRAMIENTO HERMOSILLO,,,,,
425,200,santa lucia-villa union,58.3,218,80,,
426,200,santa lucia-concordia,33.3,218,80,,
427,200,Concordia-villa union,25,218,80,,
428,197,Piloncillo-santa lucia,67.8,218,80,,
429,96,ent. Otinapa-piloncillo,59.1,218,80,,
430,198,libramiento de durango-ent. Otinapa,44.9,218,80,,
431,480,Durango-guadalupe victoria,49,20,81,,
432,481,guadalupe victoria-yerbanis,56.2,20,81,,
433,482,Yerbanis-pedriceña,48.55,123,82,,
434,482,Yerbanis-cuencame,29.92,123,82,,
435,482,Cuencame-pedriceña,18.63,123,82,,
436,483,Pedriceña-gomez palacio,68.45,123,82,,
437,483,Pedriceña-leon guzman,51.48,123,82,,
438,483,leon guzman-gomez palacio,16.97,123,82,,
439,488,LIBRAMIENTO NORTE DE LA LAGUNA,40.7,241,83,,
440,488,san pedro-matamoros,17.4,241,83,,
441,488,Vergel-san pedro,23.3,241,83,,
442,163,Matamoros-la cuchilla,39.84,120,84,,
443,162,loma bonita-puebla,78,120,84,,
444,160,gomez palacio-estacion banderas,39,26,85,,
445,161,estacion banderas-corralitos,112.3,26,85,,
446,229,Sacramento-aldama,20.277,249,86,,
447,228,Aldama-jimenez,22.027,249,86,,
448,492,Zacatecas-monclova,31.5,219,87,,
449,492,Zacatecas-torreon,21.5,219,87,,
450,492,Torreon-monclova,10,219,87,,
451,491,Monclova-ojo caliente 2,22,219,87,,
452,491,Monclova-ojo caliente 1,13.8,219,87,,
453,491,ojo caliente 1-ojo caliente 2,8.2,219,87,,
454,490,ojo caliente 2-morones prieto,41.6,219,87,,
455,490,ojo caliente 2-periferico,28.7,219,87,,
456,490,Periferico-morones prieto,12.9,219,87,,
457,490,el jonuco-periferico,7.254,219,87,,
458,490,el jonuco-morones prieto,20.191,219,87,,
459,140,LIBRAMIENTO ORIENTE DE SALTILLO,21,42,88,,
460,141,puerto mexico-ent. La carbonera,32,31,89,,
461,142,puerto mexico-huachichil,32,31,89,,
462,421,LIBRAMIENTO MATEHUALA,14.2,176,90,,
463,499,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
464,499,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
465,499,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
466,499,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
467,499,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
468,452,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
469,452,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
470,452,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
471,505,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
472,505,PERIFÉRICO DEL ÁREA METROPOLITANA DE Monterrey,,,,,
473,450,MONTERREY-CADEREYTA,,,201,,
474,451,MONTERREY-CADEREYTA,,,201,,
