"tollbooth_id","direction","legacy_id","tollbooth_name","coords","status","strech_id","state","place","lines","type","highway","operator_2025","gate_to"
,,113,"tepatitlan","20.820835383469195, -102.79396621585532","open",215,"jalisco","troncal",2,"toll",,"rco",
,,113,"tepatitlan",,,208,,,,"toll",,"rco",
,,113,"tepatitlan",,,209,,,,"toll",,"rco",
,,113,"tepatitlan",,,210,,,,"toll",,"rco",
,,113,"tepatitlan",,,211,,,,"toll",,"rco",
,,113,"tepatitlan",,,212,,,,"toll",,"rco",
,,113,"tepatitlan",,,213,,,,"toll",,"rco",
,,113,"tepatitlan",,,214,,,,"toll","Colosio-80D","rco",
,,199,"lagos de moreno","21.49019916795546, -101.76328341241077","open",216,"jalisco","troncal",6,"toll","80D","capufe",
,,454,"Ventura-el peyote","22.52091754877761, -100.6564056074358","open",217,"san luis potosi","troncal",12,"toll","57D","libramientoslp",
,,426,"libramiento arco norte san luis potosi","22.29983797563336, -100.97126657665335","open",218,"san luis potosi","troncal",4,"toll","libramiento norte san luis potosi","libramientoslp","bypass"
,,504,"libramiento poniente san luis potosi","22.16361309699705, -101.0792319588635","open",219,"san luis potosi","troncal",4,"toll","libramiento poniente san luis potosi","libramientoslp","bypass"
,,504,"libramiento poniente san luis potosi","22.156426688549963, -101.07208859886632","open",220,"san luis potosi","entronque",3,"toll",,"libramientoslp","bypass"
,,504,"libramiento poniente san luis potosi",,"not_found",221,,,,"toll",,"libramientoslp","bypass"
,,425,"libramiento oriente san luis potosi","22.129746570238748, -100.82509189514816","open",222,"san luis potosi","troncal",10,"toll","57D","libramientoslp","bypass"
,,425,"libramiento oriente san luis potosi","22.126038672449212, -100.82507989656916","open",223,"san luis potosi","entronque",2,"toll","70-57D","libramientoslp","bypass"
,,127,"chichimequillas","20.70558491390206, -100.34373413115131","open",224,"queretaro","troncal",6,"toll","57D","capufe","bypass"
,,486,"cerritos (san luis-rio verde)","22.428865895747066, -100.32041862385992","open",225,"san luis potosi","troncal",5,"toll","75D","coinsan",
,,486,"cerritos (rioverde-cemosa-rioverde)",,"not_found",234,,,,"toll","75D","coinsan",
,,486,"cerritos (charco blanco-rioverde-charco blanco)","22.441384551244493, -100.33936852467664","open",227,"san luis potosi","entronque",1,"toll","75D","coinsan",
,,486,"cerritos (cerritos-rioverde)","22.427612024118517, -100.31850050729386","open",228,"san luis potosi","entronque",1,"toll","75D","coinsan",
,,486,"cerritos (san luis-cerritos-san luis)","22.440333503824185, -100.3345710388101","open",229,"san luis potosi","entronque",1,"toll","75D","coinsan",
,,486,"cerritos (san luis-charco blanco-san luis)","22.441825675240864, -100.3399436115878","open",230,"san luis potosi","entronque",1,"toll","75D","coinsan",
,,486,"cerritos (slp-cemosa)",,"not_found",235,,,,"toll","75D","coinsan",
,,486,"cerritos (charco blanco-slp-charco blanco)","22.443339620963453, -100.33880485161151","open",230,"san luis potosi","entronque",1,"toll","75D","coinsan",
,,498,"cemosa (rioverde-cemosa-rioverde)",,"not_found",234,,,,"toll","75D","coinsan",
,,1049,,,,1399,,,,"toll",,,
,,1050,,,,1400,,,,"toll",,,
,,493,"la calera","21.904200038149103, -98.95552718590129","open",238,"san luis potosi","troncal",4,"toll","70D","opasa","bypass"
,,493,"la calera","21.905379436943097, -98.95284489335644","open",239,"san luis potosi","entronque",1,"toll","70D-85","opasa","bypass"
,,493,"la calera","21.905503864727557, -98.95287707986425","open",240,"san luis potosi","entronque",1,"toll","85-70D","opasa","bypass"
,,493,"la calera","21.902303432986486, -98.95295350980425","open",239,"san luis potosi","entronque",1,"toll","85-70D","opasa","bypass"
,,493,"la calera","21.902196295042685, -98.95302419807835","open",240,"san luis potosi","entronque",1,"toll","70D-85","opasa","bypass"
,,909,"santa fe","19.359158954537214, -99.27360380223307","open",241,"cdmx","troncal",2,"toll","15D","pinfra",
,,908,"marquesa","19.33277053011677, -99.31417230288255","open",242,"cdmx","troncal",12,"toll","15D","pinfra",
,,908,"marquesa","19.33176757989978, -99.315122002156","open",243,"cdmx","troncal",2,"toll","57D-15D","pinfra",
,,934,"marquesa t2","19.290581367921927, -99.43444141405219","open",247,"edomx","troncal",10,"toll","15D","pinfra",
,,410,"la venta","19.335807155041156, -99.3110191569385","open",244,"cdmx","entronque",1,"toll","15D-arriaga","Chamapa-laventa",
,,,,,,245,,,,"toll",,,
,,,,,,246,,,,"toll",,,
,,835,"la finca","18.906345950224217, -99.65462495610822","open",248,"edomx","troncal",6,"toll","55D","omc",
,,835,"la finca","18.89982802295817, -99.65321250708395","open",249,"edomx","entronque",1,"toll","55-55D","omc",
,,835,"la finca","18.89982802295817, -99.65321250708395","open",249,"edomx","entronque",2,"toll","55D-55","omc",
,,836,"villa guerrero","18.989328269782845, -99.65656768903688","open",250,"edomx","troncal",6,"toll","55D","omc",
,,837,"tenango","19.12245612481182, -99.60212868246006","open",251,"edomx","troncal",4,"toll","55D","omc",
,,470,"chapultepec","19.196568898036464, -99.5251963918216","open",252,"edomx","troncal",6,"toll","Lerma-tenango","Lerma-santiago",
,,471,"rayon","19.151241223240984, -99.5437285216713","open",254,"edomx","troncal",4,"toll","Lerma-tenango","Lerma-santiago",
,,471,"rayon","19.15139653006734, -99.54371973077879","open",1401,"edomx","entronque",1,"toll","Lerma-tenango (malinalco)","Lerma-santiago",
,,471,"rayon","19.151077244543146, -99.54373311137896","open",1401,"edomx","entronque",1,"toll","Lerma-tenango (lerma)","Lerma-santiago",
,,471,"rayon","19.151453282154144, -99.54833025312512","open",255,"edomx","entronque",1,"toll","6-lerma-tenango","Lerma-santiago",
,,471,"rayon","19.149986747686476, -99.54999927946027","open",255,"edomx","entronque",1,"toll","Lerma-tenango-6","Lerma-santiago",
,,416,"xonacatlan","19.375790401297618, -99.5494633032343","open",256,"edomx","troncal",8,"toll","6D","Libramiento-toluca",
,,416,"xonacatlan","19.38125410425941, -99.55553467754922","open",257,"edomx","entronque",1,"toll","toluca-naucalpan-6D","Libramiento-toluca",
,,416,"xonacatlan","19.380694145014793, -99.55539660610208","open",257,"edomx","entronque",1,"toll","6D-toluca-naucalpan","Libramiento-toluca",
,,416,"xonacatlan","19.37596487076062, -99.54927807470443","open",258,"edomx","entronque",1,"toll","6D-toluca-naucalpan","Libramiento-toluca",
,,416,"xonacatlan","19.375622298900062, -99.54961788801694","open",258,"edomx","entronque",1,"toll","toluca-naucalpan-6D","Libramiento-toluca",
,,532,"la hortaliza","19.38141941343298, -99.80469301511961","open",259,"edomx","troncal",,"toll","7D","acomex",
,,532,"la hortaliza","19.3818064512847, -99.80876509673591","open",260,"edomx","entronque",1,"toll","15-7D","acomex",
,,532,"la hortaliza","19.381264677056866, -99.80470538214621","open",261,"edomx","entronque",1,"toll","15-7D","acomex",
,,532,"la hortaliza","19.38188115653965, -99.80688394241304","open",261,"edomx","entronque",1,"toll","7D-15","acomex",
,,532,"la hortaliza","19.38188115653965, -99.80688394241304","open",260,"edomx","entronque",1,"toll","7D-15","acomex",
,,531,"valle de bravo","19.348218460536422, -99.98944698387572","open",262,"edomx","troncal",7,"toll",,"acomex",
,,530,"amanalco","19.233676136929883, -100.0722562094995","open",263,"edomx","entronque",1,"toll","valle de bravo-toluca","acomex",
,,530,"amanalco","19.233676136929883, -100.0722562094995","open",264,"edomx","entronque",1,"toll",,"acomex",
,,530,"amanalco","19.235426380243243, -100.07077272827614","open",265,"edomx","entronque",1,"toll",,"acomex",
,,489,"monumento","19.401350551047607, -100.11226498730267","open",266,"edomx","troncal",5,"toll","7D","acomex",
,,940,"zitacuaro","19.452462358545343, -100.28186781918753","open",267,"edomx","troncal",4,"toll",,"acomex",
,,444,"el dorado","19.40822406226161, -99.71605380738103","open",268,"edomx","troncal",9,"toll","55D","ideal",
,,445,"atlacomulco sur","19.76244187304768, -99.85557471420928","open",269,"edomx","troncal",10,"toll","55D","ideal",
,,448,"atlacomulco","19.83763532632644, -99.94555691658852","open",270,"edomx","troncal",10,"toll","15D","Mexico-michoacan",
,,449,"contepec","19.875723603610318, -100.18810711049277","open",271,"michoacan","troncal",10,"toll","15D","Mexico-michoacan",
,,144,"zinapecuaro","19.90180502042515, -100.78852838862753","open",272,"michoacan","troncal",6,"toll","15D","rco",
,,144,"zinapecuaro","19.902385792857192, -100.7875950406106","open",274,"michoacan","entronque",1,"toll","120-15D","rco",
,,144,"zinapecuaro","19.902385792857192, -100.7875950406106","open",273,"michoacan","entronque",1,"toll","15D-120","rco",
,,144,"zinapecuaro","19.900959002175483, -100.78903312126769","open",274,"michoacan","entronque",1,"toll","15D-120","rco",
,,144,"zinapecuaro","19.900959002175483, -100.78903312126769","open",273,"michoacan","entronque",1,"toll","120-15D","rco",
,,144,"Zinapecuaro-jerahuaro","19.894506686108024, -100.64672904599067","open",275,"michoacan","entronque",1,"toll","15D-126","rco",
,,144,"Zinapecuaro-copandaro","19.882261879344206, -101.20206227375931","open",276,"michoacan","entronque",1,"toll","15D-37D","rco",
,,144,"Zinapecuaro-cuto","19.880442015368214, -101.20335492528764","open",276,"michoacan","entronque",2,"toll","37D-15D","rco",
,,145,"panindicuaro","19.972243068746103, -101.75696103966796","open",277,"michoacan","troncal",4,"toll","15D","rco",
,,145,"panindicuaro","19.971509971137188, -101.7568972199435","open",280,"michoacan","entronque",1,"toll","5-15D","rco",
,,145,"Panindicuaro-huariqueo","19.884202813395508, -101.51047755873668","open",279,"michoacan","entronque",1,"toll","15-huariqueo","rco",
,,145,"panindicuaro","19.972415299638744, -101.75699541974464","open",278,"michoacan","entronque",1,"toll","5-15D","rco",
,,145,"panindicuaro","19.971509971137188, -101.7568972199435","open",279,"michoacan","entronque",1,"toll","15D-5","rco",
,,146,"ecuandureo","20.17501028780369, -102.19131425463095","open",281,"michoacan","troncal",5,"toll","15D","rco",
,,146,"ecuandureo","20.175166381288125, -102.19130889021298","open",282,"michoacan","entronque",1,"toll","(la barca)37-15D","rco",
,,146,"Ecuandureo-vista hermosa","20.269198485914973, -102.44313075658646","open",283,"michoacan","entronque",2,"toll","15D-110-vista hermosa","rco",
,,146,"ecuandureo","20.175166381288125, -102.19130889021298","open",284,"michoacan","entronque",1,"toll","15D-37(ecuandureo)","rco",
,,146,"ecuandureo","20.174896994036757, -102.19131919916147","open",282,"michoacan","entronque",1,"toll","15D-37(la barca)","rco",
,,146,"ecuandureo","20.174896994036757, -102.19131919916147","open",284,"michoacan","entronque",1,"toll","37(ecuandureo)-15D","rco",
,,328,"zamora","20.1736456958063, -102.24387067817835","open",298,"michoacan","entronque",4,"toll","zamora-ecurandureo-15D","rco",
,,146,"Ecuandureo-vista hermosa","20.269867572421518, -102.43916756488186","open",283,"michoacan","entronque",2,"toll","110-15D","rco",
,,147,"ocotlan","20.40589744066098, -102.73893693188674","open",285,"jalisco","troncal",6,"toll","15D","rco",
,,147,"ocotlan","20.40491015712817, -102.7393417397185","open",296,"jalisco","entronque",1,"toll","15D-122","rco",
,,147,"ocotlan",,,286,,,,"toll",,"rco",
,,147,"ocotlan","20.40491015712817, -102.7393417397185","open",288,"jalisco","entronque",1,"toll","122-15D","rco",
,,147,"ocotlan",,,287,,,,"toll",,"rco",
,,,,,,289,,,,"toll",,,
,,,,,,290,,,,"toll",,,
,,,,,,291,,,,"toll",,,
,,,,,,292,,,,"toll",,,
,,,,,,293,,,,"toll",,,
,,,,,,294,,,,"toll",,,
,,,,,,295,,,,"toll",,,
,,147,"ocotlan","20.406985874135305, -102.73894151207523","open",296,"jalisco","entronque",1,"toll","122-15D","rco",
,,,,,,297,,,,"toll",,,
,,,,,,298,,,,"toll",,,
,,147,"ocotlan","20.406985874135305, -102.73894151207523","open",288,"jalisco","entronque",1,"toll","15D-122","rco",
22,"Irapuato-Guadalajara",42,"la piedad","20.35279745966371, -102.0251800282009","open",299,"michoacan","troncal",3,"toll",90,"capufe","bridge"
,,463,"libramiento la piedad","20.395607639642904, -101.99336212480873","open",300,"guanajuato","troncal",4,"toll","90D","lipsa",
,,463,"libramiento la piedad","20.395482253339235, -101.99808250182039","open",301,"guanajuato","entronque",1,"toll","84-90D","lipsa",
,,463,"libramiento la piedad","20.395482253339235, -101.99808250182039","open",302,"guanajuato","entronque",1,"toll","84-90D","lipsa",
,,463,"libramiento la piedad","20.395482253339235, -101.99808250182039","open",301,"guanajuato","entronque",1,"toll","90D-84","lipsa",
,,463,"libramiento la piedad","20.395482253339235, -101.99808250182039","open",302,"guanajuato","entronque",1,"toll","90D-84","lipsa",
,,941,"Morelia-aeropuerto1","19.741222026648433, -101.10053884205266","open",303,"michoacan","troncal",4,"toll","48D","pinfra",
,,942,"Morelia-aeropuerto2","19.885488559768774, -101.0100155313537","open",304,"michoacan","troncal",4,"toll","48D","pinfra",
,,933,"capula (cuto)","19.71079159182471, -101.33717772977289","open",305,"michoacan","troncal",4,"toll","37D","Autopistas-michoacan",
,,927,"chapultepec morelia","19.54553155733181, -101.53587842530557","open",306,"michoacan","troncal",4,"toll","14D","Autopistas-michoacan",
,,911,"zirahuen","19.50557883733148, -101.65933785839606","open",307,"michoacan","troncal",5,"toll","14D","Autopistas-michoacan",
,,910,"auxiliar zirahuen","19.482383620672607, -101.7310414470312","open",308,"michoacan","entronque",3,"toll","14-14D-14","Autopistas-michoacan",
,,912,"san angel zurumicapio","19.441955344304443, -101.88380345321947","open",309,"michoacan","troncal",2,"toll","lazaro-14D-lazaro","Autopistas-michoacan",
,,925,"taretan","19.35550332462252, -101.91797481122194","open",310,"michoacan","troncal",6,"toll","37D","Autopistas-michoacan",
,,925,"taretan","19.351925751280497, -101.91737741595243","open",311,"michoacan","entronque",1,"toll","revolucion-37D","Autopistas-michoacan",
,,925,"taretan","19.351925751280497, -101.91737741595243","open",312,"michoacan","entronque",1,"toll","37D-revolucion","Autopistas-michoacan",
,,924,"santa casilda","19.152969991209883, -101.97814872598207","open",313,"michoacan","troncal",4,"toll","37D","Autopistas-michoacan",
,,924,"santa casilda","19.156501301254124, -101.97616785429577","open",314,"michoacan","entronque",1,"toll","37D-zamora-37D","Autopistas-michoacan",
,,924,"santa casilda","19.156501301254124, -101.97616785429577","open",315,"michoacan","entronque",1,"toll","37D-zamora-37D","Autopistas-michoacan",
,,920,"las cañas","18.554208902926476, -101.97035200627485","open",316,"michoacan","troncal",4,"toll","37D","Autopistas-michoacan",
,,920,"las cañas","18.553670344865356, -101.97299792594691","open",316,"michoacan","entronque",2,"toll","37D-37-37D","Autopistas-michoacan",
,,919,"feliciano","18.006468561169285, -101.9617523000505","open",317,"guerrero","troncal",4,"toll","37D","Autopistas-michoacan",
,,919,"feliciano","18.006526006775108, -101.96188932343809","open",318,"guerrero","entronque",1,"toll","37D-200","Autopistas-michoacan",
,,919,"feliciano","18.004650105291415, -101.96386122710601","open",319,"guerrero","entronque",1,"toll","200-37D","Autopistas-michoacan",
,,919,"feliciano","18.004073742621376, -101.96190516017815","open",319,"guerrero","entronque",1,"toll","37D-200","Autopistas-michoacan",
,,919,"feliciano","18.006398641167262, -101.96163109640693","open",318,"guerrero","entronque",1,"toll","200-37D","Autopistas-michoacan",
,,1,"tlalpan","19.242521574586622, -99.1487255384838","open",320,"cdmx","troncal",19,"toll","95D","capufe",
,,195,"tres marias","19.05636991076728, -99.24108055363567","open",321,"morelos","entronque",1,"toll","95D-aldama-95D","capufe",
,,224,"tepoztlan bis","18.984739462103477, -99.1105872756711","open",322,"morelos","entronque",3,"toll","115D-del tesoro","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",323,"morelos","troncal",9,"toll","115D","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",324,"morelos","troncal",9,"toll","La pera-oacalco","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",325,"morelos","troncal",9,"toll",,"capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",326,"morelos","troncal",9,"toll","la pera-tepoztan","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",327,"morelos","troncal",9,"toll","Tepoztlan-oaxtepec","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",328,"morelos","troncal",9,"toll","Tepoztlan-oacalco","capufe",
,,24,"tepoztlan","18.98703912832627, -99.11250613593504","open",329,"morelos","troncal",9,"toll","Tepoztlan-la pera","capufe",
,,25,"oacalco","18.930506223186416, -99.02597134159102","open",330,"morelos","entronque",2,"toll","Tepoztlan-oacalco","capufe",
,,25,"oacalco","18.930506223186416, -99.02597134159102","open",331,"morelos","entronque",2,"toll","Oacalco-tepoztlan","capufe",
,,25,"oacalco","18.93137488786192, -99.02496837534386","open",332,"morelos","entronque",2,"toll","Oacalco-oaxtepec","capufe",
,,25,"oacalco","18.93137488786192, -99.02496837534386","open",333,"morelos","entronque",2,"toll","Oacalco-la pera","capufe",
,,465,"oaxtepec","18.905473422168466, -98.98750014125824","open",336,"morelos","troncal",4,"toll","la pera-oaxtepec","capufe",
,,465,"oaxtepec","18.903688269885, -98.98528155377122","open",334,"morelos","entronque",2,"toll","Oaxtepec-cuautla (115D)","capufe",
,,465,"oaxtepec","18.903249887593685, -98.98535007317359","open",335,"morelos","entronque",2,"toll","Oaxtepec-tepoztlan","capufe",
,,465,"oaxtepec","18.903249887593685, -98.98535007317359","open",337,"morelos","entronque",2,"toll",,"capufe",
,,465,"oaxtepec","18.93137488786192, -99.02496837534386","open",338,"morelos","entronque",2,"toll","Oaxtepec-oacalco","capufe",
,,465,"oaxtepec","18.93137488786192, -99.02496837534386","open",339,"morelos","entronque",2,"toll",,"capufe",
,,107,"emiliano zapata","18.838165990983903, -99.21661683104453","open",340,"morelos","entronque",4,"toll","95D","capufe",
,,107,"emiliano zapata","18.83809491199498, -99.21699770472021","open",340,"morelos","troncal",2,"toll","95D","capufe",
,,107,"emiliano zapata","18.838110143209416, -99.21737321397795","open",340,"morelos","troncal",2,"toll","95D","capufe",
,,107,"emiliano zapata","18.8383843048332, -99.21754487535291","open",340,"morelos","entronque",3,"toll","95D","capufe",
,,106,"aeropuerto","18.80235020704474, -99.22129303952534","open",341,"morelos","entronque",2,"toll","95D-aeropuerto","capufe",
,,106,"aeropuerto","18.802734069561744, -99.21986144057885","open",341,"morelos","entronque",2,"toll","aeropuerto-95D","capufe",
,,105,"xochitepec","18.77499093810084, -99.22532537700091","open",342,"morelos","entronque",1,"toll","xochitepec-95D-xochitepec","capufe",
,,184,"Ing. francisco velazco duran","18.69852562527147, -99.2780406209234","open",343,"morelos","troncal",8,"toll","95D","capufe",
,,101,"alpuyeca (puente de ixtla)","18.722497449540814, -99.25992685715259","open",344,"morelos","entronque",3,"toll","21-95D","capufe",
,,101,"alpuyeca balnearios","18.72387184059692, -99.26024357551562","open",344,"morelos","entronque",2,"toll","95D-21","capufe",
,,102,"paso morelos","18.231497855655913, -99.21549921330978","open",345,"guerrero","troncal",2,"toll","95D","capufe",
,,102,"paso morelos","18.231497855655913, -99.21549921330978","open",346,"guerrero","troncal",2,"toll","95D-1 MORELOS-CHILPANCINGO","capufe",
,,102,"paso morelos","18.231497855655913, -99.21549921330978","open",347,"guerrero","troncal",2,"toll","1-95D","capufe",
,,103,"palo blanco","17.42396603794243, -99.4668808284532","open",348,"guerrero","troncal",9,"toll","95D","capufe",
,,104,"la venta","16.92830587416863, -99.80187944058898","open",349,"guerrero","troncal",7,"toll","95D","capufe",
,,223,"la venta bis","16.938358316580988, -99.81995535427467","open",350,"guerrero","troncal",3,"toll","200D","capufe",
,,223,"la venta bis","16.942207675008497, -99.82249843452567","open",350,"guerrero","troncal",3,"toll","200D","capufe",
,,56,"zacapalco","18.5379427134007, -99.44741509547512","open",351,"guerrero","troncal",4,"toll","95D","capufe",
,,99,"taxco","18.58865074498465, -99.55997457790419","open",352,"guerrero","troncal",3,"toll","95D","capufe",
,,3,"iguala","18.336205090551918, -99.50832571676023","open",353,"guerrero","troncal",4,"toll","91D","capufe",
,,423,"las cruces (maxitunel)","16.885991421590315, -99.83927944269888","open",354,"guerrero","troncal",11,"toll","95D","atuca","tunnel"
,,429,"cayaco (macrotunel)","16.817726468954287, -99.81749010113987","open",355,"guerrero","troncal",8,"toll","Autopista macrotunel","macrotuca","tunnel"
,,420,"libramiento tecpan","17.196983036834542, -100.62673256934033","open",356,"guerrero","troncal",4,"toll","200D","omega",
165,"Zapotlanejo-Guadalajara",159,"zapotlanejo (la joya)","20.604799013958576, -103.13893627878038","closed",,"jalisco","troncal",5,"toll",,"rco",
,,159,"zapotlanejo (la joya)","20.60536570641454, -103.1393709342507","closed",,"jalisco","entronque",3,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",363,"jalisco","troncal",6,"toll","90-80D-90","rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",364,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",357,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",358,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",359,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",360,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",361,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo","20.615679214047034, -103.08930548760945","open",362,"jalisco","troncal",6,"toll",,"rco",
,,159,"zapotlanejo (el vado)","20.60474405077011, -103.15867664246217","open",365,"jalisco","entronque",1,"toll","90D","rco",
,,159,"zapotlanejo (el vado)","20.60477043446359, -103.15964438905226","open",365,"jalisco","entronque",1,"toll","90D-union","rco",
,,159,"zapotlanejo (el cortijo)","20.619696155309637, -103.20616055682282","open",366,"jalisco","entronque",1,"toll","90D-al vado","rco",
,,159,"zapotlanejo (el cortijo)","20.620155091535022, -103.20505508901797","open",366,"jalisco","entronque",1,"toll","90D (guadalajara)","rco",
,,159,"Zapotlanejo (periferico)","20.619340547812097, -103.21627392270057","open",367,"jalisco","entronque",1,"toll","periferco ote-90D","rco",
,,159,"Zapotlanejo (periferico)","20.619128181442314, -103.21552433484176","open",367,"jalisco","entronque",1,"toll","90D-periferico ote","rco",
,,159,"zapotlanejo (arroyo de enmedio)","20.615813352143217, -103.24281556995683","open",368,"jalisco","entronque",1,"toll","90D zapotlanejo guadalajara (entrada)","rco",
,,159,"zapotlanejo (arroyo de enmedio)","20.615478327544395, -103.24277370516198","open",368,"jalisco","entronque",1,"toll","90D-tonala (salida)","rco",
,,447,"libramiento sur guadalajara (macrolibramiento)","20.587536559203606, -103.10161805782742","open",363,"jalisco","entronque",1,"toll","15D-macrolibramiento","Guadalajara-tepic",
,,447,"libramiento sur guadalajara (macrolibramiento)","20.588657766545925, -103.1017441931241","open",363,"jalisco","entronque",1,"toll","macrolibramiento-15D","Guadalajara-tepic",
,,447,"libramiento sur guadalajara (la laja)","20.58802769070722, -103.09844669831183","open",370,"jalisco","entronque",2,"toll","15D-macrolibramiento","Guadalajara-tepic",
,,447,"libramiento sur guadalajara (la laja)","20.585980427706755, -103.10065602868633","open",370,"jalisco","entronque",2,"toll","macrolibramiento-15D","Guadalajara-tepic",
,,447,"libramiento guadalajara","20.572774701753723, -103.10136553143488","open",369,"jalisco","troncal",10,"toll","15D-macrolibramiento-15D","Guadalajara-tepic",
,,325,"chapala","20.3902079228279, -103.30216670470058","open",371,"jalisco","troncal",10,"toll","macrolibramiento","Guadalajara-tepic",
,,405,"santa cecilia","20.442508658542227, -103.5457950992952","open",372,"jalisco","troncal",10,"toll","macrolibramiento","Guadalajara-tepic",
,,405,"santa cecilia","20.442508658542227, -103.5457950992952","open",373,"jalisco","troncal",10,"toll",,"Guadalajara-tepic",
,,405,"santa cecilia","20.442508658542227, -103.5457950992952","open",374,"jalisco","troncal",10,"toll",,"Guadalajara-tepic",
,,57,"acatlan II","20.37345667603661, -103.57631833223074","open",375,"jalisco","troncal",10,"toll","54D","Autopistas-sayula",
,,58,"sayula","19.933263452542814, -103.52992416171546","open",376,"jalisco","troncal",11,"toll","54D","Autopistas-sayula",
,,59,"sayula remota","19.879130875216404, -103.51932985418757","open",377,"jalisco","troncal",5,"toll","401-54D-401","Autopistas-sayula",
,,60,"san marcos II","19.40918518118616, -103.52790845500914","open",378,"jalisco","troncal",8,"toll","54D","Autopistas-sayula",
,,901,"cuyutlan","18.927824674673065, -104.0814923971006","open",379,"colima","troncal",8,"toll","200D","pinfra",
,,409,"yago","21.84466834652707, -105.08490605969492","open",396,"nayarit","entronque",1,"toll","15D-yago","Mazatlan-culiacan",
,,409,"yago","21.84378680616447, -105.08535830137257","open",396,"nayarit","entronque",1,"toll","yago-15D","Mazatlan-culiacan",
,,409,"yago","21.845224422430572, -105.08652478506053","open",396,"nayarit","entronque",1,"toll","yago-15D","Mazatlan-culiacan",
,,409,"yago","21.846888493745354, -105.08519028311795","open",396,"nayarit","entronque",1,"toll","15D-yago","Mazatlan-culiacan",
,,401,"estacion ruiz","21.95182991382481, -105.11604882560371","open",397,"nayarit","troncal",4,"toll","15D","Mazatlan-culiacan",
,,401,"estacion ruiz","21.9530887161182, -105.12088735876337","open",398,"nayarit","entronque",2,"toll","15D-carr. Tijuana","Mazatlan-culiacan",
,,402,"acaponeta","22.453868558300147, -105.42474122248902","open",399,"nayarit","troncal",5,"toll","15D","Mazatlan-culiacan",
,,402,"acaponeta","22.45409818879467, -105.41878797767092","open",400,"nayarit","entronque",2,"toll","68-15D-68","Mazatlan-culiacan",
,,400,"El rosario","22.984690332700566, -105.87807412490908","open",401,"sinaloa","troncal",4,"toll","15D","Mazatlan-culiacan",
,,400,"El rosario","22.985110789150852, -105.87525673957157","open",402,"sinaloa","entronque",2,"toll","rosario-15D-rosario","Mazatlan-culiacan",
,,604,"vainillo","23.216168571820468, -106.26034479817824","open",403,"sinaloa","troncal",6,"toll","15D","Mazatlan-culiacan",
,,604,"vainillo","23.216693492810215, -106.26487451698048","open",404,"sinaloa","entronque",3,"toll","15-15D-15","Mazatlan-culiacan",
,,604,"vainillo","23.216693492810215, -106.26487451698048","open",405,"sinaloa","entronque",1,"toll","15D-15","Mazatlan-culiacan",
,,124,"marmol","23.47117593583882, -106.56953131594183","open",406,"sinaloa","troncal",6,"toll","15D","Mazatlan-culiacan",
,,601,"costa rica","24.570263179009334, -107.43020062145355","open",407,"sinaloa","troncal",6,"toll","15D","Mazatlan-culiacan",
,,408,"quila",,"not_found",408,,,,"toll",,"Mazatlan-culiacan",
,,408,"quila","24.396618911926, -107.2718288542847","open",409,"sinaloa","entronque",1,"toll","la cruz-quila","Mazatlan-culiacan",
,,408,"quila","24.39663790917245, -107.27197139670541","open",410,"sinaloa","entronque",1,"toll",,"Mazatlan-culiacan",
,,408,"quila","24.397553576834305, -107.2700235664532","open",409,"sinaloa","entronque",1,"toll","Quila-costa rica","Mazatlan-culiacan",
,,408,"quila","24.397677731608248, -107.26997325462578","open",410,"sinaloa","entronque",1,"toll",,"Mazatlan-culiacan",
,,603,"san pedro-libramiento culhuacan","24.69342264306318, -107.52545219771793","open",411,"sinaloa","troncal",6,"toll","15D","Mazatlan-culiacan",
4,"(Culiacán-El Limón)",10,"puente nacional culiacan","24.94886733155921, -107.5456562983661","open",412,"sinaloa","troncal",4,"toll",15,"capufe","bridge"
1,"(Guamúchil-Guasave)",11,"puente nacional sinaloa","25.51285551119112, -108.34763370725857","open",413,"sinaloa","troncal",6,"toll",15,"capufe","bridge"
,,557,"esperanza hornos","27.60454026623095, -109.89877533004463","open",414,"sonora","troncal",6,"toll","libramiento ciudad obregon","lico",
,,557,"esperanza hornos","27.604245909616175, -109.90163876813612","open",415,"sonora","entronque",1,"toll","libramiento ciudad obregon-117","lico",
