stretch_id,tollbooth_id_in,tollbooth_id_out,distance
1216,991,966,4.224600000000001
1217,991,964,7.5217
1217,991,967,8.211799999999998
1218,991,968,9.489799999999999
1219,991,969,12.1517
1220,991,970,15.0287
1221,991,971,17.4675
1222,991,960,18.671
1223,991,963,20.9406
1224,1055,966,1.3045
1225,1055,964,6.747
1225,1055,967,5.2917
1226,1055,968,6.5698
1227,1055,969,10.543700000000001
1228,1055,970,12.108600000000001
1229,1055,971,14.5474
1230,1055,960,15.7509
1231,1055,963,18.0205
1232,964,968,2.1731
1233,964,969,4.8635
1234,964,970,7.7119
1235,964,971,10.150799999999998
1236,964,960,11.3542
1237,964,963,13.6238
1238,1057,970,1.0415999999999999
1238,1058,970,2.1117
1239,1057,971,3.4805
1239,1058,971,4.5505
1239,959,1057,5.6496
1240,1057,960,4.6838999999999995
1240,1058,960,5.754
1241,1057,963,6.9535
1241,1058,963,8.0236
1242,1059,970,0.9927999999999999
1242,1530,970,1.0426
1243,1059,971,3.4316
1243,1530,971,3.4815
1244,1059,960,4.6351
1244,1530,960,4.6849
1245,1059,963,6.9047
1245,1530,963,6.9545
1246,1043,1041,8.3649
1247,1043,1040,1.6225999999999998
1248,1043,982,2.5828
1249,1043,985,3.4948
1250,1043,983,3.6405
1251,1043,987,5.74
1252,1043,988,6.7201
1253,1043,989,9.418700000000001
1254,1037,1040,1.1975
1254,1038,1040,1.1264
1255,1037,982,2.1576999999999997
1255,1038,982,2.0866
1256,1037,985,3.0696999999999997
1256,1038,985,2.9985999999999997
1257,1037,983,3.2154000000000003
1257,1038,983,3.1443000000000003
1258,1037,987,5.3149
1258,1038,987,5.2438
1259,1037,988,6.295
1259,1038,988,6.2238999999999995
1260,1037,989,8.9936
1260,1038,989,8.9225
1261,992,1040,0.8216
1262,992,982,1.7817
1263,992,985,2.6936999999999998
1264,992,983,2.8394
1265,992,987,4.938899999999999
1266,992,988,5.919
1267,992,989,8.6176
1268,981,982,0.7222999999999999
1269,981,985,1.6342
1270,981,983,1.7799
1271,981,987,3.8794
1272,981,988,4.8595
1273,981,989,7.5582
1274,984,985,0.7877000000000001
1274,1062,985,0.7397
1275,984,983,0.9334
1275,1062,983,0.8854
1276,984,987,3.0329
1276,1062,987,2.9849
1277,984,988,4.013
1277,1062,988,3.965
1278,984,989,6.7116999999999996
1278,1062,989,6.663600000000001
1279,986,987,1.7928
1280,986,988,2.7729
1281,986,989,5.4716000000000005
1282,978,987,0.7165
1283,978,988,1.6965999999999999
1284,978,989,4.3952
1285,975,979,4.1867
1285,1063,979,5.357
1285,1064,979,4.131
1286,975,980,4.8998
1286,1063,980,6.0701
1286,1064,980,4.8441
1287,975,1035,8.7834
1287,1063,1035,9.953700000000001
1287,1064,1035,8.7277
1288,975,1039,8.8159
1288,1063,1039,9.9862
1288,1064,1039,8.760200000000001
1289,975,954,9.1639
1289,1063,954,10.334200000000001
1289,1064,954,9.1082
1290,976,979,1.4903
1291,976,980,2.2034000000000002
1292,976,1035,6.087
1293,976,1039,6.1196
1294,976,954,6.4675
1295,977,979,1.0787
1296,977,980,1.7918
1297,977,1035,5.6754
1298,977,1039,5.7078999999999995
1299,977,954,6.055899999999999
1300,1034,1035,3.4711
1301,1034,1039,3.5037
1302,1034,954,3.8516999999999997
1303,993,1035,1.282
1304,993,1039,1.3145
1305,993,954,1.6625
1306,1082,1096,2.9609
1307,1082,1085,6.6682
1307,1082,1094,7.6842
1308,1082,1092,13.388200000000001
1309,1082,1089,13.3892
1310,1081,1083,1.8411
1311,1081,1085,6.132
1311,1081,1094,7.1479
1312,1081,1092,12.852
1313,1081,1089,12.8529
1314,1084,1085,3.8518000000000003
1314,1084,1094,4.8678
1315,1084,1092,10.5718
1316,1084,1089,10.572700000000001
1317,1072,1029,5.2918
1317,1086,1092,6.497199999999999
1318,1086,1089,6.4981
1319,1090,1093,7.3133
1320,1090,1095,11.344899999999999
1321,1090,1097,13.4815
1322,1090,1098,13.383
1323,1091,1093,7.0424
1324,1091,1095,11.0739
1325,1091,1097,13.210600000000001
1326,1091,1098,13.1121
1327,1092,1093,3.754
1328,1087,1095,10.4289
1329,1008,1003,2.6900999999999997
1329,1068,1003,1.5024000000000002
1329,1092,1097,9.9222
1330,1092,1098,9.8237
1331,1094,1095,3.9026
1332,1094,1084,4.2542
1332,1092,1086,4.778
1332,1094,1097,6.0392
1333,1094,1098,5.9407
1334,1083,1097,2.4711999999999996
1335,1083,1098,2.3727
1380,915,913,39.820800000000006
1380,920,913,39.6917
1399,745,715,21.633200000000002
1399,745,716,16.5187
1399,745,1232,12.7162
1402,147,294,1.3512
1404,381,376,2.8673
1423,195,155,32.6431
1423,156,196,31.7641
1424,156,233,16.2799
1425,44,246,26.8948
1425,47,246,27.2767
1425,44,248,16.1598
1425,47,248,16.5416
1426,308,694,81.5382
1428,153,207,15.3066
1428,156,207,2.4195
1429,153,1498,17.6558
1429,156,1498,4.7687
1429,211,154,17.4298
