index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
267-02,playa 2,monclova-ojo caliente i,ex-040d,35.300,"1,486",0.1,19.5,0.4,0.5,5.2,4.4,1.5,40.4,9.1,2.1,0.5,12.2,4.1,"542,553",7.8,7.2,8.5,8.1,8.4,8.2,8.2,9.3,8.8,8.1,8.3,9.1
267-03,playa 2,ojo caliente i-ojo caliente ii,ex-040d,35.300,459,0.3,82.8,0.5,0.3,2.8,1.4,0.1,3.7,1.6,0.0,0.0,3.4,3.1,"167,671",6.7,7.3,8.9,8.9,8.2,8.2,8.2,9.3,8.8,8.1,8.3,9.1
268-01,playa 3,ojo caliente ii-morones prieto,ex-040d,82.237,"6,582",0.6,94.6,0.4,2.4,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,"2,402,598",6.8,7.2,9.3,8.5,8.2,8.2,8.2,9.3,8.8,8.1,8.3,9.1
268-02,playa 3,ojo caliente ii-periférico,ex-040d,82.237,"10,812",0.1,38.9,0.6,2.8,3.3,2.9,0.8,31.3,3.9,0.9,0.5,13.5,0.5,"3,946,388",8.1,7.2,8.5,8.1,8.1,8.2,8.2,9.3,8.8,8.1,8.3,9.1
268-03,playa 3,periférico-morones prieto,ex-040d,82.237,"1,108",1.0,94.2,0.7,0.3,0.7,0.2,0.1,0.3,0.1,0.0,0.0,0.1,2.3,"404,418",8.1,7.6,8.0,7.8,8.6,8.2,8.2,9.3,8.8,8.1,8.3,9.0
268-04,playa 3,jónuco-morones prieto,ex-040d,82.237,12,0.0,99.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,329",6.0,6.4,8.9,9.3,9.4,8.2,8.2,9.3,8.8,8.1,8.3,9.1
268-05,playa 3,jónuco-periférico,ex-040d,82.237,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,5.6,8.3,11.1,2.8,13.9,8.3,8.3,8.3,8.3,8.3,8.3,8.5
269,puente de la unidad,cd. del carmen-isla aguada,ex-180,37.000,"4,830",2.2,75.7,0.6,4.3,5.2,4.2,0.2,6.6,0.3,0.0,0.0,0.7,0.0,"1,763,109",7.7,6.8,8.6,9.8,8.1,7.4,9.3,8.9,7.5,7.7,8.2,10.0
270,puente pantepec josé lópez portillo,álamo-potrero del llano,ex-127,35.000,"11,876",0.0,37.9,0.7,2.0,4.7,3.6,0.4,4.6,2.1,0.1,0.0,3.0,40.9,"4,334,725",8.7,8.0,8.9,8.9,8.6,7.9,8.5,8.1,7.1,7.7,8.1,9.5
271,puente refinería lázaro cárdenas,acceso a refinería lázaro cárdenas,ex-180d,25.000,221,0.5,75.5,0.4,2.3,6.4,6.1,0.3,3.7,2.5,0.1,0.0,2.2,0.0,"80,700",11.5,9.8,8.4,6.4,5.6,4.9,4.7,5.0,5.8,10.5,15.0,12.4
272,las vigas,perote-banderilla,ex-140d,122.500,"9,887",0.9,66.6,0.2,6.4,3.6,2.9,0.6,7.4,3.0,0.6,0.1,7.7,0.0,"3,608,771",9.3,7.1,9.0,8.8,8.0,7.3,8.8,8.5,7.1,7.5,8.2,10.4
273,miradores,banderilla-corral falso,ex-140d,174.500,"3,351",0.3,51.1,0.3,5.3,3.6,4.3,0.9,14.4,5.8,0.8,0.1,13.1,0.0,"1,222,988",9.3,7.2,8.0,9.7,8.0,7.3,8.8,8.5,7.1,7.5,8.2,10.4
274,el saucillo,lagos de moreno - villa de arriaga,lp-080d,29.000,"4,711",0.2,44.2,0.0,3.4,2.5,3.7,0.7,27.3,3.5,0.7,0.3,13.5,0.0,"1,719,541",8.1,7.4,9.2,8.0,7.7,7.6,9.1,8.8,7.8,8.2,8.6,9.5
275,san fernando,providencias-t. c.,ex-040d,12.900,"2,481",0.2,40.9,0.0,1.7,2.4,2.2,0.6,37.9,2.1,0.5,0.2,11.3,0.0,"905,726",7.5,7.4,8.7,7.8,8.4,8.2,9.1,9.2,7.6,7.9,8.4,9.8
276,lucio blanco,ent. san fernando - ent. monterrey,ex-040d,31.800,"1,065",0.1,32.0,0.0,3.4,2.9,3.8,1.0,37.6,3.6,0.9,0.3,14.4,0.0,"388,554",5.8,6.2,7.7,7.9,8.5,8.7,10.3,10.8,8.3,8.2,8.2,9.4
277-01,la calera,laguna larga-patti,ex-110d,81.200,"6,673",0.2,29.4,0.2,1.4,4.0,8.4,1.1,10.4,2.5,0.1,0.1,2.1,40.1,"2,435,629",8.3,7.3,8.3,8.1,8.0,8.1,8.7,8.6,7.9,8.5,8.9,9.3
277-02,la calera,laguna larga-la calera,ex-110d,81.200,558,2.9,63.5,0.5,1.8,4.2,4.9,0.3,2.6,0.7,0.0,0.0,0.2,18.4,"203,840",8.9,7.2,8.2,7.6,7.9,8.1,8.7,8.6,7.9,8.5,8.9,9.5
277-03,la calera,la calera-patti,ex-110d,81.200,241,0.3,54.4,0.5,0.3,8.0,11.7,1.4,6.0,2.6,0.1,0.2,0.7,13.8,"87,808",8.6,7.3,8.2,7.7,8.1,8.1,8.7,8.6,7.9,8.5,8.9,9.4
278,puente inter. río bravo-donna,río bravo-donna,ex-002,0.000,"1,856",0.0,99.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"677,539",7.7,7.4,9.2,8.4,8.8,8.3,9.1,8.5,7.9,7.0,8.1,9.6
279,"puente inter. reynosa - mcallen ""anzaldua",reynosa-mcallen,ex-040,0.000,"2,759",0.1,99.4,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,007,104",8.0,7.5,8.9,8.3,8.8,8.3,8.8,8.6,8.4,7.4,7.9,9.1
280,san pedro,libramiento de culiacán,ex-015d,10.000,"3,030",0.2,37.1,1.1,2.9,3.5,4.8,1.0,32.8,4.9,0.8,0.1,9.3,1.5,"1,105,862",9.3,7.0,8.3,9.2,7.6,7.5,9.3,8.3,6.8,7.5,7.9,11.3
281,tepetlixpa,amecameca-nepantla,ex-115d,10.000,"8,269",1.3,80.9,0.0,2.1,3.2,3.9,0.4,5.4,1.3,0.1,0.0,1.4,0.0,"3,018,136",8.1,7.8,10.3,8.7,7.9,7.3,8.7,8.0,7.8,7.9,8.1,9.4
282,vicente rangel lozano,libramiento norponiente de san luis potosí,ex-057d,13.000,"3,827",0.5,49.6,0.0,1.3,3.7,4.0,0.9,20.8,5.1,0.5,0.1,13.5,0.0,"1,396,886",6.2,5.7,7.2,6.8,6.5,8.9,10.5,10.5,8.9,9.1,9.2,10.5
283,poniente slp,libramiento norponiente de san luis potosí,ex-057d,38.470,"4,949",0.2,25.9,0.0,3.9,2.5,5.1,1.3,33.6,6.4,0.7,0.3,20.1,0.0,"1,806,354",6.4,5.7,6.8,6.8,6.7,8.9,10.5,10.5,8.9,9.1,9.2,10.5
284,estación doctor,san luis río colorado - golfo de santa,lara,0.500,653,0.4,85.8,5.0,0.4,1.4,0.7,0.2,1.9,0.5,0.0,0.0,1.3,2.4,"238,482",5.0,5.5,12.9,9.3,8.4,8.4,8.8,8.5,7.4,8.1,7.9,9.8
285,el vainillo,villa unión-el vainillo,ex-015d,246.300,"5,226",0.7,45.5,0.8,6.6,3.1,4.0,0.7,24.9,3.4,0.4,0.1,7.8,2.0,"1,907,358",8.5,6.7,7.7,9.7,7.6,7.6,10.2,9.2,6.8,7.4,8.0,10.6
286-01,san pedro,el vergel-matamoros,ex-040d,16.830,"1,957",0.6,27.5,1.1,1.3,5.0,4.6,1.4,31.9,8.3,1.3,0.0,14.7,2.3,"714,252",7.6,6.6,7.9,8.5,8.3,8.3,10.3,9.6,7.7,8.0,8.0,9.2
286-02,san pedro,el vergel-san pedro,ex-040d,16.830,897,1.1,66.8,2.4,1.7,3.0,2.2,0.9,7.8,2.8,0.3,0.0,3.7,7.3,"327,225",8.1,7.4,7.8,8.1,8.1,8.0,10.5,9.2,7.5,7.8,7.8,9.7
286-03,san pedro,san pedro-matamoros,ex-040d,16.830,579,0.7,71.7,1.1,0.8,2.3,1.3,0.2,7.5,1.0,0.3,0.0,4.7,8.4,"211,200",7.3,7.7,8.0,8.3,8.7,8.3,9.5,8.5,8.1,8.1,8.8,8.7
287,la cantera,san cayetano-trapichillo,ex-015d,7.700,"2,577",0.5,39.0,0.6,4.3,3.7,5.9,0.8,29.4,2.9,1.0,0.2,10.5,1.2,"940,702",8.7,6.1,7.9,9.4,7.7,7.7,9.2,8.6,7.2,7.9,8.5,11.1
288,cuto,copándaro-capula,ex-014d,28.400,"3,864",0.4,68.4,0.3,2.2,3.1,3.2,0.9,9.9,2.4,1.3,0.0,7.8,0.1,"1,410,377",8.2,6.6,8.3,7.8,7.1,7.2,9.3,8.7,7.2,8.1,9.3,12.2
289,chapultepec,capula-patzcuaro,ex-014d,57.700,"4,805",0.4,69.2,0.3,4.6,3.7,3.3,0.7,8.1,2.0,1.0,0.0,6.4,0.3,"1,753,669",8.5,7.0,8.6,8.1,7.7,7.4,9.2,8.7,7.3,8.0,8.9,10.6
290-01,cabo san lucas,san josé del cabo-cabo san lucas,ex-001d,25.000,102,0.9,98.3,0.0,0.1,0.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"37,261",8.5,7.5,8.5,5.5,7.4,6.0,12.9,10.1,8.4,8.4,8.4,8.4
290-02,cabo san lucas,aeropuerto los cabos-cabo san lucas,ex-001d,25.000,627,0.4,98.3,0.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"228,778",8.5,7.8,9.2,5.4,8.4,7.4,10.6,9.0,8.4,8.4,8.4,8.5
290-03,cabo san lucas,el mangle-cabo san lucas,ex-001d,25.000,16,0.6,83.0,0.0,0.0,0.8,14.0,0.2,1.0,0.2,0.2,0.0,0.0,0.0,"5,943",8.5,8.7,8.6,6.1,9.0,9.1,8.1,8.2,8.4,8.4,8.4,8.5
291-01,el mangle,san josé del cabo-el mangle,ex-001d,9.000,255,0.5,96.9,0.0,0.1,1.2,0.5,0.1,0.6,0.1,0.0,0.0,0.0,0.0,"92,927",7.6,7.3,8.7,6.1,9.1,8.0,10.4,9.2,8.4,8.4,8.4,8.4
291-02,el mangle,aeropuerto los cabos-el mangle,ex-001d,9.000,196,0.2,87.1,0.0,0.3,1.9,1.5,0.2,2.1,3.3,0.0,0.0,3.4,0.0,"71,448",8.6,7.8,9.9,6.0,8.9,7.7,9.3,8.1,8.4,8.4,8.4,8.5
291-03,el mangle,cabo san lucas-el mangle,ex-001d,9.000,16,0.3,86.5,0.0,0.2,0.6,11.7,0.0,0.3,0.2,0.2,0.0,0.0,0.0,"5,781",8.0,7.5,9.2,5.8,7.4,7.2,10.6,10.7,8.4,8.4,8.4,8.4
292,amado nervo,jala-ent. la cañada,ex-d,32.000,"3,690",0.7,85.9,0.3,7.9,1.8,1.2,0.2,1.4,0.3,0.0,0.0,0.3,0.0,"1,346,787",7.7,5.7,9.1,9.9,8.2,8.2,10.8,9.7,6.8,7.2,7.7,9.0
293,la marquesa t2,la marquesa-lerma,ex-d,41.157,"22,742",0.5,90.9,0.1,2.1,1.7,0.8,0.1,1.2,0.1,0.0,0.0,0.5,2.0,"8,300,843",7.4,7.4,8.2,7.9,8.2,7.5,8.0,8.3,10.0,8.9,8.9,9.3
294,la laja,zapotlanejo-chapala,ex-d,4.700,"1,459",0.4,49.8,0.5,2.3,4.3,5.5,1.3,17.4,3.7,0.6,0.2,12.6,1.4,"532,518",3.7,3.3,4.0,5.5,6.0,6.8,8.2,7.9,7.4,8.7,11.3,27.2
295,puente int. guadalupe - tornillo,guadalupe-tornillo,ex-002,0.000,811,0.0,98.6,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"295,891",7.1,7.0,8.4,8.1,8.5,7.8,8.7,8.2,8.4,8.6,8.7,10.5
296,compostela ii,ent. la cañada-compostela,ex-d,9.600,"3,687",0.7,86.0,0.3,7.9,1.8,1.1,0.2,1.4,0.3,0.0,0.0,0.3,0.0,"1,345,857",7.7,5.7,9.1,9.9,8.2,8.2,10.8,9.7,6.8,7.2,7.7,9.0
297,mendoza,ent. cerro gordo-ent. itesi,ex-d,12.600,"17,540",0.4,66.9,0.4,3.1,2.4,5.4,0.3,14.1,1.5,0.3,0.0,4.2,1.0,"6,401,992",8.0,7.1,8.1,7.9,7.7,8.1,8.7,8.7,8.0,8.7,9.2,9.8
298,puerto interior gto.,ent. itesi-ent. león,ex-d,63.800,"10,722",0.5,61.9,0.4,2.9,2.9,6.4,0.3,14.7,1.6,0.5,0.0,6.8,1.1,"3,913,602",8.1,7.1,8.1,8.0,7.8,7.9,8.6,8.7,7.9,8.5,9.2,10.1
299,tezoyuca,texcoco-acolman,ex-d,1.000,"13,469",0.9,73.6,0.1,0.4,0.0,3.5,4.8,1.4,7.9,7.1,0.0,0.0,0.3,"4,916,351",8.2,7.7,8.6,8.6,8.2,8.2,8.3,8.7,8.1,8.6,8.4,8.4
300-01,la calera,la pitahaya-san juan,ex-070d,20.100,"1,195",0.4,51.2,0.7,1.7,3.0,4.6,0.7,16.2,4.8,0.4,0.0,11.9,4.4,"436,167",6.9,6.0,8.3,7.6,7.4,7.0,11.1,8.1,6.2,8.8,10.5,12.1
300-02,la calera,la pitahaya-la calera,ex-070d,20.100,717,0.6,78.5,0.6,2.4,3.5,3.5,0.4,2.7,1.2,0.1,0.0,0.5,6.0,"261,856",5.7,4.8,8.0,6.3,5.7,14.2,9.5,8.4,6.0,8.8,10.5,12.1
300-03,la calera,la calera-san juan,ex-070d,20.100,989,1.4,71.0,1.0,4.7,3.5,3.1,0.2,2.4,1.6,0.2,0.0,1.4,9.5,"360,868",6.4,6.1,8.3,7.5,6.6,6.5,12.4,8.5,6.4,8.8,10.5,12.0
301-01,esperanza-hornos,ent. henequén-ent. esperanza,ex-015d,31.000,917,0.2,64.1,1.5,6.0,2.1,1.9,0.5,13.1,1.6,0.2,0.0,8.8,0.0,"334,597",12.8,9.5,11.3,12.5,10.4,8.1,7.3,6.7,5.9,6.5,6.0,3.0
302-01,felipe carrillo puerto,ent. chetumal-ent. cancún,ex-307d,6.100,633,0.5,62.9,0.3,4.7,3.0,2.9,0.3,9.4,1.9,0.5,0.0,7.1,6.5,"230,996",8.6,7.4,9.2,9.1,8.7,8.1,11.1,8.1,6.5,6.5,7.2,9.5
302-02,felipe carrillo puerto,ent. chetumal-ent. mérida,ex-307d,6.100,70,1.5,17.7,0.4,0.3,1.9,3.2,0.1,4.4,0.9,0.0,0.0,4.7,64.9,"25,710",7.5,7.3,8.5,8.6,8.4,9.0,9.7,8.6,8.3,8.0,7.8,8.3
303-01,nacajuca,ent. loma de caballo-frontera,ex-180d,16.000,"3,653",0.3,33.7,0.4,0.9,7.0,8.1,1.0,25.7,4.3,0.5,0.2,16.4,1.5,"1,333,337",8.3,7.2,8.7,8.5,8.5,8.3,9.4,10.4,6.8,7.9,8.3,7.7
303-02,nacajuca,ent. loma de caballo-nacajuca,ex-180d,16.000,777,1.8,81.5,0.4,0.3,2.8,2.9,0.4,3.0,1.0,0.0,0.0,1.1,4.8,"283,447",8.7,7.8,8.6,8.4,8.6,8.6,8.8,9.9,6.7,7.9,8.3,7.7
303-03,nacajuca,nacajuca-frontera,ex-180d,16.000,660,3.8,72.8,0.4,0.1,2.2,1.2,0.1,1.1,0.4,0.0,0.0,0.1,17.8,"240,838",9.1,8.3,9.0,8.2,8.3,8.1,8.6,8.9,6.1,7.9,8.3,9.2
304-01,huichapan,huimilpan-huichapan,ex-045d,5.000,17,0.2,87.5,0.8,2.1,5.5,1.2,0.4,1.9,0.2,0.0,0.0,0.2,0.0,"6,037",7.7,7.3,8.2,8.7,8.1,8.1,6.9,7.3,7.2,8.9,9.9,11.7
304-02,huichapan,apaseo el grande-huichapan,ex-045d,5.000,"5,086",0.4,59.5,0.2,7.1,4.2,5.8,0.5,14.2,2.4,0.3,0.1,5.3,0.0,"1,856,524",7.7,7.1,8.5,8.4,8.1,8.2,6.9,7.3,7.2,8.9,9.9,11.8
304-03,huichapan,apaseo el alto-huichapan,ex-045d,5.000,830,0.2,51.3,0.2,1.7,6.1,16.6,1.1,15.4,4.9,0.0,0.0,2.5,0.0,"303,125",7.7,6.5,8.1,7.8,8.1,9.8,6.9,7.3,7.2,8.9,9.9,11.8
305-01,huimilpan,huichapan-huimilpan,ex-045d,41.700,33,0.4,74.7,0.4,3.5,17.4,2.5,0.0,0.9,0.0,0.0,0.0,0.2,0.0,"12,102",7.7,7.3,8.2,8.7,8.1,8.0,6.9,7.3,7.2,8.9,9.9,11.8
305-02,huimilpan,apaseo el grande-huimilpan,ex-045d,41.700,17,0.2,81.3,0.0,0.2,15.7,1.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,"6,237",7.7,7.3,8.2,8.7,8.1,8.0,6.9,7.2,7.2,8.9,9.9,11.9
305-03,huimilpan,apaseo el alto-huimilpan,ex-045d,41.700,7,0.0,78.9,0.5,2.0,11.2,1.5,0.5,4.9,0.5,0.0,0.0,0.0,0.0,"2,546",7.7,7.3,8.2,8.7,8.1,8.1,6.9,7.3,7.2,8.9,9.9,11.7
306-01,apaseo el alto,huichapan-apaseo el alto,ex-045d,80.000,615,0.2,45.5,0.2,1.9,5.7,18.3,3.3,17.0,4.7,0.1,0.1,3.0,0.0,"224,428",7.7,7.3,8.3,8.2,8.1,8.5,6.9,7.3,7.2,8.9,9.9,11.7
306-02,apaseo el alto,huimilpan-apaseo el alto,ex-045d,80.000,4,0.0,83.0,0.8,0.0,2.6,4.2,2.6,6.0,0.8,0.0,0.0,0.0,0.0,"1,454",7.8,7.3,8.2,8.7,8.1,8.0,6.9,7.2,7.2,8.9,9.9,11.8
306-03,apaseo el alto,apaseo el grande-apaseo el alto,ex-045d,80.000,90,0.8,88.5,0.2,0.3,4.1,2.1,0.7,2.1,0.5,0.0,0.0,0.7,0.0,"32,844",7.7,6.6,8.2,8.0,8.1,9.3,6.9,7.3,7.2,8.9,9.9,11.9
307-01,apaseo el grande,huichapan-apaseo el grande,ex-045d,82.600,"4,991",0.4,58.3,0.2,7.0,4.5,5.5,0.6,15.1,2.1,0.4,0.1,5.8,0.0,"1,821,589",7.7,7.3,8.7,8.3,8.1,7.9,6.9,7.3,7.2,8.9,9.9,11.8
307-02,apaseo el grande,huimilpan-apaseo el grande,ex-045d,82.600,8,0.4,85.8,0.0,0.9,7.5,3.1,0.9,1.4,0.0,0.0,0.0,0.0,0.0,"2,784",7.7,7.3,8.2,8.7,8.2,8.0,6.9,7.3,7.2,8.9,9.9,11.7
307-03,apaseo el grande,apaseo el alto-apaseo el grande,ex-045d,82.600,27,0.6,92.9,0.3,0.3,2.1,1.2,0.1,1.0,0.5,0.0,0.0,1.0,0.0,"9,982",7.7,6.8,8.8,7.9,8.1,8.7,6.9,7.3,7.2,8.9,9.9,11.8
308-01,rayón,rayón-vicente guerrero,ex-070d,2.050,"3,640",0.5,65.5,0.4,1.3,2.1,1.6,0.2,1.8,0.8,0.0,0.0,0.9,24.9,"1,328,478",6.7,5.7,8.7,7.8,6.9,6.6,9.8,8.7,7.9,8.8,10.5,11.9
308-02,la pitahaya,vicente guerrero-la pitahaya,ex-070d,62.000,"4,629",0.8,69.3,0.4,1.3,1.9,1.8,0.2,1.4,0.9,0.0,0.0,0.7,21.3,"1,689,571",5.8,5.7,8.9,7.9,7.1,6.8,10.0,8.7,7.9,8.8,10.5,11.9
309-01,san blas,,as,30.600,"3,100",3.1,94.1,0.0,0.7,1.0,0.7,0.1,0.3,0.0,0.0,0.0,0.0,0.0,"1,131,671",7.7,7.1,7.9,9.4,8.6,9.1,10.1,9.0,6.5,7.0,8.7,8.9
