index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
231-07,jilotepec,ajoloapan-jilotepec,ex-m40d,48.700,12,0.1,87.5,0.3,1.1,5.6,3.3,0.1,1.7,0.0,0.0,0.0,0.0,0.3,"4,394",9.5,7.6,7.6,7.2,8.8,7.4,7.6,8.4,8.2,8.6,8.5,10.6
231-08,jilotepec,pachuca-jilotepec,ex-m40d,48.700,85,0.4,81.2,0.4,1.1,6.5,3.9,0.6,4.6,0.9,0.0,0.0,0.1,0.3,"31,114",8.0,7.4,8.5,8.3,8.8,7.8,8.7,8.6,7.4,8.3,8.7,9.5
231-09,jilotepec,tulancingo-jilotepec,ex-m40d,48.700,41,0.2,71.7,0.5,1.7,8.3,5.9,0.4,3.0,4.8,0.1,0.0,3.1,0.3,"15,119",8.8,6.7,8.9,9.7,8.5,7.8,8.2,9.1,7.1,7.5,8.0,9.7
231-10,jilotepec,sahagún-jilotepec,ex-m40d,48.700,5,0.1,50.6,0.1,1.0,2.2,5.4,2.4,11.9,11.2,0.7,0.0,14.3,0.1,"1,677",7.8,7.1,10.4,8.9,10.5,7.4,6.3,9.7,7.1,7.4,7.5,9.9
231-11,jilotepec,calpulalpan-jilotepec,ex-m40d,48.700,6,0.0,63.5,0.5,1.0,5.1,4.9,2.1,17.7,2.7,0.1,0.0,1.9,0.5,"2,226",8.4,6.8,7.2,8.0,8.2,8.7,8.2,9.2,8.1,8.9,9.6,8.7
231-12,jilotepec,sanctórum-jilotepec,ex-m40d,48.700,22,0.3,65.5,0.5,1.4,7.1,4.3,1.6,12.8,5.3,0.0,0.0,1.0,0.2,"7,891",9.0,7.4,8.6,9.2,9.3,7.0,8.8,8.5,6.9,7.6,7.8,9.9
231-13,jilotepec,san martín texmelucan-jilotepec,ex-m40d,48.700,59,0.2,56.5,0.2,2.5,4.4,3.6,2.5,17.0,6.9,0.1,0.0,3.6,2.5,"21,550",8.4,7.2,8.6,9.3,8.1,8.4,8.2,8.0,7.7,7.9,8.4,9.8
232-01,querétaro,atlacomulco-querétaro,ex-m40d,55.000,"2,408",0.3,51.9,0.1,8.8,4.4,4.1,1.1,17.7,2.2,0.4,0.1,7.7,1.2,"878,934",8.3,7.1,8.1,8.2,7.9,7.7,8.6,8.7,7.7,8.5,9.1,10.1
232-02,querétaro,acambay-querétaro,ex-m40d,55.000,239,0.4,80.8,0.3,1.2,5.1,3.3,0.6,6.0,0.5,0.0,0.0,0.5,1.3,"87,070",8.1,6.8,8.4,7.7,7.8,9.1,8.9,8.8,7.8,9.0,8.2,9.4
232-03,querétaro,jilotepec-querétaro,ex-m40d,55.000,589,0.5,70.0,0.1,1.2,6.3,3.9,0.4,8.7,0.4,0.1,0.0,2.9,5.5,"214,938",8.0,7.1,7.9,7.7,8.1,7.9,8.5,8.9,8.2,8.7,8.8,10.2
232-04,querétaro,tula ii-querétaro,ex-m40d,55.000,338,0.5,87.6,0.2,0.2,2.4,3.1,0.1,1.5,1.1,0.0,0.0,0.1,3.2,"123,340",7.3,6.6,7.7,7.6,7.8,7.6,9.4,9.3,8.3,9.0,9.0,10.4
232-05,querétaro,tula i-querétaro,ex-m40d,55.000,564,0.3,60.0,0.4,1.7,4.3,8.2,0.7,12.0,5.3,0.2,0.1,5.7,1.1,"206,033",8.3,7.4,9.2,8.4,8.5,8.4,8.6,8.3,7.6,8.4,8.2,8.7
232-06,querétaro,atitalaquia-querétaro,ex-m40d,55.000,261,0.2,44.7,0.3,0.4,2.8,14.6,1.1,11.1,12.9,0.1,0.2,10.9,0.7,"95,192",7.9,7.2,8.5,8.2,8.6,8.4,9.1,8.9,8.1,8.3,8.4,8.4
232-07,querétaro,ajoloapan-querétaro,ex-m40d,55.000,47,0.3,71.5,0.4,1.0,7.6,7.7,1.6,8.6,0.4,0.0,0.0,0.7,0.2,"17,223",7.7,6.8,8.5,8.9,8.4,7.8,8.4,8.2,8.3,8.6,8.8,9.6
232-08,querétaro,pachuca-querétaro,ex-m40d,55.000,888,0.4,69.0,0.4,2.4,5.2,3.9,0.8,12.4,2.1,0.5,0.1,2.2,0.6,"324,162",8.4,7.4,8.8,8.4,8.3,7.7,8.6,8.3,7.7,8.2,8.8,9.4
232-09,querétaro,tulancingo-querétaro,ex-m40d,55.000,540,0.3,57.5,0.5,1.6,4.3,9.8,1.0,8.2,8.0,0.5,0.3,7.8,0.2,"196,996",9.5,7.1,8.2,8.6,7.4,7.0,9.0,9.1,7.5,8.1,8.8,9.7
232-10,querétaro,sahagún-querétaro,ex-m40d,55.000,81,0.1,31.0,0.1,1.1,4.7,3.8,1.3,32.2,10.0,0.5,0.4,14.5,0.3,"29,695",8.3,7.3,7.8,8.4,9.1,7.8,8.0,8.8,8.3,9.1,8.6,8.5
232-11,querétaro,calpulalpan-querétaro,ex-m40d,55.000,114,0.1,45.7,0.5,0.5,5.2,7.5,3.2,23.0,4.3,0.4,0.3,9.1,0.2,"41,441",8.6,7.5,8.4,9.0,8.8,8.3,8.9,8.7,7.4,8.2,8.1,8.1
232-12,querétaro,sanctórum-querétaro,ex-m40d,55.000,714,0.2,42.5,0.3,1.1,5.4,8.3,1.5,23.0,5.8,0.6,0.1,11.1,0.1,"260,724",8.7,7.0,8.0,8.6,8.1,7.7,9.2,9.2,7.8,8.2,8.5,9.0
232-13,querétaro,san martín texmelucan-querétaro,ex-m40d,55.000,"2,718",0.2,37.8,0.3,3.6,4.8,5.8,0.9,31.4,4.0,0.8,0.1,10.0,0.3,"991,926",8.5,7.1,8.2,8.4,8.3,8.1,8.9,8.9,7.7,8.4,8.6,8.9
233-01,tula ii,atlacomulco-tula ii,ex-m40d,70.000,57,0.9,88.5,0.5,0.4,3.8,1.2,0.1,1.4,0.4,0.1,0.0,0.1,2.6,"20,767",8.2,6.6,8.7,8.2,7.7,7.1,9.1,9.1,7.0,7.6,8.8,11.9
233-02,tula ii,acambay-tula ii,ex-m40d,70.000,12,0.3,91.4,0.3,0.7,3.4,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.7,"4,205",7.4,7.3,8.3,8.2,7.1,8.2,10.3,8.8,9.3,7.5,8.5,9.1
233-03,tula ii,jilotepec-tula ii,ex-m40d,70.000,270,0.6,92.5,0.2,0.2,3.7,0.7,0.0,0.4,0.3,0.0,0.0,0.0,1.4,"98,590",7.5,7.0,8.0,7.6,8.1,7.4,8.2,8.5,8.1,8.8,9.7,11.1
233-04,tula ii,querétaro-tula ii,ex-m40d,70.000,350,0.3,88.2,0.2,0.2,2.8,2.4,0.3,1.5,0.6,0.0,0.0,0.1,3.4,"127,888",7.3,7.0,8.3,7.7,8.1,7.9,9.2,9.0,8.1,8.5,8.5,10.4
233-05,tula ii,tula i-tula ii,ex-m40d,70.000,468,0.6,78.0,0.6,0.2,4.9,5.0,0.5,2.6,1.5,0.0,0.0,0.1,6.0,"170,750",5.3,5.9,6.3,6.2,7.5,6.6,11.0,10.9,9.9,10.2,10.5,9.7
233-06,tula ii,atitalaquia-tula ii,ex-m40d,70.000,129,0.5,53.9,0.5,0.1,2.5,5.9,7.6,8.3,10.6,0.8,0.4,0.5,8.4,"47,134",6.4,6.4,6.9,6.8,7.4,7.8,10.0,10.0,9.4,10.6,9.2,9.1
233-07,tula ii,ajoloapan-tula ii,ex-m40d,70.000,9,0.0,78.6,0.4,0.4,2.8,4.0,0.0,1.0,0.3,0.0,0.0,0.0,12.5,"3,191",5.8,4.9,6.0,6.0,7.0,7.3,8.6,10.0,9.3,11.6,12.2,11.3
233-08,tula ii,pachuca-tula ii,ex-m40d,70.000,120,0.4,89.7,0.4,0.3,2.1,0.4,0.1,0.4,0.1,0.0,0.0,0.0,6.1,"43,618",5.8,5.9,6.9,6.6,7.9,7.2,9.6,11.0,9.3,9.7,9.9,10.2
233-09,tula ii,tulancingo-tula ii,ex-m40d,70.000,15,0.3,86.7,1.9,0.4,4.0,3.1,0.0,0.9,0.9,0.0,0.0,0.2,1.6,"5,338",7.0,5.9,7.3,7.1,7.3,6.9,10.7,10.2,7.9,8.4,11.0,10.3
233-10,tula ii,sahagún-tula ii,ex-m40d,70.000,1,1.5,83.9,0.2,0.0,1.5,2.5,0.0,6.4,1.5,0.0,0.0,0.0,2.5,404,8.9,4.7,5.4,5.9,6.9,14.4,7.7,10.4,7.9,7.9,8.7,11.2
233-11,tula ii,calpulalpan-tula ii,ex-m40d,70.000,2,0.2,87.8,1.5,0.2,2.3,2.3,1.5,1.5,0.2,0.0,0.0,0.2,2.3,647,6.8,5.3,8.0,5.9,7.6,9.0,11.6,10.5,8.0,8.2,8.0,11.1
233-12,tula ii,sanctórum-tula ii,ex-m40d,70.000,4,0.0,82.7,0.8,1.9,2.1,8.1,0.2,1.4,1.2,0.1,0.0,0.7,0.8,"1,557",8.7,4.7,7.6,9.2,8.9,7.5,9.4,10.1,7.4,8.1,9.4,9.0
233-13,tula ii,san martín texmelucan-tula ii,ex-m40d,70.000,15,0.6,68.3,0.6,0.5,4.4,4.4,0.5,5.5,1.5,0.4,0.3,0.9,12.1,"5,540",7.2,6.8,8.0,7.9,8.7,7.3,9.4,10.0,8.3,8.8,9.3,8.3
234-01,tula i,atlacomulco-tula i,ex-m40d,80.000,155,0.3,47.6,0.2,1.6,3.9,8.4,3.0,16.4,3.1,0.5,0.1,11.5,3.4,"56,533",6.8,6.2,9.9,8.1,8.5,9.0,8.1,7.6,7.6,7.7,10.5,10.0
234-02,tula i,acambay-tula i,ex-m40d,80.000,20,0.7,72.2,1.4,0.5,8.1,4.4,2.1,6.3,1.4,0.0,0.0,0.7,2.2,"7,196",7.0,6.8,11.0,9.4,7.9,8.6,9.8,8.3,7.2,8.3,7.1,8.6
234-03,tula i,jilotepec-tula i,ex-m40d,80.000,208,0.3,74.8,0.7,0.9,8.7,8.0,1.2,3.7,0.8,0.0,0.0,0.2,0.7,"75,782",8.3,7.3,9.3,8.5,8.7,8.3,8.3,8.2,7.3,7.7,8.4,9.7
234-04,tula i,querétaro-tula i,ex-m40d,80.000,520,0.2,59.0,0.4,2.3,4.1,7.4,1.6,11.9,3.7,0.6,0.1,7.5,1.2,"189,860",7.8,7.2,9.2,7.6,8.0,8.2,9.1,8.8,7.8,8.5,8.3,9.5
234-05,tula i,tula ii-tula i,ex-m40d,80.000,482,1.0,75.0,0.4,0.3,5.3,5.3,0.1,1.8,3.5,0.0,0.0,0.2,7.1,"175,992",4.6,4.9,5.7,5.1,6.1,6.1,13.5,15.5,11.6,9.3,8.6,9.0
234-06,tula i,atitalaquia-tula i,ex-m40d,80.000,584,0.5,85.4,0.2,0.3,3.1,4.3,0.2,1.5,1.7,0.0,0.0,0.8,2.0,"213,198",9.3,8.8,9.9,9.3,9.7,8.3,7.9,7.8,7.1,7.5,7.1,7.3
234-07,tula i,ajoloapan-tula i,ex-m40d,80.000,126,0.8,78.1,0.3,0.3,9.4,5.9,0.3,0.7,0.1,0.0,0.0,0.1,4.0,"46,060",6.9,6.8,8.8,8.0,8.5,7.8,8.1,8.5,8.3,9.5,9.0,9.8
234-08,tula i,pachuca-tula i,ex-m40d,80.000,946,0.3,85.1,0.2,2.2,5.5,1.8,0.5,1.3,0.5,0.0,0.0,0.9,1.7,"345,178",8.3,7.6,9.0,8.3,8.4,8.2,8.2,8.3,7.7,8.7,8.3,9.0
234-09,tula i,tulancingo-tula i,ex-m40d,80.000,151,0.3,74.8,0.3,0.5,4.5,4.7,1.8,3.5,3.4,0.1,0.0,5.3,0.8,"55,141",8.6,7.4,9.0,8.3,8.1,8.0,8.8,8.4,7.3,8.2,8.5,9.4
234-10,tula i,sahagún-tula i,ex-m40d,80.000,12,0.3,73.9,0.0,1.0,3.5,5.0,0.3,6.9,2.6,0.0,0.0,5.3,1.2,"4,502",8.2,7.5,8.0,8.1,8.8,7.6,8.6,8.3,8.8,8.8,8.9,8.4
234-11,tula i,calpulalpan-tula i,ex-m40d,80.000,14,0.0,65.8,0.4,0.2,7.2,6.3,0.9,7.4,6.4,0.0,0.0,4.1,1.3,"4,987",8.9,8.0,8.8,7.4,9.8,7.9,8.8,7.7,7.1,7.7,8.4,9.5
234-12,tula i,sanctórum-tula i,ex-m40d,80.000,50,0.1,60.7,0.2,1.0,3.4,4.9,1.6,9.1,3.2,1.7,0.4,13.6,0.1,"18,198",8.8,7.7,7.8,8.0,7.4,7.8,9.9,8.5,6.7,8.3,9.2,9.9
234-13,tula i,san martín texmelucan-tula i,ex-m40d,80.000,185,0.3,50.6,0.2,0.6,3.6,4.1,1.3,12.9,4.1,0.2,0.1,19.6,2.4,"67,615",8.5,7.3,8.5,8.2,8.9,8.1,8.2,8.3,7.7,8.3,8.6,9.4
235-01,atitalaquia,atlacomulco-atitalaquia,ex-m40d,88.000,50,0.2,46.4,0.1,0.6,3.1,11.4,6.1,11.9,4.9,0.3,0.2,11.0,3.8,"18,307",7.0,6.5,8.3,8.4,10.2,11.3,8.5,7.9,7.5,7.5,8.2,8.7
235-02,atitalaquia,acambay-atitalaquia,ex-m40d,88.000,9,0.0,51.2,0.4,0.1,2.0,7.7,6.9,7.9,19.5,0.4,0.1,1.6,2.2,"3,156",7.9,6.5,8.8,8.8,9.2,8.5,9.6,9.1,7.9,7.2,8.4,8.1
235-03,atitalaquia,jilotepec-atitalaquia,ex-m40d,88.000,74,0.2,61.5,0.3,0.7,5.4,7.3,1.9,7.6,12.8,0.2,0.1,1.1,0.9,"27,071",7.1,6.6,8.7,8.0,8.8,9.1,9.8,8.9,7.4,7.5,8.6,9.5
235-04,atitalaquia,querétaro-atitalaquia,ex-m40d,88.000,220,0.2,50.1,0.3,0.4,3.5,7.0,1.7,13.9,8.5,0.9,0.3,12.1,1.1,"80,340",7.5,7.2,8.6,8.2,8.5,8.5,9.2,8.8,7.9,8.0,8.5,9.1
235-05,atitalaquia,tula ii-atitalaquia,ex-m40d,88.000,131,0.5,51.3,0.5,0.1,2.5,6.2,0.1,4.0,24.5,0.0,0.0,1.8,8.5,"47,956",6.2,6.2,6.9,6.7,6.9,7.5,10.9,10.8,9.6,10.4,8.9,9.0
235-06,atitalaquia,tula i-atitalaquia,ex-m40d,88.000,580,0.5,84.3,0.2,0.2,3.1,4.4,0.4,1.4,2.2,0.0,0.0,1.1,2.2,"211,766",9.4,9.2,9.7,9.5,9.9,8.7,7.3,7.1,6.8,7.6,7.3,7.5
235-07,atitalaquia,ajoloapan-atitalaquia,ex-m40d,88.000,113,0.8,85.6,0.4,0.2,5.9,2.7,0.1,0.3,0.1,0.1,0.0,0.1,3.7,"41,416",6.8,6.6,8.6,8.0,7.9,8.2,8.4,9.0,8.6,9.5,8.9,9.5
235-08,atitalaquia,pachuca-atitalaquia,ex-m40d,88.000,728,0.3,87.6,0.2,2.0,2.6,1.8,0.6,2.1,0.5,0.0,0.0,0.5,1.8,"265,746",7.4,7.2,8.0,7.8,7.9,8.0,8.5,8.9,8.3,9.5,9.0,9.5
235-09,atitalaquia,tulancingo-atitalaquia,ex-m40d,88.000,135,0.3,69.8,0.3,0.3,3.5,3.9,3.8,5.1,6.2,0.0,0.0,6.0,0.8,"49,184",7.4,6.2,7.7,7.2,7.4,7.9,8.9,11.0,8.8,9.0,9.1,9.4
235-10,atitalaquia,sahagún-atitalaquia,ex-m40d,88.000,17,0.3,72.0,0.3,0.2,8.6,5.2,2.1,5.5,1.9,0.4,0.0,3.0,0.5,"6,378",5.8,5.4,6.6,7.4,8.9,8.2,7.5,9.5,9.5,11.2,10.0,10.0
235-11,atitalaquia,calpulalpan-atitalaquia,ex-m40d,88.000,16,0.9,56.3,0.2,0.0,3.6,4.1,6.7,18.9,5.4,0.0,0.0,3.5,0.4,"5,856",8.8,5.5,7.8,7.7,7.7,8.2,9.8,8.6,7.9,8.9,9.7,9.4
235-12,atitalaquia,sanctórum-atitalaquia,ex-m40d,88.000,35,0.4,64.8,0.1,0.3,2.8,5.2,3.0,10.1,6.2,0.5,0.0,6.5,0.1,"12,927",8.8,7.8,8.4,9.0,8.6,9.4,10.0,8.0,6.4,6.9,7.6,9.1
235-13,atitalaquia,san martín texmelucan-atitalaquia,ex-m40d,88.000,98,0.3,58.5,0.2,0.4,3.8,6.3,1.6,9.1,3.2,0.8,0.2,10.8,4.8,"35,868",8.3,7.0,8.5,8.9,8.3,7.8,8.1,8.4,7.3,8.0,8.8,10.6
236-01,ajoloapan,atlacomulco-ajoloapan,ex-m40d,110.000,13,0.6,71.7,0.3,0.7,5.4,2.1,1.0,2.5,0.8,0.0,0.0,0.6,14.3,"4,683",9.3,6.6,8.5,9.2,10.1,8.4,8.7,7.9,6.5,7.3,7.9,9.6
236-02,ajoloapan,acambay-ajoloapan,ex-m40d,110.000,3,1.0,88.7,0.8,0.8,6.4,1.0,0.0,0.2,0.8,0.0,0.0,0.1,0.2,"1,140",10.8,6.6,8.4,8.9,7.9,8.3,7.1,9.0,7.1,8.9,7.0,10.0
236-03,ajoloapan,jilotepec-ajoloapan,ex-m40d,110.000,13,0.2,88.9,0.2,0.9,5.7,2.0,0.3,1.2,0.3,0.0,0.0,0.0,0.3,"4,654",9.3,7.3,7.6,7.7,9.3,8.3,8.0,8.1,7.5,8.2,7.9,10.8
236-04,ajoloapan,querétaro-ajoloapan,ex-m40d,110.000,54,0.5,70.1,0.4,1.0,9.1,6.4,1.7,9.1,0.8,0.0,0.0,0.5,0.4,"19,828",7.5,6.7,8.5,8.7,8.1,7.9,8.7,8.2,8.3,8.4,8.9,10.1
236-05,ajoloapan,tula ii-ajoloapan,ex-m40d,110.000,12,1.8,75.0,0.2,0.2,7.1,4.5,0.0,2.1,0.7,0.0,0.0,0.0,8.4,"4,395",6.5,4.9,5.5,5.5,5.2,7.1,10.3,10.9,10.0,11.6,11.9,10.6
236-06,ajoloapan,tula i-ajoloapan,ex-m40d,110.000,129,0.7,81.0,0.4,0.4,8.1,6.3,0.3,0.5,0.1,0.0,0.0,0.0,2.2,"47,067",7.2,7.3,9.0,8.7,8.7,8.0,7.6,7.9,7.8,9.5,8.6,9.7
236-07,ajoloapan,atitalaquia-ajoloapan,ex-m40d,110.000,117,1.0,86.8,0.3,0.2,4.8,1.9,0.1,0.3,0.1,0.0,0.0,0.0,4.5,"42,556",7.0,6.6,8.4,7.9,7.7,8.1,8.2,9.0,8.6,9.8,9.0,9.7
236-08,ajoloapan,pachuca-ajoloapan,ex-m40d,110.000,355,0.8,86.0,0.3,0.3,4.0,3.3,0.2,1.6,1.3,0.0,0.0,0.3,1.9,"129,531",7.7,7.0,8.2,7.8,8.1,7.9,8.5,8.4,8.4,9.8,8.8,9.4
236-09,ajoloapan,tulancingo-ajoloapan,ex-m40d,110.000,62,0.4,67.9,0.5,0.2,5.4,5.1,3.1,7.9,3.8,0.1,0.0,2.5,3.1,"22,495",8.4,7.6,8.9,9.3,8.9,7.3,8.1,8.3,7.0,7.8,8.9,9.5
236-10,ajoloapan,sahagún-ajoloapan,ex-m40d,110.000,9,0.3,59.9,0.1,0.0,3.6,10.8,1.0,8.1,15.3,0.0,0.0,0.6,0.3,"3,453",6.9,5.9,7.2,8.4,9.6,9.2,11.4,8.9,8.2,7.7,7.7,8.9
236-11,ajoloapan,calpulalpan-ajoloapan,ex-m40d,110.000,9,0.5,41.6,0.1,0.3,8.7,10.3,8.6,16.0,10.3,0.0,0.0,3.0,0.6,"3,458",7.6,7.0,8.1,7.9,8.4,9.2,7.9,9.4,7.8,9.3,8.6,8.8
236-12,ajoloapan,sanctórum-ajoloapan,ex-m40d,110.000,26,0.1,52.1,0.2,0.8,3.4,7.9,3.0,17.3,8.1,0.0,0.1,6.9,0.1,"9,310",8.3,6.7,8.3,8.0,8.2,7.8,9.8,9.6,7.1,7.9,8.9,9.4
236-13,ajoloapan,san martín texmelucan-ajoloapan,ex-m40d,110.000,48,0.2,58.3,0.4,1.2,3.8,6.0,0.9,8.0,1.8,0.0,0.1,7.0,12.3,"17,607",7.9,6.6,8.3,8.7,9.0,8.1,9.2,8.4,7.7,7.7,8.5,9.9
237-01,pachuca,atlacomulco-pachuca,ex-m40d,129.000,214,0.5,72.1,0.3,1.0,4.5,3.5,0.6,5.8,2.1,0.2,0.1,2.9,6.4,"78,189",8.8,7.0,9.1,8.8,8.5,7.8,8.5,8.0,7.0,7.8,8.6,10.1
237-02,pachuca,acambay-pachuca,ex-m40d,129.000,19,0.2,88.9,0.5,0.5,3.4,2.3,0.5,2.7,0.5,0.0,0.0,0.3,0.2,"7,024",7.5,6.6,9.7,8.5,8.8,8.5,7.7,8.2,8.5,8.4,8.7,8.9
237-03,pachuca,jilotepec-pachuca,ex-m40d,129.000,86,0.4,83.9,0.4,1.3,7.6,2.8,0.2,2.4,0.7,0.0,0.0,0.1,0.2,"31,451",7.8,7.2,8.6,7.9,8.6,8.2,8.9,8.6,7.6,8.3,8.7,9.6
237-04,pachuca,querétaro-pachuca,ex-m40d,129.000,880,0.4,69.4,0.4,2.8,5.3,4.2,0.6,10.3,2.7,0.1,0.0,3.1,0.7,"321,298",8.2,7.4,8.7,8.1,8.0,7.6,8.8,8.4,7.9,8.2,8.8,9.9
237-05,pachuca,tula ii-pachuca,ex-m40d,129.000,171,0.2,92.5,0.4,0.3,2.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,3.8,"62,273",5.2,5.1,5.7,5.7,6.3,5.8,11.6,13.5,11.1,10.6,9.9,9.5
237-06,pachuca,tula i-pachuca,ex-m40d,129.000,944,0.3,86.4,0.2,3.6,3.3,1.5,0.2,1.2,1.0,0.0,0.0,0.7,1.6,"344,406",8.7,8.0,9.2,9.0,8.9,8.4,7.8,7.6,7.2,8.5,8.0,8.7
237-07,pachuca,atitalaquia-pachuca,ex-m40d,129.000,740,0.3,87.7,0.2,2.2,2.7,1.7,0.2,1.2,1.8,0.0,0.0,0.3,1.7,"270,261",7.3,6.9,7.8,7.7,7.8,7.9,8.9,9.4,8.7,9.6,8.9,9.1
237-08,pachuca,ajoloapan-pachuca,ex-m40d,129.000,365,0.9,86.0,0.3,0.7,3.8,3.7,0.1,1.0,1.5,0.0,0.0,0.2,1.8,"133,344",7.7,7.0,8.1,7.9,8.2,7.9,8.6,8.6,8.5,9.7,8.6,9.2
237-09,pachuca,tulancingo-pachuca,ex-m40d,129.000,547,0.5,80.6,0.2,0.5,4.2,2.7,0.6,3.6,2.7,0.1,0.0,2.5,1.8,"199,504",8.0,7.1,8.6,8.5,8.1,7.4,8.7,8.9,8.0,8.5,8.8,9.4
237-10,pachuca,sahagún-pachuca,ex-m40d,129.000,82,0.4,66.0,0.2,0.5,6.5,9.4,0.9,12.0,1.5,0.0,0.0,1.6,1.0,"29,844",7.9,7.0,7.6,7.8,8.5,8.1,8.8,8.4,8.1,9.0,8.9,9.9
237-11,pachuca,calpulalpan-pachuca,ex-m40d,129.000,70,0.3,69.0,0.3,0.4,5.6,6.3,1.0,11.8,1.4,0.1,0.1,1.9,1.8,"25,439",8.5,7.5,8.5,8.2,8.3,7.7,8.2,8.2,7.7,8.9,8.8,9.5
237-12,pachuca,sanctórum-pachuca,ex-m40d,129.000,275,0.3,63.2,0.3,1.0,4.4,4.9,1.0,13.0,4.0,0.3,0.1,7.0,0.5,"100,544",8.2,6.8,8.0,8.2,7.8,7.3,9.4,9.1,7.8,8.5,8.8,10.1
237-13,pachuca,san martín texmelucan-pachuca,ex-m40d,129.000,704,0.4,61.7,0.2,1.1,4.6,4.0,0.5,15.8,3.2,0.3,0.1,7.4,0.7,"257,118",8.6,7.2,8.6,8.3,8.1,7.5,8.6,8.7,7.7,8.1,8.7,9.9
238-01,tulancingo,atlacomulco-tulancingo,ex-m40d,153.000,166,0.2,55.9,0.3,1.7,4.0,5.8,1.6,9.2,1.8,0.3,0.0,3.7,15.5,"60,517",8.0,6.8,9.1,8.0,8.0,7.5,8.6,8.4,7.3,8.2,8.6,11.5
238-02,tulancingo,acambay-tulancingo,ex-m40d,153.000,14,0.0,80.2,0.4,0.7,3.8,5.8,1.0,5.7,0.5,0.0,0.0,1.7,0.2,"5,102",8.1,7.4,9.9,8.4,8.3,7.7,9.6,8.2,6.8,7.8,8.0,9.8
238-03,tulancingo,jilotepec-tulancingo,ex-m40d,153.000,49,0.3,72.5,0.4,1.6,9.5,6.4,1.7,3.6,2.0,0.1,0.0,1.8,0.1,"17,743",7.9,6.9,9.5,8.8,8.2,8.1,8.9,8.7,7.1,7.5,8.1,10.3
238-04,tulancingo,querétaro-tulancingo,ex-m40d,153.000,478,0.3,62.3,0.6,1.4,4.9,6.3,1.2,10.7,4.7,0.6,0.0,6.7,0.3,"174,549",7.9,7.1,9.3,7.9,7.6,7.2,9.2,8.9,7.4,7.8,8.5,11.2
238-05,tulancingo,tula ii-tulancingo,ex-m40d,153.000,19,0.1,91.4,1.4,0.0,2.9,1.6,0.2,0.6,0.8,0.0,0.0,0.2,0.8,"6,839",5.5,5.9,7.4,5.8,5.9,6.6,11.5,12.6,8.5,8.8,9.9,11.6
238-06,tulancingo,tula i-tulancingo,ex-m40d,153.000,156,0.3,72.8,0.3,0.6,3.8,4.4,1.1,4.3,4.9,0.2,0.0,6.6,0.7,"56,832",8.4,7.8,9.6,8.5,8.2,8.0,8.8,7.9,6.8,8.2,8.2,9.6
238-07,tulancingo,atitalaquia-tulancingo,ex-m40d,153.000,124,0.3,69.9,0.5,0.3,3.5,3.5,3.5,3.5,9.1,0.2,0.0,4.9,0.8,"45,416",7.2,6.7,8.3,7.2,7.8,8.1,9.3,10.0,8.5,8.4,8.8,9.7
238-08,tulancingo,ajoloapan-tulancingo,ex-m40d,153.000,57,0.3,70.7,0.4,0.2,5.4,5.3,0.9,2.8,8.4,0.1,0.0,1.8,3.7,"20,795",8.0,7.5,9.7,8.8,8.7,7.1,7.9,8.4,7.0,8.4,8.9,9.6
238-09,tulancingo,pachuca-tulancingo,ex-m40d,153.000,555,0.5,81.1,0.2,0.4,4.6,3.0,1.1,3.9,1.1,0.2,0.0,2.4,1.5,"202,565",7.7,7.1,9.5,8.2,8.0,7.5,8.7,8.7,7.8,8.1,8.5,10.2
238-10,tulancingo,sahagún-tulancingo,ex-m40d,153.000,272,0.2,61.8,0.2,0.5,4.0,4.5,0.3,10.3,13.0,0.0,0.0,2.7,2.5,"99,117",8.6,7.5,7.7,7.1,7.6,8.1,8.0,8.3,8.3,9.7,9.2,9.9
238-11,tulancingo,calpulalpan-tulancingo,ex-m40d,153.000,166,0.2,71.3,0.3,1.7,5.3,7.5,0.7,6.5,1.3,0.0,0.0,2.9,2.3,"60,609",8.0,7.5,8.9,7.9,8.0,8.1,8.3,8.3,8.1,8.4,9.0,9.5
238-12,tulancingo,sanctórum-tulancingo,ex-m40d,153.000,692,0.3,66.3,0.2,1.6,4.7,4.6,0.7,10.4,5.4,0.2,0.0,5.2,0.4,"252,726",8.3,7.2,8.1,8.2,7.9,7.7,9.1,8.8,7.8,8.5,8.7,9.7
238-13,tulancingo,san martín texmelucan-tulancingo,ex-m40d,153.000,"1,624",0.4,61.9,0.2,2.6,5.4,5.0,0.4,13.6,3.1,0.6,0.1,5.9,0.8,"592,637",8.2,7.2,8.3,8.2,8.2,7.8,8.7,8.7,8.0,8.5,8.6,9.6
239-01,sahagún,atlacomulco-sahagún,ex-m40d,165.000,18,0.4,44.8,0.3,0.9,9.6,3.6,0.5,13.8,6.8,0.3,0.0,14.9,4.1,"6,702",7.2,6.2,8.4,7.8,9.4,8.1,8.1,8.1,7.4,9.6,8.7,11.0
