index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
012,rosarito,rosarito-la misión,mex-001d,35.427,12752,0.5,91.1,0.0,1.6,1.4,0.6,0.1,3.9,0.2,0.0,0.1,0.5,0.0,4654468,7.6,7.4,8.9,8.8,9.1,9.4,11.4,10.3,8.7,7.8,6.0,4.6
013,nodo popotla,la misión-corredor 2000,mex-001d,38.6,1705,0.2,64.6,0.0,0.4,3.2,1.9,0.4,23.0,1.1,0.2,0.4,4.6,0.0,622403,5.6,7.6,6.4,6.8,6.3,6.3,8.0,11.9,11.1,10.2,10.1,9.7
014,ensenada,la misión-ensenada,mex-001d,98.599,13633,0.4,85.9,0.0,1.8,2.4,1.1,0.2,6.7,0.4,0.0,0.2,0.9,0.0,4976160,8.1,7.8,9.1,8.7,9.0,9.4,11.0,10.4,8.2,7.0,6.0,5.3
015,puente inter. miguel alemán,cd. alemán-roma,mex-002,0.0,1706,0.0,98.3,0.5,0.1,0.1,0.1,0.1,0.8,0.0,0.0,0.0,0.0,0.0,622777,9.2,8.7,9.1,5.6,7.8,7.6,10.1,7.8,8.5,8.0,8.1,9.5
016,puente inter. reynosa,reynosa-hidalgo,mex-040,0.0,5082,0.1,98.0,0.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854966,10.0,8.0,8.4,7.1,8.2,7.6,8.6,7.6,9.2,8.3,7.7,9.3
017,puente grijalva,villahermosa-aquiles serdán,mex-186,17.6,14753,1.9,77.4,0.4,4.8,3.3,2.1,0.3,5.1,1.3,0.1,0.0,3.3,0.0,5384840,8.1,7.5,8.6,9.1,9.0,8.4,8.9,8.7,7.7,8.1,7.6,8.3
018,puente usumacinta,ent. emiliano zapata-san marcos,mex-186,145.2,4309,3.5,52.8,0.7,4.6,4.6,4.7,0.5,14.6,2.1,0.6,0.1,11.2,0.0,1572630,7.9,6.9,9.1,9.8,9.3,8.3,9.5,8.4,7.0,7.7,7.6,8.5
019,puente cadereyta,monterrey-reynosa,mex-040,30.5,4733,1.2,71.7,0.4,0.4,4.7,3.5,0.3,10.9,1.9,0.1,0.1,4.8,0.0,1727633,8.0,7.6,8.5,8.7,8.6,8.5,8.6,8.4,7.9,8.2,8.2,8.8
020-01,amozoc,puebla-acatzingo,mex-150d,141.713,30443,0.4,64.3,0.0,6.0,5.3,5.8,0.4,9.9,1.5,0.2,0.0,6.2,0.0,11111619,8.4,7.4,8.2,8.7,8.3,7.8,8.9,8.4,7.7,8.1,8.3,9.8
020-02,amozoc,puebla-amozoc,mex-150d,141.713,6133,0.4,82.6,0.0,7.2,3.3,3.7,0.1,1.3,1.1,0.0,0.0,0.3,0.0,2238629,8.9,7.6,8.6,8.0,8.7,8.5,8.6,8.9,8.0,7.9,7.9,8.4
020-03,amozoc,puebla-ent. amozoc,mex-150d,137.0,12120,0.5,74.1,0.0,6.3,3.8,3.4,0.4,7.3,1.1,0.5,0.0,2.6,0.0,4423783,8.0,7.3,8.3,8.8,8.3,7.9,8.7,8.5,7.7,8.2,8.5,9.8
021-01,esperanza,acatzingo-cd. mendoza,mex-150d,217.5,13598,0.3,46.0,0.0,6.3,5.6,8.2,0.6,17.4,2.4,0.5,0.1,12.6,0.0,4963451,8.8,7.3,8.3,9.0,8.3,7.7,8.8,8.3,7.4,8.1,8.2,9.8
021-02,esperanza,acatzingo-esperanza,mex-150d,217.5,1296,0.3,83.1,0.0,0.9,8.0,4.7,0.2,1.6,0.3,0.1,0.0,0.8,0.0,472925,8.5,7.2,8.1,8.4,8.3,8.5,9.3,9.9,8.7,7.6,7.5,8.0
021-03,esperanza,esperanza-cd. mendoza,mex-150d,217.5,1744,0.3,43.1,0.0,2.2,6.5,11.9,1.0,26.4,3.9,0.1,0.0,4.6,0.0,636532,8.6,7.7,8.6,8.8,8.7,8.0,8.6,8.9,7.7,8.1,7.9,8.4
022-01,fortín de las flores,cd. mendoza-córdoba,mex-150d,286.25,21477,0.9,57.0,0.0,6.5,4.9,6.0,0.6,12.8,2.0,0.4,0.2,8.7,0.0,7839072,8.8,7.5,8.4,8.8,8.2,7.9,8.7,8.7,7.9,8.0,8.0,9.1
022-02,fortín de las flores,cd. mendoza-fortín,mex-150d,286.25,11665,3.8,83.9,0.0,2.1,3.5,3.2,0.2,1.7,0.4,0.0,0.0,1.2,0.0,4257792,8.5,7.3,8.3,8.5,8.4,8.2,8.9,8.9,8.1,8.5,8.0,8.4
023,puente la piedad,irapuato-guadalajara,mex-090,89.1,3301,1.2,47.5,0.4,5.8,9.9,9.6,0.8,21.6,2.1,0.0,0.0,1.1,0.0,1204724,9.0,7.4,8.0,7.9,8.3,8.0,8.7,8.2,7.7,8.7,8.7,9.4
024,puente tecolutla,veracruz-poza rica,mex-180,52.8,4668,3.8,68.0,0.5,5.8,4.7,3.4,0.3,7.0,2.1,0.1,0.0,4.3,0.0,1703965,8.4,7.5,8.6,10.2,8.9,8.2,8.9,9.3,7.8,6.8,7.1,8.3
025,puente inter. las flores,nuevo progreso-progreso,mex-002,0.0,1533,0.1,90.6,0.2,0.0,0.2,1.4,0.1,3.3,0.4,0.1,0.0,3.6,0.0,559598,9.4,9.4,10.2,7.1,7.5,7.2,8.1,8.2,8.1,8.1,8.1,8.6
026,puente san juan,reynosa-nuevo laredo,mex-002,64.0,2278,0.2,70.2,1.7,2.1,4.5,2.1,0.4,4.4,1.1,0.1,0.0,13.2,0.0,831569,6.4,8.5,8.0,8.3,9.4,9.4,8.4,8.5,7.9,8.5,8.3,8.4
027,puente inter. ojinaga,ojinaga-presidio,mex-016,0.0,1929,0.1,95.3,1.9,0.2,1.1,0.2,0.3,0.8,0.0,0.0,0.1,0.0,0.0,704238,8.8,7.6,8.9,7.9,8.3,8.0,9.0,8.1,8.0,8.3,8.3,8.8
028,puente inter. paso del norte,cd. juárez-el paso,mex-045,0.0,5828,0.6,98.6,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127101,10.7,9.8,10.6,7.3,7.9,7.5,6.6,8.9,8.5,8.0,7.0,7.2
029,compostela,chapalilla-compostela,mex-d,31.5,6065,1.2,80.0,0.4,8.4,3.1,2.4,0.2,2.5,0.6,0.0,0.1,1.1,0.0,2213859,7.0,5.9,7.6,10.7,8.6,8.3,11.5,9.6,7.3,7.0,7.4,9.1
030,puente inter. rodolfo robles,cd. hidalgo-tecún umán,mex,27.5,1682,87.9,11.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614037,6.9,7.2,8.8,8.4,8.9,9.2,9.2,9.4,9.4,5.7,5.7,11.2
031,puente inter. piedras negras,piedras negras-eagle pass,mex-057,0.0,3387,0.1,99.5,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236419,8.9,8.0,9.3,7.6,8.0,8.7,7.7,8.0,7.6,8.9,8.3,9.0
032,puente tlacotalpan,alvarado-tlacotalpan,mex-175,1.55,1345,7.7,78.0,1.0,5.6,2.8,3.4,0.1,1.0,0.4,0.0,0.0,0.0,0.0,490975,9.1,9.6,8.3,9.2,8.1,7.7,8.9,8.4,7.5,7.0,7.1,9.1
033,puente inter. acuña,cd. acuña-del río,mex-002,0.0,4023,0.3,94.0,0.5,0.0,1.1,0.6,0.2,3.3,0.0,0.0,0.0,0.0,0.0,1468380,8.6,8.6,8.9,7.3,7.9,8.4,8.7,8.7,8.4,8.4,8.1,8.0
034,puente inter. laredo,nuevo laredo-laredo,mex-085,0.0,1224,0.4,99.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446755,9.3,7.6,8.9,8.7,9.4,9.1,10.0,7.7,6.9,7.6,7.4,7.4
035,puente inter. juárez-lincoln,nuevo laredo-laredo,mex-085,0.0,10254,0.4,97.7,0.7,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3742887,9.8,8.2,8.7,7.8,8.2,8.1,7.9,8.5,8.3,8.1,7.9,8.5
036,puente antonio dovalí jaime,cosoleacaque-nuevo teapa,mex-145d,6.5,11769,0.9,49.1,0.4,5.2,5.6,6.7,0.4,16.4,4.7,0.4,0.0,10.2,0.0,4295834,8.4,7.3,8.2,9.1,8.7,8.3,9.1,8.9,8.0,7.8,7.6,8.6
037,puente antonio dovalí jaime bis,puente dovalí jaime-nuevo teapa,mex-145d,6.5,745,5.2,89.0,0.1,0.4,3.7,0.6,0.1,0.7,0.2,0.0,0.0,0.0,0.0,271842,8.5,8.0,8.6,8.5,8.7,8.3,8.3,8.2,7.7,8.4,7.9,8.9
038,puente tampico,tampico el alto-tampico,mex-180,191.8,7301,0.8,86.6,0.4,5.5,3.4,1.3,0.1,1.0,0.3,0.0,0.0,0.6,0.0,2664742,8.0,6.8,7.6,9.2,8.4,8.3,9.5,9.0,7.6,7.7,7.9,10.0
039,tehuacán,cuacnopalan-tehuacán,mex-135d,41.048,10641,0.5,71.9,0.0,5.9,6.1,5.2,0.5,6.0,1.1,0.1,0.1,2.6,0.0,3883915,8.6,7.1,8.1,8.8,8.1,7.5,9.1,8.4,7.4,8.1,8.7,10.1
040,miahuatlán,tehuacán-miahuatlán,mex-135d,71.415,5050,0.6,68.3,0.0,8.1,5.0,6.8,0.4,5.8,1.2,0.2,0.1,3.5,0.0,1843291,8.8,6.6,7.8,9.5,7.6,7.0,9.8,8.5,7.2,7.5,8.7,11.0
041-01,coixtlahuaca,miahuatlán-coixtlahuaca,mex-135d,141.3,576,0.6,73.6,0.0,10.3,5.8,5.0,0.1,3.4,1.2,0.0,0.0,0.0,0.0,210277,8.5,6.4,8.2,9.1,8.7,7.2,9.0,8.3,7.3,7.7,8.6,11.0
041-02,coixtlahuaca,miahuatlán-nochixtlán,mex-135d,141.3,4199,0.6,66.3,0.0,8.4,5.1,7.3,0.4,6.4,1.1,0.2,0.1,4.1,0.0,1532670,9.0,6.7,7.7,9.6,7.5,6.9,9.9,8.6,7.0,7.4,8.5,11.2
042-01,huitzo,nochixtlan-oaxaca,mex-135d,217.01,5903,0.8,76.2,0.0,5.7,4.5,4.8,0.2,4.3,0.7,0.1,0.1,2.6,0.0,2154596,8.9,6.9,8.1,9.4,7.6,7.1,9.6,8.5,7.0,7.3,8.4,11.2
042-02,huitzo,nochixtlan-huitzo,mex-135d,217.01,360,1.4,80.0,0.0,1.9,6.9,5.0,0.2,2.7,1.6,0.0,0.0,0.3,0.0,131356,9.0,7.2,8.2,9.2,7.7,7.2,9.5,8.7,7.6,7.4,8.4,9.9
043,huitzo bis,huitzo-oaxaca,mex-135d,217.01,780,1.9,95.7,0.0,0.5,1.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,284818,8.5,7.3,7.9,8.1,8.1,7.7,8.8,8.7,8.9,7.9,7.9,10.2
044,centinela,centinela-rumorosa,mex-002d,61.7,9999,0.4,71.0,1.1,8.1,0.0,0.0,0.5,13.9,1.1,0.2,0.2,3.1,0.4,3649659,7.7,6.7,8.3,9.1,8.4,8.6,10.5,9.5,7.8,7.8,7.8,7.8
045-01,el hongo,rumorosa-tecate,mex-002d,92.36,7176,0.2,68.7,0.0,5.0,3.2,1.9,0.3,14.6,0.8,0.3,0.2,4.8,0.0,2619065,8.7,7.9,9.4,9.1,8.5,8.4,10.1,9.3,7.4,7.2,7.1,6.9
045-02,el hongo,el hongo-tecate,mex-002d,92.36,854,0.4,92.3,0.0,0.7,1.8,0.9,0.2,3.0,0.4,0.0,0.0,0.3,0.0,311722,6.3,6.3,7.2,6.9,7.4,8.3,10.2,9.6,9.3,8.5,9.4,10.6
045-03,el hongo,rumorosa-el hongo,mex-002d,92.36,108,0.4,89.7,0.0,1.8,1.8,1.2,0.2,3.8,0.4,0.1,0.0,0.6,0.0,39246,6.5,6.6,8.1,8.4,17.7,8.2,12.1,9.8,7.1,5.9,5.0,4.6
046-01,tijuana,tecate-tijuana,mex-002d,147.6,7034,0.3,68.5,0.4,2.2,5.9,2.1,0.5,13.8,0.7,0.1,0.1,3.5,1.9,2567379,8.6,7.7,9.0,9.0,9.0,8.8,9.9,9.6,7.6,7.6,7.3,5.9
046-02,tijuana,ent. tecate-paso del águila aux. 1,mex-002d,130.5,1334,0.3,73.4,0.8,0.5,4.8,2.0,0.9,12.6,1.8,0.2,0.0,1.0,1.7,486841,7.2,6.7,8.1,9.1,8.2,8.4,9.6,10.0,8.9,7.9,7.7,8.2
046-03,tijuana,ent. esperanza-ent. sandoval aux. 2,mex-002d,122.8,3559,0.3,85.9,0.6,1.4,2.5,0.8,0.3,4.2,0.6,0.1,0.1,2.0,1.2,1299177,7.2,6.3,8.0,8.4,8.2,8.6,10.4,10.1,8.6,8.1,8.0,8.1
046-04,tijuana,paso del águila-tijuana,mex-002d,130.5,407,0.0,20.9,0.0,0.0,1.4,2.1,0.0,75.5,0.0,0.0,0.0,0.1,0.0,148606,10.2,8.7,8.9,8.1,8.6,7.5,6.4,8.5,9.2,9.9,8.4,5.6
046-05,tijuana,ent. planta dart-tijuana,mex-002d,137.8,117,0.0,77.7,0.0,0.0,1.0,0.7,15.7,4.9,0.0,0.0,0.0,0.0,0.0,42740,9.5,7.6,7.7,7.9,9.0,8.8,8.9,9.3,9.0,8.4,8.1,5.8
047,puente inter. shuchiate ii ing. luis cabrer,hidalgo-tecún umán,mex,0.0,358,0.0,7.3,0.1,0.9,5.4,5.6,0.4,68.2,11.1,0.1,0.0,0.9,0.0,130778,7.7,7.9,8.3,7.9,8.5,8.3,8.4,8.5,8.1,9.2,8.6,8.6
048-01,aeropuerto los cabos,san josé del cabo-aeropuerto los cabos,mex-001d,105.1,1998,0.1,98.3,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729255,8.3,8.0,9.4,8.7,8.7,7.7,7.8,7.4,5.9,8.3,9.9,9.9
048-02,aeropuerto los cabos,cabo san lucas-aeropuerto los cabos,mex-001d,105.1,598,0.1,99.1,0.0,0.2,0.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,218336,9.0,8.2,9.3,8.7,8.2,8.1,8.9,8.1,6.1,7.5,8.7,9.2
048-03,aeropuerto los cabos,el mangle-aeropuerto los cabos,mex-001d,105.1,311,0.2,90.1,0.0,0.5,1.5,1.2,0.1,1.7,1.7,0.1,0.0,2.9,0.0,113479,9.0,8.2,9.3,8.3,7.4,7.2,8.1,7.5,6.1,8.2,9.7,11.0
049-01,san josé del cabo,aeropuerto los cabos-san josé del cabo,mex-001d,110.21,2123,0.1,97.7,0.0,1.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774883,8.3,8.1,9.5,8.6,9.2,7.8,8.1,7.3,5.9,8.1,9.3,9.8
049-02,san josé del cabo,cabo san lucas-san josé del cabo,mex-001d,110.21,98,0.6,98.5,0.0,0.1,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,35909,11.7,9.8,9.2,8.3,8.3,9.3,9.9,7.7,6.1,5.8,7.7,6.2
049-03,san josé del cabo,el mangle-san josé del cabo,mex-001d,110.21,345,0.6,95.5,0.0,0.3,1.6,0.9,0.1,0.7,0.2,0.1,0.0,0.0,0.0,125861,8.7,7.9,8.7,8.2,8.1,7.9,8.5,7.7,6.4,8.2,9.5,10.2
050,zacatecas,ent. cuauhtémoc-ent. osiris,mex-045d,97.8,9152,0.4,51.8,0.8,7.2,4.6,4.8,0.8,16.9,3.5,0.5,0.0,8.7,0.0,3340484,8.1,7.1,8.0,8.6,8.2,7.9,9.3,8.7,7.6,8.2,8.5,9.8
051,chiapa de corzo,tuxtla gutiérrez-san cristóbal de las casas,mex-190d,1.3,11765,0.7,87.7,0.1,2.3,3.8,1.8,0.1,1.7,0.7,0.0,0.0,0.6,0.5,4294133,8.3,7.3,8.1,8.7,8.4,8.0,9.1,8.9,7.8,8.1,8.0,9.3
052,tehuantepec,tehuantepec-salina cruz,mex-185d,1.8,878,2.0,77.0,0.0,3.5,4.8,3.5,0.3,5.1,2.4,0.0,0.0,1.4,0.0,320581,9.0,7.0,7.7,11.5,8.5,7.1,9.8,8.6,6.4,6.7,7.4,10.3
053-01,ixtepec,ixtepec-la ventosa,mex-185d,47.5,561,1.7,81.7,0.0,1.1,9.1,2.3,0.1,2.1,0.8,0.0,0.0,1.1,0.0,204606,8.2,7.3,8.9,10.5,9.5,7.7,8.8,8.5,6.8,7.2,7.6,9.0
053-02,ixtepec,ixtepec-tehuantepec,mex-185d,47.5,1039,3.0,89.7,0.0,0.7,5.0,0.8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,379077,8.8,6.8,9.0,9.8,8.1,7.7,8.7,8.4,7.2,8.1,7.8,9.6
053-03,ixtepec,tehuantepec-la ventosa,mex-185d,47.5,1186,0.6,59.9,0.0,1.9,5.3,6.0,0.3,7.1,4.4,0.3,0.6,13.6,0.0,432983,8.8,7.1,8.8,10.0,8.3,7.6,8.9,8.4,6.7,7.9,7.6,9.9
054,acatlán de juárez,acatlán-atoyac,mex-054d,0.6,13698,0.4,66.4,0.3,3.1,4.2,3.7,1.5,7.1,3.1,0.4,0.2,9.5,0.1,4999759,8.1,7.5,8.4,8.7,8.2,8.0,9.2,8.9,7.8,7.9,8.1,9.2
055,sayula,atoyac-cd. guzmán,mex-054d,58.3,13517,0.4,62.0,0.2,3.0,4.1,4.6,2.0,8.6,3.9,0.6,0.2,10.2,0.2,4933690,8.4,7.6,8.5,8.8,8.3,8.0,8.9,8.6,7.6,7.9,8.1,9.3
056,sayula remota,sayula-cd. guzmán,mex-054d,64.6,1155,0.7,72.6,0.4,0.9,7.7,8.0,1.3,5.1,1.8,0.1,0.0,1.2,0.2,421620,9.3,8.2,9.5,9.1,9.2,8.3,8.5,8.7,6.7,7.3,7.3,7.9
057,san marcos,cd. guzmán-el trapiche,mex-054d,122.5,11036,0.3,56.7,0.2,2.8,4.7,4.7,2.7,9.9,4.3,0.7,0.3,11.8,0.9,4028252,8.6,7.6,8.5,9.2,8.2,7.9,9.1,8.8,7.4,7.7,8.0,9.0
058,ent. trapichillo,tepic-ent. trapichillo,mex-015d,6.3,2616,2.4,91.7,0.2,0.8,1.5,1.3,0.0,0.4,0.1,0.0,0.0,0.0,1.6,954798,8.9,7.5,8.7,9.6,9.1,8.1,10.2,8.4,6.9,7.1,6.9,8.6
059,trapichillo,tepic-san blas,mex-015d,8.65,13306,1.1,53.1,0.3,4.8,2.7,3.5,0.5,9.6,1.2,0.2,0.0,3.2,19.8,4856583,8.5,8.1,8.3,9.1,8.4,7.8,9.1,8.1,6.6,7.4,8.2,10.4
060-01,yago,ent. san blas-yago,mex-015d,42.31,594,1.8,79.3,0.3,3.9,2.6,1.8,0.1,1.7,0.3,0.0,0.0,0.5,7.7,216815,9.7,7.6,8.8,8.2,9.0,8.2,7.6,6.8,5.9,9.2,9.1,9.9
060-02,yago,yago-est. ruíz,mex-015d,42.31,161,14.6,53.0,1.0,0.9,3.3,5.2,0.6,4.9,1.3,0.0,0.0,0.8,14.4,58590,8.0,7.5,8.7,8.4,8.6,8.8,8.5,8.6,8.0,8.4,7.8,8.7
061-01,estación ruíz,yago-rosa morada,mex-015d,52.81,5378,0.3,40.9,0.4,7.4,3.4,5.9,0.9,23.5,3.1,0.6,0.1,11.5,2.0,1963141,8.1,7.1,8.1,9.2,7.9,7.8,9.6,8.7,7.5,7.4,8.2,10.4
061-02,estación ruíz,ruiz-rosa morada,mex-015d,52.81,594,6.4,60.1,0.5,4.2,5.0,6.0,0.5,4.8,2.2,0.0,0.0,0.2,10.1,216818,6.7,6.3,8.0,8.3,8.4,8.4,9.4,9.9,9.6,7.4,8.2,9.4
061-03,estación ruíz,yago-ruíz,mex-015d,52.81,570,0.0,73.4,0.0,1.7,2.5,3.3,0.1,2.1,0.7,0.0,0.0,0.0,16.2,208031,6.0,6.4,8.1,8.5,8.5,8.5,9.6,10.1,9.8,7.4,7.8,9.3
062-01,acaponeta,acaponeta-escuinapa,mex-015d,73.4,161,0.2,58.5,0.0,12.1,6.4,7.9,0.2,10.0,1.2,0.1,0.0,3.3,0.1,58717,11.1,10.4,8.4,10.9,9.3,6.2,10.9,9.3,7.5,6.1,6.2,3.7
062-02,acaponeta,rosa morada-escuinapa,mex-015d,73.4,4493,0.3,37.1,0.5,7.4,3.1,5.1,1.0,25.4,2.5,0.4,0.1,12.8,4.3,1639872,8.4,7.2,8.2,9.5,8.2,8.0,9.2,8.3,7.2,5.6,8.6,11.6
062-03,acaponeta,rosa morada-acaponeta,mex-015d,73.4,817,0.6,53.9,0.4,7.4,3.7,4.9,0.5,6.4,1.3,0.3,0.1,2.2,18.3,298209,4.8,7.0,8.5,5.4,10.4,10.5,11.3,10.7,9.8,4.9,7.5,9.2
063-01,rosario,escuinapa-villa unión,mex-015d,199.486,4760,0.6,37.2,0.6,7.4,3.6,4.8,1.2,29.7,3.2,0.6,0.1,9.3,1.7,1737316,9.1,6.9,8.1,9.2,7.9,7.9,9.5,8.6,7.2,7.6,8.0,10.0
063-02,rosario,escuinapa-rosario,mex-015d,199.486,116,1.6,62.5,0.9,12.7,8.4,8.4,0.6,4.0,0.7,0.0,0.0,0.2,0.0,42426,8.9,7.0,8.3,9.6,8.5,9.0,10.1,8.2,7.3,6.1,6.9,10.1
063-03,rosario,rosario-villa uníón,mex-015d,199.486,914,0.7,57.6,0.6,20.8,3.3,2.5,0.4,4.6,0.3,0.0,0.0,0.4,8.8,333679,8.5,7.9,8.2,8.4,8.1,8.1,8.6,8.2,7.4,8.1,8.1,10.4
064,villa ahumada,el sueco-villa ahumada,mex-045,219.0,6319,0.0,65.8,0.0,5.1,3.1,2.0,0.5,19.6,1.1,0.3,0.0,2.5,0.0,2306318,8.6,6.8,7.9,8.4,7.5,8.0,9.7,8.7,7.5,7.8,8.4,10.7
065,santa fe,constituyentes-santa fe,mex-015d,17.626,27009,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9858215,8.2,7.8,7.6,8.0,8.4,8.2,8.2,8.5,8.5,9.0,8.8,8.8
066,contadero,constituyentes-contadero,mex-015d,23.43,3725,0.5,91.2,0.0,2.6,2.1,2.0,0.1,0.3,0.0,0.0,0.0,0.0,1.2,1359569,7.8,8.0,9.1,6.8,8.9,8.8,7.6,8.8,8.2,9.4,8.9,7.7
067-01,la venta,constituyentes-la marquesa,mex-015d,24.0,54685,0.6,88.9,0.1,5.7,0.0,2.3,0.7,0.1,1.0,0.1,0.0,0.0,0.5,19960200,7.6,7.4,8.5,8.0,8.4,8.2,8.2,8.5,8.5,9.0,8.8,8.9
067-02,la venta,constituyentes-la venta,mex-015d,24.0,4867,0.4,93.0,0.0,1.1,2.1,1.8,0.1,0.4,0.0,0.0,0.0,0.0,1.1,1776328,7.7,7.7,8.8,7.3,8.3,8.1,8.3,8.4,8.4,8.9,8.9,9.2
067-03,la venta,la  venta-la marquesa,mex-015d,24.0,23129,0.6,78.2,0.1,2.4,4.6,2.8,0.2,6.7,0.7,0.1,0.0,2.0,1.6,8442163,7.6,7.4,8.4,8.1,8.3,8.1,8.3,8.4,8.4,8.9,8.9,9.2
068,central de abastos,cuernavaca-central de abastos,mex-095d,102.0,16218,4.1,92.4,0.0,0.8,1.6,0.5,0.1,0.3,0.1,0.0,0.0,0.1,0.0,5919447,8.3,8.1,9.0,8.7,9.1,8.5,8.8,9.1,8.7,7.1,7.0,7.6
069,aeropuerto,cuernavaca-aereopuerto,mex-095d,104.85,15634,4.1,91.0,0.0,1.2,1.5,0.5,0.1,0.6,0.7,0.0,0.0,0.3,0.0,5706401,8.5,8.0,8.9,8.7,8.6,8.5,8.7,8.7,8.2,7.5,7.6,8.1
070,xochitepec,cuernavaca-xochitepec,mex-095d,107.9,3503,1.8,92.3,0.0,1.6,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278654,8.3,7.9,8.9,8.8,8.4,8.1,8.3,8.6,8.0,8.0,8.2,8.5
071,ing. francisco velasco durán,cuernavaca-puente de ixtla,mex-095d,123.0,13925,1.1,81.6,0.0,6.7,2.8,2.9,0.4,2.4,0.8,0.1,0.0,1.2,0.0,5082504,9.4,8.0,9.9,10.8,8.3,6.3,6.3,9.1,7.0,7.0,7.9,10.0
