"tollbooth_id","legacy_id","tollbooth_name","lat","lng","status","state","place","lines","type","manage","gate_to","anti_evation_sys","in_out"
254,440,"queretaro-arco norte",19.99628469499,-99.4903908118255,"open","edomx","entronque",3,"toll","arconorte",,,"in"
255,440,"queretaro-arco norte",19.9986597450259,-99.4877871126776,"open","edomx","entronque",2,"toll","arconorte",,,"out"
256,440,"queretaro-arco norte",19.9987015299002,-99.487584544606,"open","edomx","entronque",2,"toll","arconorte",,,"in"
257,440,"queretaro-arco norte",19.9977986808863,-99.4918622107788,"open","edomx","entronque",3,"toll","arconorte",,,"out"
258,440,"queretaro-arco norte",19.9961434280043,-99.4896541969381,"open","edomx","entronque",3,"toll","arconorte",,,"out"
259,440,"queretaro-arco norte",20.0004546317291,-99.489978526474,"open","edomx","entronque",4,"toll","arconorte",,1,"out"
260,471,"rayon",19.1510772445431,-99.543733111379,"open","edomx","troncal",2,"toll","lerma-santiago",,0,
261,471,"rayon",19.1513965300673,-99.5437197307788,"open","edomx","troncal",2,"toll","lerma-santiago",,0,
262,471,"auxiliar metepec",19.1514532821541,-99.5483302531251,"open","edomx","entronque",1,"toll","lerma-santiago",,0,
264,471,"auxiliar malinalco",19.1499867476865,-99.5499992794603,"open","edomx","entronque",1,"toll","lerma-santiago",,0,
265,574,"revolucion",19.6022693192758,-99.0374704920243,"open","edomx","entronque",4,"toll","golfo-centro",,,
266,574,"revolucion",19.6029868150986,-99.0384013839432,"open","edomx","troncal",10,"toll","golfo-centro",,,
267,574,"revolucion",19.6026945023719,-99.0377878415421,"open","edomx","troncal",9,"toll","golfo-centro",,,
268,7,"san marcos",19.2965371078915,-98.8707625865936,"open","edomx","troncal",8,"toll","capufe",,,
269,188,"san marcos bis",19.2933911292749,-98.8759876783721,"open","edomx","entronque",4,"toll","capufe",,,
270,311,"san miguel",19.6352997202249,-99.2051557710495,"open","edomx","troncal",8,"toll","capufe",,,
271,566,"san nicolas",19.3556294019289,-99.481258974708,"open","edomx","entronque",1,"toll","autovan",,0,
272,566,"san nicolas",19.3556956910827,-99.4812603786564,"open","edomx","entronque",1,"toll","autovan",,0,
273,566,"san nicolas",19.3538847941069,-99.4802911560869,"open","edomx","entronque",1,"toll","autovan",,0,
274,566,"san nicolas",19.3539220539845,-99.4803391863654,"open","edomx","entronque",1,"toll","autovan",,0,
275,433,"sahagun",19.7566736390523,-98.6283339959742,"open","edomx","entronque",1,"toll","arconorte",,0,"in"
276,433,"sahagun",19.755408882136,-98.629535586774,"open","edomx","entronque",1,"toll","arconorte",,0,"in"
277,433,"sahagun",19.7560434380331,-98.6305517036597,"open","edomx","entronque",2,"toll","arconorte",,0,"out"
278,433,"sahagun",19.755939830461,-98.6281190984548,"open","edomx","entronque",2,"toll","arconorte",,0,"out"
279,837,"tenango",19.1224561248118,-99.6021286824601,"open","edomx","troncal",2,"toll","omc",,,
280,905,"tepexpan",19.6161913939216,-98.948274781243,"open","edomx","troncal",6,"toll","ecatepec-piramides",,,
281,4,"tepotzotlan",19.7153486956143,-99.2074227333069,"open","edomx","troncal",10,"toll","capufe",,,
283,914,"texcoco",19.5028271560487,-98.9127100887858,"open","edomx","troncal",6,"toll","desarrollo-global",,0,
284,914,"texcoco",19.5020740322376,-98.9149895242464,"open","edomx","troncal",3,"toll","desarrollo-global",,0,
285,928,"tezoyuca (589)",19.6006575114844,-98.9255380669232,"open","edomx","troncal",6,"toll","pinfra",,,
286,575,"tizatyca (ojo de agua)",19.6188401985079,-99.0296620130539,"open","edomx","troncal",10,"toll","golfo-centro",,,
287,434,"tulancingo",19.8336648839833,-98.7015982353397,"open","edomx","entronque",2,"toll","arconorte",,1,"out"
288,434,"tulancingo",19.8336724681593,-98.7014506788197,"open","edomx","entronque",1,"toll","arconorte",,0,"in"
289,434,"tulancingo",19.8347756951661,-98.7001433051862,"open","edomx","entronque",2,"toll","arconorte",,1,"out"
290,434,"tulancingo",19.8337042681866,-98.6986999279764,"open","edomx","entronque",2,"toll","arconorte",,1,"out"
291,434,"tulancingo",19.8349471399433,-98.7001453080135,"open","edomx","entronque",1,"toll","arconorte",,0,"in"
292,434,"tulancingo",19.8337041852705,-98.698868590806,"open","edomx","entronque",1,"toll","arconorte",,,
293,531,"valle de bravo",19.3482184605364,-99.9894469838757,"open","edomx","troncal",7,"toll","acomex",,,
294,1046,"vallejo r4",19.5121006765847,-99.1626834869385,"open","edomx","entronque",3,"toll","anesa",,,
295,1046,"vallejo r5",19.5124647329941,-99.1614496707916,"open","edomx","entronque",1,"ticket","anesa",,,
296,1046,"vallejo r6",19.5126720425276,-99.1635203361511,"open","edomx","entronque",2,"toll","anesa",,,
297,1046,"vallejo r7",19.5136024039902,-99.1655319929123,"open","edomx","entronque",2,"ticket","anesa",,,
298,1046,"vallejo r7",19.5136226291799,-99.1649848222733,"open","edomx","entronque",2,"ticket","anesa",,,
299,836,"villa guerrero",18.9893386280299,-99.6565479040146,"open","edomx","troncal",3,"toll","omc",,0,
300,416,"xonacatlan",19.3806941450148,-99.5553966061021,"open","edomx","entronque",1,"toll","libramiento-toluca",,,
301,416,"xonacatlan",19.3757141499163,-99.5495116710663,"open","edomx","troncal",6,"toll","libramiento-toluca",,,
303,416,"xonacatlan",19.3758457253448,-99.5493614673615,"open","edomx","entronque",5,"toll","libramiento-toluca",,,
304,416,"xonacatlan",19.3812541042594,-99.5555346775492,"open","edomx","entronque",1,"toll","libramiento-toluca",,,
305,940,"zitacuaro",19.4524623585453,-100.281867819188,"open","edomx","troncal",2,"toll","acomex",,,
306,314,"aguas buenas",20.9614766917172,-101.38477623811,"open","guanajuato","troncal",8,"toll","gma",,,
307,323,"apaseo",20.5314686785125,-100.620743399316,"closed","guanajuato","entronque",2,"ticket","macrolibramiento-queretaro","bypass",,
308,323,"apaseo",20.5336075632006,-100.627883335308,"open","guanajuato","entronque",2,"ticket","macrolibramiento-queretaro","bypass",,
309,564,"arandas",20.7352678537838,-101.383194031844,"open","guanajuato","entronque",1,"toll","libramiento-irapuato","bypass",,
310,564,"arandas",20.7375174802785,-101.380054950714,"open","guanajuato","troncal",3,"toll","libramiento-irapuato","bypass",,
311,564,"arandas",20.7335200161033,-101.381240910132,"open","guanajuato","entronque",1,"toll","libramiento-irapuato","bypass",,
312,120,"central de abastos",21.0692351227581,-101.678323547286,"open","guanajuato","entronque",2,"toll","rco",,,
313,120,"central de abastos",21.0689777271156,-101.679083817071,"open","guanajuato","entronque",2,"toll","rco",,,
314,185,"cerro gordo",20.5922723826768,-101.141489638655,"open","guanajuato","entronque",1,"toll","capufe",,0,
315,185,"cerro gordo",20.5921678220542,-101.141393122998,"open","guanajuato","entronque",1,"toll","capufe",,0,
317,185,"cerro gordo",20.5919147072208,-101.137290533016,"open","guanajuato","entronque",2,"toll","capufe",,0,
318,186,"cerro gordo",20.5901331131325,-101.136231960994,"open","guanajuato","troncal",8,"toll","capufe",,0,
319,185,"cerro gordo",20.5918533155651,-101.137345148479,"open","guanajuato","entronque",1,"toll","capufe",,0,
320,351,"cervera",20.9719430429973,-101.29950012928,"open","guanajuato","entronque",4,"toll","cvi",,,
321,514,"cinta-copandaro",20.0762343040407,-101.135734323152,"open","guanajuato","entronque",1,"ticket","camssa",,,
322,590,"crespo",20.5066856317214,-100.870887312803,"open","guanajuato","troncal",8,"toll","bicentenario","bypass",,
323,515,"la cinta",20.0734942645663,-101.136780274509,"open","guanajuato","troncal",4,"toll","camssa",,,
324,517,"la cinta",20.0775053752757,-101.137793865289,"open","guanajuato","entronque",1,"toll","camssa",,,
325,515,"la cinta",20.0734942646351,-101.136588101579,"open","guanajuato","troncal",3,"ticket","camssa",,,
326,591,"laja",20.5096916194069,-100.765228194956,"open","guanajuato","troncal",8,"toll","bicentenario","bypass",,
327,120,"las joyas",21.0974297871295,-101.776929353264,"open","guanajuato","entronque",1,"toll","rco",,,
328,120,"las joyas",21.0982899318069,-101.778697959026,"open","guanajuato","entronque",1,"toll","rco",,,
329,120,"leon",21.1027925706311,-101.784598034564,"open","guanajuato","troncal",6,"toll","rco",,,
330,463,"libramiento la piedad",20.3954822533392,-101.99808250182,"open","guanajuato","entronque",1,"toll","lipsa",,,
331,463,"libramiento la piedad",20.3956076396429,-101.993362124809,"open","guanajuato","troncal",4,"toll","lipsa",,,
332,41,"mendoza",20.6730365630931,-101.21357279709,"open","guanajuato","troncal",10,"toll","gma",,,
333,120,"plan de ayala",21.0768737580968,-101.709859726805,"open","guanajuato","entronque",1,"toll","rco",,,
334,120,"plan de ayala",21.0767457568796,-101.710656334618,"open","guanajuato","entronque",1,"toll","rco",,,
335,551,"puerto interior",20.9838710428575,-101.542268030125,"open","guanajuato","troncal",10,"toll","gma",,,
338,350,"romita",20.9091306377331,-101.494419745062,"open","guanajuato","entronque",1,"toll","gma",,,
339,350,"romita",20.9089846396747,-101.494385965933,"open","guanajuato","entronque",1,"toll","gma",,,
340,120,"salamanca",21.0456658947734,-101.628277110052,"open","guanajuato","entronque",1,"toll","rco",,,
341,41,"salamanca",20.5991688342319,-101.180709726202,"open","guanajuato","entronque",1,"toll","capufe",,,
342,41,"salamanca",20.5976127498717,-101.180992126465,"open","guanajuato","entronque",1,"toll","capufe",,,
343,120,"salamanca",21.0464994200608,-101.628725726243,"open","guanajuato","entronque",1,"toll","rco",,,
344,41,"salamanca",20.5984800197803,-101.180963733065,"open","guanajuato","troncal",3,"toll","capufe",,,
345,120,"san francisco del rincon",21.0823103188257,-101.745558972452,"open","guanajuato","entronque",1,"toll","rco",,0,
346,120,"san francisco del rincon",21.0813558008892,-101.746052150112,"open","guanajuato","entronque",1,"toll","rco",,0,
347,592,"san miguel",20.5810454357633,-100.795302627839,"open","guanajuato","troncal",2,"toll","bicentenario","bypass",0,
348,513,"uriangato",20.1829891554319,-101.157212411943,"open","guanajuato","entronque",2,"ticket","camssa",,,
349,513,"uriangato",20.1828799390238,-101.157191255309,"open","guanajuato","entronque",2,"toll","camssa",,,
350,512,"valle de santiago",20.3726381761672,-101.147396186626,"open","guanajuato","entronque",1,"ticket","camssa",,,
351,512,"valle de santiago",20.3725995819877,-101.147351891897,"open","guanajuato","entronque",1,"toll","camssa",,,
352,512,"valle de santiago",20.373192668488,-101.149241879577,"open","guanajuato","entronque",1,"toll","camssa",,,
353,512,"valle de santiago",20.3731746443835,-101.149295085138,"open","guanajuato","entronque",1,"ticket","camssa",,,
354,511,"valtierrilla",20.5531213978598,-101.136450066821,"open","guanajuato","entronque",1,"toll","camssa",,,
355,511,"valtierrilla",20.5475694809596,-101.138084101912,"open","guanajuato","entronque",1,"toll","camssa",,,
356,511,"valtierrilla",20.5467118852825,-101.136224070548,"open","guanajuato","entronque",1,"toll","camssa",,,
357,510,"valtierrilla",20.5426235519867,-101.137662145153,"open","guanajuato","troncal",3,"toll","camssa",,,
358,510,"valtierrilla",20.5426612267479,-101.137836488737,"open","guanajuato","troncal",3,"ticket","camssa",,,
359,511,"valtierrilla",20.5530366936756,-101.136263972837,"open","guanajuato","entronque",1,"toll","camssa",,,
360,183,"villagran",20.5794569893577,-100.992351569859,"open","guanajuato","entronque",1,"toll","capufe",,,
361,183,"villagran",20.5822503290916,-100.992165354607,"open","guanajuato","entronque",1,"toll","capufe",,,
362,563,"yostiro",20.6010769434461,-101.438540554925,"open","guanajuato","troncal",4,"toll","libramiento-irapuato","bypass",,
363,429,"cayaco (macrotunel)",16.8177264689543,-99.8174901011399,"open","guerrero","troncal",4,"toll","macrotuca","tunnel",,
364,1040,"chilpancingo-tixtla",17.6080323057711,-99.5095985322805,"open","guerrero","troncal",4,"toll","cicaeg",,,
365,919,"feliciano",18.0046501052914,-101.963861227106,"open","guerrero","entronque",1,"toll","autopistas-michoacan",,,
366,919,"feliciano",18.0064685611693,-101.961752300051,"open","guerrero","troncal",4,"toll","autopistas-michoacan",,,
367,919,"feliciano",18.0040737426214,-101.961905160178,"open","guerrero","entronque",1,"toll","autopistas-michoacan",,,
369,919,"feliciano",18.0063986411673,-101.961631096407,"open","guerrero","entronque",1,"toll","autopistas-michoacan",,,
370,3,"iguala",18.3362053051524,-99.5082914829254,"open","guerrero","troncal",2,"toll","capufe",,,
371,104,"la venta",16.9283444046316,-99.8019236326218,"open","guerrero","troncal",4,"toll","capufe",,,
372,223,"la venta bis",16.9422076750085,-99.8224984345257,"open","guerrero","troncal",3,"toll","capufe",,,
373,223,"la venta bis",16.938358316581,-99.8199553542747,"open","guerrero","troncal",3,"toll","capufe",,,
374,423,"las cruces (maxitunel)",16.8860213778503,-99.8393833637238,"open","guerrero","troncal",6,"toll","atuca","tunnel",,
375,420,"libramiento tecpan",17.1969830368345,-100.62673256934,"open","guerrero","troncal",2,"toll","omega",,,
376,1051,"metlapil",16.8557314369337,-99.7539372786716,"open","guerrero","troncal",2,"toll","gmd",,0,
377,1051,"metlapil",16.8559448626736,-99.7539353798572,"open","guerrero","troncal",2,"toll","gmd",,0,
378,103,"palo blanco",17.4239979242504,-99.4668459892273,"open","guerrero","troncal",4,"toll","capufe",,,
379,102,"paso morelos",18.2314978556559,-99.2154992133098,"open","guerrero","troncal",2,"toll","capufe",,,
380,1051,"pinotepa",16.8301900586207,-99.7592040053626,"open","guerrero","entronque",3,"toll","gmd",,,
381,1051,"pinotepa",16.8309198210656,-99.7581473713304,"open","guerrero","entronque",2,"ticket","gmd",,0,
382,99,"taxco",18.5886507449847,-99.5599745779042,"open","guerrero","troncal",1,"toll","capufe",,,
383,56,"zacapalco",18.5379427134007,-99.4474150954751,"open","guerrero","troncal",2,"toll","capufe",,,
384,437,"atitalaquia",20.0649824271071,-99.2186546544101,"open","hidalgo","entronque",1,"toll","arconorte",,,
385,437,"atitalaquia",20.0672637478677,-99.2185349597693,"open","hidalgo","entronque",2,"toll","arconorte",,,
386,437,"atitalaquia",20.0673135452607,-99.2184958954071,"open","hidalgo","entronque",2,"toll","arconorte",,,
387,437,"atitalaquia",20.0650421507589,-99.2186652946269,"open","hidalgo","entronque",2,"toll","arconorte",,,
388,432,"calpulalpan",19.6215356301528,-98.5480697800228,"open","hidalgo","entronque",1,"toll","arconorte",,0,
389,432,"calpulalpan",19.6214186655159,-98.5480998224324,"open","hidalgo","entronque",2,"toll","arconorte",,0,
390,432,"calpulalpan",19.6194376769189,-98.5496436465899,"open","hidalgo","entronque",2,"toll","arconorte",,0,
391,578,"nuevo necaxa",20.135538183756,-98.1227454141174,"open","hidalgo","entronque",3,"toll","golfo-centro",,,
392,578,"nuevo necaxa",20.1350477943877,-98.1227168501895,"open","hidalgo","entronque",4,"toll","golfo-centro",,,
393,435,"pachuca",19.9273681239182,-98.8914761722353,"open","hidalgo","entronque",4,"toll","arconorte",,0,"in"
394,435,"pachuca",19.927516851428,-98.8915156633801,"open","hidalgo","entronque",5,"toll","arconorte",,1,"out"
395,577,"tejocotal",20.1474520277015,-98.2857958693598,"open","hidalgo","troncal",14,"toll","golfo-centro",,,
396,577,"tejocotal",20.1490662599189,-98.2866060153835,"open","hidalgo","entronque",2,"toll","golfo-centro",,,
397,577,"tejocotal",20.1464505338776,-98.2875498923801,"open","hidalgo","entronque",3,"toll","golfo-centro",,,
398,577,"tejocotal",20.1492368737287,-98.2879340025967,"open","hidalgo","entronque",2,"toll","golfo-centro",,,
399,577,"tejocotal",20.1494023357661,-98.2880461609258,"open","hidalgo","entronque",2,"toll","golfo-centro",,,
400,577,"tejocotal",20.1464239464091,-98.2869803900691,"open","hidalgo","entronque",3,"toll","golfo-centro",,,
401,438,"tula i",20.0996929164633,-99.2806815453965,"open","hidalgo","entronque",1,"toll","arconorte",,,
402,438,"tula i",20.1001546833216,-99.2835048606085,"open","hidalgo","entronque",1,"toll","arconorte",,,
403,438,"tula i",20.0981000533602,-99.2831618917469,"open","hidalgo","entronque",1,"toll","arconorte",,,
404,438,"tula i",20.0981385831073,-99.2860774817328,"open","hidalgo","entronque",1,"toll","arconorte",,,
405,438,"tula i",20.0982375872462,-99.2860445608192,"open","hidalgo","entronque",1,"toll","arconorte",,,
406,438,"tula i",20.0981815421838,-99.2831869763112,"open","hidalgo","entronque",2,"toll","arconorte",,,
407,438,"tula i",20.0997162799814,-99.2805446561525,"open","hidalgo","entronque",1,"toll","arconorte",,,
408,438,"tula i",20.1000710543336,-99.2834867348772,"open","hidalgo","entronque",2,"toll","arconorte",,,
409,439,"tula ii",20.0726891980021,-99.3688257055068,"open","hidalgo","entronque",2,"toll","arconorte",,,
410,439,"tula ii",20.0726450121052,-99.3697958932874,"open","hidalgo","entronque",1,"toll","arconorte",,,
411,439,"tula ii",20.0703484415602,-99.3682492699621,"open","hidalgo","entronque",2,"toll","arconorte",,,
412,439,"tula ii",20.071904806747,-99.3676968873244,"open","hidalgo","entronque",1,"toll","arconorte",,,
413,113,"acatic",20.7370945680769,-102.910970506696,"open","jalisco","entronque",1,"ticket","rco",,0,"in"
414,113,"acatic",20.7390050425803,-102.909747487198,"open","jalisco","entronque",1,"toll","rco",,0,"in"
415,113,"acatic",20.7390245507494,-102.90969186101,"open","jalisco","entronque",1,"toll","rco",,0,"out"
416,113,"acatic",20.7370593359349,-102.911011581183,"open","jalisco","entronque",1,"toll","rco",,0,"out"
417,57,"acatlan ii",20.3734566760366,-103.576318332231,"open","jalisco","troncal",5,"toll","autopistas-sayula",,,
418,155,"arenal",20.7788058243767,-103.662454176485,"open","jalisco","troncal",3,"toll","guadalajara-tepic",,,
419,325,"chapala",20.3902079228279,-103.302166704701,"open","jalisco","troncal",5,"toll","guadalajara-tepic",,,
420,123,"encarnacion de diaz",21.4896826931754,-102.243151412095,"open","jalisco","troncal",3,"toll","rco",,,
421,114,"jalostotitlan",21.1174411420451,-102.45796734964,"open","jalisco","troncal",2,"toll","rco",,,
422,114,"jalostotitlan",21.0300651135245,-102.555257440899,"open","jalisco","entronque",1,"toll","rco",,,
423,114,"jalostotitlan",21.1175612501846,-102.458109855652,"open","jalisco","troncal",2,"toll","rco",,,
424,114,"jalostotitlan",21.03108707336,-102.554575452069,"open","jalisco","entronque",1,"toll","rco",,,
426,114,"jalostotitlan",21.1190454623828,-102.455756387886,"open","jalisco","entronque",1,"toll","rco",,,
427,114,"jalostotitlan",21.120225227194,-102.455586750846,"open","jalisco","entronque",1,"toll","rco",,,
428,114,"jalostotitlan",21.2256710279328,-102.313630185093,"open","jalisco","entronque",2,"toll","rco",,,
430,1055,"la sauceda",20.5481034135754,-103.034479977257,"open","jalisco","entronque",1,"toll","rco",,,
431,199,"lagos de moreno",21.4901991679555,-101.763283412411,"open","jalisco","troncal",6,"toll","capufe",,,
432,447,"libramiento guadalajara",20.5727747017537,-103.101365531435,"open","jalisco","troncal",5,"toll","guadalajara-tepic",,,
433,447,"libramiento sur guadalajara (la laja)",20.5859804277068,-103.100656028686,"open","jalisco","entronque",2,"toll","guadalajara-tepic",,,
434,447,"libramiento sur guadalajara (la laja)",20.5880276907072,-103.098446698312,"open","jalisco","entronque",2,"toll","guadalajara-tepic",,,
435,447,"libramiento sur guadalajara (macrolibramiento)",20.5875365592036,-103.101618057827,"open","jalisco","entronque",1,"toll","guadalajara-tepic",,,
436,447,"libramiento sur guadalajara (macrolibramiento)",20.5886577665459,-103.101744193124,"open","jalisco","entronque",1,"toll","guadalajara-tepic",,,
437,147,"ocotlan",20.4069433613675,-102.738915681839,"open","jalisco","entronque",1,"toll","rco",,,
438,147,"ocotlan",20.4059126700368,-102.738894224167,"open","jalisco","troncal",3,"toll","rco",,,
439,147,"ocotlan",20.4049020830593,-102.739307284355,"open","jalisco","entronque",1,"toll","rco",,,
440,156,"plan de barracas",21.0053760419906,-104.144141488537,"open","jalisco","troncal",6,"toll","guadalajara-tepic",,,
441,156,"plan de barracas",20.9475192710524,-104.062959023678,"open","jalisco","troncal",4,"toll","guadalajara-tepic",,,
442,1056,"san francisco de rivas",20.3225626704053,-102.566706668808,"open","jalisco","entronque",1,"toll","rco",,,
443,1056,"san francisco de rivas",20.3238791906508,-102.567933976412,"open","jalisco","entronque",1,"toll","rco",,,
444,60,"san marcos ii",19.4092371434778,-103.527962565422,"open","jalisco","troncal",4,"toll","autopistas-sayula",,,
445,405,"santa cecilia",20.4425086585422,-103.545795099295,"open","jalisco","troncal",5,"toll","guadalajara-tepic",,,
446,58,"sayula",19.9332264246907,-103.530017137527,"open","jalisco","troncal",5,"toll","autopistas-sayula",,,
447,59,"sayula remota",19.8791308752164,-103.519329854188,"open","jalisco","troncal",3,"toll","autopistas-sayula",,,
449,113,"tepatitlan",20.8208353834692,-102.793966215855,"open","jalisco","troncal",2,"toll","rco",,0,"out"
450,113,"tepatitlan",20.82460029695199,-102.79509186744691,"open","jalisco","troncal",4,"toll","rco",,1,"out"
451,113,"tepatitlan",20.8209271445476,-102.793849735981,"open","jalisco","troncal",2,"ticket","rco",,0,"in"
452,,"tequila",20.8542801172832,-103.860937356949,"open","jalisco","entronque",2,"toll","guadalajara-tepic",,,
453,120,"union de san antonio",21.2513231348003,-101.95086971997,"open","jalisco","entronque",1,"toll","rco",,,
454,120,"union de san antonio",21.2551379987838,-101.949494090351,"open","jalisco","entronque",1,"toll","rco",,,
455,1054,"zapotlan del rey",20.4676201332687,-102.908391133237,"open","jalisco","entronque",1,"toll","rco",,,
456,1054,"zapotlan del rey",20.4676324670294,-102.908337157313,"open","jalisco","entronque",1,"mixed","rco",,,
457,1054,"zapotlan del rey",20.4669611520111,-102.911553270068,"open","jalisco","entronque",1,"ticket","rco",,,
458,1054,"zapotlan del rey",20.4670239742926,-102.911513036933,"open","jalisco","entronque",1,"toll","rco",,,
459,159,"zapotlanejo",20.6157241999414,-103.08930337429,"open","jalisco","troncal",3,"toll","rco",,,
460,159,"zapotlanejo (arroyo de enmedio)",20.6154783275444,-103.242773705162,"open","jalisco","entronque",1,"toll","rco",,,
461,159,"zapotlanejo (arroyo de enmedio)",20.6158133521432,-103.242815569957,"open","jalisco","entronque",1,"toll","rco",,,
462,159,"zapotlanejo (el cortijo)",20.620155091535,-103.205055089018,"open","jalisco","entronque",1,"toll","rco",,,
463,159,"zapotlanejo (el cortijo)",20.6196961553096,-103.206160556823,"open","jalisco","entronque",1,"toll","rco",,,
464,159,"zapotlanejo (el vado)",20.6047704344636,-103.159644389052,"open","jalisco","entronque",1,"toll","rco",,,
465,159,"zapotlanejo (el vado)",20.6047440507701,-103.158676642462,"open","jalisco","entronque",1,"toll","rco",,,
466,159,"zapotlanejo (la joya)",20.6053657064145,-103.139370934251,"closed","jalisco","entronque",3,"toll","rco",,,
467,159,"zapotlanejo (la joya)",20.6047990139586,-103.13893627878,"closed","jalisco","troncal",7,"toll","rco",,,
468,159,"zapotlanejo (periferico)",20.6191281814423,-103.215524334842,"open","jalisco","entronque",1,"toll","rco",,,
469,159,"zapotlanejo (periferico)",20.6193405478121,-103.216273922701,"open","jalisco","entronque",1,"toll","rco",,,
470,910,"auxiliar zirahuen",19.4823836206726,-101.731041447031,"open","michoacan","entronque",2,"toll","autopistas-michoacan",,,
471,933,"capula (cuto)",19.7107915918247,-101.337177729773,"open","michoacan","troncal",2,"toll","autopistas-michoacan",,,
472,927,"chapultepec morelia",19.5455315573318,-101.535878425306,"open","michoacan","troncal",2,"toll","autopistas-michoacan",,,
473,449,"contepec",19.8757236036103,-100.188107110493,"open","michoacan","troncal",5,"toll","mexico-michoacan",,,
474,516,"cuitzeo",19.9683158689496,-101.162069918484,"open","michoacan","entronque",1,"toll","camssa",,,
475,516,"cuitzeo",19.968860443429,-101.159671263411,"open","michoacan","entronque",1,"ticket","camssa",,,
476,516,"cuitzeo",19.9683742632108,-101.161970958961,"open","michoacan","entronque",1,"ticket","camssa",,,
477,516,"cuitzeo",19.968928509069,-101.159745024158,"open","michoacan","entronque",1,"toll","camssa",,,
479,146,"ecuandureo",20.1750102878037,-102.191314254631,"open","michoacan","troncal",5,"toll","rco",,,
480,146,"ecuandureo",20.1748969940368,-102.191319199161,"open","michoacan","entronque",1,"toll","rco",,,
481,146,"ecuandureo-vista hermosa",20.269198485915,-102.443130756586,"open","michoacan","entronque",2,"toll","rco",,,
482,146,"ecuandureo-vista hermosa",20.2698675724215,-102.439167564882,"open","michoacan","entronque",2,"toll","rco",,,
483,145,"huaniqueo",19.8826026357803,-101.511563847599,"open","michoacan","entronque",1,"toll","rco",,,
484,145,"huaniqueo",19.8842028133955,-101.510477558737,"open","michoacan","entronque",1,"toll","rco",,,
485,144,"jerahuaro",19.8936270809991,-100.651196257691,"open","michoacan","entronque",1,"toll","rco",,,
486,144,"jerahuaro",19.894506686108,-100.646729045991,"open","michoacan","entronque",1,"toll","rco",,,
487,42,"la piedad",20.3527974596637,-102.025180028201,"open","michoacan","troncal",1,"toll","capufe","bridge",,
488,920,"las cañas",18.5536703448654,-101.972997925947,"open","michoacan","entronque",2,"toll","autopistas-michoacan",,,
489,920,"las cañas",18.5541902775402,-101.970328688622,"open","michoacan","troncal",2,"toll","autopistas-michoacan",,,
490,941,"morelia-aeropuerto1",19.7412220266484,-101.100538842053,"open","michoacan","troncal",2,"toll","pinfra",,,
491,942,"morelia-aeropuerto2",19.8854885597688,-101.010015531354,"open","michoacan","troncal",4,"toll","pinfra",,,
492,145,"panindicuaro",19.9722430687461,-101.756961039668,"open","michoacan","troncal",2,"toll","rco",,,
493,145,"panindicuaro",19.9715099711372,-101.756897219944,"open","michoacan","entronque",1,"toll","rco",,,
495,,"puente albatros",17.9406605480882,-102.188009749083,"open","michoacan","troncal",4,"toll",,,,
496,1025,"puente ignacio chavez",17.9733379228945,-102.195763236402,"closed","michoacan","troncal",,"toll","capufe","bridge",,
497,912,"san angel zurumicapio",19.4419590398252,-101.883789896965,"open","michoacan","troncal",1,"toll","autopistas-michoacan",,,
498,924,"santa casilda",19.1565013012541,-101.976167854296,"open","michoacan","entronque",1,"toll","autopistas-michoacan",,,
499,924,"santa casilda",19.1529699912099,-101.978148725982,"open","michoacan","troncal",2,"toll","autopistas-michoacan",,,
500,925,"taretan",19.3519630450713,-101.917333602905,"open","michoacan","entronque",1,"toll","autopistas-michoacan",,,
501,925,"taretan",19.355516061977,-101.917939782143,"open","michoacan","troncal",3,"toll","autopistas-michoacan",,,
502,328,"zamora",20.1736456958063,-102.243870678178,"open","michoacan","entronque",1,"toll","rco",,,
503,144,"zinapecuaro",19.9018050204252,-100.788528388628,"open","michoacan","troncal",3,"toll","rco",,,
504,144,"zinapecuaro",19.9009590021755,-100.789033121268,"open","michoacan","entronque",1,"toll","rco",,,
505,144,"zinapecuaro",19.9023857928572,-100.787595040611,"open","michoacan","entronque",1,"toll","rco",,,
506,144,"zinapecuaro-copandaro",19.8822618793442,-101.202062273759,"open","michoacan","entronque",1,"toll","rco",,,
507,144,"zinapecuaro-cuto",19.8804420153682,-101.203354925288,"open","michoacan","entronque",2,"toll","rco",,,
508,911,"zirahuen",19.5055788373315,-101.659337858396,"open","michoacan","troncal",3,"toll","autopistas-michoacan",,,
509,106,"aeropuerto",18.8027294515307,-99.2198252677918,"open","morelos","entronque",2,"toll","capufe",,,
510,106,"aeropuerto",18.8023502070447,-99.2212930395253,"open","morelos","entronque",2,"toll","capufe",,,
511,101,"alpuyeca (puente de ixtla)",18.7224974495408,-99.2599268571526,"open","morelos","entronque",2,"toll","capufe",,,
512,101,"alpuyeca balnearios",18.7238220772148,-99.2602622509003,"open","morelos","entronque",2,"toll","capufe",,,
513,558,"el higueron",18.6527103962021,-99.0087997913361,"open","morelos","troncal",2,"toll","pinfra",,,
514,558,"el higueron",18.6526233086585,-99.0088059643153,"open","morelos","entronque",2,"toll","pinfra",,,
516,558,"el higueron",18.652765075251,-99.0016987637839,"open","morelos","entronque",1,"toll","pinfra",,,
517,558,"el higueron",18.6523970341345,-99.0012437005927,"open","morelos","entronque",1,"toll","pinfra",,,
