index,tollbooth_name,way,highway,km,tdpa,motorbike,car,car-axle,bus,truck-2axle,truck-3axle,truck-4axle,truck-5axle,truck-6axle,truck-7axle,truck-8axle,truck-9axle,not_classified_vehicle,vta,jan,feb,mar,apr,may,jun,jul,ago,sep,oct,nov,dec
137-02,dr. coss,general bravo-la sierrita,mex-040d,123.7,201,0.1,87.1,1.2,0.2,1.2,1.0,0.3,2.3,0.2,0.0,0.2,0.7,5.5,73487,4.6,4.6,4.5,2.6,3.5,3.5,2.3,12.6,12.7,14.2,16.3,18.6
138,puente colorado,san luis río colorado-ejido monterrey,mex-002,203.69,7459,0.0,65.7,0.4,3.2,0.0,7.8,0.0,17.8,0.0,5.1,0.0,0.0,0.0,2730139,9.5,8.6,8.4,5.4,6.7,7.5,8.0,8.7,8.8,9.5,9.5,9.4
139-01,cosamaloapan,la tinaja-isla,mex-145d,83.36,9615,0.2,36.4,0.3,3.8,4.8,7.1,1.1,21.4,4.1,0.3,0.1,14.0,6.4,3519128,9.7,8.5,8.9,6.5,6.4,6.8,8.0,8.3,8.1,8.9,8.9,11.0
139-02,cosamaloapan,la tinaja-cosamaloapan,mex-145d,83.36,641,0.4,60.9,0.2,6.2,7.6,6.1,0.4,5.2,2.3,0.1,0.0,2.8,7.8,234564,10.2,9.0,8.9,6.5,6.7,7.0,7.5,7.7,8.0,8.5,8.9,11.1
139-03,cosamaloapan,cosamaloapan-isla,mex-145d,83.36,1554,9.6,67.9,0.7,2.4,3.6,1.6,0.2,2.9,0.8,0.0,0.0,7.7,2.6,568659,9.5,8.5,8.4,6.4,6.3,6.9,7.6,8.6,9.2,9.2,9.0,10.4
140-01,acayucan sayula,isla-cosoleacaque,mex-145d,188.0,7453,0.2,35.8,0.3,3.1,5.1,6.4,1.1,22.3,4.0,0.4,0.2,14.2,6.9,2727782,10.0,8.4,8.8,6.3,6.2,6.9,8.2,8.4,8.3,8.9,8.5,11.1
140-02,acayucan sayula,isla-acayucan,mex-145d,188.0,2181,0.2,35.7,0.3,7.3,4.1,6.0,0.9,15.3,3.4,0.2,0.1,15.9,10.6,798367,9.2,8.5,9.0,6.7,6.5,6.5,7.7,7.9,8.0,8.8,10.3,10.9
140-03,acayucan sayula,acayucan-cosoleacaque,mex-145d,188.0,3179,0.5,64.9,0.3,3.3,6.2,4.7,0.5,7.3,2.3,0.1,0.1,6.0,3.8,1163377,10.8,9.2,9.2,6.7,6.5,7.0,7.7,8.0,7.9,8.4,8.7,9.9
141,san juanico,atlacomulco-venta de bravo,mex-015d,103.762,11058,0.5,67.0,0.3,4.1,5.1,4.4,1.3,10.1,1.9,0.4,0.1,4.8,0.0,4047274,9.9,8.3,8.1,5.5,5.7,6.8,8.1,8.3,8.3,9.3,9.8,11.9
142,contepec,venta de bravo-maravatío,mex-015d,133.1,10256,0.5,64.5,0.4,4.2,5.5,4.8,1.4,10.9,2.1,0.4,0.1,5.2,0.0,3753802,9.9,8.3,8.2,5.5,5.8,6.8,8.1,8.5,8.2,9.3,10.0,11.4
143,jeráhuaro,maravatío-jeráhuaro,mex-015d,186.117,370,0.8,87.4,0.2,2.1,5.2,1.9,0.3,1.0,0.4,0.0,0.0,0.3,0.4,135555,9.9,8.3,8.2,5.5,5.8,6.8,8.1,8.5,8.2,9.3,10.0,11.4
144-01,zinapécuaro,maravatío-morelia,mex-015d,202.017,8957,0.4,61.8,0.2,4.6,5.0,4.4,1.4,12.1,2.0,0.4,0.1,5.6,2.0,3278271,9.9,8.4,8.2,5.3,5.7,6.9,8.1,8.4,8.4,9.4,10.1,11.2
144-02,zinapécuaro,maravatío-zinapécuaro,mex-015d,202.017,497,1.3,84.0,0.3,0.7,4.0,1.2,0.3,1.8,0.4,0.0,0.0,0.5,5.5,181830,9.9,8.2,9.3,5.0,5.9,6.8,8.5,8.7,8.1,9.0,10.0,10.6
144-03,zinapécuaro,zinapécuaro-morelia,mex-015d,202.017,681,0.8,80.0,0.3,0.5,3.9,2.7,0.2,1.8,1.3,0.0,0.0,1.2,7.3,249377,10.3,8.6,9.0,4.9,5.7,6.8,8.3,8.5,8.1,9.5,9.3,11.0
145,copándaro,morelia-copándaro,mex-015d,246.0,3093,0.6,61.0,0.3,0.8,3.5,3.7,1.2,12.1,3.1,1.9,0.1,10.6,1.1,1132172,9.9,7.9,7.8,4.9,5.5,6.3,8.1,8.4,8.5,10.1,10.8,11.8
146,huaniqueo,huaniqueo-morelia,mex-015d,280.0,835,0.5,88.0,0.5,3.0,3.7,2.0,0.3,0.5,0.5,0.0,0.0,0.1,0.9,305683,9.9,8.3,8.2,5.5,5.8,6.8,8.1,8.5,8.2,9.3,10.0,11.4
147-01,panindícuaro,morelia-churintzio,mex-015d,308.0,7139,0.3,60.4,0.3,5.3,5.5,4.8,1.3,13.2,1.7,0.3,0.1,4.4,2.4,2612779,9.7,8.5,8.3,5.5,5.9,7.1,8.2,8.4,8.5,9.5,9.6,10.8
147-02,panindícuaro,morelia-panindícuaro,mex-015d,308.0,660,0.5,79.1,0.3,0.3,4.0,2.4,0.4,2.9,0.7,0.0,0.0,1.7,7.7,241453,9.7,9.2,8.6,5.0,5.7,7.2,8.3,8.5,8.2,8.9,9.5,11.2
147-03,panindícuaro,panindícuaro-churintzio,mex-015d,308.0,837,0.8,78.1,0.5,2.9,5.3,3.6,0.4,3.0,0.7,0.0,0.0,1.1,3.6,306512,10.9,8.8,8.5,5.3,5.9,7.3,8.3,8.2,7.9,8.6,8.9,11.4
148-01,ecuandureo,churintzio-la barca,mex-015d,370.0,7044,0.4,60.9,0.3,4.6,5.5,5.3,1.4,13.7,1.9,0.3,0.1,4.3,1.3,2578154,8.1,8.5,8.3,5.5,5.9,7.2,8.5,8.6,8.6,9.5,9.8,11.5
148-02,ecuandureo,churintzio-ecuandureo,mex-015d,370.0,1785,0.6,74.0,0.3,5.0,6.3,3.9,0.3,3.4,0.6,0.0,0.0,1.5,4.1,653408,10.1,8.8,8.9,6.0,6.8,7.5,8.1,8.1,8.0,9.0,9.0,9.7
148-03,ecuandureo,ecuandureo-la barca,mex-015d,370.0,1326,0.4,70.6,0.3,4.5,5.4,5.4,0.6,7.4,1.5,0.1,0.0,1.8,2.0,485419,2.5,10.6,9.5,5.4,6.4,7.7,8.9,9.6,9.8,10.6,10.1,8.9
149,vista hermosa,vista hermosa-la barca,mex-015d,390.0,6055,0.3,41.4,0.3,2.4,5.9,9.3,1.6,24.4,5.1,0.3,0.1,8.4,0.5,2216078,9.4,8.5,8.5,6.5,6.9,7.6,8.1,8.0,8.0,8.8,9.7,10.0
150,san francisco de rivas,la barca-san francisco de rivas,mex-015d,405.4,1709,1.5,57.7,0.4,1.1,7.2,12.6,2.1,9.8,4.0,0.2,0.1,1.8,1.5,625328,9.1,7.7,8.0,6.3,7.5,7.9,8.0,7.9,7.9,9.3,9.8,10.6
151-01,ocotlán,la barca-zapotlanejo,mex-015d,425.955,10809,0.3,58.0,0.2,4.7,5.1,5.3,1.0,14.8,2.1,0.3,0.1,7.0,1.1,3956024,10.2,8.8,8.4,5.6,6.1,7.1,8.2,8.3,8.4,9.2,9.3,10.4
151-02,ocotlán,la barca-ocotlán,mex-015d,425.955,2446,0.3,52.2,0.3,1.1,4.0,7.1,1.6,25.0,5.2,0.0,0.1,1.1,2.0,895175,10.9,9.0,8.7,6.2,6.6,7.6,8.0,7.8,7.7,8.6,8.7,10.2
151-03,ocotlán,ocotlán-zapotlanejo,mex-015d,425.955,694,0.5,74.1,0.2,0.8,4.5,3.2,0.6,5.4,2.0,0.1,0.0,3.8,4.8,254164,9.1,9.8,8.1,5.6,6.6,7.3,7.9,8.1,8.2,9.3,9.2,10.8
151-04,ocotlán,zapotlán del rey-zapotlanejo,mex-015d,425.955,373,0.5,82.0,0.4,1.2,5.2,2.4,0.6,3.0,0.5,0.0,0.0,0.1,4.1,136494,8.3,8.0,7.2,5.2,6.7,8.3,9.2,9.2,8.7,9.6,9.3,10.3
152,la suceda,la sauceda-zapotlanejo,mex-015d,462.0,74,1.4,29.7,0.1,1.2,1.3,1.7,0.2,17.3,13.6,0.1,0.0,23.8,9.6,26983,9.6,9.0,8.5,6.1,6.5,8.4,8.1,8.6,8.1,8.7,8.3,10.1
153-01,puente túxpam,tihuatlán-ent. tihuatlán ii,mex-132d,229.2,2507,0.9,60.7,0.5,0.7,6.6,8.3,0.9,12.0,4.9,0.2,0.0,4.3,0.0,917458,9.9,8.7,9.3,5.5,5.7,6.4,7.4,8.1,8.0,9.8,10.0,11.2
153-02,puente túxpam,tihuatlán-túxpam,mex-132d,257.7,5992,0.9,66.4,0.4,4.6,3.4,3.5,0.7,7.2,4.0,0.2,0.0,8.7,0.0,2193022,10.1,8.7,9.1,5.4,5.7,6.8,7.9,8.2,8.4,9.4,9.3,11.0
154,san cristóbal,indios verdes-san cristóbal ecatepec,mex-085d,21.0,24548,2.4,95.6,0.0,0.6,0.9,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8984539,9.9,9.5,9.7,6.2,6.3,6.8,7.9,8.6,8.4,9.1,8.7,8.9
155-01,revolución,derivador lópez portillo,mex-085d,22.8,10990,2.1,76.7,0.1,3.0,4.3,3.5,0.4,7.6,1.1,0.0,0.0,1.2,0.0,4022356,10.2,9.6,9.0,5.9,5.9,6.8,7.9,8.4,8.3,9.3,9.2,9.5
155-02,revolución,méxico-lechería,mex-085d,22.8,28966,2.1,93.0,0.0,0.8,1.7,1.1,0.1,1.0,0.1,0.0,0.0,0.1,0.0,10601455,9.9,9.5,9.1,6.1,6.2,7.1,8.2,8.7,8.3,9.0,8.8,9.1
156,ojo de agua,indios verdes-tizayuca,mex-085d,25.0,57468,1.4,87.2,0.1,4.8,2.7,1.6,0.1,1.6,0.2,0.0,0.0,0.3,0.0,21033133,10.2,9.0,8.7,5.9,6.0,6.9,7.6,8.8,8.6,9.4,9.2,9.7
157,peñón y texcoco,peñón-texcoco,mex-136d,0.0,30185,1.3,84.8,0.0,2.9,3.3,2.3,0.3,2.5,0.7,0.0,0.0,0.3,1.6,11047856,9.7,9.6,9.0,5.5,5.5,6.6,8.1,8.8,8.6,9.6,9.3,9.7
158,los chorros,puerto méxico-ent. carbonera,mex-057d,203.65,12666,0.1,29.0,0.7,4.7,2.8,1.7,0.8,48.6,3.7,0.3,0.1,6.9,0.6,4635639,9.5,8.1,8.4,5.5,5.9,7.8,8.0,8.7,8.7,9.7,9.3,10.4
159,la carbonera ojo caliente,ent. la carbonera-ojo caliente,mex-057d,12.36,13167,0.3,30.3,0.8,4.0,4.3,2.4,0.7,46.0,4.0,0.3,0.1,6.4,0.4,4819270,9.2,8.0,8.3,5.6,6.0,7.7,7.9,8.9,8.7,9.8,9.5,10.4
160,huachichil,huachichil-ent. carbonera,mex-057d,213.5,1921,0.4,52.3,1.5,3.8,12.3,5.4,0.9,15.9,4.9,0.0,0.0,1.1,1.5,703082,9.6,8.6,8.4,5.8,6.7,7.8,8.2,8.7,8.3,9.1,9.0,9.8
161,la antigua,cardel-veracruz,mex-180,222.47,14767,1.1,68.3,0.4,3.5,4.1,4.6,0.6,7.9,2.3,0.5,0.0,6.2,0.5,5404862,10.1,9.3,8.9,5.8,5.9,6.5,7.5,8.1,8.2,9.2,9.5,11.0
162,san julián,san julián-veracruz,mex-180,233.093,1620,5.3,56.5,0.2,3.0,2.3,4.5,0.4,8.3,1.8,0.5,0.3,16.6,0.3,593079,9.1,8.3,8.6,6.8,7.0,7.7,8.8,8.5,8.3,9.0,8.6,9.3
163,la cuchilla,matamoros-el porvenir,mex-040d,67.036,5446,0.3,40.4,0.5,6.2,2.5,1.4,1.5,27.2,5.9,0.9,0.2,12.3,0.7,1993223,9.4,8.6,8.6,5.4,6.1,7.5,8.5,9.0,8.9,9.5,8.7,9.8
164,plan de ayala,loma bonita-plan de ayala,mex-040d,142.0,5642,0.4,44.2,0.5,6.9,2.0,1.2,1.4,25.0,5.2,0.8,0.2,11.6,0.6,2065117,9.4,8.6,8.5,5.3,6.1,7.6,8.4,8.9,8.8,9.5,8.9,10.0
165,zapotlanejo la joya,zapotlanejo-guadalajara,mex-015d,9.2,33473,0.4,62.8,0.2,3.2,5.0,4.8,0.9,13.3,2.2,0.3,0.1,6.3,0.5,12251234,9.9,9.0,8.3,5.4,6.1,7.3,8.4,8.6,8.6,9.4,9.1,9.9
166,vado,el vado-guadalajara,mex-015d,11.3,3893,2.3,82.4,0.0,2.9,1.3,0.4,0.0,0.4,0.0,0.0,0.0,0.1,10.2,1424896,8.0,7.9,7.9,7.1,8.1,8.0,8.5,8.6,8.4,9.0,8.9,9.6
167,cortijo,cortijo-guadalajara,mex-015d,16.5,2144,0.9,81.3,0.0,6.7,2.5,3.5,0.1,2.9,0.1,0.0,0.0,0.7,1.3,784846,8.9,8.7,8.3,7.1,7.8,7.8,8.4,8.4,8.5,9.0,8.3,8.8
168,periférico,periférico-guadalajara,mex-015d,17.7,1899,2.3,87.7,0.1,1.5,1.8,1.8,0.1,2.2,0.6,0.0,0.0,0.5,1.4,694990,9.3,8.9,8.0,5.1,6.5,7.6,8.1,9.1,8.5,9.2,9.2,10.5
169,arroyo,tonalá-guadalajara,mex-015d,20.5,1038,1.4,95.6,0.0,0.1,1.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.5,379798,9.8,8.8,6.7,3.0,4.3,6.9,7.4,8.8,9.0,10.6,11.3,13.4
170,tlalpan,méxico-cuernavaca,mex-095d,23.36,24775,2.1,77.8,0.1,3.5,2.7,2.0,0.3,2.8,0.6,0.1,0.0,1.0,7.0,9067743,9.5,9.0,8.8,5.2,5.2,6.5,8.6,9.3,8.6,9.4,9.7,10.2
171,tres marías,tres marías-cuernavaca,mex-095d,53.0,1482,3.0,86.2,0.2,0.8,4.7,2.0,0.0,0.2,0.1,0.0,0.0,0.0,2.8,542313,9.4,9.6,9.4,5.3,5.4,6.7,8.3,9.2,8.5,9.1,9.4,9.7
172,tepoztlán,la pera-tepoztlán,mex-160d,7.958,10998,1.9,85.4,0.1,2.2,2.6,1.6,0.3,2.4,0.5,0.1,0.0,1.2,1.7,4025285,10.1,10.0,9.0,5.0,5.1,6.2,8.2,8.9,8.5,9.7,9.4,9.9
173,oacalco,tepoztlán-cuautla,mex-160d,21.208,10869,1.9,84.9,0.1,2.3,3.1,1.7,0.2,2.4,0.5,0.1,0.0,1.1,1.7,3978049,9.5,9.4,8.8,5.4,5.6,6.7,8.6,9.1,8.6,9.5,9.2,9.6
174,iguala,puente de ixtla-iguala,mex-d,95.95,3690,0.8,66.0,0.1,3.6,5.5,7.2,1.3,3.4,3.0,0.0,0.0,1.7,7.4,1350476,9.9,9.3,9.2,5.9,5.6,6.6,8.2,8.6,8.4,9.2,9.1,10.0
175,zacapalco,zacapalco-ranchoviejo,mex-d,0.5,1351,3.8,86.4,0.1,2.9,3.4,1.1,0.3,0.4,0.3,0.0,0.0,0.0,1.3,494635,11.0,10.1,8.7,4.1,4.5,5.4,7.6,9.0,8.7,9.6,10.0,11.3
176,taxco,rancho viejo-taxco,mex-d,17.63,2287,5.3,86.7,0.0,2.6,2.9,0.7,0.1,0.2,0.2,0.0,0.0,0.0,1.3,837053,10.8,9.9,8.9,4.7,5.0,5.7,7.5,9.0,8.6,9.4,9.7,10.8
177-01,lechería,ent. san miguel-lechería,mex-057d,1.36,3,1.0,67.1,0.0,0.2,2.0,2.0,0.0,5.2,1.3,0.0,0.0,0.0,21.2,1151,7.8,8.0,9.7,6.9,4.6,5.7,8.5,7.9,7.6,9.9,11.1,12.3
177-02,lechería,lago de guadalupe-lechería,mex-057d,1.36,5100,5.6,90.9,0.0,0.6,2.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.1,1866584,9.1,8.7,9.1,6.5,7.1,7.7,8.3,9.0,8.8,8.9,8.4,8.4
177-03,lechería,chamapa-lechería,mex-057d,1.36,357,0.5,51.0,0.1,0.2,15.8,12.1,0.9,18.3,0.8,0.0,0.0,0.0,0.3,130645,8.3,8.5,8.1,5.5,5.8,6.7,7.9,8.0,7.9,9.9,11.1,12.3
177-04,lechería,san mateo nopala-lechería,mex-057d,1.36,123,1.5,75.2,0.1,0.1,10.0,6.1,0.3,5.7,0.5,0.0,0.0,0.1,0.4,45052,7.7,8.4,8.5,6.5,6.9,8.0,8.7,9.4,8.7,9.0,8.8,9.4
177-05,lechería,madín-lechería,mex-057d,1.36,711,1.7,92.9,0.1,0.0,2.4,1.2,0.1,0.9,0.1,0.0,0.0,0.0,0.6,260134,9.9,9.3,8.7,5.7,6.2,7.0,8.1,8.6,8.6,9.6,9.1,9.2
177-06,lechería,atizapán-lechería,mex-057d,1.36,2207,3.5,85.4,0.1,3.1,4.2,1.8,0.1,1.5,0.1,0.0,0.0,0.1,0.1,807581,8.7,8.2,8.8,6.7,7.2,7.8,8.7,9.3,8.7,8.8,8.4,8.7
177-07,lechería,lechería-retorno,mex-057d,1.36,6,1.6,57.5,0.0,0.4,3.5,2.3,0.3,3.8,0.3,0.0,0.0,0.0,30.3,2319,7.7,8.6,10.1,7.7,7.7,5.8,9.2,9.3,8.3,8.8,8.2,8.6
177-08,lechería,interlomas-lechería,mex-057d,1.36,98,1.5,86.4,0.1,0.4,6.1,1.8,0.4,2.8,0.2,0.0,0.0,0.0,0.3,35856,20.1,12.3,9.9,3.4,3.5,5.0,6.5,7.1,7.5,8.9,7.9,7.9
177-09,lechería,huixquilucan-lechería,mex-057d,1.36,120,1.8,86.5,0.1,0.1,7.1,2.4,0.1,0.8,0.2,0.0,0.0,0.0,0.9,43884,9.7,9.4,8.7,4.4,4.2,6.0,7.3,8.0,8.4,11.9,10.8,11.2
177-10,lechería,la venta-lechería,mex-057d,1.36,2069,0.2,66.9,0.0,1.4,9.2,5.5,0.4,11.5,0.2,0.0,0.0,1.2,3.5,757248,8.9,8.1,7.9,5.7,6.1,6.7,8.7,9.0,8.8,10.5,9.9,9.7
177-11,lechería,lomas verdes-lechería,mex-057d,1.36,96,0.9,86.0,0.0,0.1,5.2,4.4,0.1,2.3,0.1,0.0,0.0,0.0,0.9,35294,11.5,12.0,9.0,4.4,4.5,5.6,7.1,8.6,8.3,9.3,9.6,10.1
178-01,ent. san miguel,lago de guadalupe-ent. san miguel,mex-057d,4.0,1004,0.8,83.0,0.2,0.3,4.8,2.7,0.2,3.7,0.4,0.1,0.0,0.3,3.5,367586,10.7,10.8,9.0,3.9,6.0,6.6,7.9,8.7,8.6,9.4,9.0,9.4
178-02,ent. san miguel,lago de guadalupe-ent. san miguel,mex-057d,4.0,1642,2.4,91.9,0.1,0.1,3.5,0.8,0.1,0.2,0.1,0.0,0.0,0.0,0.8,600955,10.4,9.9,8.9,5.5,5.8,6.4,7.9,8.6,8.8,9.4,9.0,9.4
178-03,ent. san miguel,atizapán-ent. san miguel,mex-057d,4.0,1519,2.2,90.1,0.1,0.1,3.7,1.6,0.1,1.4,0.2,0.0,0.0,0.0,0.5,556109,10.3,9.8,9.2,6.1,6.2,6.7,8.0,8.7,8.5,8.9,8.6,9.0
178-04,ent. san miguel,madín-ent. san miguel,mex-057d,4.0,861,1.5,94.9,0.3,0.0,1.5,0.9,0.1,0.4,0.1,0.0,0.0,0.0,0.3,315200,11.8,11.5,9.4,4.4,4.8,5.9,7.7,8.5,8.6,9.6,8.9,8.9
178-05,ent. san miguel,san mateo nopala-ent. san miguel,mex-057d,4.0,122,1.8,81.4,0.4,0.1,6.4,3.3,0.8,4.2,1.1,0.0,0.0,0.2,0.3,44716,9.9,8.7,9.1,6.2,6.1,6.7,8.0,8.9,8.6,9.2,8.8,9.8
178-06,ent. san miguel,chamapa-ent. san miguel,mex-057d,4.0,455,0.6,64.0,0.2,0.0,7.5,9.3,1.7,12.8,3.2,0.0,0.0,0.1,0.6,166631,9.9,9.5,8.6,5.2,5.1,6.1,7.8,8.5,8.2,9.4,10.2,11.5
178-07,ent. san miguel,huixquilucan-ent. san miguel,mex-057d,4.0,216,1.2,89.6,0.3,0.1,3.3,3.2,0.2,1.1,0.4,0.0,0.0,0.0,0.6,78939,10.8,10.7,9.1,4.3,4.1,5.2,7.3,8.0,8.0,11.2,10.3,11.0
178-08,ent. san miguel,interlomas-ent. san miguel,mex-057d,4.0,254,1.2,94.3,0.1,0.1,2.4,0.7,0.2,0.5,0.1,0.0,0.0,0.0,0.4,92998,13.6,12.8,9.9,3.2,3.1,4.3,6.0,7.0,7.7,11.4,10.4,10.6
178-09,ent. san miguel,lomas verdes-ent. san miguel,mex-057d,4.0,218,1.2,93.1,0.2,0.0,1.1,0.5,0.0,1.3,0.3,0.0,0.0,0.0,2.3,79780,13.1,12.9,10.2,3.4,3.1,4.4,6.8,8.4,8.8,9.8,9.5,9.6
178-10,ent. san miguel,la venta-ent. san miguel,mex-057d,4.0,5431,0.3,68.8,0.1,0.7,7.5,4.3,0.7,10.8,0.7,0.1,0.0,2.5,3.5,1987840,10.8,10.7,9.5,5.3,5.2,6.1,7.6,8.1,8.4,10.1,9.2,9.0
179-01,lago de guadalupe,lechería-lago de guadalupe,mex-057d,5.0,5966,4.3,92.7,0.0,0.4,1.5,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.6,2183571,9.7,9.2,8.7,6.5,7.1,7.6,8.4,8.7,8.4,8.9,8.4,8.4
179-02,lago de guadalupe,ent. san miguel-lago de guadalupe,mex-057d,5.0,1221,3.1,91.1,0.1,0.1,3.4,0.9,0.0,0.2,0.2,0.0,0.0,0.0,0.9,446750,9.9,9.6,8.8,5.7,6.1,6.9,8.0,8.7,8.5,9.4,9.0,9.4
179-03,lago de guadalupe,ent. san miguel-lago de guadalupe retorno,mex-057d,5.0,3,1.2,87.1,0.4,0.0,3.2,1.0,0.0,0.9,0.7,0.1,0.0,2.2,3.2,1129,7.5,8.0,8.9,4.5,3.9,6.6,8.7,9.6,11.1,10.5,8.4,12.3
179-04,lago de guadalupe,madín-lago de guadalupe,mex-057d,5.0,1373,1.8,94.6,0.0,0.1,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.9,502443,11.3,12.6,10.5,4.9,5.2,6.5,7.0,8.1,8.1,8.7,8.5,8.6
179-05,lago de guadalupe,san mateo nopala-lago de guadalupe,mex-057d,5.0,129,1.7,84.1,0.0,0.0,9.6,3.4,0.0,0.3,0.1,0.0,0.0,0.0,0.8,47208,8.1,8.5,9.6,6.4,6.7,7.7,8.0,8.6,8.8,9.4,8.9,9.3
179-06,lago de guadalupe,atizapán-lago de guadalupe,mex-057d,5.0,692,2.5,93.8,0.0,0.1,2.2,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.8,253241,9.6,9.6,9.2,7.1,7.2,7.5,8.3,8.7,8.3,8.4,8.1,8.0
179-07,lago de guadalupe,chamapa-lago de guadalupe,mex-057d,5.0,279,1.0,86.9,0.1,0.2,5.9,3.0,0.1,1.9,0.3,0.0,0.0,0.1,0.5,102263,9.9,9.9,9.5,5.1,5.6,6.9,7.7,8.4,8.6,8.9,9.3,10.2
179-08,lago de guadalupe,la venta-lago de guadalupe,mex-057d,5.0,2496,0.3,91.2,0.0,1.1,3.1,1.6,0.1,0.8,0.2,0.0,0.0,0.2,1.4,913558,11.4,10.5,8.6,5.2,5.6,6.2,8.3,8.8,8.7,9.4,8.6,8.7
179-09,lago de guadalupe,interlomas-lago de guadalupe,mex-057d,5.0,112,1.3,96.8,0.1,0.2,1.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,40862,18.8,14.9,11.0,3.1,3.1,4.5,6.1,7.2,8.3,7.7,7.5,7.8
179-10,lago de guadalupe,huixquilucan-lago de guadalupe,mex-057d,5.0,131,1.5,94.6,0.0,0.0,2.6,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,47862,12.2,12.6,10.0,4.4,4.2,5.3,7.2,8.4,8.8,9.1,8.7,9.1
179-11,lago de guadalupe,lago de guadalupe-lago de guadalupe retorno,mex-057d,5.0,14,1.7,86.7,0.0,0.1,2.5,1.7,0.0,0.7,0.0,0.0,0.0,0.1,6.5,5279,9.3,9.5,7.5,5.3,6.9,7.4,9.9,9.4,9.1,8.9,8.4,8.4
179-12,lago de guadalupe,lomas verdes-lago de guadalupe retorno,mex-057d,5.0,531,1.4,96.8,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,194370,13.2,16.3,13.6,3.6,3.6,5.1,5.4,7.7,8.0,7.9,7.8,7.8
180-01,atizapán,lechería-atizapán,mex-057d,9.85,2087,2.1,87.4,0.1,3.2,3.6,1.9,0.1,1.4,0.1,0.0,0.0,0.0,0.1,763988,8.9,8.6,8.6,7.0,7.6,7.7,8.6,9.1,8.0,8.8,8.4,8.7
180-02,atizapán,ent. san miguel-atizapán,mex-057d,9.85,1197,2.3,89.0,0.1,0.1,4.1,1.9,0.1,1.3,0.5,0.0,0.0,0.0,0.6,437967,10.1,9.6,9.1,6.3,6.5,7.0,8.0,8.8,8.1,8.9,8.6,9.0
180-03,atizapán,madín-atizapán,mex-057d,9.85,4706,5.2,91.9,0.0,1.2,1.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1722405,9.9,9.9,9.0,6.1,6.3,7.2,8.5,8.8,7.8,9.1,8.7,8.7
180-04,atizapán,san mateo nopala-atizapán,mex-057d,9.85,252,2.7,84.2,0.1,0.4,9.6,2.2,0.0,0.4,0.1,0.0,0.0,0.0,0.3,92198,8.5,8.6,8.8,7.7,7.8,7.6,8.0,8.3,7.8,9.0,8.7,9.2
180-05,atizapán,chamapa-atizapán,mex-057d,9.85,668,2.4,85.4,0.1,0.2,6.2,2.9,0.1,1.0,1.3,0.0,0.0,0.0,0.4,244606,9.2,9.3,8.8,6.7,7.3,7.6,8.4,8.6,7.8,8.5,8.5,9.3
180-06,atizapán,lago de guadalupe-atizapán,mex-057d,9.85,561,2.8,93.0,0.0,0.1,2.4,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1.0,205187,9.4,9.4,9.2,7.4,7.6,7.9,8.1,8.7,7.8,8.4,8.1,8.0
180-07,atizapán,la venta-atizapán,mex-057d,9.85,1746,0.4,76.8,0.0,0.4,5.7,3.6,0.2,4.7,0.6,0.0,0.0,0.3,7.3,638991,8.5,8.2,9.3,5.3,5.2,5.9,8.0,9.2,9.4,10.6,10.1,10.3
180-08,atizapán,interlomas-atizapán,mex-057d,9.85,133,5.1,91.2,0.0,0.2,2.6,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.2,48596,14.4,11.3,9.5,4.8,4.5,5.6,7.1,7.6,7.5,9.4,9.2,9.1
180-09,atizapán,huixquilucan-atizapán,mex-057d,9.85,244,4.9,89.8,0.2,0.0,3.2,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.1,89234,9.8,9.9,9.2,5.6,5.6,6.8,7.6,8.4,7.8,10.3,9.4,9.6
180-10,atizapán,atizapán-atizapán retorno,mex-057d,9.85,11,4.3,84.8,0.2,0.2,1.8,5.4,0.0,0.7,0.0,0.0,0.0,0.0,2.6,4156,8.7,9.4,11.5,7.7,6.0,5.1,6.0,8.7,8.9,9.9,8.3,9.8
180-11,atizapán,lomas verdes-atizapán,mex-057d,9.85,1877,3.4,92.2,0.0,0.1,3.0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.3,687010,11.6,11.6,10.0,5.5,5.6,6.4,7.8,8.4,7.4,8.7,8.4,8.6
181-01,madín,chamapa-madín,mex-057d,13.8,475,2.9,84.7,0.1,0.1,7.6,2.4,0.1,1.1,0.1,0.0,0.0,0.0,0.9,173985,9.2,9.5,8.9,5.6,6.2,7.5,8.9,8.6,8.5,9.0,8.9,9.2
